source_run,stage,building_id,occupied_cells,grid_total_cells,coverage_frac
gs_e5_C001_s1_acmp_r1,tsdf_minobs_voxel_post_sor,DEBY_LOD2_4908179,4,474,0.008438818565400843
gs_e5_C001_s1_acmp_r1,tsdf_minobs_voxel_post_sor,DEBY_LOD2_4907195,218,710,0.30704225352112674
gs_e5_C001_s1_acmp_r1,tsdf_minobs_voxel_post_sor,DEBY_LOD2_8568391,18,221,0.08144796380090498
gs_e5_C001_s1_acmp_r1,tsdf_minobs_voxel_post_sor,DEBY_LOD2_108247349,2,402,0.004975124378109453
gs_e5_C001_s1_acmp_r1,tsdf_minobs_voxel_post_sor,DEBY_LOD2_4907184,1434,1352,1.0
gs_e5_C001_s1_acmp_r1,tsdf_minobs_voxel_post_sor,DEBY_LOD2_4908178,260,454,0.5726872246696035
gs_e5_C001_s1_acmp_r1,tsdf_minobs_voxel_post_sor,DEBY_LOD2_8568392,7,24,0.2916666666666667
gs_e5_C001_s1_acmp_r1,tsdf_minobs_voxel_post_sor,DEBY_LOD2_4907186,87,673,0.12927191679049035
gs_e5_C001_s1_acmp_r1,tsdf_minobs_voxel_post_sor,DEBY_LOD2_4907194,27,850,0.03176470588235294
gs_e5_C001_s1_acmp_r1,tsdf_minobs_voxel_post_sor,DEBY_LOD2_4907199,20,393,0.05089058524173028
gs_e5_C001_s1_acmp_r1,tsdf_minobs_voxel_post_sor,DEBY_LOD2_108247351,10,260,0.038461538461538464
gs_e5_C001_s1_acmp_r1,tsdf_minobs_voxel_post_sor,DEBY_LOD2_108247350,4,48,0.08333333333333333
gs_e5_C001_s1_acmp_r1,tsdf_minobs_voxel_post_sor,DEBY_LOD2_4907185,346,644,0.5372670807453416
gs_e5_C001_s1_acmp_r1,tsdf_minobs_voxel_post_sor,DEBY_LOD2_4907188,50,664,0.07530120481927711
gs_e5_C001_s1_acmp_r1,tsdf_minobs_voxel_post_sor,DEBY_LOD2_4907202,341,641,0.53198127925117
gs_e5_C001_s1_acmp_r1,tsdf_minobs_voxel_post_sor,DEBY_LOD2_60098,154,784,0.19642857142857142
gs_e5_C001_s1_acmp_r1,tsdf_minobs_voxel_post_sor,DEBY_LOD2_4908168,75,114,0.6578947368421053
