variant,arm,outcome,outcome_kind,spec,fit_type,n,predictor,coef,se,ci_low,ci_high,status
w2_overlap,raw_lidar,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,92,n_views_nadir,0.208002,0.110846,-0.009257,0.425261,ok
w2_overlap,raw_lidar,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,92,recon_score_median,-0.157435,0.114721,-0.382289,0.067418,ok
w2_overlap_cook_excluded,raw_lidar,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,85,pt_density_m2_reg,0.316257,0.108304,0.103982,0.528532,ok
w2_overlap_cook_excluded,raw_lidar,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,85,coverage_frac_reg,-0.118860,0.113327,-0.340981,0.103261,ok
w2_overlap_cook_excluded,raw_lidar,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,85,local_plane_rms_m,0.294873,0.114232,0.070979,0.518767,ok
w2_overlap_cook_excluded,raw_lidar,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,85,floater_frac,-0.185526,0.113360,-0.407713,0.036660,ok
w2_overlap_cook_excluded,raw_lidar,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,85,label_proxy_frac_all,0.058546,0.091468,-0.120732,0.237823,ok
w2_overlap_cook_excluded,raw_lidar,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,85,median_incidence_deg,0.071546,0.104298,-0.132878,0.275970,ok
w2_overlap_cook_excluded,raw_lidar,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,85,median_pair_angle_deg,0.136610,0.098173,-0.055809,0.329029,ok
w2_overlap_cook_excluded,raw_lidar,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,85,n_views_nadir,0.331594,0.127017,0.082640,0.580548,ok
w2_overlap_cook_excluded,raw_lidar,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,85,recon_score_median,-0.289458,0.129446,-0.543171,-0.035744,ok
w2_overlap,raw_lidar,rf_roof_planes,continuous,attributes_only,huber_rlm,92,pt_density_m2_reg,-0.070169,0.076262,-0.219643,0.079305,ok
w2_overlap,raw_lidar,rf_roof_planes,continuous,attributes_only,huber_rlm,92,coverage_frac_reg,-0.028813,0.080503,-0.186600,0.128973,ok
w2_overlap,raw_lidar,rf_roof_planes,continuous,attributes_only,huber_rlm,92,local_plane_rms_m,0.109301,0.077368,-0.042340,0.260942,ok
w2_overlap,raw_lidar,rf_roof_planes,continuous,attributes_only,huber_rlm,92,floater_frac,-0.078114,0.080117,-0.235142,0.078915,ok
w2_overlap,raw_lidar,rf_roof_planes,continuous,attributes_only,huber_rlm,92,label_proxy_frac_all,0.074256,0.069139,-0.061256,0.209769,ok
w2_overlap_cook_excluded,raw_lidar,rf_roof_planes,continuous,attributes_only,huber_rlm,82,pt_density_m2_reg,-0.090368,0.095774,-0.278084,0.097349,ok
w2_overlap_cook_excluded,raw_lidar,rf_roof_planes,continuous,attributes_only,huber_rlm,82,coverage_frac_reg,-0.079490,0.078715,-0.233772,0.074793,ok
w2_overlap_cook_excluded,raw_lidar,rf_roof_planes,continuous,attributes_only,huber_rlm,82,local_plane_rms_m,0.128754,0.099240,-0.065757,0.323265,ok
w2_overlap_cook_excluded,raw_lidar,rf_roof_planes,continuous,attributes_only,huber_rlm,82,floater_frac,-0.034679,0.085694,-0.202639,0.133281,ok
w2_overlap_cook_excluded,raw_lidar,rf_roof_planes,continuous,attributes_only,huber_rlm,82,label_proxy_frac_all,0.150805,0.078623,-0.003296,0.304906,ok
w2_overlap,raw_lidar,rf_roof_planes,continuous,observation_only,huber_rlm,92,median_incidence_deg,-0.160912,0.056467,-0.271588,-0.050237,ok
w2_overlap,raw_lidar,rf_roof_planes,continuous,observation_only,huber_rlm,92,median_pair_angle_deg,0.129105,0.059018,0.013431,0.244780,ok
w2_overlap,raw_lidar,rf_roof_planes,continuous,observation_only,huber_rlm,92,n_views_nadir,0.113608,0.079683,-0.042572,0.269787,ok
w2_overlap,raw_lidar,rf_roof_planes,continuous,observation_only,huber_rlm,92,recon_score_median,-0.236580,0.080992,-0.395324,-0.077837,ok
w2_overlap_cook_excluded,raw_lidar,rf_roof_planes,continuous,observation_only,huber_rlm,87,median_incidence_deg,-0.263392,0.064150,-0.389126,-0.137659,ok
w2_overlap_cook_excluded,raw_lidar,rf_roof_planes,continuous,observation_only,huber_rlm,87,median_pair_angle_deg,0.180282,0.066659,0.049630,0.310935,ok
w2_overlap_cook_excluded,raw_lidar,rf_roof_planes,continuous,observation_only,huber_rlm,87,n_views_nadir,0.176557,0.089054,0.002011,0.351102,ok
w2_overlap_cook_excluded,raw_lidar,rf_roof_planes,continuous,observation_only,huber_rlm,87,recon_score_median,-0.370787,0.090642,-0.548446,-0.193128,ok
w2_overlap,raw_lidar,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,92,pt_density_m2_reg,-0.091483,0.068812,-0.226355,0.043388,ok
w2_overlap,raw_lidar,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,92,coverage_frac_reg,0.012020,0.070447,-0.126057,0.150096,ok
w2_overlap,raw_lidar,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,92,local_plane_rms_m,0.058225,0.068777,-0.076577,0.193028,ok
w2_overlap,raw_lidar,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,92,floater_frac,-0.014009,0.070826,-0.152827,0.124809,ok
w2_overlap,raw_lidar,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,92,label_proxy_frac_all,0.099510,0.061418,-0.020868,0.219889,ok
w2_overlap,raw_lidar,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,92,median_incidence_deg,-0.190464,0.067069,-0.321919,-0.059009,ok
w2_overlap,raw_lidar,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,92,median_pair_angle_deg,0.120784,0.063711,-0.004089,0.245658,ok
w2_overlap,raw_lidar,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,92,n_views_nadir,0.096990,0.080594,-0.060974,0.254954,ok
w2_overlap,raw_lidar,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,92,recon_score_median,-0.231923,0.083787,-0.396146,-0.067700,ok
w2_overlap_cook_excluded,raw_lidar,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,81,pt_density_m2_reg,-0.135490,0.091421,-0.314674,0.043695,ok
w2_overlap_cook_excluded,raw_lidar,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,81,coverage_frac_reg,-0.071005,0.070081,-0.208363,0.066352,ok
w2_overlap_cook_excluded,raw_lidar,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,81,local_plane_rms_m,0.063995,0.091581,-0.115503,0.243493,ok
w2_overlap_cook_excluded,raw_lidar,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,81,floater_frac,0.040651,0.077969,-0.112167,0.193470,ok
w2_overlap_cook_excluded,raw_lidar,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,81,label_proxy_frac_all,0.191466,0.069550,0.055149,0.327783,ok
w2_overlap_cook_excluded,raw_lidar,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,81,median_incidence_deg,-0.340228,0.087877,-0.512466,-0.167990,ok
w2_overlap_cook_excluded,raw_lidar,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,81,median_pair_angle_deg,0.181405,0.082787,0.019142,0.343667,ok
w2_overlap_cook_excluded,raw_lidar,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,81,n_views_nadir,0.229409,0.104015,0.025540,0.433279,ok
w2_overlap_cook_excluded,raw_lidar,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,81,recon_score_median,-0.467838,0.108235,-0.679978,-0.255698,ok
run2_outcome_sensitivity,raw_dense,assembled,binary,attributes_only,logistic,93,pt_density_m2_reg,-1.725597,0.761131,-3.217414,-0.233780,ok
run2_outcome_sensitivity,raw_dense,assembled,binary,attributes_only,logistic,93,coverage_frac_reg,1.422950,0.793441,-0.132194,2.978093,ok
run2_outcome_sensitivity,raw_dense,assembled,binary,attributes_only,logistic,93,local_plane_rms_m,1.435833,1.219321,-0.954035,3.825701,ok
run2_outcome_sensitivity,raw_dense,assembled,binary,attributes_only,logistic,93,floater_frac,-1.062558,0.529175,-2.099741,-0.025375,ok
run2_outcome_sensitivity,raw_dense,assembled,binary,attributes_only,logistic,93,label_proxy_frac_all,-2.316570,1.023073,-4.321793,-0.311347,ok
run2_outcome_sensitivity_cook_excluded,raw_dense,assembled,binary,attributes_only,logistic,86,pt_density_m2_reg,-3.971786,1175.563150,-2308.075561,2300.131988,max_iter
run2_outcome_sensitivity_cook_excluded,raw_dense,assembled,binary,attributes_only,logistic,86,coverage_frac_reg,4.485579,1441.870385,-2821.580375,2830.551534,max_iter
run2_outcome_sensitivity_cook_excluded,raw_dense,assembled,binary,attributes_only,logistic,86,local_plane_rms_m,8.852504,1399.263148,-2733.703267,2751.408275,max_iter
run2_outcome_sensitivity_cook_excluded,raw_dense,assembled,binary,attributes_only,logistic,86,floater_frac,-2.686464,1258.836666,-2470.006330,2464.633402,max_iter
run2_outcome_sensitivity_cook_excluded,raw_dense,assembled,binary,attributes_only,logistic,86,label_proxy_frac_all,-8.978122,1436.553466,-2824.622915,2806.666670,max_iter
run2_outcome_sensitivity,raw_dense,assembled,binary,observation_only,logistic,93,median_incidence_deg,-1.689245,0.665703,-2.994023,-0.384467,ok
run2_outcome_sensitivity,raw_dense,assembled,binary,observation_only,logistic,93,median_pair_angle_deg,-0.087660,0.909325,-1.869937,1.694616,ok
run2_outcome_sensitivity,raw_dense,assembled,binary,observation_only,logistic,93,n_views_nadir,3.863668,1.282717,1.349543,6.377794,ok
run2_outcome_sensitivity,raw_dense,assembled,binary,observation_only,logistic,93,recon_score_median,-4.666963,1.783531,-8.162683,-1.171244,ok
run2_outcome_sensitivity_cook_excluded,raw_dense,assembled,binary,observation_only,logistic,87,median_incidence_deg,-23.018234,747.186876,-1487.504511,1441.468043,max_iter
run2_outcome_sensitivity_cook_excluded,raw_dense,assembled,binary,observation_only,logistic,87,median_pair_angle_deg,-9.247939,1033.938585,-2035.767566,2017.271687,max_iter
run2_outcome_sensitivity_cook_excluded,raw_dense,assembled,binary,observation_only,logistic,87,n_views_nadir,139.373605,1060.106524,-1938.435182,2217.182391,max_iter
run2_outcome_sensitivity_cook_excluded,raw_dense,assembled,binary,observation_only,logistic,87,recon_score_median,-129.467636,1207.431445,-2496.033267,2237.097995,max_iter
run2_outcome_sensitivity,raw_dense,assembled,binary,attributes_plus_observation,logistic,93,pt_density_m2_reg,-20.314523,1016.115525,-2011.900952,1971.271906,max_iter
run2_outcome_sensitivity,raw_dense,assembled,binary,attributes_plus_observation,logistic,93,coverage_frac_reg,38.094921,1105.473995,-2128.634109,2204.823951,max_iter
run2_outcome_sensitivity,raw_dense,assembled,binary,attributes_plus_observation,logistic,93,local_plane_rms_m,19.682771,1082.014704,-2101.066048,2140.431590,max_iter
run2_outcome_sensitivity,raw_dense,assembled,binary,attributes_plus_observation,logistic,93,floater_frac,-7.387583,630.647657,-1243.456991,1228.681824,max_iter
run2_outcome_sensitivity,raw_dense,assembled,binary,attributes_plus_observation,logistic,93,label_proxy_frac_all,-16.385634,973.167244,-1923.793432,1891.022165,max_iter
run2_outcome_sensitivity,raw_dense,assembled,binary,attributes_plus_observation,logistic,93,median_incidence_deg,-19.090901,1172.652064,-2317.488945,2279.307144,max_iter
run2_outcome_sensitivity,raw_dense,assembled,binary,attributes_plus_observation,logistic,93,median_pair_angle_deg,-18.458859,1117.588652,-2208.932617,2172.014898,max_iter
run2_outcome_sensitivity,raw_dense,assembled,binary,attributes_plus_observation,logistic,93,n_views_nadir,15.775658,1636.845644,-3192.441804,3223.993119,max_iter
run2_outcome_sensitivity,raw_dense,assembled,binary,attributes_plus_observation,logistic,93,recon_score_median,-69.995828,1603.411691,-3212.682743,3072.691087,max_iter
run2_outcome_sensitivity,raw_dense,val3dity_valid,binary,attributes_only,logistic,93,pt_density_m2_reg,0.586871,0.508105,-0.409015,1.582757,ok
run2_outcome_sensitivity,raw_dense,val3dity_valid,binary,attributes_only,logistic,93,coverage_frac_reg,-0.557906,0.597992,-1.729970,0.614157,ok
run2_outcome_sensitivity,raw_dense,val3dity_valid,binary,attributes_only,logistic,93,local_plane_rms_m,-0.219593,0.385618,-0.975404,0.536218,ok
run2_outcome_sensitivity,raw_dense,val3dity_valid,binary,attributes_only,logistic,93,floater_frac,0.066161,0.371783,-0.662534,0.794855,ok
run2_outcome_sensitivity,raw_dense,val3dity_valid,binary,attributes_only,logistic,93,label_proxy_frac_all,0.078203,0.511661,-0.924653,1.081059,ok
run2_outcome_sensitivity_cook_excluded,raw_dense,val3dity_valid,binary,attributes_only,logistic,88,pt_density_m2_reg,1.261531,0.885611,-0.474267,2.997328,max_iter
run2_outcome_sensitivity_cook_excluded,raw_dense,val3dity_valid,binary,attributes_only,logistic,88,coverage_frac_reg,-1.778930,1.959281,-5.619121,2.061260,max_iter
run2_outcome_sensitivity_cook_excluded,raw_dense,val3dity_valid,binary,attributes_only,logistic,88,local_plane_rms_m,-0.751872,0.645137,-2.016340,0.512597,max_iter
run2_outcome_sensitivity_cook_excluded,raw_dense,val3dity_valid,binary,attributes_only,logistic,88,floater_frac,1.659330,1.615075,-1.506217,4.824877,max_iter
run2_outcome_sensitivity_cook_excluded,raw_dense,val3dity_valid,binary,attributes_only,logistic,88,label_proxy_frac_all,253.309673,996.947376,-1700.707184,2207.326530,max_iter
run2_outcome_sensitivity,raw_dense,val3dity_valid,binary,observation_only,logistic,93,median_incidence_deg,-0.271776,0.364015,-0.985245,0.441693,ok
run2_outcome_sensitivity,raw_dense,val3dity_valid,binary,observation_only,logistic,93,median_pair_angle_deg,-0.366632,0.445314,-1.239448,0.506184,ok
run2_outcome_sensitivity,raw_dense,val3dity_valid,binary,observation_only,logistic,93,n_views_nadir,0.191767,0.573228,-0.931759,1.315293,ok
run2_outcome_sensitivity,raw_dense,val3dity_valid,binary,observation_only,logistic,93,recon_score_median,-0.310164,0.672121,-1.627521,1.007193,ok
run2_outcome_sensitivity_cook_excluded,raw_dense,val3dity_valid,binary,observation_only,logistic,87,median_incidence_deg,-0.218260,0.588465,-1.371651,0.935131,ok
run2_outcome_sensitivity_cook_excluded,raw_dense,val3dity_valid,binary,observation_only,logistic,87,median_pair_angle_deg,-0.767032,1.018204,-2.762711,1.228648,ok
run2_outcome_sensitivity_cook_excluded,raw_dense,val3dity_valid,binary,observation_only,logistic,87,n_views_nadir,0.536221,0.974854,-1.374493,2.446935,ok
run2_outcome_sensitivity_cook_excluded,raw_dense,val3dity_valid,binary,observation_only,logistic,87,recon_score_median,-1.352570,1.504024,-4.300457,1.595318,ok
run2_outcome_sensitivity,raw_dense,val3dity_valid,binary,attributes_plus_observation,logistic,93,pt_density_m2_reg,0.566902,0.620866,-0.649994,1.783799,ok
run2_outcome_sensitivity,raw_dense,val3dity_valid,binary,attributes_plus_observation,logistic,93,coverage_frac_reg,-0.644395,0.726513,-2.068360,0.779571,ok
run2_outcome_sensitivity,raw_dense,val3dity_valid,binary,attributes_plus_observation,logistic,93,local_plane_rms_m,-0.174623,0.391550,-0.942061,0.592816,ok
run2_outcome_sensitivity,raw_dense,val3dity_valid,binary,attributes_plus_observation,logistic,93,floater_frac,0.051615,0.360509,-0.654984,0.758213,ok
run2_outcome_sensitivity,raw_dense,val3dity_valid,binary,attributes_plus_observation,logistic,93,label_proxy_frac_all,0.158142,0.538434,-0.897189,1.213472,ok
run2_outcome_sensitivity,raw_dense,val3dity_valid,binary,attributes_plus_observation,logistic,93,median_incidence_deg,-0.178031,0.456316,-1.072410,0.716347,ok
run2_outcome_sensitivity,raw_dense,val3dity_valid,binary,attributes_plus_observation,logistic,93,median_pair_angle_deg,-0.288280,0.468922,-1.207367,0.630807,ok
run2_outcome_sensitivity,raw_dense,val3dity_valid,binary,attributes_plus_observation,logistic,93,n_views_nadir,0.665407,0.748175,-0.801016,2.131830,ok
run2_outcome_sensitivity,raw_dense,val3dity_valid,binary,attributes_plus_observation,logistic,93,recon_score_median,-0.587920,0.767028,-2.091296,0.915455,ok
run2_outcome_sensitivity_cook_excluded,raw_dense,val3dity_valid,binary,attributes_plus_observation,logistic,86,pt_density_m2_reg,-0.195737,1.030788,-2.216082,1.824609,max_iter
run2_outcome_sensitivity_cook_excluded,raw_dense,val3dity_valid,binary,attributes_plus_observation,logistic,86,coverage_frac_reg,-709.371966,1192.089686,-3045.867749,1627.123818,max_iter
run2_outcome_sensitivity_cook_excluded,raw_dense,val3dity_valid,binary,attributes_plus_observation,logistic,86,local_plane_rms_m,-1.120543,1.324220,-3.716014,1.474927,max_iter
run2_outcome_sensitivity_cook_excluded,raw_dense,val3dity_valid,binary,attributes_plus_observation,logistic,86,floater_frac,4.376096,8.491196,-12.266649,21.018841,max_iter
run2_outcome_sensitivity_cook_excluded,raw_dense,val3dity_valid,binary,attributes_plus_observation,logistic,86,label_proxy_frac_all,124.362256,1240.382176,-2306.786808,2555.511320,max_iter
run2_outcome_sensitivity_cook_excluded,raw_dense,val3dity_valid,binary,attributes_plus_observation,logistic,86,median_incidence_deg,-1.336087,1.246875,-3.779961,1.107787,max_iter
run2_outcome_sensitivity_cook_excluded,raw_dense,val3dity_valid,binary,attributes_plus_observation,logistic,86,median_pair_angle_deg,-1.031308,2.038664,-5.027090,2.964474,max_iter
run2_outcome_sensitivity_cook_excluded,raw_dense,val3dity_valid,binary,attributes_plus_observation,logistic,86,n_views_nadir,0.191760,2.057089,-3.840135,4.223656,max_iter
run2_outcome_sensitivity_cook_excluded,raw_dense,val3dity_valid,binary,attributes_plus_observation,logistic,86,recon_score_median,0.107317,2.621287,-5.030406,5.245041,max_iter
run2_outcome_sensitivity,raw_dense,rf_rmse_lod22,continuous,attributes_only,huber_rlm,93,pt_density_m2_reg,0.225386,0.090113,0.048766,0.402007,ok
run2_outcome_sensitivity,raw_dense,rf_rmse_lod22,continuous,attributes_only,huber_rlm,93,coverage_frac_reg,0.117190,0.093767,-0.066593,0.300974,ok
run2_outcome_sensitivity,raw_dense,rf_rmse_lod22,continuous,attributes_only,huber_rlm,93,local_plane_rms_m,0.279484,0.089740,0.103593,0.455374,ok
run2_outcome_sensitivity,raw_dense,rf_rmse_lod22,continuous,attributes_only,huber_rlm,93,floater_frac,-0.063010,0.080561,-0.220910,0.094891,ok
run2_outcome_sensitivity,raw_dense,rf_rmse_lod22,continuous,attributes_only,huber_rlm,93,label_proxy_frac_all,-0.001135,0.095073,-0.187478,0.185208,ok
run2_outcome_sensitivity_cook_excluded,raw_dense,rf_rmse_lod22,continuous,attributes_only,huber_rlm,86,pt_density_m2_reg,0.341411,0.089968,0.165074,0.517747,ok
run2_outcome_sensitivity_cook_excluded,raw_dense,rf_rmse_lod22,continuous,attributes_only,huber_rlm,86,coverage_frac_reg,0.212854,0.114094,-0.010769,0.436478,ok
run2_outcome_sensitivity_cook_excluded,raw_dense,rf_rmse_lod22,continuous,attributes_only,huber_rlm,86,local_plane_rms_m,0.315245,0.101449,0.116404,0.514086,ok
run2_outcome_sensitivity_cook_excluded,raw_dense,rf_rmse_lod22,continuous,attributes_only,huber_rlm,86,floater_frac,0.001053,0.089712,-0.174783,0.176889,ok
run2_outcome_sensitivity_cook_excluded,raw_dense,rf_rmse_lod22,continuous,attributes_only,huber_rlm,86,label_proxy_frac_all,0.043238,0.111594,-0.175486,0.261962,ok
run2_outcome_sensitivity,raw_dense,rf_rmse_lod22,continuous,observation_only,huber_rlm,93,median_incidence_deg,-0.076988,0.084100,-0.241824,0.087847,ok
run2_outcome_sensitivity,raw_dense,rf_rmse_lod22,continuous,observation_only,huber_rlm,93,median_pair_angle_deg,0.303736,0.085500,0.136156,0.471315,ok
run2_outcome_sensitivity,raw_dense,rf_rmse_lod22,continuous,observation_only,huber_rlm,93,n_views_nadir,0.321295,0.120225,0.085654,0.556935,ok
run2_outcome_sensitivity,raw_dense,rf_rmse_lod22,continuous,observation_only,huber_rlm,93,recon_score_median,-0.157520,0.122265,-0.397160,0.082121,ok
run2_outcome_sensitivity_cook_excluded,raw_dense,rf_rmse_lod22,continuous,observation_only,huber_rlm,90,median_incidence_deg,-0.060936,0.093452,-0.244102,0.122230,ok
run2_outcome_sensitivity_cook_excluded,raw_dense,rf_rmse_lod22,continuous,observation_only,huber_rlm,90,median_pair_angle_deg,0.365795,0.095210,0.179184,0.552407,ok
run2_outcome_sensitivity_cook_excluded,raw_dense,rf_rmse_lod22,continuous,observation_only,huber_rlm,90,n_views_nadir,0.449199,0.131510,0.191438,0.706959,ok
run2_outcome_sensitivity_cook_excluded,raw_dense,rf_rmse_lod22,continuous,observation_only,huber_rlm,90,recon_score_median,-0.254142,0.132710,-0.514253,0.005969,ok
run2_outcome_sensitivity,raw_dense,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,93,pt_density_m2_reg,0.315846,0.099934,0.119975,0.511716,ok
run2_outcome_sensitivity,raw_dense,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,93,coverage_frac_reg,-0.024729,0.099639,-0.220021,0.170564,ok
run2_outcome_sensitivity,raw_dense,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,93,local_plane_rms_m,0.316335,0.084263,0.151179,0.481490,ok
run2_outcome_sensitivity,raw_dense,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,93,floater_frac,-0.055308,0.075170,-0.202641,0.092026,ok
run2_outcome_sensitivity,raw_dense,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,93,label_proxy_frac_all,0.019704,0.095824,-0.168112,0.207520,ok
run2_outcome_sensitivity,raw_dense,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,93,median_incidence_deg,0.105609,0.089905,-0.070604,0.281822,ok
run2_outcome_sensitivity,raw_dense,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,93,median_pair_angle_deg,0.187312,0.081192,0.028176,0.346448,ok
run2_outcome_sensitivity,raw_dense,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,93,n_views_nadir,0.239141,0.125904,-0.007631,0.485913,ok
run2_outcome_sensitivity,raw_dense,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,93,recon_score_median,-0.252661,0.118468,-0.484857,-0.020465,ok
run2_outcome_sensitivity_cook_excluded,raw_dense,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,87,pt_density_m2_reg,0.495936,0.099848,0.300235,0.691638,ok
run2_outcome_sensitivity_cook_excluded,raw_dense,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,87,coverage_frac_reg,-0.073832,0.123261,-0.315424,0.167759,ok
run2_outcome_sensitivity_cook_excluded,raw_dense,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,87,local_plane_rms_m,0.397101,0.097169,0.206649,0.587552,ok
run2_outcome_sensitivity_cook_excluded,raw_dense,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,87,floater_frac,-0.075316,0.086591,-0.245033,0.094402,ok
run2_outcome_sensitivity_cook_excluded,raw_dense,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,87,label_proxy_frac_all,-0.002437,0.108718,-0.215524,0.210650,ok
run2_outcome_sensitivity_cook_excluded,raw_dense,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,87,median_incidence_deg,0.241759,0.099415,0.046906,0.436612,ok
run2_outcome_sensitivity_cook_excluded,raw_dense,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,87,median_pair_angle_deg,0.200456,0.089957,0.024140,0.376773,ok
run2_outcome_sensitivity_cook_excluded,raw_dense,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,87,n_views_nadir,0.311761,0.137923,0.041433,0.582089,ok
run2_outcome_sensitivity_cook_excluded,raw_dense,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,87,recon_score_median,-0.342854,0.125766,-0.589355,-0.096353,ok
run2_outcome_sensitivity,raw_dense,rf_roof_planes,continuous,attributes_only,huber_rlm,93,pt_density_m2_reg,-0.058618,0.063333,-0.182751,0.065516,ok
run2_outcome_sensitivity,raw_dense,rf_roof_planes,continuous,attributes_only,huber_rlm,93,coverage_frac_reg,0.003346,0.070394,-0.134626,0.141319,ok
run2_outcome_sensitivity,raw_dense,rf_roof_planes,continuous,attributes_only,huber_rlm,93,local_plane_rms_m,0.144441,0.072038,0.003248,0.285635,ok
run2_outcome_sensitivity,raw_dense,rf_roof_planes,continuous,attributes_only,huber_rlm,93,floater_frac,-0.086474,0.061644,-0.207297,0.034348,ok
run2_outcome_sensitivity,raw_dense,rf_roof_planes,continuous,attributes_only,huber_rlm,93,label_proxy_frac_all,-0.038827,0.072523,-0.180972,0.103318,ok
run2_outcome_sensitivity_cook_excluded,raw_dense,rf_roof_planes,continuous,attributes_only,huber_rlm,85,pt_density_m2_reg,0.000302,0.075815,-0.148295,0.148898,ok
run2_outcome_sensitivity_cook_excluded,raw_dense,rf_roof_planes,continuous,attributes_only,huber_rlm,85,coverage_frac_reg,-0.040395,0.083696,-0.204440,0.123650,ok
run2_outcome_sensitivity_cook_excluded,raw_dense,rf_roof_planes,continuous,attributes_only,huber_rlm,85,local_plane_rms_m,0.128652,0.083249,-0.034516,0.291820,ok
run2_outcome_sensitivity_cook_excluded,raw_dense,rf_roof_planes,continuous,attributes_only,huber_rlm,85,floater_frac,-0.110465,0.073203,-0.253943,0.033014,ok
run2_outcome_sensitivity_cook_excluded,raw_dense,rf_roof_planes,continuous,attributes_only,huber_rlm,85,label_proxy_frac_all,-0.122810,0.084836,-0.289089,0.043469,ok
run2_outcome_sensitivity,raw_dense,rf_roof_planes,continuous,observation_only,huber_rlm,93,median_incidence_deg,-0.037463,0.052484,-0.140332,0.065407,ok
run2_outcome_sensitivity,raw_dense,rf_roof_planes,continuous,observation_only,huber_rlm,93,median_pair_angle_deg,0.095395,0.054340,-0.011112,0.201901,ok
run2_outcome_sensitivity,raw_dense,rf_roof_planes,continuous,observation_only,huber_rlm,93,n_views_nadir,0.122285,0.073901,-0.022562,0.267131,ok
run2_outcome_sensitivity,raw_dense,rf_roof_planes,continuous,observation_only,huber_rlm,93,recon_score_median,-0.216498,0.075499,-0.364475,-0.068520,ok
run2_outcome_sensitivity_cook_excluded,raw_dense,rf_roof_planes,continuous,observation_only,huber_rlm,89,median_incidence_deg,-0.068943,0.059756,-0.186065,0.048178,ok
run2_outcome_sensitivity_cook_excluded,raw_dense,rf_roof_planes,continuous,observation_only,huber_rlm,89,median_pair_angle_deg,0.102618,0.061136,-0.017208,0.222444,ok
run2_outcome_sensitivity_cook_excluded,raw_dense,rf_roof_planes,continuous,observation_only,huber_rlm,89,n_views_nadir,0.164942,0.083778,0.000737,0.329147,ok
run2_outcome_sensitivity_cook_excluded,raw_dense,rf_roof_planes,continuous,observation_only,huber_rlm,89,recon_score_median,-0.301958,0.085183,-0.468917,-0.134998,ok
run2_outcome_sensitivity,raw_dense,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,93,pt_density_m2_reg,-0.024520,0.067628,-0.157071,0.108032,ok
run2_outcome_sensitivity,raw_dense,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,93,coverage_frac_reg,-0.024207,0.076656,-0.174453,0.126039,ok
run2_outcome_sensitivity,raw_dense,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,93,local_plane_rms_m,0.201721,0.070196,0.064135,0.339306,ok
run2_outcome_sensitivity,raw_dense,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,93,floater_frac,-0.073218,0.059280,-0.189407,0.042971,ok
