arm,replicate,run_name,z_min,z_max,n_gaussians,fraction_of_all,opacity_p50,ckpt
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,582.0000,584.0000,75152,0.13889515,0.5534,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/final.pt
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,584.0000,586.0000,55932,0.10337295,0.8022,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/final.pt
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,586.0000,588.0000,20147,0.03723548,0.9475,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/final.pt
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,588.0000,590.0000,17010,0.03143771,0.6704,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/final.pt
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,590.0000,592.0000,16483,0.03046371,0.3994,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/final.pt
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,592.0000,594.0000,23617,0.04364870,0.2645,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/final.pt
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,594.0000,596.0000,13897,0.02568429,0.4398,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/final.pt
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,596.0000,598.0000,12048,0.02226699,0.7183,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/final.pt
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,598.0000,600.0000,7563,0.01397786,0.9183,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/final.pt
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,600.0000,602.0000,6380,0.01179145,0.9712,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/final.pt
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,602.0000,604.0000,10961,0.02025801,0.9269,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/final.pt
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,604.0000,606.0000,8894,0.01643780,0.7858,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/final.pt
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,606.0000,608.0000,5275,0.00974920,0.8846,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/final.pt
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,608.0000,610.0000,3501,0.00647051,0.5402,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/final.pt
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,610.0000,612.0000,2278,0.00421018,0.7618,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/final.pt
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,612.0000,614.0000,1608,0.00297189,0.1453,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/final.pt
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,614.0000,616.0000,1698,0.00313823,0.4468,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/final.pt
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,616.0000,618.0000,2691,0.00497348,0.2600,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/final.pt
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,618.0000,620.0000,2619,0.00484041,0.2657,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/final.pt
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,620.0000,622.0000,2606,0.00481638,0.2793,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/final.pt
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,622.0000,624.0000,2808,0.00518972,0.3173,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/final.pt
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,624.0000,626.0000,1912,0.00353374,0.2305,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/final.pt
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,626.0000,628.0000,1043,0.00192766,0.2083,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/final.pt
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,628.0000,630.0000,713,0.00131776,0.0288,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/final.pt
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,630.0000,632.0000,557,0.00102944,0.2367,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/final.pt
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,632.0000,634.0000,211,0.00038997,0.5909,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/final.pt
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,634.0000,636.0000,73,0.00013492,0.0563,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/final.pt
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,636.0000,638.0000,92,0.00017003,0.0195,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/final.pt
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,638.0000,640.0000,97,0.00017927,0.0196,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/final.pt
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,640.0000,642.0000,198,0.00036594,0.0351,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/final.pt
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,642.0000,644.0000,274,0.00050640,0.0518,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/final.pt
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,644.0000,646.0000,336,0.00062099,0.0499,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/final.pt
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,646.0000,648.0000,354,0.00065426,0.0399,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/final.pt
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,648.0000,650.0000,232,0.00042878,0.0216,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/final.pt
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,650.0000,652.0000,189,0.00034931,0.0152,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/final.pt
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,652.0000,654.0000,135,0.00024951,0.0212,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/final.pt
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,654.0000,656.0000,133,0.00024581,0.0086,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/final.pt
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,656.0000,658.0000,122,0.00022548,0.0178,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/final.pt
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,658.0000,660.0000,144,0.00026614,0.0203,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/final.pt
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,660.0000,662.0000,144,0.00026614,0.0206,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/final.pt
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,662.0000,664.0000,186,0.00034376,0.0177,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/final.pt
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,664.0000,666.0000,194,0.00035855,0.0412,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/final.pt
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,666.0000,668.0000,189,0.00034931,0.1131,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/final.pt
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,668.0000,670.0000,208,0.00038442,0.0861,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/final.pt
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,670.0000,672.0000,216,0.00039921,0.1021,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/final.pt
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,672.0000,674.0000,224,0.00041399,0.1340,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/final.pt
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,674.0000,676.0000,230,0.00042508,0.1676,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/final.pt
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,676.0000,678.0000,224,0.00041399,0.1813,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/final.pt
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,678.0000,680.0000,196,0.00036225,0.2174,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/final.pt
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,680.0000,682.0000,204,0.00037703,0.1150,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/final.pt
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,682.0000,684.0000,239,0.00044172,0.1022,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/final.pt
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,684.0000,686.0000,239,0.00044172,0.1365,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/final.pt
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,686.0000,688.0000,206,0.00038073,0.2252,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/final.pt
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,688.0000,690.0000,216,0.00039921,0.1690,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/final.pt
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,690.0000,692.0000,207,0.00038258,0.2158,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/final.pt
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,692.0000,694.0000,189,0.00034931,0.4015,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/final.pt
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,694.0000,696.0000,167,0.00030865,0.2398,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/final.pt
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,696.0000,698.0000,155,0.00028647,0.1968,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/final.pt
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,698.0000,700.0000,146,0.00026984,0.1267,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/final.pt
