building_id,ref_roof_planes,als_pred_roof_planes,dim_pred_roof_planes,als_plane_tp,als_plane_precision,als_plane_recall,als_plane_f1,als_mean_matched_iou,als_boundary_chamfer_m,als_boundary_hausdorff_m,als_boundary_ref_samples,als_boundary_pred_samples,als_height_bias_m,als_height_nmad_m,als_height_sample_count,dim_plane_tp,dim_plane_precision,dim_plane_recall,dim_plane_f1,dim_mean_matched_iou,dim_boundary_chamfer_m,dim_boundary_hausdorff_m,dim_boundary_ref_samples,dim_boundary_pred_samples,dim_height_bias_m,dim_height_nmad_m,dim_height_sample_count,dim_minus_als_plane_f1,dim_over_als_boundary_chamfer,dim_over_als_boundary_hausdorff,dim_minus_als_height_bias_m,dim_over_als_height_nmad
DEBY_LOD2_4906973,1,1,3,1,1.000000,1.000000,1.000000,0.999647,0.209794,0.212554,66,66,-4.779529,0.130573,222,1,0.333333,1.000000,0.500000,0.807259,0.069117,0.069704,66,66,-4.866616,0.121446,179,-0.500000,0.329450,0.327933,-0.087087,0.930100
DEBY_LOD2_4906974,3,3,3,2,0.666667,0.666667,0.666667,0.942720,0.031474,0.034119,170,170,-0.039224,0.037465,1160,3,1.000000,1.000000,1.000000,0.638799,0.193373,1.337822,170,173,-0.093591,0.071497,998,0.333333,6.143817,39.210120,-0.054367,1.908353
DEBY_LOD2_4906976,3,4,5,3,0.750000,1.000000,0.857143,0.932380,0.133422,2.097504,161,166,0.018490,0.055385,1047,3,0.600000,1.000000,0.750000,0.932756,0.151192,0.154448,161,161,-0.051807,0.049848,1047,-0.107143,1.133184,0.073634,-0.070298,0.900025
DEBY_LOD2_4906977,4,9,12,4,0.444444,1.000000,0.615385,0.714549,0.265232,2.401865,238,206,0.029574,0.048179,1824,2,0.166667,0.500000,0.250000,0.733974,0.178054,2.397733,238,206,-0.075746,0.048026,1647,-0.365385,0.671317,0.998280,-0.105320,0.996826
DEBY_LOD2_4906980,1,3,2,1,0.333333,1.000000,0.500000,0.731195,0.204608,1.145309,63,61,0.327128,0.010094,131,1,0.500000,1.000000,0.666667,0.801571,0.082432,0.084037,63,63,0.690057,0.349897,145,0.166667,0.402879,0.073375,0.362929,34.663476
DEBY_LOD2_4906981,7,13,15,5,0.384615,0.714286,0.500000,0.831413,0.134816,6.777619,416,386,0.019285,0.073065,4696,6,0.400000,0.857143,0.545455,0.753299,0.134695,6.777619,416,386,-0.063353,0.090477,4711,0.045455,0.999106,1.000000,-0.082638,1.238315
DEBY_LOD2_4906982,3,7,10,2,0.285714,0.666667,0.400000,0.601948,0.210953,8.135618,367,378,-0.074811,0.119733,3140,2,0.200000,0.666667,0.307692,0.574442,0.094668,0.387867,367,366,-0.066813,0.223177,2968,-0.092308,0.448765,0.047675,0.007998,1.863952
DEBY_LOD2_4906983,1,2,2,1,0.500000,1.000000,0.666667,0.989213,0.221597,0.222946,305,305,-0.037884,0.005361,3691,1,0.500000,1.000000,0.666667,0.988398,0.001820,0.007539,305,305,-0.102244,0.030950,3688,0.000000,0.008213,0.033815,-0.064361,5.773436
DEBY_LOD2_4906984,4,3,2,3,1.000000,0.750000,0.857143,0.772916,0.053562,0.053835,131,131,0.049286,0.075150,631,1,0.500000,0.250000,0.333333,0.529566,1.492902,8.528936,131,110,0.150104,0.043768,87,-0.523810,27.872218,158.427108,0.100818,0.582413
DEBY_LOD2_4906986,5,4,3,2,0.500000,0.400000,0.444444,0.631175,0.014665,0.016006,137,137,0.289048,0.227264,395,2,0.666667,0.400000,0.500000,0.535946,0.035651,1.100440,137,135,-0.199547,0.044051,155,0.055556,2.430954,68.751861,-0.488595,0.193834
DEBY_LOD2_4906987,5,2,3,0,0.000000,0.000000,0.000000,,0.478827,4.018007,137,130,,,0,1,0.333333,0.200000,0.250000,0.517684,0.169736,0.170843,137,137,-0.248370,0.008902,105,0.250000,0.354482,0.042519,,
DEBY_LOD2_4906988,1,2,3,1,0.500000,1.000000,0.666667,0.958190,0.074428,0.075805,104,104,-0.055871,0.109281,502,1,0.333333,1.000000,0.500000,0.897743,0.074428,0.075805,104,104,-0.203209,0.117750,471,-0.166667,1.000002,0.999999,-0.147338,1.077500
DEBY_LOD2_4906991,1,3,2,1,0.333333,1.000000,0.500000,0.924162,0.053040,1.175028,112,110,-0.044960,0.066936,622,1,0.500000,1.000000,0.666667,0.861985,0.010593,0.014854,112,112,-0.143233,0.088959,579,0.166667,0.199719,0.012641,-0.098273,1.329024
DEBY_LOD2_4907018,4,15,13,1,0.066667,0.250000,0.105263,0.687279,0.029446,0.030351,135,135,0.175309,0.053982,264,1,0.076923,0.250000,0.117647,0.618403,0.236185,0.239625,135,135,0.699371,0.786738,185,0.012384,8.020842,7.895050,0.524062,14.574135
DEBY_LOD2_4907020,2,2,5,2,1.000000,1.000000,1.000000,0.996498,0.005937,0.007594,159,159,0.001009,0.018548,1322,2,0.400000,1.000000,0.571429,0.891376,0.015778,0.016912,159,159,-0.018936,0.074390,1200,-0.428571,2.657725,2.226962,-0.019945,4.010721
DEBY_LOD2_4907023,2,2,2,2,1.000000,1.000000,1.000000,0.985238,0.000640,0.001303,110,110,-0.085828,0.056350,720,2,1.000000,1.000000,1.000000,0.980762,0.000693,0.001303,110,110,-0.098932,0.098290,721,0.000000,1.083898,0.999991,-0.013103,1.744270
DEBY_LOD2_4907024,2,2,2,2,1.000000,1.000000,1.000000,0.995249,0.001101,0.002307,145,145,-0.041133,0.023623,1153,2,1.000000,1.000000,1.000000,0.987674,0.001068,0.002307,145,145,-0.063738,0.080237,1146,0.000000,0.970233,1.000000,-0.022605,3.396604
DEBY_LOD2_4907173,4,6,10,3,0.500000,0.750000,0.600000,0.978039,0.001780,0.004563,173,173,-0.008922,0.026392,1132,3,0.300000,0.750000,0.428571,0.876420,0.126041,0.127341,173,173,-0.010235,0.058694,1076,-0.171429,70.807426,27.905213,-0.001313,2.223940
DEBY_LOD2_4907178,2,7,12,1,0.142857,0.500000,0.222222,0.818678,0.032435,0.033594,115,115,0.256058,0.043508,308,1,0.083333,0.500000,0.142857,0.670337,0.032434,0.033594,115,115,0.266333,0.148763,258,-0.079365,0.999961,0.999990,0.010275,3.419226
DEBY_LOD2_4907179,3,8,13,2,0.250000,0.666667,0.363636,0.759469,0.211683,0.213892,111,111,0.057971,0.205443,475,2,0.153846,0.666667,0.250000,0.615940,0.033487,0.033939,111,111,0.032228,0.200318,208,-0.113636,0.158194,0.158673,-0.025744,0.975055
DEBY_LOD2_4907180,3,7,9,3,0.428571,1.000000,0.600000,0.848023,0.157266,0.158297,174,174,-0.002949,0.167213,1373,2,0.222222,0.666667,0.333333,0.727732,1.314641,7.735841,174,149,0.049150,0.230284,833,-0.266667,8.359336,48.869143,0.052100,1.377185
DEBY_LOD2_4907183,2,7,18,2,0.285714,1.000000,0.444444,0.903555,0.117919,0.242635,163,162,-0.027509,0.017501,1310,2,0.111111,1.000000,0.200000,0.707008,0.212704,0.215117,163,163,-0.030396,0.058793,1030,-0.244444,1.803815,0.886589,-0.002886,3.359368
DEBY_LOD2_4907196,4,12,7,4,0.333333,1.000000,0.500000,0.852059,0.002316,0.008718,202,202,0.033725,0.212666,1531,4,0.571429,1.000000,0.727273,0.866418,0.261309,1.566941,202,203,0.006396,0.198932,1572,0.227273,112.810892,179.734651,-0.027329,0.935420
DEBY_LOD2_4907201,3,4,4,3,0.750000,1.000000,0.857143,0.909810,0.058824,0.310422,120,120,0.056232,0.082806,722,2,0.500000,0.666667,0.571429,0.919302,0.152599,2.117996,120,125,0.061221,0.031013,515,-0.285714,2.594172,6.822949,0.004990,0.374518
DEBY_LOD2_4907204,2,6,8,2,0.333333,1.000000,0.500000,0.829894,0.228059,0.232337,133,133,-0.043612,0.122128,745,2,0.250000,1.000000,0.400000,0.711277,0.250310,1.328682,133,132,0.012425,0.111660,643,-0.100000,1.097564,5.718783,0.056037,0.914285
DEBY_LOD2_4907205,2,3,1,1,0.333333,0.500000,0.400000,0.686016,0.132411,0.134075,91,91,0.067697,0.053401,289,1,1.000000,0.500000,0.666667,0.928751,0.132410,0.134075,91,91,0.039868,0.109481,389,0.266667,0.999991,1.000001,-0.027829,2.050177
DEBY_LOD2_4907206,2,2,2,2,1.000000,1.000000,1.000000,0.946691,0.003078,0.009275,117,117,-0.164437,0.226433,787,2,1.000000,1.000000,1.000000,0.942189,0.003051,0.009275,117,117,-0.278464,0.087153,785,0.000000,0.990960,0.999990,-0.114028,0.384894
DEBY_LOD2_4907207,8,7,12,6,0.857143,0.750000,0.800000,0.774122,0.300904,3.773524,229,185,-0.019472,0.230104,1082,2,0.166667,0.250000,0.200000,0.766699,0.349794,3.776148,229,185,0.252767,0.031633,370,-0.600000,1.162477,1.000695,0.272239,0.137471
DEBY_LOD2_4907506,4,12,7,4,0.333333,1.000000,0.500000,0.842762,0.055988,0.344931,141,142,0.036957,0.085065,969,4,0.571429,1.000000,0.727273,0.869146,0.204486,0.206030,141,141,-0.048788,0.072972,1050,0.227273,3.652299,0.597309,-0.085745,0.857840
DEBY_LOD2_4907507,2,4,3,2,0.500000,1.000000,0.666667,0.958471,0.126200,0.127374,142,142,0.049991,0.104371,1095,2,0.666667,1.000000,0.800000,0.943969,0.001189,0.005202,142,142,-0.040581,0.108980,1094,0.133333,0.009418,0.040842,-0.090572,1.044160
DEBY_LOD2_4907509,7,8,14,5,0.625000,0.714286,0.666667,0.789856,0.188520,2.657030,201,175,-0.226619,0.214046,660,3,0.214286,0.428571,0.285714,0.688737,0.175352,2.655591,201,175,-0.255766,0.199734,558,-0.380952,0.930150,0.999459,-0.029147,0.933137
DEBY_LOD2_4907514,9,10,10,6,0.600000,0.666667,0.631579,0.744136,0.091191,0.092387,170,170,0.232841,0.341748,884,7,0.700000,0.777778,0.736842,0.768203,0.044082,0.045137,170,170,0.199045,0.347045,974,0.105263,0.483401,0.488566,-0.033795,1.015502
DEBY_LOD2_4907515,7,7,7,7,1.000000,1.000000,1.000000,0.837361,0.001693,0.009658,164,164,0.016362,0.130929,1143,6,0.857143,0.857143,0.857143,0.854236,0.230711,0.235328,164,164,-0.084142,0.153222,1084,-0.142857,136.246898,24.365233,-0.100504,1.170269
DEBY_LOD2_4907516,7,5,5,4,0.800000,0.571429,0.666667,0.829716,0.176601,4.458645,128,109,0.019049,0.101906,509,3,0.600000,0.428571,0.500000,0.783110,0.176597,4.457956,128,109,-0.042093,0.113303,403,-0.166667,0.999980,0.999846,-0.061142,1.111835
DEBY_LOD2_4907517,8,5,7,5,1.000000,0.625000,0.769231,0.783673,0.217251,1.425114,133,119,0.058878,0.127237,663,5,0.714286,0.625000,0.666667,0.726652,0.098358,1.422237,133,119,0.036232,0.136893,624,-0.102564,0.452737,0.997982,-0.022645,1.075890
DEBY_LOD2_4907518,12,4,4,4,1.000000,0.333333,0.500000,0.788674,0.241838,1.598624,141,132,0.160861,0.068393,875,4,1.000000,0.333333,0.500000,0.769553,0.262338,1.597471,141,132,0.087615,0.078711,862,0.000000,1.084766,0.999279,-0.073246,1.150860
DEBY_LOD2_4907519,11,16,35,9,0.562500,0.818182,0.666667,0.778483,0.041598,0.289688,560,562,-0.019776,0.015201,14917,2,0.057143,0.181818,0.086957,0.606582,9.371298,29.136732,560,908,-0.104393,0.037754,243,-0.579710,225.280391,100.579602,-0.084617,2.483607
DEBY_LOD2_4908023,1,1,1,1,1.000000,1.000000,1.000000,0.995949,0.105188,0.157499,40,40,0.046485,0.031586,90,1,1.000000,1.000000,1.000000,0.999478,0.198926,0.199961,40,40,-0.039375,0.010753,89,0.000000,1.891158,1.269602,-0.085860,0.340442
DEBY_LOD2_4908024,1,1,1,1,1.000000,1.000000,1.000000,0.999514,0.183500,0.184452,40,40,0.009468,0.005322,89,1,1.000000,1.000000,1.000000,0.999514,0.183500,0.184452,40,40,-0.003253,0.034891,89,0.000000,1.000000,1.000000,-0.012721,6.556495
DEBY_LOD2_4908025,1,1,1,1,1.000000,1.000000,1.000000,0.999617,0.190616,0.191575,40,40,-0.011453,0.007511,87,1,1.000000,1.000000,1.000000,0.999617,0.190616,0.191575,40,40,-0.041874,0.008906,87,0.000000,1.000000,1.000000,-0.030421,1.185839
DEBY_LOD2_4908026,1,1,1,1,1.000000,1.000000,1.000000,0.999501,0.056307,0.057732,40,40,0.012943,0.007930,88,1,1.000000,1.000000,1.000000,0.999501,0.056307,0.057732,40,40,0.011714,0.038605,88,0.000000,1.000000,1.000000,-0.001229,4.868157
DEBY_LOD2_4908027,1,1,1,1,1.000000,1.000000,1.000000,0.999693,0.041404,0.042166,40,40,0.016343,0.016401,87,1,1.000000,1.000000,1.000000,0.999693,0.041404,0.042166,40,40,0.012071,0.005253,87,0.000000,1.000000,1.000000,-0.004272,0.320285
DEBY_LOD2_4908028,1,1,1,1,1.000000,1.000000,1.000000,0.999411,0.186600,0.187422,40,40,0.063527,0.010175,88,1,1.000000,1.000000,1.000000,0.999411,0.186600,0.187422,40,40,0.003313,0.026692,88,0.000000,1.000000,1.000000,-0.060215,2.623292
DEBY_LOD2_4908352,1,1,1,1,1.000000,1.000000,1.000000,0.999223,0.097809,0.099157,48,48,-0.020086,0.013471,117,1,1.000000,1.000000,1.000000,0.999223,0.097809,0.099157,48,48,0.114386,0.039026,117,0.000000,1.000000,1.000000,0.134473,2.897107
DEBY_LOD2_4908353,2,3,4,2,0.666667,1.000000,0.800000,0.621948,0.000859,0.001972,103,103,0.286114,0.109399,399,1,0.250000,0.500000,0.333333,0.594483,0.151802,0.152740,103,103,0.443881,0.035968,142,-0.466667,176.758948,77.470413,0.157767,0.328778
DEBY_LOD2_4959322,2,2,2,2,1.000000,1.000000,1.000000,0.948476,0.000872,0.001414,167,167,0.038602,0.140979,1531,2,1.000000,1.000000,1.000000,0.951021,0.000856,0.001414,167,167,0.002030,0.165340,1533,0.000000,0.980854,1.000000,-0.036571,1.172798
DEBY_LOD2_4959323,6,9,8,5,0.555556,0.833333,0.666667,0.927857,0.076581,0.228616,367,367,0.069977,0.030161,4852,5,0.625000,0.833333,0.714286,0.931754,0.112242,0.176372,367,367,-0.003201,0.032008,4891,0.047619,1.465664,0.771479,-0.073178,1.061248
DEBY_LOD2_4959324,1,2,3,1,0.500000,1.000000,0.666667,0.823225,0.101121,0.101706,62,62,-0.036113,0.011245,146,1,0.333333,1.000000,0.500000,0.588293,0.001092,0.002334,62,62,0.242083,0.497885,103,-0.166667,0.010802,0.022952,0.278196,44.276088
DEBY_LOD2_4959325,11,10,20,9,0.900000,0.818182,0.857143,0.664273,0.171829,4.212065,231,253,0.175924,0.508175,2726,7,0.350000,0.636364,0.451613,0.724363,0.372377,13.163095,231,238,-0.119592,0.051578,2322,-0.405530,2.167138,3.125093,-0.295516,0.101497
DEBY_LOD2_4959327,6,8,8,6,0.750000,1.000000,0.857143,0.794575,0.035816,0.473865,230,231,-0.102110,0.270661,1797,6,0.750000,1.000000,0.857143,0.753316,0.015704,0.105270,230,230,-0.146242,0.273740,1756,0.000000,0.438472,0.222153,-0.044132,1.011376
DEBY_LOD2_4959336,6,9,9,6,0.666667,1.000000,0.800000,0.835053,0.242889,0.245687,224,224,0.123772,0.088829,2234,5,0.555556,0.833333,0.666667,0.710881,0.194255,0.196048,224,224,0.037489,0.063645,1832,-0.133333,0.799771,0.797958,-0.086282,0.716493
DEBY_LOD2_4959340,3,3,3,3,1.000000,1.000000,1.000000,0.948358,0.180079,0.180862,180,180,-0.033829,0.025671,1511,3,1.000000,1.000000,1.000000,0.910707,0.100651,0.101897,180,180,-0.117121,0.048269,1495,0.000000,0.558927,0.563395,-0.083292,1.880319
DEBY_LOD2_4959457,2,2,2,2,1.000000,1.000000,1.000000,0.949182,0.078549,0.611327,400,404,0.005381,0.004227,4828,1,0.500000,0.500000,0.500000,0.979340,0.774817,8.189974,400,380,-0.041792,0.009408,3910,-0.500000,9.864135,13.397033,-0.047172,2.225565
DEBY_LOD2_4959458,2,3,3,2,0.666667,1.000000,0.800000,0.985712,0.138530,0.138930,227,227,-0.004251,0.011955,2383,2,0.666667,1.000000,0.800000,0.978626,0.138530,0.138930,227,227,-0.036942,0.026546,2373,0.000000,1.000000,1.000001,-0.032691,2.220472
DEBY_LOD2_4959459,2,3,9,0,0.000000,0.000000,0.000000,,0.050951,0.052230,180,180,,,0,0,0.000000,0.000000,0.000000,,0.219443,0.221074,180,180,,,0,0.000000,4.306922,4.232693,,
DEBY_LOD2_4959460,3,10,10,3,0.300000,1.000000,0.461538,0.912811,0.110728,0.711272,831,836,-0.105628,0.032288,17748,1,0.100000,0.333333,0.153846,0.769815,7.447682,24.526600,831,706,-0.239640,0.009058,4448,-0.307692,67.261213,34.482745,-0.134012,0.280543
DEBY_LOD2_4959461,7,4,18,2,0.500000,0.285714,0.363636,0.825921,1.065577,11.824771,373,249,0.014070,0.008909,1002,4,0.222222,0.571429,0.320000,0.739273,1.003299,11.825675,373,249,-0.045856,0.097725,1919,-0.043636,0.941555,1.000076,-0.059925,10.968858
DEBY_LOD2_4959463,1,1,2,1,1.000000,1.000000,1.000000,0.936868,0.242218,1.592665,70,66,-0.020313,0.025918,231,1,0.500000,1.000000,0.666667,0.892544,0.000505,0.001594,70,70,-0.196636,0.005757,218,-0.333333,0.002083,0.001001,-0.176323,0.222113
DEBY_LOD2_4959464,1,1,3,1,1.000000,1.000000,1.000000,0.999749,0.213040,0.214607,138,138,-0.033339,0.009092,874,1,0.333333,1.000000,0.500000,0.977790,0.070084,0.071367,138,138,-0.181406,0.007598,855,-0.500000,0.328969,0.332546,-0.148067,0.835682
DEBY_LOD2_4959793,4,4,4,4,1.000000,1.000000,1.000000,0.843535,0.229377,0.231015,115,115,0.031730,0.029493,717,4,1.000000,1.000000,1.000000,0.805965,0.172508,0.174515,115,115,-0.099075,0.014439,708,0.000000,0.752074,0.755428,-0.130805,0.489571
DEBY_LOD2_8573849,8,15,17,7,0.466667,0.875000,0.608696,0.781170,0.017527,0.028963,375,375,-0.055576,0.162248,2871,5,0.294118,0.625000,0.400000,0.769983,0.129519,0.643629,375,377,-0.115280,0.103624,2398,-0.208696,7.389603,22.222411,-0.059705,0.638677
