source_id,source_role,condition_id,seed,building_id,prediction_roof_surface_count,published_score_time_z_shift_m,published_rms_m,recomputed_zero_shift_rms_m,canonical_shift_m,datum_corrected_rms_m,published_hausdorff_m,recomputed_zero_shift_hausdorff_m,datum_corrected_hausdorff_m
02_seed1001,honest,02,1001,DEBY_LOD2_60098,1,0.0,52.525257307,52.52525730676855,-45.7,7.811670722066727,63.331435425,63.33143542475409,17.631435424754045
02_seed1001,honest,02,1001,DEBY_LOD2_4907207,11,0.0,48.378532216,48.37853221576598,-45.7,3.084049024113363,52.405147436,52.405147436228276,6.705147436228231
02_seed1001,honest,02,1001,DEBY_LOD2_4907165,0,0.0,,,-45.7,,,,
02_seed1001,honest,02,1001,DEBY_LOD2_4907177,1,0.0,49.417799645,49.41779964464363,-45.7,5.248409308104008,59.0427244,59.042724400081966,13.34272440008192
02_seed1001,honest,02,1001,DEBY_LOD2_4907179,10,0.0,46.617049816,46.617049815687885,-45.7,1.7350424460963692,49.60945986,49.60945985964452,8.699954530776722
02_seed1001,honest,02,1001,DEBY_LOD2_42364665,3,0.0,45.803471906,45.803471905860846,-45.7,0.63711668082251,53.454441096,53.454441096348546,7.754441096348501
02_seed1001,honest,02,1001,DEBY_LOD2_4906965,53,0.0,46.71502798,46.71502798038045,-45.7,2.2690577620912653,63.162746438,63.162746437825945,20.97423829260981
02_seed1001,honest,02,1001,DEBY_LOD2_42364667,1,0.0,45.917842551,45.917842551367066,-45.7,0.23116501282896662,46.053337708,46.05333770831123,0.35333770831118727
02_seed1001,honest,02,1001,DEBY_LOD2_4907176,0,0.0,,,-45.7,,,,
02_seed1001,honest,02,1001,DEBY_LOD2_4907180,16,0.0,48.466230826,48.46623082614324,-45.7,4.5546356474703105,59.982612956,59.98261295557495,14.282612955574905
02_seed1001,honest,02,1001,DEBY_LOD2_4906967,41,0.0,45.970358946,45.97035894568843,-45.7,1.6247098309690955,61.655475178,61.65547517770972,20.993069858670424
02_seed1001,honest,02,1001,DEBY_LOD2_4908023,1,0.0,45.879126375,45.87912637486585,-45.7,0.18019129203313405,45.91717752,45.917177520285804,0.21717752028575887
02_seed1001,honest,02,1001,DEBY_LOD2_4908024,1,0.0,45.876833797,45.87683379734698,-45.7,0.18147388849118745,45.950511353,45.95051135329311,0.2505113532930636
02_seed1002,honest,02,1002,DEBY_LOD2_4906966,14,0.0,45.778470049,45.778470049078386,-45.7,2.355616773039044,51.016054672,51.01605467191189,19.531592259565286
