building_id,group_id,split,method_id,run_id,operation_id,criterion_version,reference_provenance,component_id,operation_unit_id,G0_generated,G1_schema_semantic,G1_check_class,G1_failure_reasons,geometry_ring_diagnostic,geometry_ring_diagnostic_class,G2_geometry_topology_valid,G2_null_reason,G3_roof_structure_acceptable,G4_geometric_accuracy_acceptable,PASS_usable,threshold_null_reason,attempt_count,retry_count,runtime_seconds,peak_memory_bytes,peak_memory_unavailable_reason,input_point_count,roofer_input_point_count,output_bytes,reference_cell_count,vertically_scored_cell_count,reference_vertical_coverage,height_error_signed_mean_m,height_error_signed_median_m,height_error_mae_m,RMSZ_m,RMSXY_m,surface_distance_rmse_m,surface_distance_p95_m,normal_angular_error_median_deg,normal_angular_error_p95_deg,failure_reasons
DEBY_LOD2_4906967,GROUP_37b5107f054e56e8,development,C1_L_upper,P2-C1-C2-FEASIBILITY-PILOT-RECOVERY-R3-RUN-v1,5c34f533655997f54e0321c7d3e72aa42054cbf6bf0a02abce1e7ef5669feea3,C1C5_CANON_v2_PROVISIONAL_P2_FEASIBILITY,SELF_REFERENCE_UPPER_BASELINE,C1_L_upper_COMP_84a837b5d7c79565f0e8,C1_L_upper|C1_L_upper_COMP_84a837b5d7c79565f0e8,True,True,INTERNAL_CITYJSON_BOUNDARY_SEMANTICS_PARENT_CHILD_VALIDATION,,True,DIAGNOSTIC_RING_INDEX_SANITY_NOT_G2_NOT_VAL3DITY,,CANONICAL_VALIDATOR_UNAVAILABLE,,,,THRESHOLD_NOT_FROZEN,1,0,1.0,,ROOFER_IMAGE_GNU_TIME_UNAVAILABLE_VERIFIED_IMMUTABLE_IMAGE,100638,223714,3627,805,805,1.0,5.760353664596248,4.324899999999957,8.52015316770185,10.610693334792307,0.0,10.610693334792305,18.30779999999993,7.861658639426168,35.913187871235216,
DEBY_LOD2_4906967,GROUP_37b5107f054e56e8,development,C2_MVS,P2-C1-C2-FEASIBILITY-PILOT-RECOVERY-R3-RUN-v1,5c34f533655997f54e0321c7d3e72aa42054cbf6bf0a02abce1e7ef5669feea3,C1C5_CANON_v2_PROVISIONAL_P2_FEASIBILITY,INDEPENDENT_UAS_SCORE_ONLY,C2_MVS_COMP_3b9ac290b64ed07a8b9b,C2_MVS|C2_MVS_COMP_3b9ac290b64ed07a8b9b,True,True,INTERNAL_CITYJSON_BOUNDARY_SEMANTICS_PARENT_CHILD_VALIDATION,,True,DIAGNOSTIC_RING_INDEX_SANITY_NOT_G2_NOT_VAL3DITY,,CANONICAL_VALIDATOR_UNAVAILABLE,,,,THRESHOLD_NOT_FROZEN,1,0,0.0,,ROOFER_IMAGE_GNU_TIME_UNAVAILABLE_VERIFIED_IMMUTABLE_IMAGE,73697,191430,3514,805,805,1.0,6.448353664596236,5.012899999999945,8.866289813664574,10.999381968433052,0.0,10.999381968433052,18.995799999999917,7.861658639426168,35.913187871235216,
DEBY_LOD2_4906968,GROUP_37b5107f054e56e8,development,C1_L_upper,P2-C1-C2-FEASIBILITY-PILOT-RECOVERY-R3-RUN-v1,5c34f533655997f54e0321c7d3e72aa42054cbf6bf0a02abce1e7ef5669feea3,C1C5_CANON_v2_PROVISIONAL_P2_FEASIBILITY,SELF_REFERENCE_UPPER_BASELINE,C1_L_upper_COMP_84a837b5d7c79565f0e8,C1_L_upper|C1_L_upper_COMP_84a837b5d7c79565f0e8,True,True,INTERNAL_CITYJSON_BOUNDARY_SEMANTICS_PARENT_CHILD_VALIDATION,,True,DIAGNOSTIC_RING_INDEX_SANITY_NOT_G2_NOT_VAL3DITY,,CANONICAL_VALIDATOR_UNAVAILABLE,,,,THRESHOLD_NOT_FROZEN,1,0,1.0,,ROOFER_IMAGE_GNU_TIME_UNAVAILABLE_VERIFIED_IMMUTABLE_IMAGE,100638,223714,3627,1008,1008,1.0,-4.527790575396853,-5.648450000000025,5.5392705357143095,5.800347123326466,0.0,5.800347123326465,5.848930000000024,9.803749126620303,20.867676361612503,
DEBY_LOD2_4906968,GROUP_37b5107f054e56e8,development,C2_MVS,P2-C1-C2-FEASIBILITY-PILOT-RECOVERY-R3-RUN-v1,5c34f533655997f54e0321c7d3e72aa42054cbf6bf0a02abce1e7ef5669feea3,C1C5_CANON_v2_PROVISIONAL_P2_FEASIBILITY,INDEPENDENT_UAS_SCORE_ONLY,C2_MVS_COMP_3b9ac290b64ed07a8b9b,C2_MVS|C2_MVS_COMP_3b9ac290b64ed07a8b9b,True,True,INTERNAL_CITYJSON_BOUNDARY_SEMANTICS_PARENT_CHILD_VALIDATION,,True,DIAGNOSTIC_RING_INDEX_SANITY_NOT_G2_NOT_VAL3DITY,,CANONICAL_VALIDATOR_UNAVAILABLE,,,,THRESHOLD_NOT_FROZEN,1,0,0.0,,ROOFER_IMAGE_GNU_TIME_UNAVAILABLE_VERIFIED_IMMUTABLE_IMAGE,73697,191430,3514,1008,1008,1.0,-3.8397905753968646,-4.960450000000037,4.970032440476222,5.280826726880519,0.0,5.280826726880519,5.160930000000036,9.803749126620303,20.867676361612503,
DEBY_LOD2_4906970,GROUP_37b5107f054e56e8,development,C1_L_upper,P2-C1-C2-FEASIBILITY-PILOT-RECOVERY-R3-RUN-v1,5c34f533655997f54e0321c7d3e72aa42054cbf6bf0a02abce1e7ef5669feea3,C1C5_CANON_v2_PROVISIONAL_P2_FEASIBILITY,SELF_REFERENCE_UPPER_BASELINE,C1_L_upper_COMP_84a837b5d7c79565f0e8,C1_L_upper|C1_L_upper_COMP_84a837b5d7c79565f0e8,True,True,INTERNAL_CITYJSON_BOUNDARY_SEMANTICS_PARENT_CHILD_VALIDATION,,True,DIAGNOSTIC_RING_INDEX_SANITY_NOT_G2_NOT_VAL3DITY,,CANONICAL_VALIDATOR_UNAVAILABLE,,,,THRESHOLD_NOT_FROZEN,1,0,1.0,,ROOFER_IMAGE_GNU_TIME_UNAVAILABLE_VERIFIED_IMMUTABLE_IMAGE,100638,223714,3627,22,22,1.0,-2.4787272727273106,-2.624900000000082,2.813127272727291,3.6501666813747495,0.0,3.650166681374749,6.240925000000015,34.79802019568562,40.08118847613441,
DEBY_LOD2_4906970,GROUP_37b5107f054e56e8,development,C2_MVS,P2-C1-C2-FEASIBILITY-PILOT-RECOVERY-R3-RUN-v1,5c34f533655997f54e0321c7d3e72aa42054cbf6bf0a02abce1e7ef5669feea3,C1C5_CANON_v2_PROVISIONAL_P2_FEASIBILITY,INDEPENDENT_UAS_SCORE_ONLY,C2_MVS_COMP_3b9ac290b64ed07a8b9b,C2_MVS|C2_MVS_COMP_3b9ac290b64ed07a8b9b,True,True,INTERNAL_CITYJSON_BOUNDARY_SEMANTICS_PARENT_CHILD_VALIDATION,,True,DIAGNOSTIC_RING_INDEX_SANITY_NOT_G2_NOT_VAL3DITY,,CANONICAL_VALIDATOR_UNAVAILABLE,,,,THRESHOLD_NOT_FROZEN,1,0,0.0,,ROOFER_IMAGE_GNU_TIME_UNAVAILABLE_VERIFIED_IMMUTABLE_IMAGE,73697,191430,3514,22,22,1.0,-1.7907272727273122,-1.936900000000037,2.633963636363629,3.2227832807288674,0.0,3.222783280728882,5.552925000000027,34.79802019568562,40.08118847613441,
DEBY_LOD2_4906972,GROUP_37b5107f054e56e8,development,C1_L_upper,P2-C1-C2-FEASIBILITY-PILOT-RECOVERY-R3-RUN-v1,5c34f533655997f54e0321c7d3e72aa42054cbf6bf0a02abce1e7ef5669feea3,C1C5_CANON_v2_PROVISIONAL_P2_FEASIBILITY,SELF_REFERENCE_UPPER_BASELINE,C1_L_upper_COMP_84a837b5d7c79565f0e8,C1_L_upper|C1_L_upper_COMP_84a837b5d7c79565f0e8,True,True,INTERNAL_CITYJSON_BOUNDARY_SEMANTICS_PARENT_CHILD_VALIDATION,,True,DIAGNOSTIC_RING_INDEX_SANITY_NOT_G2_NOT_VAL3DITY,,CANONICAL_VALIDATOR_UNAVAILABLE,,,,THRESHOLD_NOT_FROZEN,1,0,1.0,,ROOFER_IMAGE_GNU_TIME_UNAVAILABLE_VERIFIED_IMMUTABLE_IMAGE,100638,223714,3627,181,181,1.0,1.3586696132596392,0.031199999999898864,2.1374331491712644,3.736227798815376,0.0,3.736227798815379,7.3274000000000115,31.295820867207453,33.85669860976533,
DEBY_LOD2_4906972,GROUP_37b5107f054e56e8,development,C2_MVS,P2-C1-C2-FEASIBILITY-PILOT-RECOVERY-R3-RUN-v1,5c34f533655997f54e0321c7d3e72aa42054cbf6bf0a02abce1e7ef5669feea3,C1C5_CANON_v2_PROVISIONAL_P2_FEASIBILITY,INDEPENDENT_UAS_SCORE_ONLY,C2_MVS_COMP_3b9ac290b64ed07a8b9b,C2_MVS|C2_MVS_COMP_3b9ac290b64ed07a8b9b,True,True,INTERNAL_CITYJSON_BOUNDARY_SEMANTICS_PARENT_CHILD_VALIDATION,,True,DIAGNOSTIC_RING_INDEX_SANITY_NOT_G2_NOT_VAL3DITY,,CANONICAL_VALIDATOR_UNAVAILABLE,,,,THRESHOLD_NOT_FROZEN,1,0,0.0,,ROOFER_IMAGE_GNU_TIME_UNAVAILABLE_VERIFIED_IMMUTABLE_IMAGE,73697,191430,3514,181,181,1.0,2.0466696132596356,0.7192000000000007,2.2854729281767843,4.037607156780616,0.0,4.037607156780615,8.0154,31.295820867207453,33.85669860976533,
DEBY_LOD2_4906973,GROUP_37b5107f054e56e8,development,C1_L_upper,P2-C1-C2-FEASIBILITY-PILOT-RECOVERY-R3-RUN-v1,5c34f533655997f54e0321c7d3e72aa42054cbf6bf0a02abce1e7ef5669feea3,C1C5_CANON_v2_PROVISIONAL_P2_FEASIBILITY,SELF_REFERENCE_UPPER_BASELINE,C1_L_upper_COMP_84a837b5d7c79565f0e8,C1_L_upper|C1_L_upper_COMP_84a837b5d7c79565f0e8,True,True,INTERNAL_CITYJSON_BOUNDARY_SEMANTICS_PARENT_CHILD_VALIDATION,,True,DIAGNOSTIC_RING_INDEX_SANITY_NOT_G2_NOT_VAL3DITY,,CANONICAL_VALIDATOR_UNAVAILABLE,,,,THRESHOLD_NOT_FROZEN,1,0,1.0,,ROOFER_IMAGE_GNU_TIME_UNAVAILABLE_VERIFIED_IMMUTABLE_IMAGE,100638,223714,3627,6,6,1.0,0.1461499999999963,0.1937499999999659,0.2678166666666281,0.30019172484705564,0.0,0.30019172484706075,0.4455499999999688,32.09745450105722,33.49679234240854,
DEBY_LOD2_4906973,GROUP_37b5107f054e56e8,development,C2_MVS,P2-C1-C2-FEASIBILITY-PILOT-RECOVERY-R3-RUN-v1,5c34f533655997f54e0321c7d3e72aa42054cbf6bf0a02abce1e7ef5669feea3,C1C5_CANON_v2_PROVISIONAL_P2_FEASIBILITY,INDEPENDENT_UAS_SCORE_ONLY,C2_MVS_COMP_3b9ac290b64ed07a8b9b,C2_MVS|C2_MVS_COMP_3b9ac290b64ed07a8b9b,True,True,INTERNAL_CITYJSON_BOUNDARY_SEMANTICS_PARENT_CHILD_VALIDATION,,True,DIAGNOSTIC_RING_INDEX_SANITY_NOT_G2_NOT_VAL3DITY,,CANONICAL_VALIDATOR_UNAVAILABLE,,,,THRESHOLD_NOT_FROZEN,1,0,0.0,,ROOFER_IMAGE_GNU_TIME_UNAVAILABLE_VERIFIED_IMMUTABLE_IMAGE,73697,191430,3514,6,6,1.0,0.8341499999999655,0.8817499999999541,0.8341499999999655,0.8743920583277289,0.0,0.8743920583277289,1.133549999999957,32.09745450105722,33.49679234240854,
DEBY_LOD2_4906974,GROUP_37b5107f054e56e8,development,C1_L_upper,P2-C1-C2-FEASIBILITY-PILOT-RECOVERY-R3-RUN-v1,5c34f533655997f54e0321c7d3e72aa42054cbf6bf0a02abce1e7ef5669feea3,C1C5_CANON_v2_PROVISIONAL_P2_FEASIBILITY,SELF_REFERENCE_UPPER_BASELINE,C1_L_upper_COMP_84a837b5d7c79565f0e8,C1_L_upper|C1_L_upper_COMP_84a837b5d7c79565f0e8,True,True,INTERNAL_CITYJSON_BOUNDARY_SEMANTICS_PARENT_CHILD_VALIDATION,,True,DIAGNOSTIC_RING_INDEX_SANITY_NOT_G2_NOT_VAL3DITY,,CANONICAL_VALIDATOR_UNAVAILABLE,,,,THRESHOLD_NOT_FROZEN,1,0,1.0,,ROOFER_IMAGE_GNU_TIME_UNAVAILABLE_VERIFIED_IMMUTABLE_IMAGE,100638,223714,3627,178,178,1.0,9.485667415730306,7.252749999999992,9.485667415730306,10.539692239776876,0.0,10.53969223977688,18.302650000000007,6.9573969521033,14.62591758655701,
DEBY_LOD2_4906974,GROUP_37b5107f054e56e8,development,C2_MVS,P2-C1-C2-FEASIBILITY-PILOT-RECOVERY-R3-RUN-v1,5c34f533655997f54e0321c7d3e72aa42054cbf6bf0a02abce1e7ef5669feea3,C1C5_CANON_v2_PROVISIONAL_P2_FEASIBILITY,INDEPENDENT_UAS_SCORE_ONLY,C2_MVS_COMP_3b9ac290b64ed07a8b9b,C2_MVS|C2_MVS_COMP_3b9ac290b64ed07a8b9b,True,True,INTERNAL_CITYJSON_BOUNDARY_SEMANTICS_PARENT_CHILD_VALIDATION,,True,DIAGNOSTIC_RING_INDEX_SANITY_NOT_G2_NOT_VAL3DITY,,CANONICAL_VALIDATOR_UNAVAILABLE,,,,THRESHOLD_NOT_FROZEN,1,0,0.0,,ROOFER_IMAGE_GNU_TIME_UNAVAILABLE_VERIFIED_IMMUTABLE_IMAGE,73697,191430,3514,178,178,1.0,10.1736674157303,7.94074999999998,10.1736674157303,11.162917847644389,0.0,11.162917847644389,18.990649999999995,6.9573969521033,14.62591758655701,
DEBY_LOD2_4906975,GROUP_37b5107f054e56e8,development,C1_L_upper,P2-C1-C2-FEASIBILITY-PILOT-RECOVERY-R3-RUN-v1,5c34f533655997f54e0321c7d3e72aa42054cbf6bf0a02abce1e7ef5669feea3,C1C5_CANON_v2_PROVISIONAL_P2_FEASIBILITY,SELF_REFERENCE_UPPER_BASELINE,C1_L_upper_COMP_84a837b5d7c79565f0e8,C1_L_upper|C1_L_upper_COMP_84a837b5d7c79565f0e8,True,True,INTERNAL_CITYJSON_BOUNDARY_SEMANTICS_PARENT_CHILD_VALIDATION,,True,DIAGNOSTIC_RING_INDEX_SANITY_NOT_G2_NOT_VAL3DITY,,CANONICAL_VALIDATOR_UNAVAILABLE,,,,THRESHOLD_NOT_FROZEN,1,0,1.0,,ROOFER_IMAGE_GNU_TIME_UNAVAILABLE_VERIFIED_IMMUTABLE_IMAGE,100638,223714,3627,805,805,1.0,2.7566700621117777,2.8152999999999793,4.417750062111784,5.381476787690074,0.0,5.3814767876900715,11.768180000000006,5.231630371533034,16.709865868734905,
DEBY_LOD2_4906975,GROUP_37b5107f054e56e8,development,C2_MVS,P2-C1-C2-FEASIBILITY-PILOT-RECOVERY-R3-RUN-v1,5c34f533655997f54e0321c7d3e72aa42054cbf6bf0a02abce1e7ef5669feea3,C1C5_CANON_v2_PROVISIONAL_P2_FEASIBILITY,INDEPENDENT_UAS_SCORE_ONLY,C2_MVS_COMP_3b9ac290b64ed07a8b9b,C2_MVS|C2_MVS_COMP_3b9ac290b64ed07a8b9b,True,True,INTERNAL_CITYJSON_BOUNDARY_SEMANTICS_PARENT_CHILD_VALIDATION,,True,DIAGNOSTIC_RING_INDEX_SANITY_NOT_G2_NOT_VAL3DITY,,CANONICAL_VALIDATOR_UNAVAILABLE,,,,THRESHOLD_NOT_FROZEN,1,0,0.0,,ROOFER_IMAGE_GNU_TIME_UNAVAILABLE_VERIFIED_IMMUTABLE_IMAGE,73697,191430,3514,805,805,1.0,3.4446700621117614,3.5032999999999674,4.9023413664595985,5.764270502146196,0.0,5.764270502146196,12.456179999999994,5.231630371533034,16.709865868734905,
