building_id,evaluation_scope,priority_group,priority_rank,footprint_area_m2,small_lt50_candidate,texture_low_gradient_fraction,texture_grad_p10,texture_valid,texture_view,texture_source,texture_projection_reference_height_used,sfm_point_count,dense_point_count,point_count_source,dense_assembled,dense_outcome_source,mast3r_correspondence_count,mast3r_reciprocal_raw_count,mast3r_border_count,mast3r_status,mast3r_view_a,mast3r_view_b,mast3r_crop_a_xyxy,mast3r_crop_b_xyxy,mast3r_model_revision,mast3r_model_sha256,mast3r_result_source,outline_inframe_frac_max,outline_inframe_frac_median,outline_valid_pixel_count_max,outline_valid_pixel_count_median,representative_view_count,representative_views_json,projection_reference_height_m,projection_reference_height_used,projection_reference_source,projection_status,crs,learning_runs_started,new_inference_type
DEBY_LOD2_4907019,evaluation_178,surface_failure_48,13,206.424000,false,0.671000,0.005900,valid,DJI_20241217103549_0064_D.JPG,docs/lowtex_v5.csv,true,0,0,docs/pointcloud_attributes_v1_3.csv,0,docs/regression_input_snapshot.csv,0,476,424,complete,DJI_20241217095149_0081_D.JPG,DJI_20241217101311_0008_D.JPG,1727;1147;1983;1339,4447;1125;4815;1401,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,phases/p2-gsjso/runs/20260716_boundary_map/mast3r_correspondence.csv,1.000000,1.000000,119,119.000000,3,"[{""name"":""DJI_20241217095149_0081_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":119,""zenith_deg"":86.858015},{""name"":""DJI_20241217101311_0008_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":119,""zenith_deg"":86.889555},{""name"":""DJI_20241217090831_0018_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":119,""zenith_deg"":59.795721}]",533.436000,true,LoD2 CityGML; measurement/classification projection only,prepared,EPSG:25832,0,MASt3R correspondence only
DEBY_LOD2_4907021,evaluation_178,surface_failure_48,14,249.031000,false,0.239000,0.010600,valid,DJI_20241217084757_0162_D.JPG,docs/lowtex_v5.csv,true,0,0,docs/pointcloud_attributes_v1_3.csv,0,docs/regression_input_snapshot.csv,0,43,39,complete,DJI_20241217084759_0163_D.JPG,DJI_20241217095145_0079_D.JPG,439;623;4871;3947,1633;1188;1889;1380,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,phases/p2-gsjso/runs/20260716_boundary_map/mast3r_correspondence.csv,1.000000,1.000000,133,133.000000,3,"[{""name"":""DJI_20241217084759_0163_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":133,""zenith_deg"":61.853418},{""name"":""DJI_20241217095145_0079_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":133,""zenith_deg"":86.346879},{""name"":""DJI_20241217090843_0024_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":133,""zenith_deg"":59.509481}]",532.690000,true,LoD2 CityGML; measurement/classification projection only,prepared,EPSG:25832,0,MASt3R correspondence only
DEBY_LOD2_4907022,evaluation_178,surface_failure_48,15,240.906000,false,0.706000,0.003900,valid,DJI_20241217095143_0078_D.JPG,docs/lowtex_v5.csv,true,1,0,docs/pointcloud_attributes_v1_3.csv,0,docs/regression_input_snapshot.csv,0,50,43,complete,DJI_20241217090835_0020_D.JPG,DJI_20241217095147_0080_D.JPG,279;0;5031;3564,1685;1170;1941;1362,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,phases/p2-gsjso/runs/20260716_boundary_map/mast3r_correspondence.csv,1.000000,1.000000,131,131.000000,3,"[{""name"":""DJI_20241217090835_0020_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":131,""zenith_deg"":59.633034},{""name"":""DJI_20241217095147_0080_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":131,""zenith_deg"":86.557397},{""name"":""DJI_20241217084825_0176_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":131,""zenith_deg"":60.063824}]",532.645000,true,LoD2 CityGML; measurement/classification projection only,prepared,EPSG:25832,0,MASt3R correspondence only
DEBY_LOD2_4907027,evaluation_178,surface_failure_48,16,264.336000,false,0.708000,0.003900,valid,DJI_20241217095143_0078_D.JPG,docs/lowtex_v5.csv,true,8,38,docs/pointcloud_attributes_v1_3.csv,0,docs/regression_input_snapshot.csv,0,178,156,complete,DJI_20241217101530_0002_D.JPG,DJI_20241217095149_0081_D.JPG,4109;376;4429;616,1339;1115;1739;1415,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,phases/p2-gsjso/runs/20260716_boundary_map/mast3r_correspondence.csv,1.000000,1.000000,136,136.000000,3,"[{""name"":""DJI_20241217101530_0002_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":136,""zenith_deg"":84.298555},{""name"":""DJI_20241217095149_0081_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":136,""zenith_deg"":86.669493},{""name"":""DJI_20241217103501_0040_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":136,""zenith_deg"":85.134542}]",536.340000,true,LoD2 CityGML; measurement/classification projection only,prepared,EPSG:25832,0,MASt3R correspondence only
DEBY_LOD2_4907029,evaluation_178,surface_failure_48,17,425.699000,false,0.538000,0.005500,valid,DJI_20241217095143_0078_D.JPG,docs/lowtex_v5.csv,true,0,0,docs/pointcloud_attributes_v1_3.csv,0,docs/regression_input_snapshot.csv,0,585,479,complete,DJI_20241217095149_0081_D.JPG,DJI_20241217101309_0007_D.JPG,1264;1178;1568;1406,4100;144;4676;576,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,phases/p2-gsjso/runs/20260716_boundary_map/mast3r_correspondence.csv,1.000000,1.000000,201,201.000000,3,"[{""name"":""DJI_20241217095149_0081_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":201,""zenith_deg"":86.34461},{""name"":""DJI_20241217101309_0007_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":201,""zenith_deg"":86.664315},{""name"":""DJI_20241217101530_0002_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":201,""zenith_deg"":84.182968}]",530.168000,true,LoD2 CityGML; measurement/classification projection only,prepared,EPSG:25832,0,MASt3R correspondence only
DEBY_LOD2_4907030,evaluation_178,surface_failure_48,18,177.418000,false,0.644000,0.003900,valid,DJI_20241217101558_0016_D.JPG,docs/lowtex_v5.csv,true,3,0,docs/pointcloud_attributes_v1_3.csv,0,docs/regression_input_snapshot.csv,0,433,355,complete,DJI_20241217101530_0002_D.JPG,DJI_20241217095147_0080_D.JPG,4047;400;4335;616,1173;1197;1477;1425,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,phases/p2-gsjso/runs/20260716_boundary_map/mast3r_correspondence.csv,1.000000,1.000000,110,110.000000,3,"[{""name"":""DJI_20241217101530_0002_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":110,""zenith_deg"":84.049431},{""name"":""DJI_20241217095147_0080_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":110,""zenith_deg"":86.145519},{""name"":""DJI_20241217084829_0178_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":110,""zenith_deg"":60.567312}]",533.174000,true,LoD2 CityGML; measurement/classification projection only,prepared,EPSG:25832,0,MASt3R correspondence only
DEBY_LOD2_4907031,evaluation_178,surface_failure_48,19,163.719000,false,0.578000,0.005500,valid,DJI_20241217102931_0011_D.JPG,docs/lowtex_v5.csv,true,2,0,docs/pointcloud_attributes_v1_3.csv,0,docs/regression_input_snapshot.csv,0,53,20,complete,DJI_20241217084809_0168_D.JPG,DJI_20241217101530_0002_D.JPG,299;111;5147;3747,4001;396;4257;588,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,phases/p2-gsjso/runs/20260716_boundary_map/mast3r_correspondence.csv,1.000000,1.000000,103,103.000000,3,"[{""name"":""DJI_20241217084809_0168_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":103,""zenith_deg"":61.727764},{""name"":""DJI_20241217101530_0002_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":103,""zenith_deg"":84.201456},{""name"":""DJI_20241217084817_0172_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":103,""zenith_deg"":61.510554}]",532.786000,true,LoD2 CityGML; measurement/classification projection only,prepared,EPSG:25832,0,MASt3R correspondence only
DEBY_LOD2_4907032,evaluation_178,surface_failure_48,20,375.523000,false,0.519000,0.004400,valid,DJI_20241217095143_0078_D.JPG,docs/lowtex_v5.csv,true,1,0,docs/pointcloud_attributes_v1_3.csv,0,docs/regression_input_snapshot.csv,0,324,271,complete,DJI_20241217101530_0002_D.JPG,DJI_20241217095149_0081_D.JPG,4155;367;4475;607,617;1146;1113;1518,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,phases/p2-gsjso/runs/20260716_boundary_map/mast3r_correspondence.csv,1.000000,1.000000,183,183.000000,3,"[{""name"":""DJI_20241217101530_0002_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":183,""zenith_deg"":84.472775},{""name"":""DJI_20241217095149_0081_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":183,""zenith_deg"":86.149266},{""name"":""DJI_20241217101453_0037_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":183,""zenith_deg"":84.042182}]",529.932000,true,LoD2 CityGML; measurement/classification projection only,prepared,EPSG:25832,0,MASt3R correspondence only
DEBY_LOD2_4907033,evaluation_178,surface_failure_48,21,128.949000,false,0.719000,0.004400,valid,DJI_20241217102931_0011_D.JPG,docs/lowtex_v5.csv,true,3,0,docs/pointcloud_attributes_v1_3.csv,0,docs/regression_input_snapshot.csv,0,24,19,complete,DJI_20241217101530_0002_D.JPG,DJI_20241217102723_0017_D.JPG,3956;373;4212;565,372;1441;3124;3505,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,phases/p2-gsjso/runs/20260716_boundary_map/mast3r_correspondence.csv,1.000000,1.000000,91,91.000000,3,"[{""name"":""DJI_20241217101530_0002_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":91,""zenith_deg"":84.453667},{""name"":""DJI_20241217102723_0017_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":91,""zenith_deg"":86.133524},{""name"":""DJI_20241217102939_0015_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":91,""zenith_deg"":83.861042}]",533.233000,true,LoD2 CityGML; measurement/classification projection only,prepared,EPSG:25832,0,MASt3R correspondence only
DEBY_LOD2_4907034,evaluation_178,surface_failure_48,22,549.504000,false,0.497000,0.004400,valid,DJI_20241217095143_0078_D.JPG,docs/lowtex_v5.csv,true,0,0,docs/pointcloud_attributes_v1_3.csv,0,docs/regression_input_snapshot.csv,0,357,288,complete,DJI_20241217102529_0017_D.JPG,DJI_20241217101317_0011_D.JPG,3803;769;4443;1249,4282;124;4650;400,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,phases/p2-gsjso/runs/20260716_boundary_map/mast3r_correspondence.csv,1.000000,1.000000,251,251.000000,3,"[{""name"":""DJI_20241217102529_0017_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":251,""zenith_deg"":86.647764},{""name"":""DJI_20241217101317_0011_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":251,""zenith_deg"":87.049501},{""name"":""DJI_20241217102727_0019_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":251,""zenith_deg"":86.337406}]",529.870000,true,LoD2 CityGML; measurement/classification projection only,prepared,EPSG:25832,0,MASt3R correspondence only
DEBY_LOD2_4907036,evaluation_178,surface_failure_48,23,187.848000,false,0.549000,0.004400,valid,DJI_20241217102937_0014_D.JPG,docs/lowtex_v5.csv,true,4,0,docs/pointcloud_attributes_v1_3.csv,0,docs/regression_input_snapshot.csv,0,7,5,complete,DJI_20241217101530_0002_D.JPG,DJI_20241217102723_0017_D.JPG,3910;356;4166;548,1865;903;3977;2487,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,phases/p2-gsjso/runs/20260716_boundary_map/mast3r_correspondence.csv,1.000000,1.000000,111,111.000000,3,"[{""name"":""DJI_20241217101530_0002_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":111,""zenith_deg"":84.643164},{""name"":""DJI_20241217102723_0017_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":111,""zenith_deg"":86.279119},{""name"":""DJI_20241217103611_0075_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":111,""zenith_deg"":83.984587}]",533.268500,true,LoD2 CityGML; measurement/classification projection only,prepared,EPSG:25832,0,MASt3R correspondence only
DEBY_LOD2_4907167,evaluation_178,surface_failure_48,24,203.195000,false,0.648000,0.004400,valid,DJI_20241217102937_0014_D.JPG,docs/lowtex_v5.csv,true,19,682,docs/pointcloud_attributes_v1_3.csv,0,docs/regression_input_snapshot.csv,0,44,39,complete,DJI_20241217103547_0063_D.JPG,DJI_20241217100353_0031_D.JPG,4746;1000;5178;1324,0;0;1104;828,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,phases/p2-gsjso/runs/20260716_boundary_map/mast3r_correspondence.csv,1.000000,1.000000,117,117.000000,3,"[{""name"":""DJI_20241217103547_0063_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":117,""zenith_deg"":84.005512},{""name"":""DJI_20241217100353_0031_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":117,""zenith_deg"":85.011655},{""name"":""DJI_20241217102939_0015_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":117,""zenith_deg"":83.336263}]",534.896000,true,LoD2 CityGML; measurement/classification projection only,prepared,EPSG:25832,0,MASt3R correspondence only
