building_id,short_id,source,source_run,display_label,has_lod22,completeness,correctness,ref_rms_m,roof_planes,shell_bucket,status,texture_lens,observation_lens,complexity_lens,size_lens,label_lens,n_views_nadir,roof_obs_covered_frac,roof_lowtex_frac,roof_lowtex_v5,occlusion_frac_approx,recon_score_median
DEBY_LOD2_108247351,108247351,gs_s1_acmp,base__gs_e5_C001_s1_acmp_r1,base acmp r1,true,0.0000,0.0000,13.4042,1,무효·붕괴,failure,복합(저조도+가림),mid,low,low,복합(저조도+가림),0.0,1.0,0.174,0.549,0.556,74.873
DEBY_LOD2_4907184,4907184,gs_s1_acmp,base__gs_e5_C001_s1_acmp_r1,base acmp r1,true,1.0000,1.0000,0.3240,4,무효·붕괴,failure,not_reviewed,high,high,high,none,1.42,1.0,0.016,0.198,0.0,127.033
DEBY_LOD2_4907185,4907185,gs_s1_acmp,base__gs_e5_C001_s1_acmp_r1,base acmp r1,true,1.0000,0.3333,2.9622,6,무효·붕괴,failure,not_reviewed,high,low,mid,none,0.65,1.0,0.06,0.338,0.2,129.596
DEBY_LOD2_4907186,4907186,gs_s1_acmp,base__gs_e5_C001_s1_acmp_r1,base acmp r1,true,0.5000,1.0000,5.0691,1,무효·붕괴,failure,not_reviewed,mid,low,mid,none,0.0,1.0,0.053,0.61,0.0,68.276
DEBY_LOD2_4907188,4907188,gs_s1_acmp,base__gs_e5_C001_s1_acmp_r1,base acmp r1,true,0.0000,0.0000,8.4767,1,무효·붕괴,failure,not_reviewed,low,low,mid,none,0.0,1.0,0.063,0.598,0.4,64.062
DEBY_LOD2_4907194,4907194,gs_s1_acmp,base__gs_e5_C001_s1_acmp_r1,base acmp r1,true,0.5000,1.0000,6.2169,1,무효·붕괴,failure,not_reviewed,low,low,mid,none,0.0,1.0,0.056,0.708,0.0,51.146
DEBY_LOD2_4907195,4907195,gs_s1_acmp,base__gs_e5_C001_s1_acmp_r1,base acmp r1,true,1.0000,0.6667,3.0396,3,무효·붕괴,failure,not_reviewed,low,low,mid,none,0.0,1.0,0.073,0.732,0.0,42.14
DEBY_LOD2_4907198,4907198,gs_s1_acmp,base__gs_e5_C001_s1_acmp_r1,base acmp r1,true,0.5000,0.6667,2.3165,3,무효·붕괴,failure,not_reviewed,mid,high,high,none,0.09,1.0,0.031,0.641,0.25,86.069
DEBY_LOD2_4907199,4907199,gs_s1_acmp,base__gs_e5_C001_s1_acmp_r1,base acmp r1,false,0.0000,,,0,미조립,failure,무텍스처,mid,low,low,무텍스처,0.0,1.0,0.108,0.656,0.273,84.618
DEBY_LOD2_4907202,4907202,gs_s1_acmp,base__gs_e5_C001_s1_acmp_r1,base acmp r1,true,1.0000,0.6667,0.5820,3,무효·붕괴,failure,not_reviewed,mid,low,mid,none,1.94,1.0,0.085,0.562,0.333,84.473
DEBY_LOD2_4908168,4908168,gs_s1_acmp,base__gs_e5_C001_s1_acmp_r1,base acmp r1,true,1.0000,1.0000,0.3509,1,무효·붕괴,failure,not_reviewed,high,low,low,none,2.9,1.0,0.043,0.694,0.571,160.781
DEBY_LOD2_4908178,4908178,gs_s1_acmp,base__gs_e5_C001_s1_acmp_r1,base acmp r1,true,0.5000,0.5000,4.6643,2,무효·붕괴,failure,not_reviewed,low,low,low,none,0.32,1.0,0.029,0.406,0.455,63.723
DEBY_LOD2_4908179,4908179,gs_s1_acmp,base__gs_e5_C001_s1_acmp_r1,base acmp r1,false,0.0000,,,0,미조립,failure,not_reviewed,mid,low,low,none,0.0,1.0,0.042,0.429,0.375,75.129
DEBY_LOD2_60098,60098,gs_s1_acmp,base__gs_e5_C001_s1_acmp_r1,base acmp r1,true,0.5000,1.0000,5.4290,1,무효·붕괴,failure,not_reviewed,mid,low,mid,none,0.0,1.0,0.06,0.544,0.0,78.074
DEBY_LOD2_8568391,8568391,gs_s1_acmp,base__gs_e5_C001_s1_acmp_r1,base acmp r1,true,0.0000,0.0000,13.1856,2,조립,success,무텍스처,mid,low,low,무텍스처,1.02,1.0,0.037,0.536,0.625,86.872
DEBY_LOD2_8568392,8568392,gs_s1_acmp,base__gs_e5_C001_s1_acmp_r1,base acmp r1,true,1.0000,1.0000,1.8020,1,조립,success,lowtex_high,mid,low,low,복합(소형+재질),2.25,1.0,0.038,0.549,0.75,94.587
