building_id,source_group,source_run,display_label,source_role,seed,replicate,pair_raw,source_badge,readout,z_shift_to_reference_m,complexity_lens,size_lens,texture_lens,observation_lens,label_lens,has_lod22,val3dity_valid,status,status_reason,rf_success,rf_pointcloud_unusable,roof_planes,status_rf_roof_planes,ref_roof_planes,match_count,completeness,correctness,mean_match_iou,ref_rms_m,ref_hausdorff_m,ref_distance_samples,rf_rmse_lod22,shell_bucket,ref_rms_tail,ref_rms_tail_fence_m,setting,run_name,arm,readout_min_obs,readout_voxel_m,readout_alpha,readout_sor,readout_sor_std
DEBY_LOD2_108247349,gs_sparse,base__gs_e5_C001_corrected_s1_preprune_keepall_sparse_r1,base sparse r1,gs,sparse,r1,raw_sparse,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,low,not_reviewed,mid,none,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,19.0876,base,gs_e5_C001_corrected_s1_preprune_keepall_sparse_r1,sparse,3,0.05,0.5,on,2.0
DEBY_LOD2_108247350,gs_acmp,base__gs_e5_C001_corrected_s1_preprune_keepall_acmp_r1,base acmp r1,gs,acmp,r1,raw_acmp,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,low,lowtex_mid,mid,복합(소형+가림),false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,19.0876,base,gs_e5_C001_corrected_s1_preprune_keepall_acmp_r1,acmp,3,0.05,0.5,on,2.0
DEBY_LOD2_108247351,gs_acmp,base__gs_e5_C001_corrected_s1_preprune_keepall_acmp_r1,base acmp r1,gs,acmp,r1,raw_acmp,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,low,복합(저조도+가림),mid,복합(저조도+가림),false,true,failure,pointcloud_unusable_no_planes,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,19.0876,base,gs_e5_C001_corrected_s1_preprune_keepall_acmp_r1,acmp,3,0.05,0.5,on,2.0
DEBY_LOD2_4907184,gs_acmp,base__gs_e5_C001_corrected_s1_preprune_keepall_acmp_r1,base acmp r1,gs,acmp,r1,raw_acmp,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,high,high,not_reviewed,high,none,true,false,failure,val3dity_invalid,True,False,4,28,4,4,1.0000,1.0000,0.9200,0.3208,0.8981,1356,2.440369,무효·붕괴,false,19.0876,base,gs_e5_C001_corrected_s1_preprune_keepall_acmp_r1,acmp,3,0.05,0.5,on,2.0
DEBY_LOD2_4907185,gs_acmp,base__gs_e5_C001_corrected_s1_preprune_keepall_acmp_r1,base acmp r1,gs,acmp,r1,raw_acmp,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,high,none,true,true,success,success,True,False,4,14,2,2,1.0000,0.5000,0.3186,3.1274,6.3694,642,1.079096,조립,false,19.0876,base,gs_e5_C001_corrected_s1_preprune_keepall_acmp_r1,acmp,3,0.05,0.5,on,2.0
DEBY_LOD2_4907186,gs_acmp,base__gs_e5_C001_corrected_s1_preprune_keepall_acmp_r1,base acmp r1,gs,acmp,r1,raw_acmp,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,mid,none,true,true,success,success,True,False,1,6,2,1,0.5000,1.0000,0.4981,6.0684,14.8908,674,1.358179,조립,false,19.0876,base,gs_e5_C001_corrected_s1_preprune_keepall_acmp_r1,acmp,3,0.05,0.5,on,2.0
DEBY_LOD2_4907188,gs_acmp,base__gs_e5_C001_corrected_s1_preprune_keepall_acmp_r1,base acmp r1,gs,acmp,r1,raw_acmp,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,low,none,true,false,failure,val3dity_invalid,True,False,1,1,2,1,0.5000,1.0000,0.5034,6.1453,13.1405,664,0.590142,무효·붕괴,false,19.0876,base,gs_e5_C001_corrected_s1_preprune_keepall_acmp_r1,acmp,3,0.05,0.5,on,2.0
DEBY_LOD2_4907194,gs_acmp,base__gs_e5_C001_corrected_s1_preprune_keepall_acmp_r1,base acmp r1,gs,acmp,r1,raw_acmp,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,low,none,true,true,success,success,True,False,1,2,2,1,0.5000,1.0000,0.5652,4.6222,11.1400,850,0.750067,조립,false,19.0876,base,gs_e5_C001_corrected_s1_preprune_keepall_acmp_r1,acmp,3,0.05,0.5,on,2.0
DEBY_LOD2_4907195,gs_acmp,base__gs_e5_C001_corrected_s1_preprune_keepall_acmp_r1,base acmp r1,gs,acmp,r1,raw_acmp,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,low,none,true,true,success,success,True,False,1,11,2,1,0.5000,1.0000,0.4447,4.9843,11.5688,710,1.646323,조립,false,19.0876,base,gs_e5_C001_corrected_s1_preprune_keepall_acmp_r1,acmp,3,0.05,0.5,on,2.0
DEBY_LOD2_4907198,gs_acmp,base__gs_e5_C001_corrected_s1_preprune_keepall_acmp_r1,base acmp r1,gs,acmp,r1,raw_acmp,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,high,high,not_reviewed,mid,none,true,false,failure,val3dity_invalid,True,False,3,21,4,2,0.5000,0.6667,0.7436,2.1761,6.1721,1435,0.703948,무효·붕괴,false,19.0876,base,gs_e5_C001_corrected_s1_preprune_keepall_acmp_r1,acmp,3,0.05,0.5,on,2.0
DEBY_LOD2_4907199,gs_acmp,base__gs_e5_C001_corrected_s1_preprune_keepall_acmp_r1,base acmp r1,gs,acmp,r1,raw_acmp,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,low,무텍스처,mid,무텍스처,true,false,failure,val3dity_invalid,True,False,1,1,1,0,0.0000,0.0000,,12.0036,23.4532,393,8.470619,무효·붕괴,false,19.0876,base,gs_e5_C001_corrected_s1_preprune_keepall_acmp_r1,acmp,3,0.05,0.5,on,2.0
DEBY_LOD2_4907202,gs_acmp,base__gs_e5_C001_corrected_s1_preprune_keepall_acmp_r1,base acmp r1,gs,acmp,r1,raw_acmp,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,mid,none,true,false,failure,val3dity_invalid,True,False,4,9,2,1,0.5000,0.2500,0.6966,18.5453,45.4316,645,3.268943,무효·붕괴,false,19.0876,base,gs_e5_C001_corrected_s1_preprune_keepall_acmp_r1,acmp,3,0.05,0.5,on,2.0
DEBY_LOD2_4908168,gs_acmp,base__gs_e5_C001_corrected_s1_preprune_keepall_acmp_r1,base acmp r1,gs,acmp,r1,raw_acmp,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,low,not_reviewed,high,none,true,true,success,success,True,False,1,2,1,0,0.0000,0.0000,,11.6435,12.6058,114,1.248485,조립,false,19.0876,base,gs_e5_C001_corrected_s1_preprune_keepall_acmp_r1,acmp,3,0.05,0.5,on,2.0
DEBY_LOD2_4908178,gs_acmp,base__gs_e5_C001_corrected_s1_preprune_keepall_acmp_r1,base acmp r1,gs,acmp,r1,raw_acmp,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,low,not_reviewed,low,none,true,false,failure,val3dity_invalid,True,False,1,2,2,1,0.5000,1.0000,0.6143,0.4056,0.8175,454,33.503872,무효·붕괴,false,19.0876,base,gs_e5_C001_corrected_s1_preprune_keepall_acmp_r1,acmp,3,0.05,0.5,on,2.0
DEBY_LOD2_4908179,gs_acmp,base__gs_e5_C001_corrected_s1_preprune_keepall_acmp_r1,base acmp r1,gs,acmp,r1,raw_acmp,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,low,not_reviewed,mid,none,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,19.0876,base,gs_e5_C001_corrected_s1_preprune_keepall_acmp_r1,acmp,3,0.05,0.5,on,2.0
DEBY_LOD2_60098,gs_acmp,base__gs_e5_C001_corrected_s1_preprune_keepall_acmp_r1,base acmp r1,gs,acmp,r1,raw_acmp,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,mid,none,true,false,failure,val3dity_invalid,True,False,1,6,2,1,0.5000,1.0000,0.5010,4.9574,13.4042,784,0.404118,무효·붕괴,false,19.0876,base,gs_e5_C001_corrected_s1_preprune_keepall_acmp_r1,acmp,3,0.05,0.5,on,2.0
