building_id,source_group,source_run,display_label,source_role,seed,replicate,pair_raw,source_badge,readout,z_shift_to_reference_m,complexity_lens,size_lens,texture_lens,observation_lens,label_lens,has_lod22,val3dity_valid,status,status_reason,rf_success,rf_pointcloud_unusable,roof_planes,status_rf_roof_planes,ref_roof_planes,match_count,completeness,correctness,mean_match_iou,ref_rms_m,ref_hausdorff_m,ref_distance_samples,rf_rmse_lod22,shell_bucket,ref_rms_tail,ref_rms_tail_fence_m,setting,run_name,arm,readout_min_obs,readout_voxel_m,readout_alpha,readout_sor,readout_sor_std
DEBY_LOD2_108247349,gs_sparse,base__gs_e5_C001_s1_sparse_r1,base sparse r1,gs,sparse,r1,raw_sparse,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,low,not_reviewed,mid,none,true,true,success,success,True,False,1,1,1,0,0.0000,0.0000,,45.5241,59.1529,402,0.075342,무효·붕괴,true,13.1874,base,gs_e5_C001_s1_sparse_r1,sparse,3,0.05,0.5,on,2.0
DEBY_LOD2_4907184,gs_sparse,voxel02__gs_e5_C001_s1_sparse_r1,voxel02 sparse r1,gs,sparse,r1,raw_sparse,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,high,high,not_reviewed,high,none,true,false,failure,val3dity_invalid,True,False,5,48,4,4,1.0000,0.8000,0.8730,0.3698,1.5602,1348,1.019891,무효·붕괴,false,13.1874,voxel02,gs_e5_C001_s1_sparse_r1,sparse,3,0.02,0.5,on,2.0
DEBY_LOD2_4907185,gs_sparse,voxel02__gs_e5_C001_s1_sparse_r1,voxel02 sparse r1,gs,sparse,r1,raw_sparse,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,high,none,true,false,failure,val3dity_invalid,True,False,1,3,2,1,0.5000,1.0000,0.5007,4.4517,8.8353,644,2.375460,무효·붕괴,false,13.1874,voxel02,gs_e5_C001_s1_sparse_r1,sparse,3,0.02,0.5,on,2.0
DEBY_LOD2_4907186,gs_sparse,voxel02__gs_e5_C001_s1_sparse_r1,voxel02 sparse r1,gs,sparse,r1,raw_sparse,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,mid,none,false,false,failure,pointcloud_unusable_no_points,True,True,0,0,2,0,0.0000,,,,,0,,미조립,false,13.1874,voxel02,gs_e5_C001_s1_sparse_r1,sparse,3,0.02,0.5,on,2.0
DEBY_LOD2_4907188,gs_sparse,voxel02__gs_e5_C001_s1_sparse_r1,voxel02 sparse r1,gs,sparse,r1,raw_sparse,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,low,none,false,false,failure,pointcloud_unusable_no_points,True,True,0,0,2,0,0.0000,,,,,0,,미조립,false,13.1874,voxel02,gs_e5_C001_s1_sparse_r1,sparse,3,0.02,0.5,on,2.0
DEBY_LOD2_4907194,gs_sparse,voxel02__gs_e5_C001_s1_sparse_r1,voxel02 sparse r1,gs,sparse,r1,raw_sparse,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,low,none,false,true,failure,roofer_skip_no_3d_geometry,True,False,0,None,2,0,0.0000,,,,,0,,미조립,false,13.1874,voxel02,gs_e5_C001_s1_sparse_r1,sparse,3,0.02,0.5,on,2.0
DEBY_LOD2_4907195,gs_sparse,voxel02__gs_e5_C001_s1_sparse_r1,voxel02 sparse r1,gs,sparse,r1,raw_sparse,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,low,none,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,2,0,0.0000,,,,,0,,미조립,false,13.1874,voxel02,gs_e5_C001_s1_sparse_r1,sparse,3,0.02,0.5,on,2.0
DEBY_LOD2_4907198,gs_sparse,voxel02__gs_e5_C001_s1_sparse_r1,voxel02 sparse r1,gs,sparse,r1,raw_sparse,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,high,high,not_reviewed,mid,none,true,true,success,success,True,False,1,1,4,0,0.0000,0.0000,,8.7921,14.1396,1200,9.024144,조립,false,13.1874,voxel02,gs_e5_C001_s1_sparse_r1,sparse,3,0.02,0.5,on,2.0
DEBY_LOD2_4907199,gs_sparse,voxel02__gs_e5_C001_s1_sparse_r1,voxel02 sparse r1,gs,sparse,r1,raw_sparse,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,low,무텍스처,mid,무텍스처,false,true,failure,pointcloud_unusable_no_planes,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,13.1874,voxel02,gs_e5_C001_s1_sparse_r1,sparse,3,0.02,0.5,on,2.0
DEBY_LOD2_4907202,gs_sparse,voxel02__gs_e5_C001_s1_sparse_r1,voxel02 sparse r1,gs,sparse,r1,raw_sparse,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,mid,none,true,true,success,success,True,False,1,4,2,1,0.5000,1.0000,0.8691,1.4414,4.0493,641,1.079423,조립,false,13.1874,voxel02,gs_e5_C001_s1_sparse_r1,sparse,3,0.02,0.5,on,2.0
DEBY_LOD2_4908168,gs_sparse,voxel02__gs_e5_C001_s1_sparse_r1,voxel02 sparse r1,gs,sparse,r1,raw_sparse,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,low,not_reviewed,high,none,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,13.1874,voxel02,gs_e5_C001_s1_sparse_r1,sparse,3,0.02,0.5,on,2.0
DEBY_LOD2_4908178,gs_sparse,voxel02__gs_e5_C001_s1_sparse_r1,voxel02 sparse r1,gs,sparse,r1,raw_sparse,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,low,not_reviewed,low,none,true,true,success,success,True,False,1,1,2,1,0.5000,1.0000,0.6143,0.6400,1.4864,454,0.035629,조립,false,13.1874,voxel02,gs_e5_C001_s1_sparse_r1,sparse,3,0.02,0.5,on,2.0
DEBY_LOD2_4908179,gs_sparse,voxel02__gs_e5_C001_s1_sparse_r1,voxel02 sparse r1,gs,sparse,r1,raw_sparse,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,low,not_reviewed,mid,none,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,13.1874,voxel02,gs_e5_C001_s1_sparse_r1,sparse,3,0.02,0.5,on,2.0
DEBY_LOD2_60098,gs_sparse,voxel02__gs_e5_C001_s1_sparse_r1,voxel02 sparse r1,gs,sparse,r1,raw_sparse,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,mid,none,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,2,0,0.0000,,,,,0,,미조립,false,13.1874,voxel02,gs_e5_C001_s1_sparse_r1,sparse,3,0.02,0.5,on,2.0
DEBY_LOD2_8568391,gs_sparse,voxel02__gs_e5_C001_s1_sparse_r1,voxel02 sparse r1,gs,sparse,r1,raw_sparse,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,low,무텍스처,mid,무텍스처,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,13.1874,voxel02,gs_e5_C001_s1_sparse_r1,sparse,3,0.02,0.5,on,2.0
DEBY_LOD2_8568392,gs_sparse,voxel02__gs_e5_C001_s1_sparse_r1,voxel02 sparse r1,gs,sparse,r1,raw_sparse,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,low,lowtex_high,mid,복합(소형+재질),false,true,failure,roofer_skip_no_3d_geometry,True,False,0,None,1,0,0.0000,,,,,0,,미조립,false,13.1874,voxel02,gs_e5_C001_s1_sparse_r1,sparse,3,0.02,0.5,on,2.0
DEBY_LOD2_108247349,gs_dense,voxel02__gs_e5_C001_s1_dense_r1,voxel02 dense r1,gs,dense,r1,raw_dense,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,low,not_reviewed,mid,none,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,13.1874,voxel02,gs_e5_C001_s1_dense_r1,dense,3,0.02,0.5,on,2.0
DEBY_LOD2_108247350,gs_dense,voxel02__gs_e5_C001_s1_dense_r1,voxel02 dense r1,gs,dense,r1,raw_dense,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,low,lowtex_mid,mid,복합(소형+가림),false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,13.1874,voxel02,gs_e5_C001_s1_dense_r1,dense,3,0.02,0.5,on,2.0
DEBY_LOD2_108247351,gs_dense,voxel02__gs_e5_C001_s1_dense_r1,voxel02 dense r1,gs,dense,r1,raw_dense,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,low,복합(저조도+가림),mid,복합(저조도+가림),false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,13.1874,voxel02,gs_e5_C001_s1_dense_r1,dense,3,0.02,0.5,on,2.0
DEBY_LOD2_4907184,gs_dense,voxel02__gs_e5_C001_s1_dense_r1,voxel02 dense r1,gs,dense,r1,raw_dense,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,high,high,not_reviewed,high,none,true,false,failure,val3dity_invalid,True,False,8,45,4,4,1.0000,0.5000,0.8635,0.4620,4.9351,1346,1.098426,무효·붕괴,false,13.1874,voxel02,gs_e5_C001_s1_dense_r1,dense,3,0.02,0.5,on,2.0
DEBY_LOD2_4907185,gs_dense,voxel02__gs_e5_C001_s1_dense_r1,voxel02 dense r1,gs,dense,r1,raw_dense,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,high,none,false,true,failure,missing_lod22_geometry,True,False,0,5,2,0,0.0000,,,,,0,0.000000,미조립,false,13.1874,voxel02,gs_e5_C001_s1_dense_r1,dense,3,0.02,0.5,on,2.0
DEBY_LOD2_4907186,gs_dense,voxel02__gs_e5_C001_s1_dense_r1,voxel02 dense r1,gs,dense,r1,raw_dense,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,mid,none,false,true,failure,roofer_skip_no_3d_geometry,True,False,0,None,2,0,0.0000,,,,,0,,미조립,false,13.1874,voxel02,gs_e5_C001_s1_dense_r1,dense,3,0.02,0.5,on,2.0
DEBY_LOD2_4907188,gs_dense,voxel02__gs_e5_C001_s1_dense_r1,voxel02 dense r1,gs,dense,r1,raw_dense,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,low,none,false,true,failure,roofer_skip_no_3d_geometry,True,False,0,None,2,0,0.0000,,,,,0,,미조립,false,13.1874,voxel02,gs_e5_C001_s1_dense_r1,dense,3,0.02,0.5,on,2.0
DEBY_LOD2_4907194,gs_dense,voxel02__gs_e5_C001_s1_dense_r1,voxel02 dense r1,gs,dense,r1,raw_dense,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,low,none,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,2,0,0.0000,,,,,0,,미조립,false,13.1874,voxel02,gs_e5_C001_s1_dense_r1,dense,3,0.02,0.5,on,2.0
DEBY_LOD2_4907195,gs_dense,voxel02__gs_e5_C001_s1_dense_r1,voxel02 dense r1,gs,dense,r1,raw_dense,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,low,none,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,2,0,0.0000,,,,,0,,미조립,false,13.1874,voxel02,gs_e5_C001_s1_dense_r1,dense,3,0.02,0.5,on,2.0
DEBY_LOD2_4907198,gs_dense,voxel02__gs_e5_C001_s1_dense_r1,voxel02 dense r1,gs,dense,r1,raw_dense,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,high,high,not_reviewed,mid,none,false,true,failure,pointcloud_unusable_no_planes,True,True,0,0,4,0,0.0000,,,,,0,,미조립,false,13.1874,voxel02,gs_e5_C001_s1_dense_r1,dense,3,0.02,0.5,on,2.0
DEBY_LOD2_4907199,gs_dense,voxel02__gs_e5_C001_s1_dense_r1,voxel02 dense r1,gs,dense,r1,raw_dense,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,low,무텍스처,mid,무텍스처,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,13.1874,voxel02,gs_e5_C001_s1_dense_r1,dense,3,0.02,0.5,on,2.0
DEBY_LOD2_4907202,gs_dense,voxel02__gs_e5_C001_s1_dense_r1,voxel02 dense r1,gs,dense,r1,raw_dense,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,mid,none,true,false,failure,val3dity_invalid,True,False,2,5,2,2,1.0000,1.0000,0.6530,4.2081,8.3379,643,0.932177,무효·붕괴,false,13.1874,voxel02,gs_e5_C001_s1_dense_r1,dense,3,0.02,0.5,on,2.0
DEBY_LOD2_4908168,gs_dense,voxel02__gs_e5_C001_s1_dense_r1,voxel02 dense r1,gs,dense,r1,raw_dense,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,low,not_reviewed,high,none,true,false,failure,val3dity_invalid,True,False,1,1,1,1,1.0000,1.0000,0.9997,1.2914,2.1906,114,0.345592,무효·붕괴,false,13.1874,voxel02,gs_e5_C001_s1_dense_r1,dense,3,0.02,0.5,on,2.0
DEBY_LOD2_4908178,gs_dense,voxel02__gs_e5_C001_s1_dense_r1,voxel02 dense r1,gs,dense,r1,raw_dense,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,low,not_reviewed,low,none,true,true,success,success,True,False,1,1,2,1,0.5000,1.0000,0.6143,0.8643,1.9594,454,0.052928,조립,false,13.1874,voxel02,gs_e5_C001_s1_dense_r1,dense,3,0.02,0.5,on,2.0
DEBY_LOD2_4908179,gs_dense,voxel02__gs_e5_C001_s1_dense_r1,voxel02 dense r1,gs,dense,r1,raw_dense,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,low,not_reviewed,mid,none,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,13.1874,voxel02,gs_e5_C001_s1_dense_r1,dense,3,0.02,0.5,on,2.0
DEBY_LOD2_60098,gs_dense,voxel02__gs_e5_C001_s1_dense_r1,voxel02 dense r1,gs,dense,r1,raw_dense,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,mid,none,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,2,0,0.0000,,,,,0,,미조립,false,13.1874,voxel02,gs_e5_C001_s1_dense_r1,dense,3,0.02,0.5,on,2.0
DEBY_LOD2_8568391,gs_dense,voxel02__gs_e5_C001_s1_dense_r1,voxel02 dense r1,gs,dense,r1,raw_dense,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,low,무텍스처,mid,무텍스처,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,13.1874,voxel02,gs_e5_C001_s1_dense_r1,dense,3,0.02,0.5,on,2.0
DEBY_LOD2_8568392,gs_dense,voxel02__gs_e5_C001_s1_dense_r1,voxel02 dense r1,gs,dense,r1,raw_dense,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,low,lowtex_high,mid,복합(소형+재질),false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,13.1874,voxel02,gs_e5_C001_s1_dense_r1,dense,3,0.02,0.5,on,2.0
DEBY_LOD2_108247349,gs_acmp,voxel02__gs_e5_C001_s1_acmp_r1,voxel02 acmp r1,gs,acmp,r1,raw_acmp,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,low,not_reviewed,mid,none,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,13.1874,voxel02,gs_e5_C001_s1_acmp_r1,acmp,3,0.02,0.5,on,2.0
DEBY_LOD2_108247350,gs_acmp,voxel02__gs_e5_C001_s1_acmp_r1,voxel02 acmp r1,gs,acmp,r1,raw_acmp,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,low,lowtex_mid,mid,복합(소형+가림),false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,13.1874,voxel02,gs_e5_C001_s1_acmp_r1,acmp,3,0.02,0.5,on,2.0
DEBY_LOD2_108247351,gs_acmp,voxel02__gs_e5_C001_s1_acmp_r1,voxel02 acmp r1,gs,acmp,r1,raw_acmp,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,low,복합(저조도+가림),mid,복합(저조도+가림),false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,13.1874,voxel02,gs_e5_C001_s1_acmp_r1,acmp,3,0.02,0.5,on,2.0
DEBY_LOD2_4907184,gs_acmp,voxel02__gs_e5_C001_s1_acmp_r1,voxel02 acmp r1,gs,acmp,r1,raw_acmp,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,high,high,not_reviewed,high,none,true,false,failure,val3dity_invalid,True,False,5,32,4,4,1.0000,0.8000,0.9080,0.3208,2.2127,1352,0.922659,무효·붕괴,false,13.1874,voxel02,gs_e5_C001_s1_acmp_r1,acmp,3,0.02,0.5,on,2.0
DEBY_LOD2_4907185,gs_acmp,voxel02__gs_e5_C001_s1_acmp_r1,voxel02 acmp r1,gs,acmp,r1,raw_acmp,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,high,none,false,true,failure,missing_lod22_geometry,True,False,0,4,2,0,0.0000,,,,,0,0.000000,미조립,false,13.1874,voxel02,gs_e5_C001_s1_acmp_r1,acmp,3,0.02,0.5,on,2.0
DEBY_LOD2_4907186,gs_acmp,voxel02__gs_e5_C001_s1_acmp_r1,voxel02 acmp r1,gs,acmp,r1,raw_acmp,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,mid,none,false,true,failure,roofer_skip_no_3d_geometry,True,False,0,None,2,0,0.0000,,,,,0,,미조립,false,13.1874,voxel02,gs_e5_C001_s1_acmp_r1,acmp,3,0.02,0.5,on,2.0
DEBY_LOD2_4907188,gs_acmp,voxel02__gs_e5_C001_s1_acmp_r1,voxel02 acmp r1,gs,acmp,r1,raw_acmp,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,low,none,false,true,failure,roofer_skip_no_3d_geometry,True,False,0,None,2,0,0.0000,,,,,0,,미조립,false,13.1874,voxel02,gs_e5_C001_s1_acmp_r1,acmp,3,0.02,0.5,on,2.0
DEBY_LOD2_4907194,gs_acmp,voxel02__gs_e5_C001_s1_acmp_r1,voxel02 acmp r1,gs,acmp,r1,raw_acmp,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,low,none,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,2,0,0.0000,,,,,0,,미조립,false,13.1874,voxel02,gs_e5_C001_s1_acmp_r1,acmp,3,0.02,0.5,on,2.0
DEBY_LOD2_4907195,gs_acmp,voxel02__gs_e5_C001_s1_acmp_r1,voxel02 acmp r1,gs,acmp,r1,raw_acmp,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,low,none,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,2,0,0.0000,,,,,0,,미조립,false,13.1874,voxel02,gs_e5_C001_s1_acmp_r1,acmp,3,0.02,0.5,on,2.0
DEBY_LOD2_4907198,gs_acmp,voxel02__gs_e5_C001_s1_acmp_r1,voxel02 acmp r1,gs,acmp,r1,raw_acmp,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,high,high,not_reviewed,mid,none,true,true,success,success,True,False,1,2,4,1,0.2500,1.0000,0.3814,4.2391,8.3868,1200,3.326182,조립,false,13.1874,voxel02,gs_e5_C001_s1_acmp_r1,acmp,3,0.02,0.5,on,2.0
DEBY_LOD2_4907199,gs_acmp,voxel02__gs_e5_C001_s1_acmp_r1,voxel02 acmp r1,gs,acmp,r1,raw_acmp,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,low,무텍스처,mid,무텍스처,false,true,failure,pointcloud_unusable_no_planes,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,13.1874,voxel02,gs_e5_C001_s1_acmp_r1,acmp,3,0.02,0.5,on,2.0
DEBY_LOD2_4907202,gs_acmp,voxel02__gs_e5_C001_s1_acmp_r1,voxel02 acmp r1,gs,acmp,r1,raw_acmp,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,mid,none,true,true,success,success,True,False,1,4,2,1,0.5000,1.0000,0.8691,1.1932,3.6267,641,0.999922,조립,false,13.1874,voxel02,gs_e5_C001_s1_acmp_r1,acmp,3,0.02,0.5,on,2.0
DEBY_LOD2_4908168,gs_acmp,voxel02__gs_e5_C001_s1_acmp_r1,voxel02 acmp r1,gs,acmp,r1,raw_acmp,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,low,not_reviewed,high,none,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,13.1874,voxel02,gs_e5_C001_s1_acmp_r1,acmp,3,0.02,0.5,on,2.0
DEBY_LOD2_4908178,gs_acmp,voxel02__gs_e5_C001_s1_acmp_r1,voxel02 acmp r1,gs,acmp,r1,raw_acmp,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,low,not_reviewed,low,none,true,true,success,success,True,False,1,3,2,1,0.5000,1.0000,0.6143,0.6321,1.4939,454,9.258024,조립,false,13.1874,voxel02,gs_e5_C001_s1_acmp_r1,acmp,3,0.02,0.5,on,2.0
DEBY_LOD2_4908179,gs_acmp,voxel02__gs_e5_C001_s1_acmp_r1,voxel02 acmp r1,gs,acmp,r1,raw_acmp,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,low,not_reviewed,mid,none,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,13.1874,voxel02,gs_e5_C001_s1_acmp_r1,acmp,3,0.02,0.5,on,2.0
DEBY_LOD2_60098,gs_acmp,voxel02__gs_e5_C001_s1_acmp_r1,voxel02 acmp r1,gs,acmp,r1,raw_acmp,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,mid,none,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,2,0,0.0000,,,,,0,,미조립,false,13.1874,voxel02,gs_e5_C001_s1_acmp_r1,acmp,3,0.02,0.5,on,2.0
DEBY_LOD2_8568391,gs_acmp,voxel02__gs_e5_C001_s1_acmp_r1,voxel02 acmp r1,gs,acmp,r1,raw_acmp,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,low,무텍스처,mid,무텍스처,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,13.1874,voxel02,gs_e5_C001_s1_acmp_r1,acmp,3,0.02,0.5,on,2.0
DEBY_LOD2_8568392,gs_acmp,voxel02__gs_e5_C001_s1_acmp_r1,voxel02 acmp r1,gs,acmp,r1,raw_acmp,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,low,lowtex_high,mid,복합(소형+재질),false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,13.1874,voxel02,gs_e5_C001_s1_acmp_r1,acmp,3,0.02,0.5,on,2.0
