image_idx,image_name,backend,align_a,align_b,mvs_valid_pixels,residual_abs_median_m,residual_abs_p90_m,warp_amp_plane_m,warp_amp_quadratic_m,metric_depth
232,DJI_20241217100301_0005_D.JPG,Depth Anything V2 Large vitl,-0.11196875,90.22007355,278323,2.7086,10.6317,1.3396,9.1807,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217100301_0005_D.npy
233,DJI_20241217100303_0006_D.JPG,Depth Anything V2 Large vitl,-0.02073017,40.25844745,91624,0.3781,1.4742,1.5619,2.2256,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217100303_0006_D.npy
234,DJI_20241217100309_0009_D.JPG,Depth Anything V2 Large vitl,-0.03512036,47.48938074,139710,0.5760,2.3999,0.4247,2.2206,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217100309_0009_D.npy
235,DJI_20241217100319_0014_D.JPG,Depth Anything V2 Large vitl,-0.17822291,127.88813276,211658,9.6115,57.6213,8.6690,40.0113,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217100319_0014_D.npy
236,DJI_20241217101108_0003_D.JPG,Depth Anything V2 Large vitl,-0.32043206,188.11507061,137686,11.6432,52.1222,22.8799,44.5754,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217101108_0003_D.npy
237,DJI_20241217101110_0004_D.JPG,Depth Anything V2 Large vitl,-0.27593376,172.77090648,151530,20.3639,39.2009,11.3428,66.8667,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217101110_0004_D.npy
238,DJI_20241217101112_0005_D.JPG,Depth Anything V2 Large vitl,-0.15166104,98.93079086,72849,3.3333,14.5453,6.4926,6.6453,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217101112_0005_D.npy
239,DJI_20241217101118_0008_D.JPG,Depth Anything V2 Large vitl,-0.13521300,84.34223489,44399,4.6255,16.2460,9.2822,13.4949,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217101118_0008_D.npy
240,DJI_20241217101120_0009_D.JPG,Depth Anything V2 Large vitl,-0.27550791,165.07559284,137346,8.5197,28.5221,15.8847,32.0057,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217101120_0009_D.npy
241,DJI_20241217101122_0010_D.JPG,Depth Anything V2 Large vitl,-0.27171710,179.04750465,143198,12.1346,33.1907,13.6250,30.4100,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217101122_0010_D.npy
242,DJI_20241217101124_0011_D.JPG,Depth Anything V2 Large vitl,-0.13550266,83.47565936,55394,4.0235,13.8122,7.2215,11.8698,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217101124_0011_D.npy
243,DJI_20241217101128_0013_D.JPG,Depth Anything V2 Large vitl,-0.23564936,150.60343057,137533,10.0581,34.8543,13.9920,35.2585,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217101128_0013_D.npy
244,DJI_20241217101130_0014_D.JPG,Depth Anything V2 Large vitl,-0.27011447,180.35314741,121968,10.2319,48.1587,8.9439,22.3174,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217101130_0014_D.npy
245,DJI_20241217101132_0015_D.JPG,Depth Anything V2 Large vitl,-0.32459003,192.34127269,121224,12.7554,52.4034,9.6470,36.5906,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217101132_0015_D.npy
246,DJI_20241217101134_0016_D.JPG,Depth Anything V2 Large vitl,-0.32690415,190.52589610,120595,13.1315,54.0519,10.5549,35.2019,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217101134_0016_D.npy
247,DJI_20241217101146_0022_D.JPG,Depth Anything V2 Large vitl,-0.25733551,150.31008796,45514,18.4748,52.0639,27.6665,46.5670,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217101146_0022_D.npy
248,DJI_20241217101148_0023_D.JPG,Depth Anything V2 Large vitl,-0.40946350,215.37340543,43366,11.4424,97.1286,74.9762,92.7637,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217101148_0023_D.npy
249,DJI_20241217101307_0006_D.JPG,Depth Anything V2 Large vitl,-0.23670024,144.81284910,223998,9.3949,35.1045,24.5955,40.5624,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217101307_0006_D.npy
250,DJI_20241217101309_0007_D.JPG,Depth Anything V2 Large vitl,-0.41643708,212.79008256,231989,26.7837,64.3213,31.6897,120.5440,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217101309_0007_D.npy
251,DJI_20241217101311_0008_D.JPG,Depth Anything V2 Large vitl,-0.58133406,261.24012674,221803,37.9601,103.6532,46.5688,124.2897,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217101311_0008_D.npy
252,DJI_20241217101313_0009_D.JPG,Depth Anything V2 Large vitl,-0.25270643,148.70180527,213790,8.8473,36.9785,25.8866,42.9007,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217101313_0009_D.npy
253,DJI_20241217101315_0010_D.JPG,Depth Anything V2 Large vitl,-0.16537421,121.25925768,230604,3.2186,19.3511,14.6839,21.8541,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217101315_0010_D.npy
254,DJI_20241217101317_0011_D.JPG,Depth Anything V2 Large vitl,-0.18964935,128.69009519,246587,4.0590,23.6116,16.7544,23.8112,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217101317_0011_D.npy
255,DJI_20241217101319_0012_D.JPG,Depth Anything V2 Large vitl,-0.10625004,80.57345083,103936,1.7058,11.6815,4.6197,7.8450,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217101319_0012_D.npy
256,DJI_20241217101323_0014_D.JPG,Depth Anything V2 Large vitl,-0.19719646,126.70695158,243395,2.9576,20.9284,15.5080,20.7564,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217101323_0014_D.npy
257,DJI_20241217101325_0015_D.JPG,Depth Anything V2 Large vitl,-0.23665904,135.31579215,238266,4.5701,21.7406,22.7420,29.6300,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217101325_0015_D.npy
258,DJI_20241217101327_0016_D.JPG,Depth Anything V2 Large vitl,-0.45225390,199.58403622,266494,11.3355,51.7633,34.5295,37.8720,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217101327_0016_D.npy
259,DJI_20241217101329_0017_D.JPG,Depth Anything V2 Large vitl,-0.06043134,66.44248532,181691,0.9666,2.3549,3.2220,3.6343,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217101329_0017_D.npy
260,DJI_20241217101333_0019_D.JPG,Depth Anything V2 Large vitl,-0.04629985,63.18558968,170418,0.7943,2.0205,3.6646,3.9773,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217101333_0019_D.npy
261,DJI_20241217101339_0022_D.JPG,Depth Anything V2 Large vitl,-0.03364426,60.57008025,128040,0.8435,2.1366,4.2054,4.4433,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217101339_0022_D.npy
262,DJI_20241217101341_0023_D.JPG,Depth Anything V2 Large vitl,-0.03477133,62.53791220,244705,1.3132,3.5041,5.0705,5.1833,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217101341_0023_D.npy
263,DJI_20241217101343_0024_D.JPG,Depth Anything V2 Large vitl,-0.54928582,235.96283918,305088,7.9947,37.9043,6.6304,22.0357,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217101343_0024_D.npy
264,DJI_20241217101345_0025_D.JPG,Depth Anything V2 Large vitl,-0.64358438,265.46030144,268438,7.2893,47.6397,13.1860,33.7044,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217101345_0025_D.npy
265,DJI_20241217101347_0026_D.JPG,Depth Anything V2 Large vitl,-0.63861357,263.72176717,272241,8.5055,49.0415,17.3981,39.3197,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217101347_0026_D.npy
266,DJI_20241217101349_0027_D.JPG,Depth Anything V2 Large vitl,-0.64315187,265.18159955,273732,7.7397,49.0009,19.0487,39.8022,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217101349_0027_D.npy
267,DJI_20241217101351_0028_D.JPG,Depth Anything V2 Large vitl,-0.63175865,262.12832445,273367,7.5768,48.0846,18.0937,39.0531,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217101351_0028_D.npy
268,DJI_20241217101353_0029_D.JPG,Depth Anything V2 Large vitl,-0.36315721,173.63699373,263163,3.1671,17.9545,5.4857,16.2755,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217101353_0029_D.npy
269,DJI_20241217101355_0030_D.JPG,Depth Anything V2 Large vitl,-0.25368186,136.58445597,282839,2.6656,8.7635,2.1881,6.8022,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217101355_0030_D.npy
270,DJI_20241217101357_0031_D.JPG,Depth Anything V2 Large vitl,-0.07628864,75.22155444,155341,1.5980,3.5352,5.2886,5.6505,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217101357_0031_D.npy
271,DJI_20241217101359_0032_D.JPG,Depth Anything V2 Large vitl,-0.04021932,63.98907701,87555,1.2138,2.7335,3.5730,3.8521,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217101359_0032_D.npy
272,DJI_20241217101401_0033_D.JPG,Depth Anything V2 Large vitl,-0.23934743,130.49173373,247514,2.8604,8.9499,2.8759,6.2278,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217101401_0033_D.npy
273,DJI_20241217101403_0034_D.JPG,Depth Anything V2 Large vitl,-0.19081583,115.45948600,242469,2.2511,6.7131,6.2114,7.7370,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217101403_0034_D.npy
274,DJI_20241217101405_0035_D.JPG,Depth Anything V2 Large vitl,-0.20209018,119.10735060,239972,2.4801,7.5045,6.0951,8.3070,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217101405_0035_D.npy
275,DJI_20241217101453_0037_D.JPG,Depth Anything V2 Large vitl,-0.63211845,351.73825297,275871,61.5600,208.2335,49.0693,218.0963,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217101453_0037_D.npy
276,DJI_20241217101530_0002_D.JPG,Depth Anything V2 Large vitl,-0.48723719,296.89148312,190363,7.2699,67.4359,16.3471,40.1575,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217101530_0002_D.npy
277,DJI_20241217101536_0005_D.JPG,Depth Anything V2 Large vitl,0.00697050,72.81369564,173863,1.4210,3.6555,4.5613,4.5601,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217101536_0005_D.npy
278,DJI_20241217101538_0006_D.JPG,Depth Anything V2 Large vitl,-0.00956979,76.56360146,187316,0.9733,2.2300,3.0774,3.0770,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217101538_0006_D.npy
279,DJI_20241217101540_0007_D.JPG,Depth Anything V2 Large vitl,-0.02530823,76.14445635,162376,0.7418,2.1623,2.0824,2.6067,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217101540_0007_D.npy
280,DJI_20241217101542_0008_D.JPG,Depth Anything V2 Large vitl,-0.04117426,80.29663941,235254,0.8329,2.6935,2.2764,3.1875,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217101542_0008_D.npy
281,DJI_20241217101544_0009_D.JPG,Depth Anything V2 Large vitl,-0.29491780,184.66885682,242987,4.6215,11.1201,8.6129,10.2071,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217101544_0009_D.npy
282,DJI_20241217101546_0010_D.JPG,Depth Anything V2 Large vitl,-0.56048739,272.88791825,241911,6.3267,56.6670,9.4562,30.4161,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217101546_0010_D.npy
283,DJI_20241217101548_0011_D.JPG,Depth Anything V2 Large vitl,-0.03536252,76.63353445,199695,0.7805,2.8009,3.8152,4.4066,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217101548_0011_D.npy
284,DJI_20241217101550_0012_D.JPG,Depth Anything V2 Large vitl,-0.03777409,77.02974135,201864,0.7454,2.8840,3.3267,3.8960,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217101550_0012_D.npy
285,DJI_20241217101556_0015_D.JPG,Depth Anything V2 Large vitl,-0.55873091,277.40928383,302943,13.5594,109.0539,14.7182,31.0226,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217101556_0015_D.npy
286,DJI_20241217101558_0016_D.JPG,Depth Anything V2 Large vitl,-0.84383161,364.43642575,272033,10.3377,108.8411,9.8184,73.6133,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217101558_0016_D.npy
287,DJI_20241217101600_0017_D.JPG,Depth Anything V2 Large vitl,-0.94918786,400.43085587,280374,12.7873,140.2027,13.8359,85.7932,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217101600_0017_D.npy
288,DJI_20241217101602_0018_D.JPG,Depth Anything V2 Large vitl,-0.03165336,75.15961706,196511,1.6383,3.3677,4.3099,4.9560,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217101602_0018_D.npy
289,DJI_20241217102006_0002_D.JPG,Depth Anything V2 Large vitl,-0.08397879,64.51144473,134680,1.4457,12.2036,6.1285,12.1954,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217102006_0002_D.npy
290,DJI_20241217102008_0003_D.JPG,Depth Anything V2 Large vitl,-0.07544290,60.89420088,137305,1.2216,12.4416,3.5573,9.4452,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217102008_0003_D.npy
291,DJI_20241217102010_0004_D.JPG,Depth Anything V2 Large vitl,-0.06472590,58.31053045,166059,1.3094,11.0118,4.8361,10.7297,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217102010_0004_D.npy
292,DJI_20241217102012_0005_D.JPG,Depth Anything V2 Large vitl,-0.06606129,60.22846055,227815,1.6910,10.3421,1.9465,10.8848,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217102012_0005_D.npy
293,DJI_20241217102249_0006_D.JPG,Depth Anything V2 Large vitl,-0.12595629,88.75001608,120470,6.0733,16.3295,11.1738,36.3750,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217102249_0006_D.npy
294,DJI_20241217102251_0007_D.JPG,Depth Anything V2 Large vitl,-0.11715018,73.39043214,184533,5.7245,10.4643,2.1614,11.1132,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217102251_0007_D.npy
295,DJI_20241217102253_0008_D.JPG,Depth Anything V2 Large vitl,-0.11261419,66.57690568,126622,3.2643,9.7996,3.7621,9.2078,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217102253_0008_D.npy
296,DJI_20241217102255_0009_D.JPG,Depth Anything V2 Large vitl,-0.09086907,63.50888431,144169,4.6491,10.8398,6.9157,17.4153,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217102255_0009_D.npy
297,DJI_20241217102257_0010_D.JPG,Depth Anything V2 Large vitl,-0.08367390,64.29318637,244893,3.3502,8.7490,2.9971,12.6551,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217102257_0010_D.npy
298,DJI_20241217102259_0011_D.JPG,Depth Anything V2 Large vitl,-0.09410940,65.41032657,281423,3.2370,7.5466,0.7420,9.1776,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217102259_0011_D.npy
299,DJI_20241217102301_0012_D.JPG,Depth Anything V2 Large vitl,-0.08882721,62.60921287,275480,3.1451,7.6408,0.6287,10.2087,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217102301_0012_D.npy
300,DJI_20241217102303_0013_D.JPG,Depth Anything V2 Large vitl,-0.08212941,58.22901224,293869,2.9774,6.8300,1.1135,11.1389,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217102303_0013_D.npy
301,DJI_20241217102305_0014_D.JPG,Depth Anything V2 Large vitl,-0.08169922,56.55785680,291707,2.7733,6.4911,1.4685,10.8761,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217102305_0014_D.npy
302,DJI_20241217102307_0015_D.JPG,Depth Anything V2 Large vitl,-0.07979978,57.27646346,296478,2.7475,6.2692,0.8759,9.8010,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217102307_0015_D.npy
303,DJI_20241217102309_0016_D.JPG,Depth Anything V2 Large vitl,-0.08036863,57.77225683,332489,2.7286,6.1928,0.8460,9.4290,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217102309_0016_D.npy
304,DJI_20241217102311_0017_D.JPG,Depth Anything V2 Large vitl,-0.07746643,56.81866492,333321,2.7248,6.4757,0.6728,9.2835,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217102311_0017_D.npy
305,DJI_20241217102313_0018_D.JPG,Depth Anything V2 Large vitl,-0.07439102,55.54162199,336116,2.9826,7.0802,1.6434,9.9035,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217102313_0018_D.npy
306,DJI_20241217102315_0019_D.JPG,Depth Anything V2 Large vitl,-0.07584130,54.00006354,350570,2.4663,4.9921,2.4229,5.8800,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217102315_0019_D.npy
307,DJI_20241217102317_0020_D.JPG,Depth Anything V2 Large vitl,-0.07784785,51.66455575,484874,2.4553,4.8108,0.3973,6.1507,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217102317_0020_D.npy
308,DJI_20241217102319_0021_D.JPG,Depth Anything V2 Large vitl,-0.07471707,48.92165241,640380,1.9277,4.9201,0.6841,5.1109,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217102319_0021_D.npy
309,DJI_20241217102321_0022_D.JPG,Depth Anything V2 Large vitl,-0.07025553,46.16232003,736183,1.7713,4.2070,0.6904,4.1505,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217102321_0022_D.npy
310,DJI_20241217102323_0023_D.JPG,Depth Anything V2 Large vitl,-0.07147176,44.29587837,822071,1.6328,4.1980,1.7739,4.2592,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217102323_0023_D.npy
311,DJI_20241217102325_0024_D.JPG,Depth Anything V2 Large vitl,-0.07141775,44.60509840,795691,1.4893,4.0022,1.5323,3.9413,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217102325_0024_D.npy
312,DJI_20241217102327_0025_D.JPG,Depth Anything V2 Large vitl,-0.06599823,44.38078760,720324,1.5507,3.4830,0.3913,3.9925,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217102327_0025_D.npy
313,DJI_20241217102459_0002_D.JPG,Depth Anything V2 Large vitl,-0.07763604,52.66842056,574334,3.3320,6.9881,7.0556,7.6504,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217102459_0002_D.npy
314,DJI_20241217102501_0003_D.JPG,Depth Anything V2 Large vitl,-0.08388909,53.49473534,594451,2.0386,4.6858,0.7425,4.6207,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217102501_0003_D.npy
315,DJI_20241217102503_0004_D.JPG,Depth Anything V2 Large vitl,-0.07606647,51.71593490,385357,1.5444,3.6476,0.8336,4.1013,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217102503_0004_D.npy
316,DJI_20241217102505_0005_D.JPG,Depth Anything V2 Large vitl,-0.08187653,54.91229152,402924,1.6286,3.9534,0.0732,4.0360,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217102505_0005_D.npy
317,DJI_20241217102507_0006_D.JPG,Depth Anything V2 Large vitl,-0.08283717,55.54089805,479606,2.0964,4.6617,0.6671,5.0139,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217102507_0006_D.npy
318,DJI_20241217102509_0007_D.JPG,Depth Anything V2 Large vitl,-0.07788551,53.28330889,515578,1.9376,4.3811,0.4604,4.4643,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217102509_0007_D.npy
319,DJI_20241217102511_0008_D.JPG,Depth Anything V2 Large vitl,-0.07255248,50.33728595,571307,1.6028,3.5483,1.2577,3.9897,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217102511_0008_D.npy
320,DJI_20241217102513_0009_D.JPG,Depth Anything V2 Large vitl,-0.06653164,46.68876948,569919,1.4596,3.2352,2.3380,3.9459,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217102513_0009_D.npy
321,DJI_20241217102515_0010_D.JPG,Depth Anything V2 Large vitl,-0.06541923,46.43752588,582298,1.4537,3.1331,3.5868,4.1516,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217102515_0010_D.npy
322,DJI_20241217102517_0011_D.JPG,Depth Anything V2 Large vitl,-0.06120365,46.36983428,596445,1.6170,3.3262,4.2345,4.7499,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217102517_0011_D.npy
323,DJI_20241217102519_0012_D.JPG,Depth Anything V2 Large vitl,-0.07816906,50.25912080,415942,0.8721,2.3055,3.0380,3.4352,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217102519_0012_D.npy
324,DJI_20241217102521_0013_D.JPG,Depth Anything V2 Large vitl,-0.13714867,72.77140268,568447,1.3134,5.7849,0.4401,2.9266,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217102521_0013_D.npy
325,DJI_20241217102523_0014_D.JPG,Depth Anything V2 Large vitl,-0.18121677,94.03532659,404287,3.0011,11.3683,6.6591,12.5010,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217102523_0014_D.npy
326,DJI_20241217102525_0015_D.JPG,Depth Anything V2 Large vitl,-0.18297072,97.21499191,764918,4.5591,24.8875,14.8829,24.4138,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217102525_0015_D.npy
327,DJI_20241217102527_0016_D.JPG,Depth Anything V2 Large vitl,-0.17250150,97.09922098,812018,3.3729,18.0166,11.9669,20.1206,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217102527_0016_D.npy
328,DJI_20241217102529_0017_D.JPG,Depth Anything V2 Large vitl,-0.18676511,102.38574323,669242,3.5231,15.1993,14.0719,16.9823,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217102529_0017_D.npy
329,DJI_20241217102531_0018_D.JPG,Depth Anything V2 Large vitl,-0.12564809,83.41820113,432327,2.2007,13.2462,6.6605,8.3650,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217102531_0018_D.npy
330,DJI_20241217102539_0022_D.JPG,Depth Anything V2 Large vitl,-0.02884088,31.49927748,223400,0.5397,2.4435,1.6821,3.3339,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217102539_0022_D.npy
331,DJI_20241217102541_0023_D.JPG,Depth Anything V2 Large vitl,-0.03389475,34.46317791,309700,0.5574,2.8859,3.0583,3.9285,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217102541_0023_D.npy
332,DJI_20241217102543_0024_D.JPG,Depth Anything V2 Large vitl,-0.03707986,36.36259503,326561,0.9223,3.0569,4.2481,5.0707,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217102543_0024_D.npy
333,DJI_20241217102545_0025_D.JPG,Depth Anything V2 Large vitl,-0.04518100,40.02395559,295485,0.9367,2.5386,4.0274,4.3843,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217102545_0025_D.npy
334,DJI_20241217102547_0026_D.JPG,Depth Anything V2 Large vitl,-0.04714412,41.27854194,304125,1.7062,3.2326,5.8493,6.1478,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217102547_0026_D.npy
335,DJI_20241217102549_0027_D.JPG,Depth Anything V2 Large vitl,-0.04105855,37.30504362,311494,0.5491,1.7553,1.8030,1.8959,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217102549_0027_D.npy
336,DJI_20241217102551_0028_D.JPG,Depth Anything V2 Large vitl,-0.04000622,35.37527743,334009,0.6349,1.4624,1.2649,1.4048,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217102551_0028_D.npy
