bid,comparison,metric,baseline_rendered,mutual_rendered,baseline_primitive,mutual_primitive,delta,winner
B2,E3_Baseline_primitive_vs_E4_Mutual_primitive,nonmanifold_edges,,,0.0,0.0,0.0,TIE
B8,E1_Baseline_rendered_vs_E2_Mutual_rendered,roof_cov,,1.0,,,,TIE_OR_NA
B8,E1_Baseline_rendered_vs_E2_Mutual_rendered,wall_cov,,0.9786666666666667,,,,TIE_OR_NA
B8,E1_Baseline_rendered_vs_E2_Mutual_rendered,ground_cov,,0.586,,,,TIE_OR_NA
B8,E1_Baseline_rendered_vs_E2_Mutual_rendered,semantic_face_acc,,0.944,,,,TIE_OR_NA
B8,E1_Baseline_rendered_vs_E2_Mutual_rendered,F,,0.9170307105215336,,,,TIE_OR_NA
B8,E1_Baseline_rendered_vs_E2_Mutual_rendered,precision,,0.906,,,,TIE_OR_NA
B8,E1_Baseline_rendered_vs_E2_Mutual_rendered,recall,,0.9283333333333333,,,,TIE_OR_NA
B8,E1_Baseline_rendered_vs_E2_Mutual_rendered,h_err,,0.46113781590596403,,,,TIE_OR_NA
B8,E1_Baseline_rendered_vs_E2_Mutual_rendered,vol_ratio,,1.5768405803192445,,,,TIE_OR_NA
B8,E1_Baseline_rendered_vs_E2_Mutual_rendered,edge_ok,,1.0,,,,TIE_OR_NA
B8,E1_Baseline_rendered_vs_E2_Mutual_rendered,open_edges,,0.0,,,,TIE_OR_NA
B8,E1_Baseline_rendered_vs_E2_Mutual_rendered,nonmanifold_edges,,0.0,,,,TIE_OR_NA
B8,E3_Baseline_primitive_vs_E4_Mutual_primitive,roof_cov,,,0.988,0.8753333333333333,-0.11266666666666669,E3_Baseline_primitive
B8,E3_Baseline_primitive_vs_E4_Mutual_primitive,wall_cov,,,0.973,0.969,-0.0040000000000000036,E3_Baseline_primitive
B8,E3_Baseline_primitive_vs_E4_Mutual_primitive,ground_cov,,,0.0,0.0,0.0,TIE_OR_NA
B8,E3_Baseline_primitive_vs_E4_Mutual_primitive,semantic_face_acc,,,0.9395,0.9326666666666666,-0.006833333333333358,E3_Baseline_primitive
B8,E3_Baseline_primitive_vs_E4_Mutual_primitive,F,,,0.8881420621521916,0.8740526115135341,-0.014089450638657519,E3_Baseline_primitive
B8,E3_Baseline_primitive_vs_E4_Mutual_primitive,precision,,,0.8706666666666667,0.8586666666666667,-0.01200000000000001,E3_Baseline_primitive
B8,E3_Baseline_primitive_vs_E4_Mutual_primitive,recall,,,0.9063333333333333,0.89,-0.01633333333333331,E3_Baseline_primitive
B8,E3_Baseline_primitive_vs_E4_Mutual_primitive,h_err,,,0.6686138020521941,0.5975710469081168,-0.07104275514407732,E4_Mutual_primitive
B8,E3_Baseline_primitive_vs_E4_Mutual_primitive,vol_ratio,,,1.615097234944657,1.5625251203294277,-0.05257211461522937,E3_Baseline_primitive
B8,E3_Baseline_primitive_vs_E4_Mutual_primitive,edge_ok,,,1.0,1.0,0.0,TIE_OR_NA
B8,E3_Baseline_primitive_vs_E4_Mutual_primitive,open_edges,,,0.0,0.0,0.0,TIE
B8,E3_Baseline_primitive_vs_E4_Mutual_primitive,nonmanifold_edges,,,0.0,0.0,0.0,TIE
B6,E1_Baseline_rendered_vs_E2_Mutual_rendered,roof_cov,,0.521,,,,TIE_OR_NA
B6,E1_Baseline_rendered_vs_E2_Mutual_rendered,wall_cov,,0.943,,,,TIE_OR_NA
B6,E1_Baseline_rendered_vs_E2_Mutual_rendered,ground_cov,,1.0,,,,TIE_OR_NA
B6,E1_Baseline_rendered_vs_E2_Mutual_rendered,semantic_face_acc,,0.9286666666666666,,,,TIE_OR_NA
B6,E1_Baseline_rendered_vs_E2_Mutual_rendered,F,,0.9319523128278494,,,,TIE_OR_NA
B6,E1_Baseline_rendered_vs_E2_Mutual_rendered,precision,,0.9386666666666666,,,,TIE_OR_NA
B6,E1_Baseline_rendered_vs_E2_Mutual_rendered,recall,,0.9253333333333333,,,,TIE_OR_NA
B6,E1_Baseline_rendered_vs_E2_Mutual_rendered,h_err,,3.38937412340141,,,,TIE_OR_NA
B6,E1_Baseline_rendered_vs_E2_Mutual_rendered,vol_ratio,,0.6639007633208525,,,,TIE_OR_NA
B6,E1_Baseline_rendered_vs_E2_Mutual_rendered,edge_ok,,1.0,,,,TIE_OR_NA
B6,E1_Baseline_rendered_vs_E2_Mutual_rendered,open_edges,,0.0,,,,TIE_OR_NA
B6,E1_Baseline_rendered_vs_E2_Mutual_rendered,nonmanifold_edges,,0.0,,,,TIE_OR_NA
B6,E3_Baseline_primitive_vs_E4_Mutual_primitive,roof_cov,,,0.2906666666666667,0.363,0.0723333333333333,E4_Mutual_primitive
B6,E3_Baseline_primitive_vs_E4_Mutual_primitive,wall_cov,,,0.931,0.9383333333333334,0.007333333333333303,E4_Mutual_primitive
B6,E3_Baseline_primitive_vs_E4_Mutual_primitive,ground_cov,,,0.0,0.0,0.0,TIE_OR_NA
B6,E3_Baseline_primitive_vs_E4_Mutual_primitive,semantic_face_acc,,,0.8928333333333334,0.897,0.004166666666666652,E4_Mutual_primitive
B6,E3_Baseline_primitive_vs_E4_Mutual_primitive,F,,,0.822612641815235,0.8335803259022293,0.010967684086994334,E4_Mutual_primitive
B6,E3_Baseline_primitive_vs_E4_Mutual_primitive,precision,,,0.8293333333333334,0.832,0.002666666666666595,E4_Mutual_primitive
B6,E3_Baseline_primitive_vs_E4_Mutual_primitive,recall,,,0.816,0.8351666666666666,0.019166666666666665,E4_Mutual_primitive
B6,E3_Baseline_primitive_vs_E4_Mutual_primitive,h_err,,,2.960689442070379,3.0026247571795004,0.04193531510912152,E3_Baseline_primitive
B6,E3_Baseline_primitive_vs_E4_Mutual_primitive,vol_ratio,,,0.6162998825082813,0.658062210212985,0.04176232770470378,E4_Mutual_primitive
B6,E3_Baseline_primitive_vs_E4_Mutual_primitive,edge_ok,,,1.0,1.0,0.0,TIE_OR_NA
B6,E3_Baseline_primitive_vs_E4_Mutual_primitive,open_edges,,,0.0,0.0,0.0,TIE
B6,E3_Baseline_primitive_vs_E4_Mutual_primitive,nonmanifold_edges,,,0.0,0.0,0.0,TIE
B3,E1_Baseline_rendered_vs_E2_Mutual_rendered,roof_cov,,0.16666666666666666,,,,TIE_OR_NA
B3,E1_Baseline_rendered_vs_E2_Mutual_rendered,wall_cov,,0.612,,,,TIE_OR_NA
B3,E1_Baseline_rendered_vs_E2_Mutual_rendered,ground_cov,,0.909,,,,TIE_OR_NA
B3,E1_Baseline_rendered_vs_E2_Mutual_rendered,semantic_face_acc,,0.7955,,,,TIE_OR_NA
B3,E1_Baseline_rendered_vs_E2_Mutual_rendered,F,,0.4486254869226488,,,,TIE_OR_NA
B3,E1_Baseline_rendered_vs_E2_Mutual_rendered,precision,,0.4325,,,,TIE_OR_NA
B3,E1_Baseline_rendered_vs_E2_Mutual_rendered,recall,,0.466,,,,TIE_OR_NA
B3,E1_Baseline_rendered_vs_E2_Mutual_rendered,h_err,,1.8207417446001521,,,,TIE_OR_NA
B3,E1_Baseline_rendered_vs_E2_Mutual_rendered,vol_ratio,,0.9731801334551874,,,,TIE_OR_NA
B3,E1_Baseline_rendered_vs_E2_Mutual_rendered,edge_ok,,1.0,,,,TIE_OR_NA
B3,E1_Baseline_rendered_vs_E2_Mutual_rendered,open_edges,,0.0,,,,TIE_OR_NA
B3,E1_Baseline_rendered_vs_E2_Mutual_rendered,nonmanifold_edges,,0.0,,,,TIE_OR_NA
B3,E3_Baseline_primitive_vs_E4_Mutual_primitive,roof_cov,,,0.12466666666666666,0.16333333333333333,0.03866666666666667,E4_Mutual_primitive
B3,E3_Baseline_primitive_vs_E4_Mutual_primitive,wall_cov,,,0.58,0.5816666666666667,0.0016666666666667052,E4_Mutual_primitive
B3,E3_Baseline_primitive_vs_E4_Mutual_primitive,ground_cov,,,0.30833333333333335,0.22633333333333333,-0.08200000000000002,E3_Baseline_primitive
B3,E3_Baseline_primitive_vs_E4_Mutual_primitive,semantic_face_acc,,,0.7541666666666667,0.756,0.0018333333333333535,E4_Mutual_primitive
B3,E3_Baseline_primitive_vs_E4_Mutual_primitive,F,,,0.3404918032786885,0.34483538597762214,0.004343582698933646,E4_Mutual_primitive
B3,E3_Baseline_primitive_vs_E4_Mutual_primitive,precision,,,0.335,0.3358333333333333,0.0008333333333332971,E4_Mutual_primitive
B3,E3_Baseline_primitive_vs_E4_Mutual_primitive,recall,,,0.3461666666666667,0.35433333333333333,0.008166666666666655,E4_Mutual_primitive
B3,E3_Baseline_primitive_vs_E4_Mutual_primitive,h_err,,,3.7663575751335223,3.6932806700854,-0.07307690504812214,E4_Mutual_primitive
B3,E3_Baseline_primitive_vs_E4_Mutual_primitive,vol_ratio,,,0.9546524899005119,0.9983135487638483,0.04366105886333638,E4_Mutual_primitive
B3,E3_Baseline_primitive_vs_E4_Mutual_primitive,edge_ok,,,1.0,1.0,0.0,TIE_OR_NA
B3,E3_Baseline_primitive_vs_E4_Mutual_primitive,open_edges,,,0.0,0.0,0.0,TIE
B3,E3_Baseline_primitive_vs_E4_Mutual_primitive,nonmanifold_edges,,,0.0,0.0,0.0,TIE
B123,E1_Baseline_rendered_vs_E2_Mutual_rendered,roof_cov,,0.15,,,,TIE_OR_NA
B123,E1_Baseline_rendered_vs_E2_Mutual_rendered,wall_cov,,0.638,,,,TIE_OR_NA
B123,E1_Baseline_rendered_vs_E2_Mutual_rendered,ground_cov,,0.9563333333333334,,,,TIE_OR_NA
B123,E1_Baseline_rendered_vs_E2_Mutual_rendered,semantic_face_acc,,0.8466666666666667,,,,TIE_OR_NA
B123,E1_Baseline_rendered_vs_E2_Mutual_rendered,F,,0.5722756428918001,,,,TIE_OR_NA
B123,E1_Baseline_rendered_vs_E2_Mutual_rendered,precision,,0.5838333333333333,,,,TIE_OR_NA
B123,E1_Baseline_rendered_vs_E2_Mutual_rendered,recall,,0.5611666666666667,,,,TIE_OR_NA
B123,E1_Baseline_rendered_vs_E2_Mutual_rendered,h_err,,0.05493656572977912,,,,TIE_OR_NA
B123,E1_Baseline_rendered_vs_E2_Mutual_rendered,vol_ratio,,0.7385634117732891,,,,TIE_OR_NA
B123,E1_Baseline_rendered_vs_E2_Mutual_rendered,edge_ok,,1.0,,,,TIE_OR_NA
B123,E1_Baseline_rendered_vs_E2_Mutual_rendered,open_edges,,0.0,,,,TIE_OR_NA
B123,E1_Baseline_rendered_vs_E2_Mutual_rendered,nonmanifold_edges,,0.0,,,,TIE_OR_NA
B123,E3_Baseline_primitive_vs_E4_Mutual_primitive,roof_cov,,,0.133,0.14966666666666667,0.016666666666666663,E4_Mutual_primitive
B123,E3_Baseline_primitive_vs_E4_Mutual_primitive,wall_cov,,,0.6286666666666667,0.6373333333333333,0.0086666666666666,E4_Mutual_primitive
B123,E3_Baseline_primitive_vs_E4_Mutual_primitive,ground_cov,,,0.0,0.0,0.0,TIE_OR_NA
B123,E3_Baseline_primitive_vs_E4_Mutual_primitive,semantic_face_acc,,,0.8088333333333333,0.8251666666666667,0.016333333333333422,E4_Mutual_primitive
B123,E3_Baseline_primitive_vs_E4_Mutual_primitive,F,,,0.42218880336819953,0.42246213017751477,0.0002733268093152441,E4_Mutual_primitive
B123,E3_Baseline_primitive_vs_E4_Mutual_primitive,precision,,,0.42733333333333334,0.4265,-0.0008333333333333526,E3_Baseline_primitive
B123,E3_Baseline_primitive_vs_E4_Mutual_primitive,recall,,,0.4171666666666667,0.4185,0.0013333333333332975,E4_Mutual_primitive
B123,E3_Baseline_primitive_vs_E4_Mutual_primitive,h_err,,,0.3613921506805582,0.578354910241373,0.2169627595608148,E3_Baseline_primitive
B123,E3_Baseline_primitive_vs_E4_Mutual_primitive,vol_ratio,,,0.9479121223441074,1.0057244420038767,0.057812319659769296,E4_Mutual_primitive
B123,E3_Baseline_primitive_vs_E4_Mutual_primitive,edge_ok,,,1.0,1.0,0.0,TIE_OR_NA
B123,E3_Baseline_primitive_vs_E4_Mutual_primitive,open_edges,,,0.0,0.0,0.0,TIE
B123,E3_Baseline_primitive_vs_E4_Mutual_primitive,nonmanifold_edges,,,0.0,0.0,0.0,TIE
B126,E1_Baseline_rendered_vs_E2_Mutual_rendered,roof_cov,,0.14566666666666667,,,,TIE_OR_NA
B126,E1_Baseline_rendered_vs_E2_Mutual_rendered,wall_cov,,0.6226666666666667,,,,TIE_OR_NA
B126,E1_Baseline_rendered_vs_E2_Mutual_rendered,ground_cov,,0.968,,,,TIE_OR_NA
B126,E1_Baseline_rendered_vs_E2_Mutual_rendered,semantic_face_acc,,0.7566666666666667,,,,TIE_OR_NA
B126,E1_Baseline_rendered_vs_E2_Mutual_rendered,F,,0.5374054221533695,,,,TIE_OR_NA
B126,E1_Baseline_rendered_vs_E2_Mutual_rendered,precision,,0.5545,,,,TIE_OR_NA
B126,E1_Baseline_rendered_vs_E2_Mutual_rendered,recall,,0.5213333333333333,,,,TIE_OR_NA
B126,E1_Baseline_rendered_vs_E2_Mutual_rendered,h_err,,1.1424515213034923,,,,TIE_OR_NA
B126,E1_Baseline_rendered_vs_E2_Mutual_rendered,vol_ratio,,0.4890327144783615,,,,TIE_OR_NA
B126,E1_Baseline_rendered_vs_E2_Mutual_rendered,edge_ok,,1.0,,,,TIE_OR_NA
B126,E1_Baseline_rendered_vs_E2_Mutual_rendered,open_edges,,0.0,,,,TIE_OR_NA
B126,E1_Baseline_rendered_vs_E2_Mutual_rendered,nonmanifold_edges,,0.0,,,,TIE_OR_NA
B126,E3_Baseline_primitive_vs_E4_Mutual_primitive,roof_cov,,,0.13266666666666665,0.127,-0.005666666666666653,E3_Baseline_primitive
B126,E3_Baseline_primitive_vs_E4_Mutual_primitive,wall_cov,,,0.6046666666666667,0.59,-0.014666666666666717,E3_Baseline_primitive
B126,E3_Baseline_primitive_vs_E4_Mutual_primitive,ground_cov,,,0.0,0.0,0.0,TIE_OR_NA
B126,E3_Baseline_primitive_vs_E4_Mutual_primitive,semantic_face_acc,,,0.7521666666666667,0.753,0.0008333333333333526,E4_Mutual_primitive
B126,E3_Baseline_primitive_vs_E4_Mutual_primitive,F,,,0.41591069761237826,0.42120539651201055,0.0052946988996323,E4_Mutual_primitive
B126,E3_Baseline_primitive_vs_E4_Mutual_primitive,precision,,,0.43216666666666664,0.44133333333333336,0.009166666666666712,E4_Mutual_primitive
B126,E3_Baseline_primitive_vs_E4_Mutual_primitive,recall,,,0.4008333333333333,0.4028333333333333,0.0020000000000000018,E4_Mutual_primitive
B126,E3_Baseline_primitive_vs_E4_Mutual_primitive,h_err,,,0.841589206280247,0.8237954397920575,-0.017793766488189533,E4_Mutual_primitive
B126,E3_Baseline_primitive_vs_E4_Mutual_primitive,vol_ratio,,,0.6654202487506308,0.6616086883770352,-0.003811560373595535,E3_Baseline_primitive
B126,E3_Baseline_primitive_vs_E4_Mutual_primitive,edge_ok,,,1.0,1.0,0.0,TIE_OR_NA
B126,E3_Baseline_primitive_vs_E4_Mutual_primitive,open_edges,,,0.0,0.0,0.0,TIE
B126,E3_Baseline_primitive_vs_E4_Mutual_primitive,nonmanifold_edges,,,0.0,0.0,0.0,TIE
B50,E1_Baseline_rendered_vs_E2_Mutual_rendered,roof_cov,,0.5576666666666666,,,,TIE_OR_NA
B50,E1_Baseline_rendered_vs_E2_Mutual_rendered,wall_cov,,0.9536666666666667,,,,TIE_OR_NA
B50,E1_Baseline_rendered_vs_E2_Mutual_rendered,ground_cov,,1.0,,,,TIE_OR_NA
B50,E1_Baseline_rendered_vs_E2_Mutual_rendered,semantic_face_acc,,0.9283333333333333,,,,TIE_OR_NA
B50,E1_Baseline_rendered_vs_E2_Mutual_rendered,F,,0.9383333037300178,,,,TIE_OR_NA
B50,E1_Baseline_rendered_vs_E2_Mutual_rendered,precision,,0.9381666666666667,,,,TIE_OR_NA
B50,E1_Baseline_rendered_vs_E2_Mutual_rendered,recall,,0.9385,,,,TIE_OR_NA
B50,E1_Baseline_rendered_vs_E2_Mutual_rendered,h_err,,0.27220380881142603,,,,TIE_OR_NA
B50,E1_Baseline_rendered_vs_E2_Mutual_rendered,vol_ratio,,1.0043667724221053,,,,TIE_OR_NA
B50,E1_Baseline_rendered_vs_E2_Mutual_rendered,edge_ok,,1.0,,,,TIE_OR_NA
B50,E1_Baseline_rendered_vs_E2_Mutual_rendered,open_edges,,0.0,,,,TIE_OR_NA
B50,E1_Baseline_rendered_vs_E2_Mutual_rendered,nonmanifold_edges,,0.0,,,,TIE_OR_NA
B50,E3_Baseline_primitive_vs_E4_Mutual_primitive,roof_cov,,,,0.552,,TIE_OR_NA
B50,E3_Baseline_primitive_vs_E4_Mutual_primitive,wall_cov,,,,0.9426666666666667,,TIE_OR_NA
B50,E3_Baseline_primitive_vs_E4_Mutual_primitive,ground_cov,,,,0.0,,TIE_OR_NA
B50,E3_Baseline_primitive_vs_E4_Mutual_primitive,semantic_face_acc,,,,0.912,,TIE_OR_NA
B50,E3_Baseline_primitive_vs_E4_Mutual_primitive,F,,,,0.8407497935044769,,TIE_OR_NA
B50,E3_Baseline_primitive_vs_E4_Mutual_primitive,precision,,,,0.8403333333333334,,TIE_OR_NA
B50,E3_Baseline_primitive_vs_E4_Mutual_primitive,recall,,,,0.8411666666666666,,TIE_OR_NA
B50,E3_Baseline_primitive_vs_E4_Mutual_primitive,h_err,,,,0.2190682791471481,,TIE_OR_NA
B50,E3_Baseline_primitive_vs_E4_Mutual_primitive,vol_ratio,,,,1.0203464722006441,,TIE_OR_NA
B50,E3_Baseline_primitive_vs_E4_Mutual_primitive,edge_ok,,,,1.0,,TIE_OR_NA
B50,E3_Baseline_primitive_vs_E4_Mutual_primitive,open_edges,,,,0.0,,TIE_OR_NA
B50,E3_Baseline_primitive_vs_E4_Mutual_primitive,nonmanifold_edges,,,,0.0,,TIE_OR_NA
B104,E1_Baseline_rendered_vs_E2_Mutual_rendered,roof_cov,,1.0,,,,TIE_OR_NA
B104,E1_Baseline_rendered_vs_E2_Mutual_rendered,wall_cov,,0.9223333333333333,,,,TIE_OR_NA
B104,E1_Baseline_rendered_vs_E2_Mutual_rendered,ground_cov,,0.0,,,,TIE_OR_NA
B104,E1_Baseline_rendered_vs_E2_Mutual_rendered,semantic_face_acc,,0.8225,,,,TIE_OR_NA
B104,E1_Baseline_rendered_vs_E2_Mutual_rendered,F,,0.8331299266195172,,,,TIE_OR_NA
B104,E1_Baseline_rendered_vs_E2_Mutual_rendered,precision,,0.8903333333333333,,,,TIE_OR_NA
B104,E1_Baseline_rendered_vs_E2_Mutual_rendered,recall,,0.7828333333333334,,,,TIE_OR_NA
B104,E1_Baseline_rendered_vs_E2_Mutual_rendered,h_err,,0.6116163007342417,,,,TIE_OR_NA
B104,E1_Baseline_rendered_vs_E2_Mutual_rendered,vol_ratio,,0.7344324374550641,,,,TIE_OR_NA
