building_id,evaluation_scope,priority_group,priority_rank,status,failure_reason,view_a,view_b,crop_a_xyxy,crop_b_xyxy,reciprocal_raw_count,border_match_count,roof_correspondence_count,roof_correspondence_fraction_of_border,model_revision,model_sha256,model_bytes,match_rule,projection_reference_height_used,projection_reference_source,elapsed_seconds,completed_utc,learning_runs_started,new_inference_type
DEBY_LOD2_4959322,evaluation_178,evaluation_remainder,160,complete,,DJI_20241217084245_0006_D.JPG,DJI_20241217091121_0103_D.JPG,2795;1982;4667;3386,2695;2648;4439;3956,143,94,12,0.127660,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,2754661648,reciprocal descriptor NN stride8; 3px border; both projected roof masks,true,LoD2 CityGML; measurement/classification projection only,0.685807,2026-07-16T15:23:21.288095+00:00,0,MASt3R correspondence only
DEBY_LOD2_4959323,evaluation_178,evaluation_remainder,161,complete,,DJI_20241217101359_0032_D.JPG,DJI_20241217095905_0037_D.JPG,1939;547;5123;2935,2877;0;4317;1080,141,123,1,0.008130,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,2754661648,reciprocal descriptor NN stride8; 3px border; both projected roof masks,true,LoD2 CityGML; measurement/classification projection only,0.689324,2026-07-16T15:23:21.996987+00:00,0,MASt3R correspondence only
DEBY_LOD2_4959324,evaluation_178,evaluation_remainder,162,complete,,DJI_20241217084247_0007_D.JPG,DJI_20241217084435_0061_D.JPG,2355;75;3043;591,3776;351;4432;843,11,9,0,0.000000,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,2754661648,reciprocal descriptor NN stride8; 3px border; both projected roof masks,true,LoD2 CityGML; measurement/classification projection only,0.583733,2026-07-16T15:23:22.600388+00:00,0,MASt3R correspondence only
DEBY_LOD2_4959325,evaluation_178,evaluation_remainder,163,complete,,DJI_20241217091145_0115_D.JPG,DJI_20241217095123_0068_D.JPG,1234;1415;4018;3503,3317;724;3749;1048,45,14,0,0.000000,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,2754661648,reciprocal descriptor NN stride8; 3px border; both projected roof masks,true,LoD2 CityGML; measurement/classification projection only,0.655115,2026-07-16T15:23:23.274737+00:00,0,MASt3R correspondence only
DEBY_LOD2_4959326,evaluation_178,evaluation_remainder,164,complete,,DJI_20241217095907_0038_D.JPG,DJI_20241217094951_0022_D.JPG,1035;0;2587;1164,2082;273;3586;1401,2,1,0,0.000000,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,2754661648,reciprocal descriptor NN stride8; 3px border; both projected roof masks,true,LoD2 CityGML; measurement/classification projection only,0.670253,2026-07-16T15:23:23.964744+00:00,0,MASt3R correspondence only
DEBY_LOD2_4959327,evaluation_178,evaluation_remainder,165,complete,,DJI_20241217091005_0065_D.JPG,DJI_20241217091151_0118_D.JPG,2127;119;4495;1895,253;463;2093;1843,1740,1673,1234,0.737597,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,2754661648,reciprocal descriptor NN stride8; 3px border; both projected roof masks,true,LoD2 CityGML; measurement/classification projection only,0.699225,2026-07-16T15:23:24.683781+00:00,0,MASt3R correspondence only
DEBY_LOD2_4959336,evaluation_178,evaluation_remainder,166,complete,,DJI_20241217091211_0128_D.JPG,DJI_20241217094951_0022_D.JPG,0;1434;3296;3906,2308;2999;2836;3395,33,30,0,0.000000,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,2754661648,reciprocal descriptor NN stride8; 3px border; both projected roof masks,true,LoD2 CityGML; measurement/classification projection only,0.761463,2026-07-16T15:23:25.465107+00:00,0,MASt3R correspondence only
DEBY_LOD2_4959340,evaluation_178,evaluation_remainder,167,complete,,DJI_20241217091215_0130_D.JPG,DJI_20241217095757_0003_D.JPG,1814;736;3942;2332,776;534;3816;2814,164,139,0,0.000000,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,2754661648,reciprocal descriptor NN stride8; 3px border; both projected roof masks,true,LoD2 CityGML; measurement/classification projection only,0.698252,2026-07-16T15:23:26.184171+00:00,0,MASt3R correspondence only
DEBY_LOD2_4959457,evaluation_178,evaluation_remainder,168,complete,,DJI_20241217084304_0016_D.JPG,DJI_20241217101530_0002_D.JPG,636;757;4764;3853,0;1293;2800;3393,1724,1611,839,0.520795,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,2754661648,reciprocal descriptor NN stride8; 3px border; both projected roof masks,true,LoD2 CityGML; measurement/classification projection only,0.771201,2026-07-16T15:23:26.975361+00:00,0,MASt3R correspondence only
DEBY_LOD2_4959458,evaluation_178,evaluation_remainder,169,complete,,DJI_20241217091115_0100_D.JPG,DJI_20241217091053_0089_D.JPG,20;869;2676;2861,64;670;2704;2650,2516,2419,1289,0.532865,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,2754661648,reciprocal descriptor NN stride8; 3px border; both projected roof masks,true,LoD2 CityGML; measurement/classification projection only,0.747740,2026-07-16T15:23:27.743469+00:00,0,MASt3R correspondence only
DEBY_LOD2_4959459,evaluation_178,evaluation_remainder,170,complete,,DJI_20241217091101_0093_D.JPG,DJI_20241217084247_0007_D.JPG,2288;0;4096;1356,2752;733;5280;2629,2346,2268,1264,0.557319,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,2754661648,reciprocal descriptor NN stride8; 3px border; both projected roof masks,true,LoD2 CityGML; measurement/classification projection only,0.672057,2026-07-16T15:23:28.435472+00:00,0,MASt3R correspondence only
DEBY_LOD2_4959460,evaluation_178,evaluation_remainder,171,complete,,DJI_20241217101359_0032_D.JPG,DJI_20241217094951_0022_D.JPG,1994;90;4666;2094,1360;0;3728;1776,93,65,0,0.000000,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,2754661648,reciprocal descriptor NN stride8; 3px border; both projected roof masks,true,LoD2 CityGML; measurement/classification projection only,0.615009,2026-07-16T15:23:29.070511+00:00,0,MASt3R correspondence only
DEBY_LOD2_4959461,evaluation_178,evaluation_remainder,172,complete,,DJI_20241217091023_0074_D.JPG,DJI_20241217094951_0022_D.JPG,1633;0;4225;1944,2249;2239;3225;2971,32,21,0,0.000000,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,2754661648,reciprocal descriptor NN stride8; 3px border; both projected roof masks,true,LoD2 CityGML; measurement/classification projection only,0.600148,2026-07-16T15:23:29.690571+00:00,0,MASt3R correspondence only
DEBY_LOD2_4959463,evaluation_178,evaluation_remainder,173,complete,,DJI_20241217090943_0054_D.JPG,DJI_20241217091011_0068_D.JPG,2902;506;3782;1166,3643;1741;4539;2413,122,56,0,0.000000,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,2754661648,reciprocal descriptor NN stride8; 3px border; both projected roof masks,true,LoD2 CityGML; measurement/classification projection only,0.618900,2026-07-16T15:23:30.329722+00:00,0,MASt3R correspondence only
DEBY_LOD2_4959464,evaluation_178,evaluation_remainder,174,complete,,DJI_20241217091009_0067_D.JPG,DJI_20241217090943_0054_D.JPG,3133;695;4461;1691,3243;700;4571;1696,2369,2284,1699,0.743870,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,2754661648,reciprocal descriptor NN stride8; 3px border; both projected roof masks,true,LoD2 CityGML; measurement/classification projection only,0.632036,2026-07-16T15:23:30.981555+00:00,0,MASt3R correspondence only
DEBY_LOD2_4959465,evaluation_178,evaluation_remainder,175,complete,,DJI_20241217090953_0059_D.JPG,DJI_20241217101530_0002_D.JPG,1777;0;3249;1104,1888;496;5280;3040,2,1,0,0.000000,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,2754661648,reciprocal descriptor NN stride8; 3px border; both projected roof masks,true,LoD2 CityGML; measurement/classification projection only,0.656205,2026-07-16T15:23:31.657889+00:00,0,MASt3R correspondence only
DEBY_LOD2_4959753,evaluation_178,evaluation_remainder,176,complete,,DJI_20241217091021_0073_D.JPG,DJI_20241217090953_0059_D.JPG,2875;3472;3371;3844,4093;1988;4605;2372,108,105,42,0.400000,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,2754661648,reciprocal descriptor NN stride8; 3px border; both projected roof masks,true,LoD2 CityGML; measurement/classification projection only,0.616770,2026-07-16T15:23:32.294911+00:00,0,MASt3R correspondence only
DEBY_LOD2_4959758,evaluation_178,evaluation_remainder,177,complete,,DJI_20241217090953_0059_D.JPG,DJI_20241217102543_0024_D.JPG,2265;271;5113;2407,1454;1081;2766;2065,2,0,0,0.000000,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,2754661648,reciprocal descriptor NN stride8; 3px border; both projected roof masks,true,LoD2 CityGML; measurement/classification projection only,0.631135,2026-07-16T15:23:32.946544+00:00,0,MASt3R correspondence only
DEBY_LOD2_4959759,evaluation_178,evaluation_remainder,178,complete,,DJI_20241217091237_0141_D.JPG,DJI_20241217100114_0043_D.JPG,1975;2144;3447;3248,1034;966;3162;2562,41,34,0,0.000000,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,2754661648,reciprocal descriptor NN stride8; 3px border; both projected roof masks,true,LoD2 CityGML; measurement/classification projection only,0.695145,2026-07-16T15:23:33.661883+00:00,0,MASt3R correspondence only
DEBY_LOD2_4959793,evaluation_178,evaluation_remainder,179,complete,,DJI_20241217091115_0100_D.JPG,DJI_20241217084251_0009_D.JPG,2712;2573;3912;3473,2942;2382;4286;3390,2963,2876,1322,0.459666,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,2754661648,reciprocal descriptor NN stride8; 3px border; both projected roof masks,true,LoD2 CityGML; measurement/classification projection only,0.616336,2026-07-16T15:23:34.298484+00:00,0,MASt3R correspondence only
DEBY_LOD2_60042,evaluation_178,evaluation_remainder,180,complete,,DJI_20241217101530_0002_D.JPG,DJI_20241217095055_0054_D.JPG,2656;0;5280;1968,1398;715;3366;2191,553,464,44,0.094828,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,2754661648,reciprocal descriptor NN stride8; 3px border; both projected roof masks,true,LoD2 CityGML; measurement/classification projection only,0.663118,2026-07-16T15:23:34.981099+00:00,0,MASt3R correspondence only
DEBY_LOD2_60097,evaluation_178,evaluation_remainder,181,complete,,DJI_20241217084757_0162_D.JPG,DJI_20241217084845_0186_D.JPG,294;1280;3574;3740,115;101;4915;3701,24,21,0,0.000000,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,2754661648,reciprocal descriptor NN stride8; 3px border; both projected roof masks,true,LoD2 CityGML; measurement/classification projection only,0.850763,2026-07-16T15:23:35.851984+00:00,0,MASt3R correspondence only
DEBY_LOD2_60109,evaluation_178,evaluation_remainder,182,complete,,DJI_20241217102523_0014_D.JPG,DJI_20241217101530_0002_D.JPG,1035;840;2923;2256,82;356;898;968,1393,1279,239,0.186865,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,2754661648,reciprocal descriptor NN stride8; 3px border; both projected roof masks,true,LoD2 CityGML; measurement/classification projection only,0.629858,2026-07-16T15:23:36.502598+00:00,0,MASt3R correspondence only
DEBY_LOD2_8573847,evaluation_178,evaluation_remainder,183,complete,,DJI_20241217100124_0048_D.JPG,DJI_20241217094951_0022_D.JPG,1920;495;3440;1635,2190;2522;2894;3050,2,0,0,0.000000,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,2754661648,reciprocal descriptor NN stride8; 3px border; both projected roof masks,true,LoD2 CityGML; measurement/classification projection only,0.563784,2026-07-16T15:23:37.086486+00:00,0,MASt3R correspondence only
DEBY_LOD2_8573848,evaluation_178,evaluation_remainder,184,complete,,DJI_20241217100118_0045_D.JPG,DJI_20241217100120_0046_D.JPG,235;0;2139;1428,375;1021;2183;2377,2140,2035,170,0.083538,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,2754661648,reciprocal descriptor NN stride8; 3px border; both projected roof masks,true,LoD2 CityGML; measurement/classification projection only,0.640635,2026-07-16T15:23:37.747199+00:00,0,MASt3R correspondence only
DEBY_LOD2_8573849,evaluation_178,evaluation_remainder,185,complete,,DJI_20241217091217_0131_D.JPG,DJI_20241217103609_0074_D.JPG,1872;569;5280;3125,174;0;5262;3816,85,73,0,0.000000,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,2754661648,reciprocal descriptor NN stride8; 3px border; both projected roof masks,true,LoD2 CityGML; measurement/classification projection only,0.944385,2026-07-16T15:23:38.711229+00:00,0,MASt3R correspondence only
