arm,replicate,run_name,z_min,z_max,n_gaussians,fraction_of_all,opacity_p50,ckpt
arm1p,r2,gs_e5_C001_s2p_arm1p_dense_r2,582.0000,584.0000,59471,0.10087524,0.9292,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r2/ckpt/final.pt
arm1p,r2,gs_e5_C001_s2p_arm1p_dense_r2,584.0000,586.0000,48467,0.08221016,0.9424,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r2/ckpt/final.pt
arm1p,r2,gs_e5_C001_s2p_arm1p_dense_r2,586.0000,588.0000,25236,0.04280553,0.9480,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r2/ckpt/final.pt
arm1p,r2,gs_e5_C001_s2p_arm1p_dense_r2,588.0000,590.0000,14620,0.02479858,0.4767,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r2/ckpt/final.pt
arm1p,r2,gs_e5_C001_s2p_arm1p_dense_r2,590.0000,592.0000,26088,0.04425070,0.3262,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r2/ckpt/final.pt
arm1p,r2,gs_e5_C001_s2p_arm1p_dense_r2,592.0000,594.0000,33324,0.05652447,0.2070,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r2/ckpt/final.pt
arm1p,r2,gs_e5_C001_s2p_arm1p_dense_r2,594.0000,596.0000,33554,0.05691460,0.3186,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r2/ckpt/final.pt
arm1p,r2,gs_e5_C001_s2p_arm1p_dense_r2,596.0000,598.0000,19200,0.03256721,0.6275,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r2/ckpt/final.pt
arm1p,r2,gs_e5_C001_s2p_arm1p_dense_r2,598.0000,600.0000,19171,0.03251802,0.6798,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r2/ckpt/final.pt
arm1p,r2,gs_e5_C001_s2p_arm1p_dense_r2,600.0000,602.0000,26373,0.04473412,0.3974,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r2/ckpt/final.pt
arm1p,r2,gs_e5_C001_s2p_arm1p_dense_r2,602.0000,604.0000,11583,0.01964719,0.8777,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r2/ckpt/final.pt
arm1p,r2,gs_e5_C001_s2p_arm1p_dense_r2,604.0000,606.0000,7600,0.01289119,0.8402,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r2/ckpt/final.pt
arm1p,r2,gs_e5_C001_s2p_arm1p_dense_r2,606.0000,608.0000,7028,0.01192096,0.5186,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r2/ckpt/final.pt
arm1p,r2,gs_e5_C001_s2p_arm1p_dense_r2,608.0000,610.0000,6704,0.01137138,0.6603,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r2/ckpt/final.pt
arm1p,r2,gs_e5_C001_s2p_arm1p_dense_r2,610.0000,612.0000,3766,0.00638792,0.8058,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r2/ckpt/final.pt
arm1p,r2,gs_e5_C001_s2p_arm1p_dense_r2,612.0000,614.0000,3603,0.00611144,0.3406,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r2/ckpt/final.pt
arm1p,r2,gs_e5_C001_s2p_arm1p_dense_r2,614.0000,616.0000,4642,0.00787380,0.2442,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r2/ckpt/final.pt
arm1p,r2,gs_e5_C001_s2p_arm1p_dense_r2,616.0000,618.0000,4163,0.00706132,0.2926,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r2/ckpt/final.pt
arm1p,r2,gs_e5_C001_s2p_arm1p_dense_r2,618.0000,620.0000,4403,0.00746841,0.1240,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r2/ckpt/final.pt
arm1p,r2,gs_e5_C001_s2p_arm1p_dense_r2,620.0000,622.0000,3908,0.00662878,0.1520,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r2/ckpt/final.pt
arm1p,r2,gs_e5_C001_s2p_arm1p_dense_r2,622.0000,624.0000,2936,0.00498007,0.1068,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r2/ckpt/final.pt
arm1p,r2,gs_e5_C001_s2p_arm1p_dense_r2,624.0000,626.0000,1365,0.00231533,0.1866,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r2/ckpt/final.pt
arm1p,r2,gs_e5_C001_s2p_arm1p_dense_r2,626.0000,628.0000,845,0.00143330,0.2459,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r2/ckpt/final.pt
arm1p,r2,gs_e5_C001_s2p_arm1p_dense_r2,628.0000,630.0000,1168,0.00198117,0.0824,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r2/ckpt/final.pt
arm1p,r2,gs_e5_C001_s2p_arm1p_dense_r2,630.0000,632.0000,344,0.00058350,0.1530,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r2/ckpt/final.pt
arm1p,r2,gs_e5_C001_s2p_arm1p_dense_r2,632.0000,634.0000,173,0.00029344,0.0862,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r2/ckpt/final.pt
arm1p,r2,gs_e5_C001_s2p_arm1p_dense_r2,634.0000,636.0000,256,0.00043423,0.0320,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r2/ckpt/final.pt
arm1p,r2,gs_e5_C001_s2p_arm1p_dense_r2,636.0000,638.0000,100,0.00016962,0.0253,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r2/ckpt/final.pt
arm1p,r2,gs_e5_C001_s2p_arm1p_dense_r2,638.0000,640.0000,140,0.00023747,0.0245,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r2/ckpt/final.pt
arm1p,r2,gs_e5_C001_s2p_arm1p_dense_r2,640.0000,642.0000,290,0.00049190,0.0343,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r2/ckpt/final.pt
arm1p,r2,gs_e5_C001_s2p_arm1p_dense_r2,642.0000,644.0000,427,0.00072428,0.0305,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r2/ckpt/final.pt
arm1p,r2,gs_e5_C001_s2p_arm1p_dense_r2,644.0000,646.0000,760,0.00128912,0.0087,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r2/ckpt/final.pt
arm1p,r2,gs_e5_C001_s2p_arm1p_dense_r2,646.0000,648.0000,706,0.00119752,0.0087,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r2/ckpt/final.pt
arm1p,r2,gs_e5_C001_s2p_arm1p_dense_r2,648.0000,650.0000,252,0.00042744,0.0204,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r2/ckpt/final.pt
arm1p,r2,gs_e5_C001_s2p_arm1p_dense_r2,650.0000,652.0000,80,0.00013570,0.0241,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r2/ckpt/final.pt
arm1p,r2,gs_e5_C001_s2p_arm1p_dense_r2,652.0000,654.0000,104,0.00017641,0.0165,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r2/ckpt/final.pt
arm1p,r2,gs_e5_C001_s2p_arm1p_dense_r2,654.0000,656.0000,118,0.00020015,0.0116,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r2/ckpt/final.pt
arm1p,r2,gs_e5_C001_s2p_arm1p_dense_r2,656.0000,658.0000,84,0.00014248,0.0418,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r2/ckpt/final.pt
arm1p,r2,gs_e5_C001_s2p_arm1p_dense_r2,658.0000,660.0000,73,0.00012382,0.0329,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r2/ckpt/final.pt
arm1p,r2,gs_e5_C001_s2p_arm1p_dense_r2,660.0000,662.0000,52,0.00008820,0.0395,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r2/ckpt/final.pt
arm1p,r2,gs_e5_C001_s2p_arm1p_dense_r2,662.0000,664.0000,49,0.00008311,0.0758,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r2/ckpt/final.pt
arm1p,r2,gs_e5_C001_s2p_arm1p_dense_r2,664.0000,666.0000,42,0.00007124,0.0294,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r2/ckpt/final.pt
arm1p,r2,gs_e5_C001_s2p_arm1p_dense_r2,666.0000,668.0000,18,0.00003053,0.1971,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r2/ckpt/final.pt
arm1p,r2,gs_e5_C001_s2p_arm1p_dense_r2,668.0000,670.0000,11,0.00001866,0.0436,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r2/ckpt/final.pt
arm1p,r2,gs_e5_C001_s2p_arm1p_dense_r2,670.0000,672.0000,14,0.00002375,0.0039,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r2/ckpt/final.pt
arm1p,r2,gs_e5_C001_s2p_arm1p_dense_r2,672.0000,674.0000,15,0.00002544,0.0039,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r2/ckpt/final.pt
arm1p,r2,gs_e5_C001_s2p_arm1p_dense_r2,674.0000,676.0000,23,0.00003901,0.0283,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r2/ckpt/final.pt
arm1p,r2,gs_e5_C001_s2p_arm1p_dense_r2,676.0000,678.0000,49,0.00008311,0.1968,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r2/ckpt/final.pt
arm1p,r2,gs_e5_C001_s2p_arm1p_dense_r2,678.0000,680.0000,36,0.00006106,0.8884,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r2/ckpt/final.pt
arm1p,r2,gs_e5_C001_s2p_arm1p_dense_r2,680.0000,682.0000,75,0.00012722,0.1843,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r2/ckpt/final.pt
arm1p,r2,gs_e5_C001_s2p_arm1p_dense_r2,682.0000,684.0000,70,0.00011873,0.1774,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r2/ckpt/final.pt
arm1p,r2,gs_e5_C001_s2p_arm1p_dense_r2,684.0000,686.0000,73,0.00012382,0.1288,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r2/ckpt/final.pt
arm1p,r2,gs_e5_C001_s2p_arm1p_dense_r2,686.0000,688.0000,67,0.00011365,0.1469,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r2/ckpt/final.pt
arm1p,r2,gs_e5_C001_s2p_arm1p_dense_r2,688.0000,690.0000,89,0.00015096,0.0538,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r2/ckpt/final.pt
arm1p,r2,gs_e5_C001_s2p_arm1p_dense_r2,690.0000,692.0000,103,0.00017471,0.0956,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r2/ckpt/final.pt
arm1p,r2,gs_e5_C001_s2p_arm1p_dense_r2,692.0000,694.0000,87,0.00014757,0.1228,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r2/ckpt/final.pt
arm1p,r2,gs_e5_C001_s2p_arm1p_dense_r2,694.0000,696.0000,79,0.00013400,0.0948,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r2/ckpt/final.pt
arm1p,r2,gs_e5_C001_s2p_arm1p_dense_r2,696.0000,698.0000,87,0.00014757,0.1211,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r2/ckpt/final.pt
arm1p,r2,gs_e5_C001_s2p_arm1p_dense_r2,698.0000,700.0000,90,0.00015266,0.1081,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r2/ckpt/final.pt
