building_id,footprint_area_m2,n_exterior_vertices,n_samples,n_views_nadir,n_views_oblique,n_views_total,median_pair_angle_deg,frac_pairs_10_60deg,median_incidence_deg,frac_views_incidence_le60,roof_obs_covered_frac,recon_score_median,recon_score_p10,roof_lowtex_frac,roof_grad_p10,roof_sat_frac,roof_periodicity,roof_lowtex_v4,lowtex_version,occlusion_frac_approx,lowtex_valid,roof_lowtex_v5,roof_grad_p10_v5,roof_sat_frac_v5,lowtex_v5_view,lowtex_v5_zenith_deg,lowtex_v5_frame_r,lowtex_v5_inframe_frac,lowtex_v5_area_px,lowtex_v5_delta_from_v4
DEBY_LOD2_4959314,833.1,17,400,0.0,118.0,118.0,30.02,0.603,84.37,0.103,1.0,75.448,60.852,0.01,0.0708,0.0,0.176,0.266,v4a_carryover_v3_contaminated,0.0,valid,0.433,0.0055,0.0003,DJI_20241217103053_0003_D.JPG,81.556,0.824,1.0,5770,0.167
DEBY_LOD2_4959320,4781.94,52,400,0.07,76.11,76.18,22.55,0.384,81.93,0.026,1.0,1.461,0.0,0.163,0.0136,0.0,0.254,0.51,v4a_carryover_v3_contaminated,0.0,valid,0.484,0.0044,0.0,DJI_20241217103059_0006_D.JPG,83.964,0.501,1.0,36090,-0.026
DEBY_LOD2_4959322,391.51,4,400,7.9,186.31,194.21,36.87,0.803,69.88,0.318,1.0,157.129,125.164,0.01,0.0687,0.0,0.801,0.357,v4a_carryover_v3_contaminated,0.0,valid,0.645,0.0044,0.0,DJI_20241217084243_0005_D.JPG,11.874,0.712,1.0,122541,0.288
DEBY_LOD2_4959323,1358.78,12,400,3.85,176.5,180.35,38.95,0.601,73.99,0.216,1.0,119.427,69.656,0.042,0.0319,0.0,0.695,0.603,v4a_carryover_v3_contaminated,0.0,valid,0.301,0.0098,0.0003,DJI_20241217101148_0023_D.JPG,73.499,0.66,1.0,142041,-0.302
DEBY_LOD2_4959324,44.05,5,43,4.95,261.14,266.09,34.35,0.863,73.44,0.19,1.0,156.704,151.796,0.048,0.0323,0.0,0.549,0.636,v4a_carryover_v3_contaminated,1.0,valid,0.676,0.0044,0.0,DJI_20241217084253_0010_D.JPG,5.796,0.29,1.0,79215,0.04
DEBY_LOD2_4959325,825.01,21,400,3.74,139.28,143.01,47.5,0.596,84.33,0.193,1.0,94.608,75.422,0.072,0.0252,0.0145,0.18,0.396,v4a_carryover_v3_contaminated,0.0,valid,0.372,0.0044,0.0053,DJI_20241217091143_0114_D.JPG,2.444,0.664,1.0,253247,-0.024
DEBY_LOD2_4959326,1821.69,22,400,3.56,147.31,150.87,40.14,0.667,68.29,0.362,1.0,129.066,61.133,0.048,0.0317,0.0007,0.607,0.442,v4a_carryover_v3_contaminated,0.0,valid,0.544,0.0039,0.0002,DJI_20241217094917_0005_D.JPG,85.608,0.617,1.0,20664,0.102
DEBY_LOD2_4959327,495.18,34,400,5.97,89.62,95.6,39.8,0.659,59.06,0.525,1.0,113.552,89.973,0.008,0.0952,0.0,0.331,0.191,v4a_carryover_v3_contaminated,0.0,valid,0.127,0.0181,0.0,DJI_20241217091011_0068_D.JPG,15.17,0.788,1.0,153964,-0.064
DEBY_LOD2_4959336,609.05,15,400,0.23,77.13,77.36,32.25,0.518,77.34,0.364,0.983,66.435,0.0,0.064,0.0303,0.0644,0.445,0.344,v4a_carryover_v3_contaminated,0.0,valid,0.29,0.0078,0.0121,DJI_20241217100120_0046_D.JPG,84.243,0.337,1.0,24811,-0.054
DEBY_LOD2_4959340,384.72,10,397,6.02,109.16,115.18,40.13,0.765,83.02,0.136,1.0,91.341,61.617,0.121,0.0178,0.0,0.615,0.602,v4a_carryover_v3_contaminated,0.0,valid,0.546,0.0028,0.0,DJI_20241217091219_0132_D.JPG,10.333,0.698,1.0,88157,-0.056
DEBY_LOD2_4959457,1371.82,11,400,3.94,175.51,179.45,51.77,0.545,81.02,0.109,1.0,76.673,59.245,0.022,0.0499,0.0012,0.316,0.314,v4a_carryover_v3_contaminated,1.0,valid,0.553,0.0062,0.0,DJI_20241217101550_0012_D.JPG,65.869,0.813,1.0,40644,0.239
DEBY_LOD2_4959458,601.39,9,400,12.61,198.86,211.47,28.64,0.835,66.72,0.395,1.0,201.687,131.153,0.025,0.051,0.0061,0.313,0.364,v4a_carryover_v3_contaminated,0.0,valid,0.599,0.0044,0.0019,DJI_20241217084451_0069_D.JPG,6.408,0.804,1.0,83995,0.235
DEBY_LOD2_4959459,372.99,4,372,10.09,256.65,266.73,24.42,0.868,68.67,0.283,1.0,213.779,183.826,0.039,0.0351,0.0003,0.593,0.518,v4a_carryover_v3_contaminated,0.667,valid,0.259,0.0106,0.0,DJI_20241217084445_0066_D.JPG,6.702,0.596,1.0,78560,-0.259
DEBY_LOD2_4959460,4699.41,17,400,8.55,186.18,194.73,28.97,0.836,77.67,0.292,1.0,195.484,137.73,0.012,0.0727,0.0126,0.42,0.238,v4a_carryover_v3_contaminated,0.0,valid,0.355,0.0059,0.016,DJI_20241217095057_0055_D.JPG,85.438,0.74,1.0,8621,0.117
DEBY_LOD2_4959461,906.4,14,400,3.63,132.08,135.71,46.52,0.606,79.92,0.23,1.0,95.164,77.466,0.04,0.0417,0.0001,0.531,0.28,v4a_carryover_v3_contaminated,0.0,valid,0.433,0.0044,0.0,DJI_20241217091027_0076_D.JPG,7.293,0.816,1.0,224362,0.153
DEBY_LOD2_4959463,61.3,6,63,10.48,125.75,136.22,29.61,0.818,81.4,0.25,1.0,203.849,190.049,0.094,0.0222,0.0,0.461,0.846,v4a_carryover_v3_contaminated,0.75,valid,0.787,0.0028,0.0,DJI_20241217090959_0062_D.JPG,6.497,0.267,1.0,113906,-0.059
DEBY_LOD2_4959464,219.35,22,235,8.32,116.3,124.62,33.48,0.841,84.47,0.249,1.0,184.702,180.149,0.043,0.0348,0.0043,0.456,0.488,v4a_carryover_v3_contaminated,0.0,valid,0.691,0.0039,0.0015,DJI_20241217091001_0063_D.JPG,11.005,0.601,1.0,117941,0.203
DEBY_LOD2_4959465,212.27,10,381,0.73,95.23,95.96,36.94,0.806,85.78,0.134,1.0,97.467,86.41,0.05,0.0328,0.0034,0.464,0.474,v4a_carryover_v3_contaminated,0.0,valid,0.613,0.0044,0.0066,DJI_20241217090955_0060_D.JPG,21.909,0.797,1.0,119040,0.139
DEBY_LOD2_4959753,49.79,7,49,8.82,130.73,139.55,28.22,0.808,76.34,0.257,1.0,206.367,201.387,0.026,0.0457,0.0,0.498,0.385,v4a_carryover_v3_contaminated,1.0,valid,0.474,0.0044,0.0,DJI_20241217091003_0064_D.JPG,2.864,0.168,1.0,125487,0.089
DEBY_LOD2_4959758,116.97,24,126,0.0,72.98,72.98,29.64,0.778,88.69,0.005,1.0,32.068,23.395,0.053,0.0296,0.0053,0.459,0.619,v4a_carryover_v3_contaminated,0.333,valid,0.501,0.0071,0.0,DJI_20241217091141_0113_D.JPG,62.638,0.708,1.0,7474,-0.118
DEBY_LOD2_4959759,59.05,6,58,0.0,88.84,88.84,24.53,0.828,85.78,0.084,1.0,69.954,42.328,0.018,0.0555,0.0,0.335,0.379,v4a_carryover_v3_contaminated,0.667,valid,0.51,0.0028,0.0,DJI_20241217091237_0141_D.JPG,60.0,0.636,1.0,16972,0.131
DEBY_LOD2_4959793,193.93,4,205,9.71,247.34,257.05,24.49,0.821,67.54,0.361,1.0,189.506,149.345,0.087,0.0217,0.0,0.763,0.668,v4a_carryover_v3_contaminated,1.0,valid,0.779,0.0028,0.0,DJI_20241217084247_0007_D.JPG,10.557,0.455,1.0,138632,0.111
DEBY_LOD2_60042,3629.75,187,400,8.74,174.26,183.0,30.73,0.798,71.97,0.28,1.0,192.933,106.04,0.128,0.0171,0.001,0.515,0.655,v4a_carryover_v3_contaminated,0.0,valid,0.437,0.0059,0.0196,DJI_20241217095123_0068_D.JPG,84.974,0.571,1.0,7584,-0.218
DEBY_LOD2_60097,161.02,9,196,0.0,108.85,108.85,27.4,0.38,66.36,0.314,1.0,45.065,31.349,0.068,0.0247,0.0,0.784,0.808,v4a_carryover_v3_contaminated,0.0,valid,0.615,0.0044,0.0,DJI_20241217101558_0016_D.JPG,85.118,0.8,1.0,8743,-0.193
DEBY_LOD2_60098,195.93,16,293,0.0,134.98,134.98,24.73,0.493,72.65,0.215,1.0,78.074,36.088,0.06,0.0288,0.0069,0.099,0.35,v4a_carryover_v3_contaminated,0.0,valid,0.544,0.0028,0.0,DJI_20241217102919_0005_D.JPG,76.669,0.51,1.0,36905,0.194
DEBY_LOD2_60109,1838.39,13,400,0.0,94.58,94.58,21.56,0.745,84.47,0.041,1.0,73.644,37.99,0.031,0.0498,0.018,0.325,0.344,v4a_carryover_v3_contaminated,0.0,valid,0.403,0.0028,0.0348,DJI_20241217102523_0014_D.JPG,79.366,0.616,1.0,28312,0.059
DEBY_LOD2_8568391,55.53,4,54,1.02,135.26,136.28,36.07,0.73,76.45,0.098,1.0,86.872,76.411,0.037,0.0351,0.0,0.309,0.748,v4a_carryover_v3_contaminated,0.625,valid,0.536,0.0044,0.0,DJI_20241217095441_0023_D.JPG,22.119,0.626,1.0,139831,-0.212
DEBY_LOD2_8568392,5.8,4,4,2.25,141.5,143.75,35.03,0.793,76.15,0.082,1.0,94.587,88.423,0.038,0.0351,0.0,0.36,0.737,v4a_carryover_v3_contaminated,0.75,valid,0.549,0.0044,0.0,DJI_20241217095441_0023_D.JPG,18.909,0.406,1.0,39611,-0.188
DEBY_LOD2_8568403,28.22,4,28,4.0,127.89,131.89,30.55,0.838,70.8,0.29,1.0,165.209,147.227,0.035,0.0397,0.002,0.212,0.422,v4a_carryover_v3_contaminated,0.5,valid,0.561,0.0062,0.0035,DJI_20241217084643_0125_D.JPG,16.642,0.589,1.0,70544,0.139
DEBY_LOD2_8573617,34.76,4,34,0.0,69.5,69.5,12.47,0.595,85.11,0.0,1.0,0.0,0.0,0.084,0.0229,0.0001,0.775,0.888,v4a_carryover_v3_contaminated,0.5,valid,0.556,0.0039,0.0,DJI_20241217103541_0060_D.JPG,83.572,0.387,1.0,687,-0.332
DEBY_LOD2_8573847,696.58,29,400,0.31,86.23,86.54,28.1,0.639,86.03,0.082,1.0,55.309,4.242,0.061,0.0275,0.001,0.429,0.481,v4a_carryover_v3_contaminated,0.5,valid,0.323,0.0071,0.0391,DJI_20241217100120_0046_D.JPG,83.898,0.272,1.0,18035,-0.158
DEBY_LOD2_8573848,1780.97,40,400,0.43,79.36,79.79,40.38,0.666,85.85,0.183,1.0,90.245,65.726,0.05,0.0412,0.0933,0.639,0.339,v4a_carryover_v3_contaminated,0.0,valid,0.205,0.01,0.0593,DJI_20241217100120_0046_D.JPG,81.907,0.848,1.0,11426,-0.134
DEBY_LOD2_8573849,840.7,40,400,8.35,112.11,120.46,34.7,0.752,64.83,0.293,1.0,148.728,122.625,0.029,0.0415,0.0,0.329,0.469,v4a_carryover_v3_contaminated,0.0,valid,0.568,0.0028,0.0232,DJI_20241217100120_0046_D.JPG,80.987,0.29,1.0,19037,0.099
