image_idx,image_name,backend,align_a,align_b,mvs_valid_pixels,residual_abs_median_m,residual_abs_p90_m,warp_amp_plane_m,warp_amp_quadratic_m,metric_depth,mono_normal_world
145,DJI_20241217095501_0033_D.JPG,Depth Anything V2 Small vits,-10.53422275,64.13629486,1233160,2.2168,6.9315,9.0922,10.6368,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095501_0033_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095501_0033_D.npy
146,DJI_20241217095503_0034_D.JPG,Depth Anything V2 Small vits,-10.85671936,55.58447530,949156,2.1934,4.0268,5.1807,6.1278,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095503_0034_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095503_0034_D.npy
147,DJI_20241217095505_0035_D.JPG,Depth Anything V2 Small vits,-9.34407741,66.12827394,1293803,2.3252,6.1120,5.1087,5.9504,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095505_0035_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095505_0035_D.npy
148,DJI_20241217095507_0036_D.JPG,Depth Anything V2 Small vits,-19.39638702,129.05303309,1405599,7.0561,19.1863,4.7257,20.5323,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095507_0036_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095507_0036_D.npy
149,DJI_20241217095509_0037_D.JPG,Depth Anything V2 Small vits,-21.00337267,164.13944443,937966,14.4408,35.3912,9.2859,21.6839,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095509_0037_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095509_0037_D.npy
150,DJI_20241217095511_0038_D.JPG,Depth Anything V2 Small vits,-23.40230230,155.40502670,1361730,9.0972,25.4170,4.8197,23.6583,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095511_0038_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095511_0038_D.npy
151,DJI_20241217095513_0039_D.JPG,Depth Anything V2 Small vits,-22.47430131,153.17721439,1337749,9.8414,26.6168,9.8678,19.7031,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095513_0039_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095513_0039_D.npy
152,DJI_20241217095515_0040_D.JPG,Depth Anything V2 Small vits,-8.82562321,71.92540164,1325461,1.6436,10.5625,5.6008,11.2592,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095515_0040_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095515_0040_D.npy
153,DJI_20241217095517_0041_D.JPG,Depth Anything V2 Small vits,-8.33577480,56.74571854,1375720,1.5317,4.6615,4.0261,5.9764,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095517_0041_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095517_0041_D.npy
154,DJI_20241217095519_0042_D.JPG,Depth Anything V2 Small vits,-8.60910360,58.39594437,1393002,1.5306,3.7293,1.7907,4.9768,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095519_0042_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095519_0042_D.npy
155,DJI_20241217095521_0043_D.JPG,Depth Anything V2 Small vits,-7.71151279,65.23240525,1330697,0.9756,8.6927,2.7714,7.5555,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095521_0043_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095521_0043_D.npy
156,DJI_20241217095523_0044_D.JPG,Depth Anything V2 Small vits,-13.24589142,94.78253167,1390477,3.1000,9.8439,5.6144,12.8958,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095523_0044_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095523_0044_D.npy
157,DJI_20241217095525_0045_D.JPG,Depth Anything V2 Small vits,-7.29264914,54.68337368,1276487,2.1307,5.2082,2.8525,4.5890,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095525_0045_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095525_0045_D.npy
158,DJI_20241217095527_0046_D.JPG,Depth Anything V2 Small vits,-7.43163140,55.12375639,1308766,1.8950,4.8145,1.8158,3.8598,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095527_0046_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095527_0046_D.npy
159,DJI_20241217095529_0047_D.JPG,Depth Anything V2 Small vits,-7.09804071,54.07758941,1333279,2.3648,5.4192,3.1910,4.7332,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095529_0047_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095529_0047_D.npy
160,DJI_20241217095531_0048_D.JPG,Depth Anything V2 Small vits,-7.24245139,47.06435065,580028,2.7445,7.0586,7.2601,8.8027,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095531_0048_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095531_0048_D.npy
161,DJI_20241217095533_0049_D.JPG,Depth Anything V2 Small vits,-8.06855774,48.28560640,864015,2.9003,5.7149,5.5344,5.9157,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095533_0049_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095533_0049_D.npy
162,DJI_20241217095535_0050_D.JPG,Depth Anything V2 Small vits,-7.80876096,58.88321884,1387374,1.4283,4.5298,1.0352,3.0564,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095535_0050_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095535_0050_D.npy
163,DJI_20241217095537_0051_D.JPG,Depth Anything V2 Small vits,-11.44548779,83.65125363,1396364,3.9941,9.0890,5.9221,12.6264,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095537_0051_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095537_0051_D.npy
164,DJI_20241217095539_0052_D.JPG,Depth Anything V2 Small vits,-20.76195363,139.53198306,1373160,8.6783,30.9631,6.1233,15.8692,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095539_0052_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095539_0052_D.npy
165,DJI_20241217095541_0053_D.JPG,Depth Anything V2 Small vits,-19.35699610,154.66135092,609788,15.7680,42.5677,26.5857,50.1091,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095541_0053_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095541_0053_D.npy
166,DJI_20241217095543_0054_D.JPG,Depth Anything V2 Small vits,-19.45692949,155.54076780,601801,15.4019,40.3000,22.9498,49.5610,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095543_0054_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095543_0054_D.npy
167,DJI_20241217095545_0055_D.JPG,Depth Anything V2 Small vits,-19.74246469,157.32446500,574490,15.3531,42.3102,23.2478,41.4060,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095545_0055_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095545_0055_D.npy
168,DJI_20241217095547_0056_D.JPG,Depth Anything V2 Small vits,-28.41839796,186.82430976,435330,7.6787,32.7130,15.7506,31.5626,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095547_0056_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095547_0056_D.npy
169,DJI_20241217095549_0057_D.JPG,Depth Anything V2 Small vits,-19.79590590,149.86422055,727985,11.3449,35.6851,11.1226,42.3001,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095549_0057_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095549_0057_D.npy
170,DJI_20241217095551_0058_D.JPG,Depth Anything V2 Small vits,-17.00476781,135.22397135,1127606,8.7694,34.1385,3.7165,25.1044,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095551_0058_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095551_0058_D.npy
171,DJI_20241217095553_0059_D.JPG,Depth Anything V2 Small vits,-18.90881904,130.04444559,1366419,8.1155,29.3544,3.1059,16.3702,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095553_0059_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095553_0059_D.npy
172,DJI_20241217095555_0060_D.JPG,Depth Anything V2 Small vits,-15.22301342,102.41470658,1383131,2.7620,7.3905,5.4190,7.4055,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095555_0060_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095555_0060_D.npy
173,DJI_20241217095557_0061_D.JPG,Depth Anything V2 Small vits,-8.43311933,62.52447976,1373608,1.9848,7.2252,3.6915,4.5624,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095557_0061_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095557_0061_D.npy
174,DJI_20241217095559_0062_D.JPG,Depth Anything V2 Small vits,-10.44185416,78.89258197,1289519,3.6635,9.9587,8.6981,12.6503,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095559_0062_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095559_0062_D.npy
175,DJI_20241217095603_0064_D.JPG,Depth Anything V2 Small vits,-10.64215503,80.19017526,1288512,3.5983,9.1454,8.7420,11.4899,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095603_0064_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095603_0064_D.npy
176,DJI_20241217095605_0065_D.JPG,Depth Anything V2 Small vits,-10.31901544,78.97813880,1287278,3.8696,10.5191,9.3297,13.4545,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095605_0065_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095605_0065_D.npy
177,DJI_20241217095607_0066_D.JPG,Depth Anything V2 Small vits,-11.34299225,82.44954828,1293389,3.4211,7.6834,8.5619,10.5104,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095607_0066_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095607_0066_D.npy
178,DJI_20241217095609_0067_D.JPG,Depth Anything V2 Small vits,-12.03940774,86.87302571,1390961,3.8007,6.7262,6.6047,9.2335,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095609_0067_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095609_0067_D.npy
179,DJI_20241217095611_0068_D.JPG,Depth Anything V2 Small vits,-12.02092131,86.75945063,1377405,4.2092,7.4828,8.4613,10.9672,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095611_0068_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095611_0068_D.npy
180,DJI_20241217095613_0069_D.JPG,Depth Anything V2 Small vits,-12.73614118,90.24952452,1376040,4.1206,6.3137,7.9299,10.1017,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095613_0069_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095613_0069_D.npy
181,DJI_20241217095615_0070_D.JPG,Depth Anything V2 Small vits,-7.20935120,52.65741077,1119722,2.7054,6.3891,4.1979,7.3754,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095615_0070_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095615_0070_D.npy
182,DJI_20241217095617_0071_D.JPG,Depth Anything V2 Small vits,-6.90330934,55.28339010,1254512,2.9737,6.9680,4.6983,8.0186,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095617_0071_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095617_0071_D.npy
183,DJI_20241217095619_0072_D.JPG,Depth Anything V2 Small vits,-7.27374159,63.10164155,1365402,1.9272,7.3242,4.9694,8.7014,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095619_0072_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095619_0072_D.npy
184,DJI_20241217095621_0073_D.JPG,Depth Anything V2 Small vits,-7.95157698,65.73356001,1404901,1.3564,9.2662,6.5503,12.2945,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095621_0073_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095621_0073_D.npy
185,DJI_20241217095623_0074_D.JPG,Depth Anything V2 Small vits,-7.28223078,53.77452970,1259262,1.6458,4.1111,1.2949,3.5725,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095623_0074_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095623_0074_D.npy
186,DJI_20241217095625_0075_D.JPG,Depth Anything V2 Small vits,-7.39721878,53.87640352,1244888,1.3999,4.7740,1.2489,3.8308,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095625_0075_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095625_0075_D.npy
187,DJI_20241217095627_0076_D.JPG,Depth Anything V2 Small vits,-8.54854256,68.71656949,1375177,1.4830,7.5788,3.1654,6.6276,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095627_0076_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095627_0076_D.npy
188,DJI_20241217095629_0077_D.JPG,Depth Anything V2 Small vits,-12.59300439,97.73522775,1222362,3.3981,6.5914,8.2127,9.0866,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095629_0077_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095629_0077_D.npy
189,DJI_20241217095631_0078_D.JPG,Depth Anything V2 Small vits,-14.39161166,105.84133873,783758,3.5164,9.0893,9.4874,10.9773,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095631_0078_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095631_0078_D.npy
190,DJI_20241217095633_0079_D.JPG,Depth Anything V2 Small vits,-13.01119384,96.94285556,1226679,3.0711,5.9733,6.6414,8.4115,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095633_0079_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095633_0079_D.npy
191,DJI_20241217095635_0080_D.JPG,Depth Anything V2 Small vits,-12.62020304,97.14528253,1228155,3.5911,6.9567,8.4559,10.0191,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095635_0080_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095635_0080_D.npy
192,DJI_20241217095637_0081_D.JPG,Depth Anything V2 Small vits,-12.52703569,96.21478054,1221574,3.1431,6.3593,6.7930,8.9759,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095637_0081_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095637_0081_D.npy
193,DJI_20241217095639_0082_D.JPG,Depth Anything V2 Small vits,-8.81443768,71.76815871,1256194,1.9820,7.9353,4.8812,8.5558,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095639_0082_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095639_0082_D.npy
194,DJI_20241217095641_0083_D.JPG,Depth Anything V2 Small vits,-6.87946521,58.46559339,1253032,1.3262,4.0389,0.9042,3.5884,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095641_0083_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095641_0083_D.npy
195,DJI_20241217095643_0084_D.JPG,Depth Anything V2 Small vits,-7.55517110,58.13216563,1248326,1.4106,3.4945,1.5156,3.5911,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095643_0084_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095643_0084_D.npy
196,DJI_20241217095645_0085_D.JPG,Depth Anything V2 Small vits,-6.69027535,58.04911633,1271708,1.2347,3.6566,0.1499,2.7544,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095645_0085_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095645_0085_D.npy
197,DJI_20241217095647_0086_D.JPG,Depth Anything V2 Small vits,-6.21750249,59.55576533,1016503,1.1978,3.1004,2.7655,4.3168,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095647_0086_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095647_0086_D.npy
198,DJI_20241217095649_0087_D.JPG,Depth Anything V2 Small vits,-8.05401311,70.78561323,1362389,1.7647,6.4445,3.2230,6.3669,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095649_0087_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095649_0087_D.npy
199,DJI_20241217095755_0002_D.JPG,Depth Anything V2 Small vits,-10.03918124,88.17547245,987004,1.8313,9.8024,4.5826,9.7091,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095755_0002_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095755_0002_D.npy
200,DJI_20241217095757_0003_D.JPG,Depth Anything V2 Small vits,-9.94698296,87.14586732,1049829,2.1199,8.7801,4.8315,9.3688,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095757_0003_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095757_0003_D.npy
201,DJI_20241217095759_0004_D.JPG,Depth Anything V2 Small vits,-8.84412263,81.91294055,1218657,2.1437,8.6123,4.5010,10.3094,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095759_0004_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095759_0004_D.npy
202,DJI_20241217095801_0005_D.JPG,Depth Anything V2 Small vits,-8.51851662,75.17601731,1305181,1.1862,6.6159,1.8163,4.5356,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095801_0005_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095801_0005_D.npy
203,DJI_20241217095803_0006_D.JPG,Depth Anything V2 Small vits,-7.77776628,69.58428850,1347733,1.4956,6.1197,2.4179,6.1159,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095803_0006_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095803_0006_D.npy
204,DJI_20241217095805_0007_D.JPG,Depth Anything V2 Small vits,-7.93182038,70.37460496,1343549,1.8099,6.2773,3.0013,6.0944,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095805_0007_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095805_0007_D.npy
205,DJI_20241217095807_0008_D.JPG,Depth Anything V2 Small vits,-9.88710554,80.40523608,1375218,3.0137,5.5847,5.1718,6.4949,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095807_0008_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095807_0008_D.npy
206,DJI_20241217095809_0009_D.JPG,Depth Anything V2 Small vits,-7.55814809,56.50043159,894949,1.3455,2.8289,1.4822,2.5281,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095809_0009_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095809_0009_D.npy
207,DJI_20241217095811_0010_D.JPG,Depth Anything V2 Small vits,-8.32994784,71.30911335,1118039,2.4648,7.9567,3.8124,9.9359,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095811_0010_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095811_0010_D.npy
208,DJI_20241217095813_0011_D.JPG,Depth Anything V2 Small vits,-12.12320833,81.28778187,828292,5.2322,7.8464,14.2132,14.2657,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095813_0011_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095813_0011_D.npy
209,DJI_20241217095815_0012_D.JPG,Depth Anything V2 Small vits,-8.06561836,67.08153913,740235,1.9088,6.9126,6.9986,7.6347,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095815_0012_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095815_0012_D.npy
210,DJI_20241217095817_0013_D.JPG,Depth Anything V2 Small vits,-8.67445673,69.51580726,747873,2.0637,9.2785,5.4825,7.9844,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095817_0013_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095817_0013_D.npy
211,DJI_20241217095819_0014_D.JPG,Depth Anything V2 Small vits,-6.33261024,55.59151184,356226,1.2558,4.3207,4.0495,5.1517,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095819_0014_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095819_0014_D.npy
212,DJI_20241217095821_0015_D.JPG,Depth Anything V2 Small vits,-8.89776159,67.19118606,599074,2.4989,10.2088,7.4993,9.9971,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095821_0015_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095821_0015_D.npy
213,DJI_20241217095823_0016_D.JPG,Depth Anything V2 Small vits,-2.36326414,49.29606507,170704,0.4518,1.2910,1.7215,2.0152,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095823_0016_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095823_0016_D.npy
214,DJI_20241217095825_0017_D.JPG,Depth Anything V2 Small vits,-5.65645573,54.28301708,173205,1.4282,3.6355,2.6269,3.0720,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095825_0017_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095825_0017_D.npy
215,DJI_20241217095839_0024_D.JPG,Depth Anything V2 Small vits,-5.55177454,42.31200075,74166,4.4194,6.2720,8.1994,12.7627,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095839_0024_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095839_0024_D.npy
216,DJI_20241217095841_0025_D.JPG,Depth Anything V2 Small vits,-4.87399879,43.02266283,53232,5.0816,10.0891,11.3411,14.3273,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095841_0025_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095841_0025_D.npy
217,DJI_20241217095843_0026_D.JPG,Depth Anything V2 Small vits,-7.85290480,57.57471982,145496,2.7076,9.4828,9.3112,11.5382,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095843_0026_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095843_0026_D.npy
218,DJI_20241217095845_0027_D.JPG,Depth Anything V2 Small vits,-7.29624391,59.04519355,179874,2.7800,9.4500,6.5826,10.8732,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095845_0027_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095845_0027_D.npy
