image_idx,image_name,backend,align_a,align_b,mvs_valid_pixels,residual_abs_median_m,residual_abs_p90_m,warp_amp_plane_m,warp_amp_quadratic_m,metric_depth,mono_normal_world
293,DJI_20241217102249_0006_D.JPG,Depth Anything V2 Small vits,-9.75192404,89.73463900,120470,6.8920,18.3797,10.1712,35.1847,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217102249_0006_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217102249_0006_D.npy
294,DJI_20241217102251_0007_D.JPG,Depth Anything V2 Small vits,-8.08990345,72.08867322,184533,7.8782,13.1123,3.8227,15.4848,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217102251_0007_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217102251_0007_D.npy
295,DJI_20241217102253_0008_D.JPG,Depth Anything V2 Small vits,-7.43673470,64.54296695,126622,4.1382,11.8827,4.6509,17.6626,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217102253_0008_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217102253_0008_D.npy
296,DJI_20241217102255_0009_D.JPG,Depth Anything V2 Small vits,-6.67317596,64.46873583,144169,4.7737,12.0418,6.8714,18.7657,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217102255_0009_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217102255_0009_D.npy
297,DJI_20241217102257_0010_D.JPG,Depth Anything V2 Small vits,-7.48989644,68.20069744,244893,3.2542,7.9731,2.9033,10.9007,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217102257_0010_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217102257_0010_D.npy
298,DJI_20241217102259_0011_D.JPG,Depth Anything V2 Small vits,-8.94870801,69.50703229,281423,3.2050,6.8214,2.7881,8.5651,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217102259_0011_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217102259_0011_D.npy
299,DJI_20241217102301_0012_D.JPG,Depth Anything V2 Small vits,-9.20913898,68.12911518,275480,2.9504,6.6524,1.6702,9.3294,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217102301_0012_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217102301_0012_D.npy
300,DJI_20241217102303_0013_D.JPG,Depth Anything V2 Small vits,-7.88524461,61.35296527,293869,2.8418,6.9107,4.0418,11.3015,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217102303_0013_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217102303_0013_D.npy
301,DJI_20241217102305_0014_D.JPG,Depth Anything V2 Small vits,-7.65923470,59.41979055,291707,2.7547,7.4275,3.4758,11.0864,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217102305_0014_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217102305_0014_D.npy
302,DJI_20241217102307_0015_D.JPG,Depth Anything V2 Small vits,-7.63133338,60.86459934,296478,2.8594,6.1825,3.3550,9.9484,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217102307_0015_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217102307_0015_D.npy
303,DJI_20241217102309_0016_D.JPG,Depth Anything V2 Small vits,-7.87131577,63.13964635,332489,3.2452,6.6021,6.4932,10.0136,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217102309_0016_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217102309_0016_D.npy
304,DJI_20241217102311_0017_D.JPG,Depth Anything V2 Small vits,-8.03536728,61.74234902,333321,3.1430,6.0888,5.1152,9.4462,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217102311_0017_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217102311_0017_D.npy
305,DJI_20241217102313_0018_D.JPG,Depth Anything V2 Small vits,-7.32270234,58.97354143,336116,3.2043,6.7391,1.2170,9.8100,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217102313_0018_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217102313_0018_D.npy
306,DJI_20241217102315_0019_D.JPG,Depth Anything V2 Small vits,-5.93313423,55.41914511,350570,2.1856,4.9163,2.3095,4.8215,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217102315_0019_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217102315_0019_D.npy
307,DJI_20241217102317_0020_D.JPG,Depth Anything V2 Small vits,-6.72644567,54.97353860,484874,1.8813,4.4353,1.9610,5.7016,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217102317_0020_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217102317_0020_D.npy
308,DJI_20241217102319_0021_D.JPG,Depth Anything V2 Small vits,-5.66713462,50.49229019,640380,1.5449,4.6097,1.4775,4.3252,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217102319_0021_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217102319_0021_D.npy
309,DJI_20241217102321_0022_D.JPG,Depth Anything V2 Small vits,-5.61380826,47.27129248,736183,1.4271,4.2420,2.8612,4.3688,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217102321_0022_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217102321_0022_D.npy
310,DJI_20241217102323_0023_D.JPG,Depth Anything V2 Small vits,-5.45329500,45.05942922,822071,1.6792,4.4807,2.2336,4.4601,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217102323_0023_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217102323_0023_D.npy
311,DJI_20241217102325_0024_D.JPG,Depth Anything V2 Small vits,-5.20056572,44.79412097,795691,1.6891,4.4156,1.7308,4.4567,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217102325_0024_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217102325_0024_D.npy
312,DJI_20241217102327_0025_D.JPG,Depth Anything V2 Small vits,-5.47633004,45.70512672,720324,1.2276,3.3629,1.7544,3.9027,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217102327_0025_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217102327_0025_D.npy
313,DJI_20241217102459_0002_D.JPG,Depth Anything V2 Small vits,-6.13282920,54.58857355,574334,2.8781,7.2543,7.2247,9.0458,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217102459_0002_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217102459_0002_D.npy
314,DJI_20241217102501_0003_D.JPG,Depth Anything V2 Small vits,-6.36557003,55.48972961,594451,1.3201,4.0284,2.3223,3.6627,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217102501_0003_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217102501_0003_D.npy
315,DJI_20241217102503_0004_D.JPG,Depth Anything V2 Small vits,-4.23914077,51.04578935,385357,1.6368,6.0649,4.6716,7.3544,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217102503_0004_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217102503_0004_D.npy
316,DJI_20241217102505_0005_D.JPG,Depth Anything V2 Small vits,-5.82364346,55.71816365,402924,1.4219,4.0408,2.5942,3.6574,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217102505_0005_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217102505_0005_D.npy
317,DJI_20241217102507_0006_D.JPG,Depth Anything V2 Small vits,-6.28033617,57.53123841,479606,1.7213,4.6397,1.5986,5.2306,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217102507_0006_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217102507_0006_D.npy
318,DJI_20241217102509_0007_D.JPG,Depth Anything V2 Small vits,-5.77984565,54.30530564,515578,1.7159,4.8675,1.6675,5.6612,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217102509_0007_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217102509_0007_D.npy
319,DJI_20241217102511_0008_D.JPG,Depth Anything V2 Small vits,-5.40664906,50.70361087,571307,1.3889,4.4172,2.7289,5.8991,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217102511_0008_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217102511_0008_D.npy
320,DJI_20241217102513_0009_D.JPG,Depth Anything V2 Small vits,-5.31096459,48.20408298,569919,1.7722,4.8712,5.6841,7.3524,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217102513_0009_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217102513_0009_D.npy
321,DJI_20241217102515_0010_D.JPG,Depth Anything V2 Small vits,-4.88367891,46.64522798,582298,1.9714,4.7834,6.6534,7.8506,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217102515_0010_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217102515_0010_D.npy
322,DJI_20241217102517_0011_D.JPG,Depth Anything V2 Small vits,-4.65243218,46.21125445,596445,2.0181,4.6859,6.7162,8.1055,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217102517_0011_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217102517_0011_D.npy
323,DJI_20241217102519_0012_D.JPG,Depth Anything V2 Small vits,-6.67198486,52.00687405,415942,1.3099,3.2127,4.9238,5.3676,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217102519_0012_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217102519_0012_D.npy
324,DJI_20241217102521_0013_D.JPG,Depth Anything V2 Small vits,-10.66377415,72.15360584,568447,1.7416,8.0058,1.9696,5.3399,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217102521_0013_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217102521_0013_D.npy
325,DJI_20241217102523_0014_D.JPG,Depth Anything V2 Small vits,-13.02983547,91.48104410,404287,2.9181,11.4402,8.4601,13.6154,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217102523_0014_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217102523_0014_D.npy
326,DJI_20241217102525_0015_D.JPG,Depth Anything V2 Small vits,-14.07953962,98.91353232,764918,3.2614,23.1167,12.3918,20.8939,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217102525_0015_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217102525_0015_D.npy
327,DJI_20241217102527_0016_D.JPG,Depth Anything V2 Small vits,-13.26530147,98.47797545,812018,3.0473,16.6346,12.3625,19.2049,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217102527_0016_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217102527_0016_D.npy
328,DJI_20241217102529_0017_D.JPG,Depth Anything V2 Small vits,-14.57068224,106.16127302,669242,3.8029,16.0330,16.7127,18.1761,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217102529_0017_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217102529_0017_D.npy
329,DJI_20241217102531_0018_D.JPG,Depth Anything V2 Small vits,-9.53367882,83.63544114,432327,2.2234,16.6881,8.8497,9.1591,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217102531_0018_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217102531_0018_D.npy
330,DJI_20241217102539_0022_D.JPG,Depth Anything V2 Small vits,-2.13606545,29.75350312,223400,0.9173,3.4713,1.6926,3.8033,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217102539_0022_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217102539_0022_D.npy
331,DJI_20241217102541_0023_D.JPG,Depth Anything V2 Small vits,-3.44993606,36.60210965,309700,0.7021,3.2577,3.6921,4.4494,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217102541_0023_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217102541_0023_D.npy
332,DJI_20241217102543_0024_D.JPG,Depth Anything V2 Small vits,-2.76541217,34.94065821,326561,1.8287,5.2446,6.5086,7.9595,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217102543_0024_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217102543_0024_D.npy
333,DJI_20241217102545_0025_D.JPG,Depth Anything V2 Small vits,-2.37998111,36.46798868,295485,2.1892,4.7134,6.7708,8.1071,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217102545_0025_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217102545_0025_D.npy
334,DJI_20241217102547_0026_D.JPG,Depth Anything V2 Small vits,-2.68938125,38.47938448,304125,2.9684,5.0462,7.6758,7.9670,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217102547_0026_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217102547_0026_D.npy
335,DJI_20241217102549_0027_D.JPG,Depth Anything V2 Small vits,-2.81158648,36.39066374,311494,1.8685,3.3711,4.2693,4.5191,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217102549_0027_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217102549_0027_D.npy
336,DJI_20241217102551_0028_D.JPG,Depth Anything V2 Small vits,-2.50278828,33.76388745,334009,1.8597,3.2849,4.6036,5.0407,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217102551_0028_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217102551_0028_D.npy
337,DJI_20241217102553_0029_D.JPG,Depth Anything V2 Small vits,-2.28681916,35.38093391,116437,0.8642,2.2830,3.1934,3.9110,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217102553_0029_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217102553_0029_D.npy
338,DJI_20241217102555_0030_D.JPG,Depth Anything V2 Small vits,-2.35412272,34.63647725,114606,0.9794,2.1164,2.8928,3.9039,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217102555_0030_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217102555_0030_D.npy
339,DJI_20241217102557_0031_D.JPG,Depth Anything V2 Small vits,-2.72986630,35.77968566,298305,3.9161,5.1912,10.2878,10.2838,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217102557_0031_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217102557_0031_D.npy
340,DJI_20241217102559_0032_D.JPG,Depth Anything V2 Small vits,-5.91742477,42.05858132,245023,2.8204,11.6464,7.2041,13.2735,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217102559_0032_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217102559_0032_D.npy
341,DJI_20241217102601_0033_D.JPG,Depth Anything V2 Small vits,-6.41067149,42.69023625,242440,2.3364,11.5874,9.1774,12.8548,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217102601_0033_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217102601_0033_D.npy
342,DJI_20241217102603_0034_D.JPG,Depth Anything V2 Small vits,-2.36878149,37.67941496,120630,0.9708,2.0944,3.5951,4.2065,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217102603_0034_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217102603_0034_D.npy
343,DJI_20241217102605_0035_D.JPG,Depth Anything V2 Small vits,-2.02771549,31.28367878,112586,0.4322,1.6703,1.3829,1.7717,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217102605_0035_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217102605_0035_D.npy
344,DJI_20241217102609_0037_D.JPG,Depth Anything V2 Small vits,-1.08313654,22.40808165,61237,0.2319,0.5356,0.9805,1.0325,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217102609_0037_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217102609_0037_D.npy
345,DJI_20241217102627_0046_D.JPG,Depth Anything V2 Small vits,-2.13450215,38.32588335,78275,1.0629,5.5251,0.6654,5.0263,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217102627_0046_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217102627_0046_D.npy
346,DJI_20241217102629_0047_D.JPG,Depth Anything V2 Small vits,-1.61869424,33.90868259,27787,0.4173,0.8013,1.4412,1.5698,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217102629_0047_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217102629_0047_D.npy
347,DJI_20241217102653_0002_D.JPG,Depth Anything V2 Small vits,-6.24884103,50.34029168,963535,1.9606,7.4900,7.9370,8.4254,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217102653_0002_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217102653_0002_D.npy
348,DJI_20241217102655_0003_D.JPG,Depth Anything V2 Small vits,-6.09014424,50.82764686,937660,1.8973,9.5161,6.0514,6.2949,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217102655_0003_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217102655_0003_D.npy
349,DJI_20241217102657_0004_D.JPG,Depth Anything V2 Small vits,-4.28784654,42.97310789,761333,0.7829,2.6054,2.4210,3.6104,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217102657_0004_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217102657_0004_D.npy
350,DJI_20241217102659_0005_D.JPG,Depth Anything V2 Small vits,-12.80309745,82.39702457,1005254,4.4578,14.0318,11.3525,13.1742,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217102659_0005_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217102659_0005_D.npy
351,DJI_20241217102701_0006_D.JPG,Depth Anything V2 Small vits,-26.49757924,154.19122699,884645,9.6456,47.2537,11.0745,36.7009,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217102701_0006_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217102701_0006_D.npy
352,DJI_20241217102703_0007_D.JPG,Depth Anything V2 Small vits,-33.75639410,196.22139393,683912,18.5243,87.4131,14.9729,41.4011,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217102703_0007_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217102703_0007_D.npy
353,DJI_20241217102705_0008_D.JPG,Depth Anything V2 Small vits,-16.48666706,107.01607104,1109080,6.6529,19.6311,10.3910,12.2145,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217102705_0008_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217102705_0008_D.npy
354,DJI_20241217102707_0009_D.JPG,Depth Anything V2 Small vits,-5.17989912,44.97800173,1084981,1.2475,4.0639,6.3648,7.2553,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217102707_0009_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217102707_0009_D.npy
355,DJI_20241217102709_0010_D.JPG,Depth Anything V2 Small vits,-7.84599778,45.47869160,736336,0.6633,2.2158,1.1836,1.9822,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217102709_0010_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217102709_0010_D.npy
356,DJI_20241217102711_0011_D.JPG,Depth Anything V2 Small vits,-5.19504513,46.30351167,1218201,1.0778,2.4922,2.2700,3.4839,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217102711_0011_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217102711_0011_D.npy
357,DJI_20241217102713_0012_D.JPG,Depth Anything V2 Small vits,-15.08507672,98.98519865,1265318,6.8365,12.7628,11.1504,14.0652,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217102713_0012_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217102713_0012_D.npy
358,DJI_20241217102715_0013_D.JPG,Depth Anything V2 Small vits,-5.10472366,45.56992752,1247869,0.9357,2.8025,2.9705,4.0548,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217102715_0013_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217102715_0013_D.npy
359,DJI_20241217102717_0014_D.JPG,Depth Anything V2 Small vits,-4.79997562,46.22834667,1308059,1.0865,2.8160,2.7442,4.0198,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217102717_0014_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217102717_0014_D.npy
360,DJI_20241217102719_0015_D.JPG,Depth Anything V2 Small vits,-11.27333629,79.16806425,1290447,3.0927,8.9706,7.5001,8.8846,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217102719_0015_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217102719_0015_D.npy
361,DJI_20241217102721_0016_D.JPG,Depth Anything V2 Small vits,-37.14533666,206.53281126,1145990,17.3194,76.3711,24.5925,66.5534,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217102721_0016_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217102721_0016_D.npy
362,DJI_20241217102723_0017_D.JPG,Depth Anything V2 Small vits,-4.44439011,44.75100622,1135524,1.7078,4.0505,4.3598,5.0081,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217102723_0017_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217102723_0017_D.npy
363,DJI_20241217102725_0018_D.JPG,Depth Anything V2 Small vits,-3.84815896,42.51132499,666879,2.9820,7.0562,3.7550,3.9085,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217102725_0018_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217102725_0018_D.npy
364,DJI_20241217102727_0019_D.JPG,Depth Anything V2 Small vits,-7.72754529,58.75134501,1232039,1.5962,7.7641,3.6412,3.7685,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217102727_0019_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217102727_0019_D.npy
365,DJI_20241217102729_0020_D.JPG,Depth Anything V2 Small vits,-36.93424153,203.55800058,1140065,19.2232,70.6366,15.1569,82.8880,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217102729_0020_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217102729_0020_D.npy
366,DJI_20241217102731_0021_D.JPG,Depth Anything V2 Small vits,-30.31634275,187.18338289,952913,18.9179,86.6663,20.2229,29.6788,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217102731_0021_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217102731_0021_D.npy
