building_id,source_group,source_run,display_label,source_role,seed,replicate,pair_raw,source_badge,readout,z_shift_to_reference_m,complexity_lens,size_lens,texture_lens,observation_lens,label_lens,has_lod22,val3dity_valid,status,status_reason,rf_success,rf_pointcloud_unusable,roof_planes,status_rf_roof_planes,ref_roof_planes,match_count,completeness,correctness,mean_match_iou,ref_rms_m,ref_hausdorff_m,ref_distance_samples,rf_rmse_lod22,shell_bucket,ref_rms_tail,ref_rms_tail_fence_m
DEBY_LOD2_4908178,gs_sparse,gs_sparse_r2,GS sparse r2,gs,sparse,r2,raw_sparse,,"readout(gssem; semantic-TSDF[minobs3, voxel0.05]; Roofer eps0.3/minpts15/complexity0.888)",-45.7000,low,low,not_reviewed,low,none,true,true,success,success,True,False,1,2,2,1,0.5000,1.0000,0.6143,2.4746,3.1818,454,3.349817,조립,false,18.3340
DEBY_LOD2_4908179,gs_sparse,gs_sparse_r2,GS sparse r2,gs,sparse,r2,raw_sparse,,"readout(gssem; semantic-TSDF[minobs3, voxel0.05]; Roofer eps0.3/minpts15/complexity0.888)",-45.7000,low,low,not_reviewed,mid,none,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,18.3340
DEBY_LOD2_60098,gs_sparse,gs_sparse_r2,GS sparse r2,gs,sparse,r2,raw_sparse,,"readout(gssem; semantic-TSDF[minobs3, voxel0.05]; Roofer eps0.3/minpts15/complexity0.888)",-45.7000,low,mid,not_reviewed,mid,none,true,true,success,success,True,False,1,3,2,1,0.5000,1.0000,0.5010,7.3460,19.0900,784,0.702196,조립,false,18.3340
DEBY_LOD2_8568391,gs_sparse,gs_sparse_r2,GS sparse r2,gs,sparse,r2,raw_sparse,,"readout(gssem; semantic-TSDF[minobs3, voxel0.05]; Roofer eps0.3/minpts15/complexity0.888)",-45.7000,low,low,무텍스처,mid,무텍스처,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,18.3340
DEBY_LOD2_8568392,gs_sparse,gs_sparse_r2,GS sparse r2,gs,sparse,r2,raw_sparse,,"readout(gssem; semantic-TSDF[minobs3, voxel0.05]; Roofer eps0.3/minpts15/complexity0.888)",-45.7000,low,low,lowtex_high,mid,복합(소형+재질),false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,18.3340
DEBY_LOD2_108247349,gs_dense,gs_dense_r1,GS dense r1,gs,dense,r1,raw_dense,,"readout(gssem; semantic-TSDF[minobs3, voxel0.05]; Roofer eps0.3/minpts15/complexity0.888)",-45.7000,low,low,not_reviewed,mid,none,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,18.3340
DEBY_LOD2_108247350,gs_dense,gs_dense_r1,GS dense r1,gs,dense,r1,raw_dense,,"readout(gssem; semantic-TSDF[minobs3, voxel0.05]; Roofer eps0.3/minpts15/complexity0.888)",-45.7000,low,low,lowtex_mid,mid,복합(소형+가림),false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,18.3340
DEBY_LOD2_108247351,gs_dense,gs_dense_r1,GS dense r1,gs,dense,r1,raw_dense,,"readout(gssem; semantic-TSDF[minobs3, voxel0.05]; Roofer eps0.3/minpts15/complexity0.888)",-45.7000,low,low,복합(저조도+가림),mid,복합(저조도+가림),true,true,success,success,True,False,1,1,1,0,0.0000,0.0000,,14.7778,16.9603,260,1.122709,조립,false,18.3340
DEBY_LOD2_4907184,gs_dense,gs_dense_r1,GS dense r1,gs,dense,r1,raw_dense,,"readout(gssem; semantic-TSDF[minobs3, voxel0.05]; Roofer eps0.3/minpts15/complexity0.888)",-45.7000,high,high,not_reviewed,high,none,true,false,failure,val3dity_invalid,True,False,10,42,4,4,1.0000,0.4000,0.6273,1.0413,19.2094,1360,1.586049,무효·붕괴,false,18.3340
DEBY_LOD2_4907185,gs_dense,gs_dense_r1,GS dense r1,gs,dense,r1,raw_dense,,"readout(gssem; semantic-TSDF[minobs3, voxel0.05]; Roofer eps0.3/minpts15/complexity0.888)",-45.7000,low,mid,not_reviewed,high,none,true,true,success,success,True,False,1,10,2,1,0.5000,1.0000,0.5007,3.4092,6.3898,644,1.702653,조립,false,18.3340
DEBY_LOD2_4907186,gs_dense,gs_dense_r1,GS dense r1,gs,dense,r1,raw_dense,,"readout(gssem; semantic-TSDF[minobs3, voxel0.05]; Roofer eps0.3/minpts15/complexity0.888)",-45.7000,low,mid,not_reviewed,mid,none,true,true,success,success,True,False,1,2,2,0,0.0000,0.0000,,9.4128,22.5326,674,2.347814,조립,false,18.3340
DEBY_LOD2_4907188,gs_dense,gs_dense_r1,GS dense r1,gs,dense,r1,raw_dense,,"readout(gssem; semantic-TSDF[minobs3, voxel0.05]; Roofer eps0.3/minpts15/complexity0.888)",-45.7000,low,mid,not_reviewed,low,none,true,false,failure,val3dity_invalid,True,False,1,2,2,0,0.0000,0.0000,,9.7745,19.2154,664,1.750910,무효·붕괴,false,18.3340
DEBY_LOD2_4907194,gs_dense,gs_dense_r1,GS dense r1,gs,dense,r1,raw_dense,,"readout(gssem; semantic-TSDF[minobs3, voxel0.05]; Roofer eps0.3/minpts15/complexity0.888)",-45.7000,low,mid,not_reviewed,low,none,false,true,failure,pointcloud_unusable_no_planes,True,True,0,0,2,0,0.0000,,,,,0,,미조립,false,18.3340
DEBY_LOD2_4907195,gs_dense,gs_dense_r1,GS dense r1,gs,dense,r1,raw_dense,,"readout(gssem; semantic-TSDF[minobs3, voxel0.05]; Roofer eps0.3/minpts15/complexity0.888)",-45.7000,low,mid,not_reviewed,low,none,true,true,success,success,True,False,1,3,2,1,0.5000,1.0000,0.4447,4.8325,11.6092,710,1.072473,조립,false,18.3340
DEBY_LOD2_4907198,gs_dense,gs_dense_r1,GS dense r1,gs,dense,r1,raw_dense,,"readout(gssem; semantic-TSDF[minobs3, voxel0.05]; Roofer eps0.3/minpts15/complexity0.888)",-45.7000,high,high,not_reviewed,mid,none,true,true,success,success,True,False,1,16,4,1,0.2500,1.0000,0.3814,2.8936,7.8583,1200,3.898746,조립,false,18.3340
DEBY_LOD2_4907199,gs_dense,gs_dense_r1,GS dense r1,gs,dense,r1,raw_dense,,"readout(gssem; semantic-TSDF[minobs3, voxel0.05]; Roofer eps0.3/minpts15/complexity0.888)",-45.7000,low,low,무텍스처,mid,무텍스처,false,true,failure,pointcloud_unusable_no_planes,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,18.3340
DEBY_LOD2_4907202,gs_dense,gs_dense_r1,GS dense r1,gs,dense,r1,raw_dense,,"readout(gssem; semantic-TSDF[minobs3, voxel0.05]; Roofer eps0.3/minpts15/complexity0.888)",-45.7000,low,mid,not_reviewed,mid,none,false,true,failure,pointcloud_unusable_no_planes,True,True,0,0,2,0,0.0000,,,,,0,,미조립,false,18.3340
DEBY_LOD2_4908168,gs_dense,gs_dense_r1,GS dense r1,gs,dense,r1,raw_dense,,"readout(gssem; semantic-TSDF[minobs3, voxel0.05]; Roofer eps0.3/minpts15/complexity0.888)",-45.7000,low,low,not_reviewed,high,none,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,18.3340
DEBY_LOD2_4908178,gs_dense,gs_dense_r1,GS dense r1,gs,dense,r1,raw_dense,,"readout(gssem; semantic-TSDF[minobs3, voxel0.05]; Roofer eps0.3/minpts15/complexity0.888)",-45.7000,low,low,not_reviewed,low,none,true,false,failure,val3dity_invalid,True,False,1,1,2,0,0.0000,0.0000,,12.1585,12.6896,454,36.842022,무효·붕괴,false,18.3340
DEBY_LOD2_4908179,gs_dense,gs_dense_r1,GS dense r1,gs,dense,r1,raw_dense,,"readout(gssem; semantic-TSDF[minobs3, voxel0.05]; Roofer eps0.3/minpts15/complexity0.888)",-45.7000,low,low,not_reviewed,mid,none,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,18.3340
DEBY_LOD2_60098,gs_dense,gs_dense_r1,GS dense r1,gs,dense,r1,raw_dense,,"readout(gssem; semantic-TSDF[minobs3, voxel0.05]; Roofer eps0.3/minpts15/complexity0.888)",-45.7000,low,mid,not_reviewed,mid,none,false,true,failure,pointcloud_unusable_no_planes,True,True,0,0,2,0,0.0000,,,,,0,,미조립,false,18.3340
DEBY_LOD2_8568391,gs_dense,gs_dense_r1,GS dense r1,gs,dense,r1,raw_dense,,"readout(gssem; semantic-TSDF[minobs3, voxel0.05]; Roofer eps0.3/minpts15/complexity0.888)",-45.7000,low,low,무텍스처,mid,무텍스처,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,18.3340
DEBY_LOD2_8568392,gs_dense,gs_dense_r1,GS dense r1,gs,dense,r1,raw_dense,,"readout(gssem; semantic-TSDF[minobs3, voxel0.05]; Roofer eps0.3/minpts15/complexity0.888)",-45.7000,low,low,lowtex_high,mid,복합(소형+재질),false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,18.3340
DEBY_LOD2_108247349,gs_dense,gs_dense_r2,GS dense r2,gs,dense,r2,raw_dense,,"readout(gssem; semantic-TSDF[minobs3, voxel0.05]; Roofer eps0.3/minpts15/complexity0.888)",-45.7000,low,low,not_reviewed,mid,none,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,18.3340
DEBY_LOD2_108247350,gs_dense,gs_dense_r2,GS dense r2,gs,dense,r2,raw_dense,,"readout(gssem; semantic-TSDF[minobs3, voxel0.05]; Roofer eps0.3/minpts15/complexity0.888)",-45.7000,low,low,lowtex_mid,mid,복합(소형+가림),true,true,success,success,True,False,1,1,1,0,0.0000,0.0000,,18.7447,22.0590,48,0.026150,무효·붕괴,true,18.3340
DEBY_LOD2_108247351,gs_dense,gs_dense_r2,GS dense r2,gs,dense,r2,raw_dense,,"readout(gssem; semantic-TSDF[minobs3, voxel0.05]; Roofer eps0.3/minpts15/complexity0.888)",-45.7000,low,low,복합(저조도+가림),mid,복합(저조도+가림),false,true,failure,pointcloud_unusable_no_planes,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,18.3340
DEBY_LOD2_4907184,gs_dense,gs_dense_r2,GS dense r2,gs,dense,r2,raw_dense,,"readout(gssem; semantic-TSDF[minobs3, voxel0.05]; Roofer eps0.3/minpts15/complexity0.888)",-45.7000,high,high,not_reviewed,high,none,true,true,success,success,True,False,7,43,4,4,1.0000,0.5714,0.6838,1.0658,18.2964,1352,0.951003,조립,false,18.3340
DEBY_LOD2_4907185,gs_dense,gs_dense_r2,GS dense r2,gs,dense,r2,raw_dense,,"readout(gssem; semantic-TSDF[minobs3, voxel0.05]; Roofer eps0.3/minpts15/complexity0.888)",-45.7000,low,mid,not_reviewed,high,none,true,true,success,success,True,False,1,14,2,1,0.5000,1.0000,0.5007,3.9967,6.4355,644,1.933761,조립,false,18.3340
DEBY_LOD2_4907186,gs_dense,gs_dense_r2,GS dense r2,gs,dense,r2,raw_dense,,"readout(gssem; semantic-TSDF[minobs3, voxel0.05]; Roofer eps0.3/minpts15/complexity0.888)",-45.7000,low,mid,not_reviewed,mid,none,true,true,success,success,True,False,1,2,2,0,0.0000,0.0000,,9.2420,19.8273,674,1.531319,조립,false,18.3340
DEBY_LOD2_4907188,gs_dense,gs_dense_r2,GS dense r2,gs,dense,r2,raw_dense,,"readout(gssem; semantic-TSDF[minobs3, voxel0.05]; Roofer eps0.3/minpts15/complexity0.888)",-45.7000,low,mid,not_reviewed,low,none,true,false,failure,val3dity_invalid,True,False,1,3,2,0,0.0000,0.0000,,11.0503,24.4743,664,0.944160,무효·붕괴,false,18.3340
DEBY_LOD2_4907194,gs_dense,gs_dense_r2,GS dense r2,gs,dense,r2,raw_dense,,"readout(gssem; semantic-TSDF[minobs3, voxel0.05]; Roofer eps0.3/minpts15/complexity0.888)",-45.7000,low,mid,not_reviewed,low,none,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,2,0,0.0000,,,,,0,,미조립,false,18.3340
DEBY_LOD2_4907195,gs_dense,gs_dense_r2,GS dense r2,gs,dense,r2,raw_dense,,"readout(gssem; semantic-TSDF[minobs3, voxel0.05]; Roofer eps0.3/minpts15/complexity0.888)",-45.7000,low,mid,not_reviewed,low,none,true,true,success,success,True,False,1,6,2,0,0.0000,0.0000,,10.6694,25.5619,710,2.616632,조립,false,18.3340
DEBY_LOD2_4907198,gs_dense,gs_dense_r2,GS dense r2,gs,dense,r2,raw_dense,,"readout(gssem; semantic-TSDF[minobs3, voxel0.05]; Roofer eps0.3/minpts15/complexity0.888)",-45.7000,high,high,not_reviewed,mid,none,true,true,success,success,True,False,1,19,4,1,0.2500,1.0000,0.3814,4.4363,11.6363,1200,2.593539,조립,false,18.3340
DEBY_LOD2_4907199,gs_dense,gs_dense_r2,GS dense r2,gs,dense,r2,raw_dense,,"readout(gssem; semantic-TSDF[minobs3, voxel0.05]; Roofer eps0.3/minpts15/complexity0.888)",-45.7000,low,low,무텍스처,mid,무텍스처,false,true,failure,pointcloud_unusable_no_planes,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,18.3340
DEBY_LOD2_4907202,gs_dense,gs_dense_r2,GS dense r2,gs,dense,r2,raw_dense,,"readout(gssem; semantic-TSDF[minobs3, voxel0.05]; Roofer eps0.3/minpts15/complexity0.888)",-45.7000,low,mid,not_reviewed,mid,none,true,true,success,success,True,False,2,5,2,1,0.5000,0.5000,0.8580,2.1741,4.7483,642,5.223785,조립,false,18.3340
DEBY_LOD2_4908168,gs_dense,gs_dense_r2,GS dense r2,gs,dense,r2,raw_dense,,"readout(gssem; semantic-TSDF[minobs3, voxel0.05]; Roofer eps0.3/minpts15/complexity0.888)",-45.7000,low,low,not_reviewed,high,none,true,true,success,success,True,False,1,1,1,1,1.0000,1.0000,0.9997,0.9377,1.7259,114,0.013870,조립,false,18.3340
DEBY_LOD2_4908178,gs_dense,gs_dense_r2,GS dense r2,gs,dense,r2,raw_dense,,"readout(gssem; semantic-TSDF[minobs3, voxel0.05]; Roofer eps0.3/minpts15/complexity0.888)",-45.7000,low,low,not_reviewed,low,none,true,false,failure,val3dity_invalid,True,False,1,1,2,1,0.5000,1.0000,0.6143,0.3627,0.7437,454,0.025339,무효·붕괴,false,18.3340
DEBY_LOD2_4908179,gs_dense,gs_dense_r2,GS dense r2,gs,dense,r2,raw_dense,,"readout(gssem; semantic-TSDF[minobs3, voxel0.05]; Roofer eps0.3/minpts15/complexity0.888)",-45.7000,low,low,not_reviewed,mid,none,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,18.3340
DEBY_LOD2_60098,gs_dense,gs_dense_r2,GS dense r2,gs,dense,r2,raw_dense,,"readout(gssem; semantic-TSDF[minobs3, voxel0.05]; Roofer eps0.3/minpts15/complexity0.888)",-45.7000,low,mid,not_reviewed,mid,none,true,true,success,success,True,False,1,2,2,1,0.5000,1.0000,0.5010,6.7123,17.0902,784,0.933127,조립,false,18.3340
DEBY_LOD2_8568391,gs_dense,gs_dense_r2,GS dense r2,gs,dense,r2,raw_dense,,"readout(gssem; semantic-TSDF[minobs3, voxel0.05]; Roofer eps0.3/minpts15/complexity0.888)",-45.7000,low,low,무텍스처,mid,무텍스처,true,true,success,success,True,False,1,1,1,1,1.0000,1.0000,0.9997,1.3660,1.6350,221,0.007875,조립,false,18.3340
DEBY_LOD2_8568392,gs_dense,gs_dense_r2,GS dense r2,gs,dense,r2,raw_dense,,"readout(gssem; semantic-TSDF[minobs3, voxel0.05]; Roofer eps0.3/minpts15/complexity0.888)",-45.7000,low,low,lowtex_high,mid,복합(소형+재질),true,true,success,success,True,False,1,1,1,1,1.0000,1.0000,0.9991,1.3020,1.3020,24,0.015306,조립,false,18.3340
DEBY_LOD2_108247349,gs_acmp,gs_acmp_r1,GS acmp r1,gs,acmp,r1,raw_acmp,,"readout(gssem; semantic-TSDF[minobs3, voxel0.05]; Roofer eps0.3/minpts15/complexity0.888)",-45.7000,low,low,not_reviewed,mid,none,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,18.3340
DEBY_LOD2_108247350,gs_acmp,gs_acmp_r1,GS acmp r1,gs,acmp,r1,raw_acmp,,"readout(gssem; semantic-TSDF[minobs3, voxel0.05]; Roofer eps0.3/minpts15/complexity0.888)",-45.7000,low,low,lowtex_mid,mid,복합(소형+가림),false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,18.3340
DEBY_LOD2_108247351,gs_acmp,gs_acmp_r1,GS acmp r1,gs,acmp,r1,raw_acmp,,"readout(gssem; semantic-TSDF[minobs3, voxel0.05]; Roofer eps0.3/minpts15/complexity0.888)",-45.7000,low,low,복합(저조도+가림),mid,복합(저조도+가림),false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,18.3340
DEBY_LOD2_4907184,gs_acmp,gs_acmp_r1,GS acmp r1,gs,acmp,r1,raw_acmp,,"readout(gssem; semantic-TSDF[minobs3, voxel0.05]; Roofer eps0.3/minpts15/complexity0.888)",-45.7000,high,high,not_reviewed,high,none,true,false,failure,val3dity_invalid,True,False,14,43,4,4,1.0000,0.2857,0.6104,1.4341,17.6764,1362,1.154652,무효·붕괴,false,18.3340
DEBY_LOD2_4907185,gs_acmp,gs_acmp_r1,GS acmp r1,gs,acmp,r1,raw_acmp,,"readout(gssem; semantic-TSDF[minobs3, voxel0.05]; Roofer eps0.3/minpts15/complexity0.888)",-45.7000,low,mid,not_reviewed,high,none,true,true,success,success,True,False,3,16,2,2,1.0000,0.6667,0.3071,3.5828,7.7382,645,5.094716,조립,false,18.3340
DEBY_LOD2_4907186,gs_acmp,gs_acmp_r1,GS acmp r1,gs,acmp,r1,raw_acmp,,"readout(gssem; semantic-TSDF[minobs3, voxel0.05]; Roofer eps0.3/minpts15/complexity0.888)",-45.7000,low,mid,not_reviewed,mid,none,true,true,success,success,True,False,2,4,2,0,0.0000,0.0000,,11.7862,26.8925,675,3.305059,조립,false,18.3340
DEBY_LOD2_4907188,gs_acmp,gs_acmp_r1,GS acmp r1,gs,acmp,r1,raw_acmp,,"readout(gssem; semantic-TSDF[minobs3, voxel0.05]; Roofer eps0.3/minpts15/complexity0.888)",-45.7000,low,mid,not_reviewed,low,none,true,false,failure,val3dity_invalid,True,False,1,2,2,1,0.5000,1.0000,0.5034,8.0421,17.8302,664,0.384272,무효·붕괴,false,18.3340
DEBY_LOD2_4907194,gs_acmp,gs_acmp_r1,GS acmp r1,gs,acmp,r1,raw_acmp,,"readout(gssem; semantic-TSDF[minobs3, voxel0.05]; Roofer eps0.3/minpts15/complexity0.888)",-45.7000,low,mid,not_reviewed,low,none,false,true,failure,pointcloud_unusable_no_planes,True,True,0,0,2,0,0.0000,,,,,0,,미조립,false,18.3340
DEBY_LOD2_4907195,gs_acmp,gs_acmp_r1,GS acmp r1,gs,acmp,r1,raw_acmp,,"readout(gssem; semantic-TSDF[minobs3, voxel0.05]; Roofer eps0.3/minpts15/complexity0.888)",-45.7000,low,mid,not_reviewed,low,none,true,true,success,success,True,False,1,6,2,1,0.5000,1.0000,0.4447,4.6174,11.0129,710,2.125094,조립,false,18.3340
DEBY_LOD2_4907198,gs_acmp,gs_acmp_r1,GS acmp r1,gs,acmp,r1,raw_acmp,,"readout(gssem; semantic-TSDF[minobs3, voxel0.05]; Roofer eps0.3/minpts15/complexity0.888)",-45.7000,high,high,not_reviewed,mid,none,true,true,success,success,True,False,1,14,4,1,0.2500,1.0000,0.3814,3.6438,9.0598,1200,3.834062,조립,false,18.3340
DEBY_LOD2_4907199,gs_acmp,gs_acmp_r1,GS acmp r1,gs,acmp,r1,raw_acmp,,"readout(gssem; semantic-TSDF[minobs3, voxel0.05]; Roofer eps0.3/minpts15/complexity0.888)",-45.7000,low,low,무텍스처,mid,무텍스처,false,true,failure,pointcloud_unusable_no_planes,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,18.3340
DEBY_LOD2_4907202,gs_acmp,gs_acmp_r1,GS acmp r1,gs,acmp,r1,raw_acmp,,"readout(gssem; semantic-TSDF[minobs3, voxel0.05]; Roofer eps0.3/minpts15/complexity0.888)",-45.7000,low,mid,not_reviewed,mid,none,true,false,failure,val3dity_invalid,True,False,1,1,2,0,0.0000,0.0000,,15.4863,28.6809,641,35.565422,무효·붕괴,false,18.3340
DEBY_LOD2_4908168,gs_acmp,gs_acmp_r1,GS acmp r1,gs,acmp,r1,raw_acmp,,"readout(gssem; semantic-TSDF[minobs3, voxel0.05]; Roofer eps0.3/minpts15/complexity0.888)",-45.7000,low,low,not_reviewed,high,none,true,true,success,success,True,False,1,1,1,1,1.0000,1.0000,0.9997,1.8959,3.4326,114,0.012238,조립,false,18.3340
DEBY_LOD2_4908178,gs_acmp,gs_acmp_r1,GS acmp r1,gs,acmp,r1,raw_acmp,,"readout(gssem; semantic-TSDF[minobs3, voxel0.05]; Roofer eps0.3/minpts15/complexity0.888)",-45.7000,low,low,not_reviewed,low,none,false,true,failure,pointcloud_unusable_no_planes,True,True,0,0,2,0,0.0000,,,,,0,,미조립,false,18.3340
DEBY_LOD2_4908179,gs_acmp,gs_acmp_r1,GS acmp r1,gs,acmp,r1,raw_acmp,,"readout(gssem; semantic-TSDF[minobs3, voxel0.05]; Roofer eps0.3/minpts15/complexity0.888)",-45.7000,low,low,not_reviewed,mid,none,false,true,failure,pointcloud_unusable_no_planes,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,18.3340
DEBY_LOD2_60098,gs_acmp,gs_acmp_r1,GS acmp r1,gs,acmp,r1,raw_acmp,,"readout(gssem; semantic-TSDF[minobs3, voxel0.05]; Roofer eps0.3/minpts15/complexity0.888)",-45.7000,low,mid,not_reviewed,mid,none,true,true,success,success,True,False,1,2,2,0,0.0000,0.0000,,15.2898,18.5043,784,15.222431,조립,false,18.3340
DEBY_LOD2_8568391,gs_acmp,gs_acmp_r1,GS acmp r1,gs,acmp,r1,raw_acmp,,"readout(gssem; semantic-TSDF[minobs3, voxel0.05]; Roofer eps0.3/minpts15/complexity0.888)",-45.7000,low,low,무텍스처,mid,무텍스처,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,18.3340
DEBY_LOD2_8568392,gs_acmp,gs_acmp_r1,GS acmp r1,gs,acmp,r1,raw_acmp,,"readout(gssem; semantic-TSDF[minobs3, voxel0.05]; Roofer eps0.3/minpts15/complexity0.888)",-45.7000,low,low,lowtex_high,mid,복합(소형+재질),false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,18.3340
DEBY_LOD2_108247349,gs_acmp,gs_acmp_r2,GS acmp r2,gs,acmp,r2,raw_acmp,,"readout(gssem; semantic-TSDF[minobs3, voxel0.05]; Roofer eps0.3/minpts15/complexity0.888)",-45.7000,low,low,not_reviewed,mid,none,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,18.3340
DEBY_LOD2_108247350,gs_acmp,gs_acmp_r2,GS acmp r2,gs,acmp,r2,raw_acmp,,"readout(gssem; semantic-TSDF[minobs3, voxel0.05]; Roofer eps0.3/minpts15/complexity0.888)",-45.7000,low,low,lowtex_mid,mid,복합(소형+가림),false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,18.3340
DEBY_LOD2_108247351,gs_acmp,gs_acmp_r2,GS acmp r2,gs,acmp,r2,raw_acmp,,"readout(gssem; semantic-TSDF[minobs3, voxel0.05]; Roofer eps0.3/minpts15/complexity0.888)",-45.7000,low,low,복합(저조도+가림),mid,복합(저조도+가림),false,true,failure,pointcloud_unusable_no_planes,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,18.3340
DEBY_LOD2_4907184,gs_acmp,gs_acmp_r2,GS acmp r2,gs,acmp,r2,raw_acmp,,"readout(gssem; semantic-TSDF[minobs3, voxel0.05]; Roofer eps0.3/minpts15/complexity0.888)",-45.7000,high,high,not_reviewed,high,none,true,true,success,success,True,False,11,40,4,4,1.0000,0.3636,0.6743,1.2569,18.3641,1362,1.236249,조립,false,18.3340
DEBY_LOD2_4907185,gs_acmp,gs_acmp_r2,GS acmp r2,gs,acmp,r2,raw_acmp,,"readout(gssem; semantic-TSDF[minobs3, voxel0.05]; Roofer eps0.3/minpts15/complexity0.888)",-45.7000,low,mid,not_reviewed,high,none,true,true,success,success,True,False,2,11,2,2,1.0000,1.0000,0.3559,3.2208,6.9090,643,2.282899,조립,false,18.3340
DEBY_LOD2_4907186,gs_acmp,gs_acmp_r2,GS acmp r2,gs,acmp,r2,raw_acmp,,"readout(gssem; semantic-TSDF[minobs3, voxel0.05]; Roofer eps0.3/minpts15/complexity0.888)",-45.7000,low,mid,not_reviewed,mid,none,true,true,success,success,True,False,1,2,2,1,0.5000,1.0000,0.4981,6.8537,15.4991,674,2.357641,조립,false,18.3340
DEBY_LOD2_4907188,gs_acmp,gs_acmp_r2,GS acmp r2,gs,acmp,r2,raw_acmp,,"readout(gssem; semantic-TSDF[minobs3, voxel0.05]; Roofer eps0.3/minpts15/complexity0.888)",-45.7000,low,mid,not_reviewed,low,none,true,false,failure,val3dity_invalid,True,False,1,2,2,0,0.0000,0.0000,,13.1630,26.1281,664,5.245536,무효·붕괴,false,18.3340
DEBY_LOD2_4907194,gs_acmp,gs_acmp_r2,GS acmp r2,gs,acmp,r2,raw_acmp,,"readout(gssem; semantic-TSDF[minobs3, voxel0.05]; Roofer eps0.3/minpts15/complexity0.888)",-45.7000,low,mid,not_reviewed,low,none,true,false,failure,val3dity_invalid,True,False,1,1,2,0,0.0000,0.0000,,20.2574,37.9284,850,7.867032,무효·붕괴,true,18.3340
DEBY_LOD2_4907195,gs_acmp,gs_acmp_r2,GS acmp r2,gs,acmp,r2,raw_acmp,,"readout(gssem; semantic-TSDF[minobs3, voxel0.05]; Roofer eps0.3/minpts15/complexity0.888)",-45.7000,low,mid,not_reviewed,low,none,true,true,success,success,True,False,1,5,2,0,0.0000,0.0000,,8.3211,18.5434,710,4.496936,조립,false,18.3340
DEBY_LOD2_4907198,gs_acmp,gs_acmp_r2,GS acmp r2,gs,acmp,r2,raw_acmp,,"readout(gssem; semantic-TSDF[minobs3, voxel0.05]; Roofer eps0.3/minpts15/complexity0.888)",-45.7000,high,high,not_reviewed,mid,none,true,true,success,success,True,False,1,13,4,1,0.2500,1.0000,0.3814,1.2824,3.3919,1200,8.531570,조립,false,18.3340
DEBY_LOD2_4907199,gs_acmp,gs_acmp_r2,GS acmp r2,gs,acmp,r2,raw_acmp,,"readout(gssem; semantic-TSDF[minobs3, voxel0.05]; Roofer eps0.3/minpts15/complexity0.888)",-45.7000,low,low,무텍스처,mid,무텍스처,true,false,failure,val3dity_invalid,True,False,1,2,1,0,0.0000,0.0000,,14.1861,27.8742,393,10.358346,무효·붕괴,false,18.3340
DEBY_LOD2_4907202,gs_acmp,gs_acmp_r2,GS acmp r2,gs,acmp,r2,raw_acmp,,"readout(gssem; semantic-TSDF[minobs3, voxel0.05]; Roofer eps0.3/minpts15/complexity0.888)",-45.7000,low,mid,not_reviewed,mid,none,true,true,success,success,True,False,2,3,2,1,0.5000,0.5000,0.8593,1.3242,5.3686,642,0.457761,조립,false,18.3340
