building_id,texture_low_gradient_fraction,texture_grad_p10,dense_point_count,dense_point_density_m2,coverage_frac,n_views_nadir,frac_views_incidence_le60,recon_score_median,footprint_area_m2,manual_split,expected_tier,primary_assignment,primary_rule_path,fm_status,fm_selected_pair_count,fm_successful_pair_count,fm_excluded_pair_count,fm_failed_pair_count,fm_pending_pair_count,fm_correspondence_count,fm_z_median_m,fm_z_mad_m,fm_score,fm_count_threshold,outline_observable,formula_assignment,map_assignment,assignment_record_status,conditional_generation_target,dense_assembled,calibration_seed,learning_runs_started
DEBY_LOD2_4906999,0.464000,0.004400,0.000000,0.000000,0.000000,0.000000,0.348000,1.980000,221.160000,validation,well_textured,well_textured,texture_low_gradient_fraction<=0.518:le|dense_point_count<=105.5:le,,,,,,,,,,,1146,true,well_textured,well_textured,complete,false,0,20260718,0
DEBY_LOD2_4907012,0.658000,0.002000,0.000000,0.000000,0.000000,0.000000,0.316000,0.000000,51.113000,validation,well_textured,well_textured,texture_low_gradient_fraction<=0.518:gt|recon_score_median<=64.834:le,,,,,,,,,,,1146,true,well_textured,well_textured,complete,false,0,20260718,0
DEBY_LOD2_4907013,0.392000,0.002000,0.000000,0.000000,0.000000,0.000000,0.295000,0.000000,116.320000,validation,well_textured,well_textured,texture_low_gradient_fraction<=0.518:le|dense_point_count<=105.5:le,,,,,,,,,,,1146,true,well_textured,well_textured,complete,false,0,20260718,0
DEBY_LOD2_4907014,0.389000,0.005900,0.000000,0.000000,0.000000,0.000000,0.538000,0.000000,149.949000,calibration,well_textured,well_textured,texture_low_gradient_fraction<=0.518:le|dense_point_count<=105.5:le,,,,,,,,,,,1146,true,well_textured,well_textured,complete,false,0,20260718,0
DEBY_LOD2_4907015,0.291000,0.009800,0.000000,0.000000,0.000000,0.000000,0.494000,0.000000,168.434000,calibration,well_textured,well_textured,texture_low_gradient_fraction<=0.518:le|dense_point_count<=105.5:le,,,,,,,,,,,1146,true,well_textured,well_textured,complete,false,0,20260718,0
DEBY_LOD2_4907016,0.585000,0.004400,0.000000,0.000000,0.000000,0.000000,0.606000,5.989000,282.211000,validation,well_textured,well_textured,texture_low_gradient_fraction<=0.518:gt|recon_score_median<=64.834:le,,,,,,,,,,,1146,true,well_textured,well_textured,complete,false,0,20260718,0
DEBY_LOD2_4907017,0.625000,0.002000,53.000000,0.184237,0.010435,0.000000,0.607000,21.987000,287.672000,not_manual,,well_textured,texture_low_gradient_fraction<=0.518:gt|recon_score_median<=64.834:le,,,,,,,,,,,1146,true,well_textured,well_textured,complete,false,1,20260718,0
DEBY_LOD2_4907018,0.846000,0.002800,20738.000000,80.600030,0.966019,0.000000,0.381000,51.317000,257.297000,not_manual,,well_textured,texture_low_gradient_fraction<=0.518:gt|recon_score_median<=64.834:le,,,,,,,,,,,1146,true,well_textured,well_textured,complete,false,1,20260718,0
DEBY_LOD2_4907019,0.671000,0.005900,0.000000,0.000000,0.000000,0.000000,0.175000,0.318000,206.424000,calibration,well_textured,well_textured,texture_low_gradient_fraction<=0.518:gt|recon_score_median<=64.834:le,,,,,,,,,,,1146,true,well_textured,well_textured,complete,false,0,20260718,0
DEBY_LOD2_4907020,0.518000,0.004400,20614.000000,62.361993,0.879637,0.000000,0.241000,95.943000,330.555000,not_manual,,textureless_correspondence_anchored,texture_low_gradient_fraction<=0.518:le|dense_point_count<=105.5:gt,complete,10,10,0,0,0,3131,533.734966,1.363034,0.381318,1146,true,textureless_correspondence_anchored,textureless_correspondence_anchored,complete,true,1,20260718,0
DEBY_LOD2_4907021,0.239000,0.010600,0.000000,0.000000,0.000000,0.000000,0.148000,72.404000,249.031000,calibration,well_textured,well_textured,texture_low_gradient_fraction<=0.518:le|dense_point_count<=105.5:le,,,,,,,,,,,1146,true,well_textured,well_textured,complete,false,0,20260718,0
DEBY_LOD2_4907022,0.706000,0.003900,0.000000,0.000000,0.000000,0.000000,0.125000,64.384000,240.906000,validation,well_textured,well_textured,texture_low_gradient_fraction<=0.518:gt|recon_score_median<=64.834:le,,,,,,,,,,,1146,true,well_textured,well_textured,complete,false,0,20260718,0
DEBY_LOD2_4907023,0.338000,0.007100,18768.000000,103.557800,0.983516,0.000000,0.285000,76.869000,181.232000,not_manual,,textureless_correspondence_anchored,texture_low_gradient_fraction<=0.518:le|dense_point_count<=105.5:gt,complete,10,10,0,0,0,3521,534.439588,1.098357,0.401345,1146,true,textureless_correspondence_anchored,textureless_correspondence_anchored,complete,true,1,20260718,0
DEBY_LOD2_4907024,0.806000,0.002000,20800.000000,71.964919,0.957576,0.000000,0.252000,2.834000,289.031000,not_manual,,well_textured,texture_low_gradient_fraction<=0.518:gt|recon_score_median<=64.834:le,,,,,,,,,,,1146,true,well_textured,well_textured,complete,false,1,20260718,0
DEBY_LOD2_4907025,0.604000,0.002800,85743.000000,182.915068,0.970714,0.070000,0.407000,108.330000,468.750000,not_manual,,outline_only,texture_low_gradient_fraction<=0.518:gt|recon_score_median<=64.834:gt,complete,10,10,0,0,0,8653,534.787411,1.028809,0.325399,1146,true,textureless_correspondence_anchored,textureless_correspondence_anchored,complete,true,1,20260718,0
DEBY_LOD2_4907026,0.428000,0.005900,3170.000000,23.889850,0.438795,0.000000,0.245000,38.920000,132.693000,not_manual,,textureless_correspondence_anchored,texture_low_gradient_fraction<=0.518:le|dense_point_count<=105.5:gt,complete,10,10,0,0,0,0,,,0.000000,1146,true,outline_only,outline_only,complete,true,1,20260718,0
DEBY_LOD2_4907027,0.708000,0.003900,38.000000,0.143758,0.033050,0.000000,0.263000,11.702000,264.336000,calibration,well_textured,well_textured,texture_low_gradient_fraction<=0.518:gt|recon_score_median<=64.834:le,,,,,,,,,,,1146,true,well_textured,well_textured,complete,false,0,20260718,0
DEBY_LOD2_4907028,0.708000,0.002000,46.000000,0.230393,0.040050,0.000000,0.286000,23.884000,199.660000,not_manual,,well_textured,texture_low_gradient_fraction<=0.518:gt|recon_score_median<=64.834:le,,,,,,,,,,,1146,true,well_textured,well_textured,complete,false,1,20260718,0
DEBY_LOD2_4907029,0.538000,0.005500,0.000000,0.000000,0.000000,0.000000,0.061000,0.769000,425.699000,not_manual,,well_textured,texture_low_gradient_fraction<=0.518:gt|recon_score_median<=64.834:le,,,,,,,,,,,1146,true,well_textured,well_textured,complete,false,0,20260718,0
DEBY_LOD2_4907030,0.644000,0.003900,0.000000,0.000000,0.000000,0.000000,0.228000,3.245000,177.418000,calibration,well_textured,well_textured,texture_low_gradient_fraction<=0.518:gt|recon_score_median<=64.834:le,,,,,,,,,,,1146,true,well_textured,well_textured,complete,false,0,20260718,0
DEBY_LOD2_4907031,0.578000,0.005500,0.000000,0.000000,0.000000,0.000000,0.199000,0.912000,163.719000,validation,well_textured,well_textured,texture_low_gradient_fraction<=0.518:gt|recon_score_median<=64.834:le,,,,,,,,,,,1146,true,well_textured,well_textured,complete,false,0,20260718,0
DEBY_LOD2_4907032,0.519000,0.004400,0.000000,0.000000,0.000000,0.000000,0.216000,0.000000,375.523000,calibration,well_textured,well_textured,texture_low_gradient_fraction<=0.518:gt|recon_score_median<=64.834:le,,,,,,,,,,,1146,true,well_textured,well_textured,complete,false,0,20260718,0
DEBY_LOD2_4907033,0.719000,0.004400,0.000000,0.000000,0.000000,0.000000,0.251000,0.000000,128.949000,validation,well_textured,well_textured,texture_low_gradient_fraction<=0.518:gt|recon_score_median<=64.834:le,,,,,,,,,,,1146,true,well_textured,well_textured,complete,false,0,20260718,0
DEBY_LOD2_4907034,0.497000,0.004400,0.000000,0.000000,0.000000,0.000000,0.321000,0.000000,549.504000,calibration,well_textured,well_textured,texture_low_gradient_fraction<=0.518:le|dense_point_count<=105.5:le,,,,,,,,,,,1146,true,well_textured,well_textured,complete,false,0,20260718,0
DEBY_LOD2_4907036,0.549000,0.004400,0.000000,0.000000,0.000000,0.000000,0.225000,0.000000,187.848000,validation,well_textured,well_textured,texture_low_gradient_fraction<=0.518:gt|recon_score_median<=64.834:le,,,,,,,,,,,1146,true,well_textured,well_textured,complete,false,0,20260718,0
DEBY_LOD2_4907165,0.523000,0.004400,1757.000000,6.703000,0.084762,0.000000,0.124000,65.431000,262.125000,not_manual,,outline_only,texture_low_gradient_fraction<=0.518:gt|recon_score_median<=64.834:gt,complete,10,10,0,0,0,5520,526.203386,1.348241,0.278002,1146,true,textureless_correspondence_anchored,textureless_correspondence_anchored,complete,true,1,20260718,0
DEBY_LOD2_4907167,0.648000,0.004400,682.000000,3.356380,0.395092,0.000000,0.745000,0.090000,203.195000,calibration,well_textured,well_textured,texture_low_gradient_fraction<=0.518:gt|recon_score_median<=64.834:le,,,,,,,,,,,1146,true,well_textured,well_textured,complete,false,0,20260718,0
DEBY_LOD2_4907168,0.574000,0.005900,965.000000,4.653271,0.367028,0.000000,0.682000,0.096000,207.379000,not_manual,,well_textured,texture_low_gradient_fraction<=0.518:gt|recon_score_median<=64.834:le,,,,,,,,,,,1146,true,well_textured,well_textured,complete,false,0,20260718,0
DEBY_LOD2_4907169,0.647000,0.003900,423.000000,1.332514,0.127358,0.000000,0.197000,1.840000,317.445000,not_manual,,well_textured,texture_low_gradient_fraction<=0.518:gt|recon_score_median<=64.834:le,,,,,,,,,,,1146,true,well_textured,well_textured,complete,false,0,20260718,0
DEBY_LOD2_4907170,0.593000,0.003900,880.000000,3.668050,0.394792,0.000000,0.202000,16.380000,239.910000,not_manual,,well_textured,texture_low_gradient_fraction<=0.518:gt|recon_score_median<=64.834:le,,,,,,,,,,,1146,true,well_textured,well_textured,complete,false,1,20260718,0
DEBY_LOD2_4907171,0.583000,0.004400,594.000000,3.142733,0.368560,0.000000,0.270000,16.622000,189.008000,not_manual,,well_textured,texture_low_gradient_fraction<=0.518:gt|recon_score_median<=64.834:le,,,,,,,,,,,1146,true,well_textured,well_textured,complete,false,1,20260718,0
DEBY_LOD2_4907172,0.564000,0.004400,257.000000,1.554982,0.258699,0.000000,0.291000,21.641000,165.273000,not_manual,,well_textured,texture_low_gradient_fraction<=0.518:gt|recon_score_median<=64.834:le,,,,,,,,,,,1146,true,well_textured,well_textured,complete,false,1,20260718,0
DEBY_LOD2_4907173,0.553000,0.004400,124338.000000,328.973305,1.000000,2.050000,0.418000,76.077000,377.953000,not_manual,,outline_only,texture_low_gradient_fraction<=0.518:gt|recon_score_median<=64.834:gt,complete,10,10,0,0,0,1165,535.262522,1.024802,0.349116,1146,true,textureless_correspondence_anchored,textureless_correspondence_anchored,complete,true,1,20260718,0
DEBY_LOD2_4907174,0.533000,0.004400,0.000000,0.000000,0.000000,0.000000,0.132000,83.247000,260.426000,validation,well_textured,outline_only,texture_low_gradient_fraction<=0.518:gt|recon_score_median<=64.834:gt,complete,10,10,0,0,0,0,,,0.000000,1146,true,outline_only,outline_only,complete,true,0,20260718,0
DEBY_LOD2_4907175,0.444000,0.003900,720.000000,1.739542,0.036903,0.060000,0.217000,74.678000,413.891000,not_manual,,textureless_correspondence_anchored,texture_low_gradient_fraction<=0.518:le|dense_point_count<=105.5:gt,complete,10,10,0,0,0,4,531.742518,1.138426,0.000263,1146,true,outline_only,outline_only,complete,true,0,20260718,0
DEBY_LOD2_4907176,0.498000,0.002000,8810.000000,17.093972,0.349661,0.000000,0.172000,103.410000,515.387000,not_manual,,textureless_correspondence_anchored,texture_low_gradient_fraction<=0.518:le|dense_point_count<=105.5:gt,complete,10,10,0,0,0,4,533.719262,0.991688,0.000250,1146,true,outline_only,outline_only,complete,true,1,20260718,0
DEBY_LOD2_4907177,0.610000,0.004400,1161.000000,12.147532,0.234987,0.150000,0.193000,84.422000,95.570000,not_manual,,outline_only,texture_low_gradient_fraction<=0.518:gt|recon_score_median<=64.834:gt,complete,10,10,0,0,0,0,,,0.000000,1146,true,outline_only,outline_only,complete,true,1,20260718,0
DEBY_LOD2_4907178,0.503000,0.004400,101920.000000,528.204553,0.976714,2.830000,0.491000,19.149000,192.957000,not_manual,,textureless_correspondence_anchored,texture_low_gradient_fraction<=0.518:le|dense_point_count<=105.5:gt,complete,10,10,0,0,0,16921,536.044483,0.944584,0.645076,1146,true,textureless_correspondence_anchored,textureless_correspondence_anchored,complete,true,1,20260718,0
