arm,replicate,run_name,z_min,z_max,n_gaussians,opacity_p50,ckpt
arm1,r1,gs_e5_C001_s2_arm1_dense_r1,520,522,0,,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1/ckpt/final.pt
arm1,r1,gs_e5_C001_s2_arm1_dense_r1,522,524,0,,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1/ckpt/final.pt
arm1,r1,gs_e5_C001_s2_arm1_dense_r1,524,526,0,,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1/ckpt/final.pt
arm1,r1,gs_e5_C001_s2_arm1_dense_r1,526,528,0,,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1/ckpt/final.pt
arm1,r1,gs_e5_C001_s2_arm1_dense_r1,528,530,0,,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1/ckpt/final.pt
arm1,r1,gs_e5_C001_s2_arm1_dense_r1,530,532,0,,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1/ckpt/final.pt
arm1,r1,gs_e5_C001_s2_arm1_dense_r1,532,534,0,,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1/ckpt/final.pt
arm1,r1,gs_e5_C001_s2_arm1_dense_r1,534,536,0,,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1/ckpt/final.pt
arm1,r1,gs_e5_C001_s2_arm1_dense_r1,536,538,0,,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1/ckpt/final.pt
arm1,r1,gs_e5_C001_s2_arm1_dense_r1,538,540,0,,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1/ckpt/final.pt
arm1,r1,gs_e5_C001_s2_arm1_dense_r1,540,542,0,,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1/ckpt/final.pt
arm1,r1,gs_e5_C001_s2_arm1_dense_r1,542,544,0,,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1/ckpt/final.pt
arm1,r1,gs_e5_C001_s2_arm1_dense_r1,544,546,0,,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1/ckpt/final.pt
arm1,r1,gs_e5_C001_s2_arm1_dense_r1,546,548,0,,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1/ckpt/final.pt
arm1,r1,gs_e5_C001_s2_arm1_dense_r1,548,550,3,0.0019,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1/ckpt/final.pt
arm1,r1,gs_e5_C001_s2_arm1_dense_r1,550,552,2,0.9987,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1/ckpt/final.pt
arm1,r1,gs_e5_C001_s2_arm1_dense_r1,552,554,3,0.0039,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1/ckpt/final.pt
arm1,r1,gs_e5_C001_s2_arm1_dense_r1,554,556,10,0.0079,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1/ckpt/final.pt
arm1,r1,gs_e5_C001_s2_arm1_dense_r1,556,558,19,0.0186,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1/ckpt/final.pt
arm1,r1,gs_e5_C001_s2_arm1_dense_r1,558,560,126,0.0065,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1/ckpt/final.pt
arm1,r1,gs_e5_C001_s2_arm1_dense_r1,560,562,306,0.0087,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1/ckpt/final.pt
arm1,r1,gs_e5_C001_s2_arm1_dense_r1,562,564,275,0.0451,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1/ckpt/final.pt
arm1,r1,gs_e5_C001_s2_arm1_dense_r1,564,566,525,0.0067,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1/ckpt/final.pt
arm1,r1,gs_e5_C001_s2_arm1_dense_r1,566,568,760,0.0244,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1/ckpt/final.pt
arm1,r1,gs_e5_C001_s2_arm1_dense_r1,568,570,1994,0.0552,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1/ckpt/final.pt
arm1,r1,gs_e5_C001_s2_arm1_dense_r1,570,572,3303,0.1466,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1/ckpt/final.pt
arm1,r1,gs_e5_C001_s2_arm1_dense_r1,572,574,4442,0.0625,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1/ckpt/final.pt
arm1,r1,gs_e5_C001_s2_arm1_dense_r1,574,576,7390,0.1593,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1/ckpt/final.pt
arm1,r1,gs_e5_C001_s2_arm1_dense_r1,576,578,12714,0.3572,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1/ckpt/final.pt
arm1,r1,gs_e5_C001_s2_arm1_dense_r1,578,580,24559,0.3600,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1/ckpt/final.pt
arm1,r1,gs_e5_C001_s2_arm1_dense_r1,580,582,44625,0.3948,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1/ckpt/final.pt
arm1,r1,gs_e5_C001_s2_arm1_dense_r1,582,584,38210,0.4051,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1/ckpt/final.pt
arm1,r1,gs_e5_C001_s2_arm1_dense_r1,584,586,40089,0.3974,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1/ckpt/final.pt
arm1,r1,gs_e5_C001_s2_arm1_dense_r1,586,588,18822,0.1055,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1/ckpt/final.pt
arm1,r1,gs_e5_C001_s2_arm1_dense_r1,588,590,15784,0.0147,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1/ckpt/final.pt
arm1,r1,gs_e5_C001_s2_arm1_dense_r1,590,592,16845,0.0106,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1/ckpt/final.pt
arm1,r1,gs_e5_C001_s2_arm1_dense_r1,592,594,10687,0.0149,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1/ckpt/final.pt
arm1,r1,gs_e5_C001_s2_arm1_dense_r1,594,596,11458,0.0259,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1/ckpt/final.pt
arm1,r1,gs_e5_C001_s2_arm1_dense_r1,596,598,6808,0.0450,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1/ckpt/final.pt
arm1,r1,gs_e5_C001_s2_arm1_dense_r1,598,600,5030,0.0269,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1/ckpt/final.pt
arm1,r1,gs_e5_C001_s2_arm1_dense_r1,600,602,4451,0.0426,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1/ckpt/final.pt
arm1,r1,gs_e5_C001_s2_arm1_dense_r1,602,604,3576,0.1787,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1/ckpt/final.pt
arm1,r1,gs_e5_C001_s2_arm1_dense_r1,604,606,2113,0.0331,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1/ckpt/final.pt
arm1,r1,gs_e5_C001_s2_arm1_dense_r1,606,608,2397,0.1882,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1/ckpt/final.pt
arm1,r1,gs_e5_C001_s2_arm1_dense_r1,608,610,3182,0.6591,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1/ckpt/final.pt
arm1,r1,gs_e5_C001_s2_arm1_dense_r1,610,612,3364,0.0575,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1/ckpt/final.pt
arm1,r1,gs_e5_C001_s2_arm1_dense_r1,612,614,2807,0.0435,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1/ckpt/final.pt
arm1,r1,gs_e5_C001_s2_arm1_dense_r1,614,616,2633,0.0248,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1/ckpt/final.pt
arm1,r1,gs_e5_C001_s2_arm1_dense_r1,616,618,2276,0.0342,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1/ckpt/final.pt
arm1,r1,gs_e5_C001_s2_arm1_dense_r1,618,620,2290,0.0277,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1/ckpt/final.pt
arm1,r1,gs_e5_C001_s2_arm1_dense_r1,620,622,1546,0.0100,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1/ckpt/final.pt
arm1,r1,gs_e5_C001_s2_arm1_dense_r1,622,624,1229,0.0090,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1/ckpt/final.pt
arm1,r1,gs_e5_C001_s2_arm1_dense_r1,624,626,939,0.0299,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1/ckpt/final.pt
arm1,r1,gs_e5_C001_s2_arm1_dense_r1,626,628,914,0.0483,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1/ckpt/final.pt
arm1,r1,gs_e5_C001_s2_arm1_dense_r1,628,630,556,0.0562,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1/ckpt/final.pt
arm1,r1,gs_e5_C001_s2_arm1_dense_r1,630,632,400,0.0905,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1/ckpt/final.pt
arm1,r1,gs_e5_C001_s2_arm1_dense_r1,632,634,247,0.1202,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1/ckpt/final.pt
arm1,r1,gs_e5_C001_s2_arm1_dense_r1,634,636,139,0.1282,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1/ckpt/final.pt
arm1,r1,gs_e5_C001_s2_arm1_dense_r1,636,638,110,0.0360,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1/ckpt/final.pt
arm1,r1,gs_e5_C001_s2_arm1_dense_r1,638,640,122,0.0284,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1/ckpt/final.pt
arm1,r1,gs_e5_C001_s2_arm1_dense_r1,640,642,278,0.0143,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1/ckpt/final.pt
arm1,r1,gs_e5_C001_s2_arm1_dense_r1,642,644,366,0.0136,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1/ckpt/final.pt
arm1,r1,gs_e5_C001_s2_arm1_dense_r1,644,646,316,0.0174,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1/ckpt/final.pt
arm1,r1,gs_e5_C001_s2_arm1_dense_r1,646,648,239,0.0206,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1/ckpt/final.pt
arm1,r1,gs_e5_C001_s2_arm1_dense_r1,648,650,206,0.0159,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1/ckpt/final.pt
arm1,r1,gs_e5_C001_s2_arm1_dense_r1,650,652,152,0.0053,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1/ckpt/final.pt
arm1,r1,gs_e5_C001_s2_arm1_dense_r1,652,654,151,0.0046,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1/ckpt/final.pt
arm1,r1,gs_e5_C001_s2_arm1_dense_r1,654,656,157,0.0072,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1/ckpt/final.pt
arm1,r1,gs_e5_C001_s2_arm1_dense_r1,656,658,156,0.0078,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1/ckpt/final.pt
arm1,r1,gs_e5_C001_s2_arm1_dense_r1,658,660,135,0.0101,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1/ckpt/final.pt
arm1,r1,gs_e5_C001_s2_arm1_dense_r1,660,662,130,0.0084,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1/ckpt/final.pt
arm1,r1,gs_e5_C001_s2_arm1_dense_r1,662,664,177,0.0177,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1/ckpt/final.pt
arm1,r1,gs_e5_C001_s2_arm1_dense_r1,664,666,156,0.0120,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1/ckpt/final.pt
arm1,r1,gs_e5_C001_s2_arm1_dense_r1,666,668,111,0.0129,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1/ckpt/final.pt
arm1,r1,gs_e5_C001_s2_arm1_dense_r1,668,670,69,0.0076,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1/ckpt/final.pt
arm1,r1,gs_e5_C001_s2_arm1_dense_r1,670,672,98,0.0070,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1/ckpt/final.pt
arm1,r1,gs_e5_C001_s2_arm1_dense_r1,672,674,138,0.0041,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1/ckpt/final.pt
arm1,r1,gs_e5_C001_s2_arm1_dense_r1,674,676,186,0.0050,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1/ckpt/final.pt
arm1,r1,gs_e5_C001_s2_arm1_dense_r1,676,678,175,0.0045,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1/ckpt/final.pt
arm1,r1,gs_e5_C001_s2_arm1_dense_r1,678,680,151,0.0040,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1/ckpt/final.pt
arm1,r1,gs_e5_C001_s2_arm1_dense_r1,680,682,175,0.0039,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1/ckpt/final.pt
arm1,r1,gs_e5_C001_s2_arm1_dense_r1,682,684,146,0.0039,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1/ckpt/final.pt
arm1,r1,gs_e5_C001_s2_arm1_dense_r1,684,686,167,0.0039,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1/ckpt/final.pt
arm1,r1,gs_e5_C001_s2_arm1_dense_r1,686,688,141,0.0039,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1/ckpt/final.pt
arm1,r1,gs_e5_C001_s2_arm1_dense_r1,688,690,108,0.0040,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1/ckpt/final.pt
arm1,r1,gs_e5_C001_s2_arm1_dense_r1,690,692,60,0.0080,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1/ckpt/final.pt
arm1,r1,gs_e5_C001_s2_arm1_dense_r1,692,694,34,0.0235,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1/ckpt/final.pt
arm1,r1,gs_e5_C001_s2_arm1_dense_r1,694,696,18,0.0307,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1/ckpt/final.pt
arm1,r1,gs_e5_C001_s2_arm1_dense_r1,696,698,2,0.0620,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1/ckpt/final.pt
arm1,r1,gs_e5_C001_s2_arm1_dense_r1,698,700,1,0.0038,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1/ckpt/final.pt
arm1,r2,gs_e5_C001_s2_arm1_dense_r2,520,522,0,,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r2/ckpt/final.pt
arm1,r2,gs_e5_C001_s2_arm1_dense_r2,522,524,0,,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r2/ckpt/final.pt
arm1,r2,gs_e5_C001_s2_arm1_dense_r2,524,526,0,,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r2/ckpt/final.pt
arm1,r2,gs_e5_C001_s2_arm1_dense_r2,526,528,0,,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r2/ckpt/final.pt
arm1,r2,gs_e5_C001_s2_arm1_dense_r2,528,530,0,,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r2/ckpt/final.pt
arm1,r2,gs_e5_C001_s2_arm1_dense_r2,530,532,0,,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r2/ckpt/final.pt
arm1,r2,gs_e5_C001_s2_arm1_dense_r2,532,534,0,,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r2/ckpt/final.pt
arm1,r2,gs_e5_C001_s2_arm1_dense_r2,534,536,0,,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r2/ckpt/final.pt
arm1,r2,gs_e5_C001_s2_arm1_dense_r2,536,538,0,,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r2/ckpt/final.pt
arm1,r2,gs_e5_C001_s2_arm1_dense_r2,538,540,0,,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r2/ckpt/final.pt
arm1,r2,gs_e5_C001_s2_arm1_dense_r2,540,542,0,,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r2/ckpt/final.pt
arm1,r2,gs_e5_C001_s2_arm1_dense_r2,542,544,0,,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r2/ckpt/final.pt
arm1,r2,gs_e5_C001_s2_arm1_dense_r2,544,546,0,,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r2/ckpt/final.pt
arm1,r2,gs_e5_C001_s2_arm1_dense_r2,546,548,0,,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r2/ckpt/final.pt
arm1,r2,gs_e5_C001_s2_arm1_dense_r2,548,550,0,,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r2/ckpt/final.pt
arm1,r2,gs_e5_C001_s2_arm1_dense_r2,550,552,1,0.0039,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r2/ckpt/final.pt
arm1,r2,gs_e5_C001_s2_arm1_dense_r2,552,554,3,0.0046,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r2/ckpt/final.pt
arm1,r2,gs_e5_C001_s2_arm1_dense_r2,554,556,9,0.0150,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r2/ckpt/final.pt
arm1,r2,gs_e5_C001_s2_arm1_dense_r2,556,558,11,0.0039,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r2/ckpt/final.pt
arm1,r2,gs_e5_C001_s2_arm1_dense_r2,558,560,44,0.0039,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r2/ckpt/final.pt
arm1,r2,gs_e5_C001_s2_arm1_dense_r2,560,562,316,0.0039,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r2/ckpt/final.pt
arm1,r2,gs_e5_C001_s2_arm1_dense_r2,562,564,289,0.0046,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r2/ckpt/final.pt
arm1,r2,gs_e5_C001_s2_arm1_dense_r2,564,566,458,0.0129,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r2/ckpt/final.pt
arm1,r2,gs_e5_C001_s2_arm1_dense_r2,566,568,808,0.0168,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r2/ckpt/final.pt
arm1,r2,gs_e5_C001_s2_arm1_dense_r2,568,570,1923,0.0146,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r2/ckpt/final.pt
arm1,r2,gs_e5_C001_s2_arm1_dense_r2,570,572,3504,0.0686,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r2/ckpt/final.pt
arm1,r2,gs_e5_C001_s2_arm1_dense_r2,572,574,4582,0.0422,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r2/ckpt/final.pt
arm1,r2,gs_e5_C001_s2_arm1_dense_r2,574,576,7326,0.0927,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r2/ckpt/final.pt
arm1,r2,gs_e5_C001_s2_arm1_dense_r2,576,578,14865,0.3319,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r2/ckpt/final.pt
arm1,r2,gs_e5_C001_s2_arm1_dense_r2,578,580,24480,0.3612,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r2/ckpt/final.pt
arm1,r2,gs_e5_C001_s2_arm1_dense_r2,580,582,42774,0.3836,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r2/ckpt/final.pt
arm1,r2,gs_e5_C001_s2_arm1_dense_r2,582,584,37047,0.3864,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r2/ckpt/final.pt
arm1,r2,gs_e5_C001_s2_arm1_dense_r2,584,586,35959,0.3848,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r2/ckpt/final.pt
arm1,r2,gs_e5_C001_s2_arm1_dense_r2,586,588,16003,0.0837,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r2/ckpt/final.pt
arm1,r2,gs_e5_C001_s2_arm1_dense_r2,588,590,13529,0.0039,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r2/ckpt/final.pt
arm1,r2,gs_e5_C001_s2_arm1_dense_r2,590,592,14106,0.0078,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r2/ckpt/final.pt
arm1,r2,gs_e5_C001_s2_arm1_dense_r2,592,594,16819,0.0187,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r2/ckpt/final.pt
arm1,r2,gs_e5_C001_s2_arm1_dense_r2,594,596,12296,0.0217,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r2/ckpt/final.pt
arm1,r2,gs_e5_C001_s2_arm1_dense_r2,596,598,8669,0.0179,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r2/ckpt/final.pt
arm1,r2,gs_e5_C001_s2_arm1_dense_r2,598,600,7091,0.1213,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r2/ckpt/final.pt
arm1,r2,gs_e5_C001_s2_arm1_dense_r2,600,602,5134,0.0405,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r2/ckpt/final.pt
arm1,r2,gs_e5_C001_s2_arm1_dense_r2,602,604,3560,0.0282,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r2/ckpt/final.pt
arm1,r2,gs_e5_C001_s2_arm1_dense_r2,604,606,2271,0.0286,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r2/ckpt/final.pt
arm1,r2,gs_e5_C001_s2_arm1_dense_r2,606,608,2928,0.1402,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r2/ckpt/final.pt
arm1,r2,gs_e5_C001_s2_arm1_dense_r2,608,610,2228,0.0424,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r2/ckpt/final.pt
arm1,r2,gs_e5_C001_s2_arm1_dense_r2,610,612,2158,0.0459,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r2/ckpt/final.pt
arm1,r2,gs_e5_C001_s2_arm1_dense_r2,612,614,1899,0.0221,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r2/ckpt/final.pt
arm1,r2,gs_e5_C001_s2_arm1_dense_r2,614,616,2259,0.0144,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r2/ckpt/final.pt
arm1,r2,gs_e5_C001_s2_arm1_dense_r2,616,618,2482,0.0297,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r2/ckpt/final.pt
arm1,r2,gs_e5_C001_s2_arm1_dense_r2,618,620,1834,0.0164,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r2/ckpt/final.pt
arm1,r2,gs_e5_C001_s2_arm1_dense_r2,620,622,1458,0.0133,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r2/ckpt/final.pt
arm1,r2,gs_e5_C001_s2_arm1_dense_r2,622,624,1183,0.0346,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r2/ckpt/final.pt
arm1,r2,gs_e5_C001_s2_arm1_dense_r2,624,626,1010,0.0233,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r2/ckpt/final.pt
