candidate_id,rank,recommended,recommendation_note,n_buildings,dense_success_count,dense_failure_count,dense_no_points_count,dense_no_planes_count,dense_assembly_failure_count,failure_bucket_counts,failure_reason_counts,manual_review_count,manual_label_counts,ref_mismatch_ids,n_views_nadir_median,n_views_total_median,frac_views_incidence_le60_median,recon_score_median_median,roof_lowtex_v5_median,bbox_minx,bbox_miny,bbox_maxx,bbox_maxy,compactness_diag_m,existing_stage_overlap_count,seed_sparse_source,seed_sparse_clip_possible,seed_dense_source,seed_dense_clip_possible,seed_acmp_source,seed_acmp_clip_possible,building_ids
C173,173,no,,25,13,12,9,1,2,2_assembly:2;3_coverage:6;4_impossible:4,missing_lod22_geometry:2;pointcloud_unusable_no_planes:1;pointcloud_unusable_no_points:9,10,가림:4;관측각·커버리지:1;무텍스처:1;복합(소형+가림):1;복합(소형+재질):3,,0.000,131.760,0.193,89.253,0.574,690804.482,5336076.700,691006.100,5336249.426,265.488,0,present,yes,present,yes,present,yes,DEBY_LOD2_42364607;DEBY_LOD2_4906975;DEBY_LOD2_4907025;DEBY_LOD2_4907026;DEBY_LOD2_4907028;DEBY_LOD2_4907171;DEBY_LOD2_4907172;DEBY_LOD2_4907174;DEBY_LOD2_4907175;DEBY_LOD2_4907176;DEBY_LOD2_4907177;DEBY_LOD2_4907181;DEBY_LOD2_4907184;DEBY_LOD2_4908157;DEBY_LOD2_4908158;DEBY_LOD2_4908159;DEBY_LOD2_4908162;DEBY_LOD2_4908163;DEBY_LOD2_4908164;DEBY_LOD2_4908165;DEBY_LOD2_4908167;DEBY_LOD2_4908168;DEBY_LOD2_4908169;DEBY_LOD2_60042;DEBY_LOD2_60097
C174,174,no,,30,11,12,10,0,2,1_textureless:4;2_assembly:2;3_coverage:4;4_impossible:2,missing_lod22_geometry:2;pointcloud_unusable_no_points:10,10,가림:2;무텍스처:2;복합(소형+가림):2;복합(소형+재질):2;복합(재질+가림):1;복합(저조도+가림):1,,0.000,136.065,0.112,74.161,0.546,690729.070,5335934.090,690859.713,5336166.519,266.629,0,present,yes,present,yes,present,no,DEBY_LOD2_104583794;DEBY_LOD2_108247349;DEBY_LOD2_108247350;DEBY_LOD2_108247351;DEBY_LOD2_4907164;DEBY_LOD2_4907165;DEBY_LOD2_4907175;DEBY_LOD2_4907181;DEBY_LOD2_4907184;DEBY_LOD2_4907185;DEBY_LOD2_4907186;DEBY_LOD2_4907187;DEBY_LOD2_4907188;DEBY_LOD2_4907194;DEBY_LOD2_4907195;DEBY_LOD2_4907198;DEBY_LOD2_4907199;DEBY_LOD2_4907202;DEBY_LOD2_4907208;DEBY_LOD2_4908157;DEBY_LOD2_4908168;DEBY_LOD2_4908169;DEBY_LOD2_4908170;DEBY_LOD2_4908172;DEBY_LOD2_4908178;DEBY_LOD2_4908179;DEBY_LOD2_60098;DEBY_LOD2_60109;DEBY_LOD2_8568391;DEBY_LOD2_8568392
C175,175,no,,29,11,11,10,0,1,1_textureless:4;2_assembly:1;3_coverage:4;4_impossible:2,missing_lod22_geometry:1;pointcloud_unusable_no_points:10,10,가림:2;무텍스처:2;복합(소형+가림):2;복합(소형+재질):2;복합(재질+가림):1;복합(저조도+가림):1,,0.000,135.850,0.109,73.644,0.549,690729.070,5335934.090,690859.713,5336166.519,266.629,0,present,yes,present,yes,present,no,DEBY_LOD2_104583794;DEBY_LOD2_108247349;DEBY_LOD2_108247350;DEBY_LOD2_108247351;DEBY_LOD2_4907164;DEBY_LOD2_4907165;DEBY_LOD2_4907181;DEBY_LOD2_4907184;DEBY_LOD2_4907185;DEBY_LOD2_4907186;DEBY_LOD2_4907187;DEBY_LOD2_4907188;DEBY_LOD2_4907194;DEBY_LOD2_4907195;DEBY_LOD2_4907198;DEBY_LOD2_4907199;DEBY_LOD2_4907202;DEBY_LOD2_4907208;DEBY_LOD2_4908157;DEBY_LOD2_4908168;DEBY_LOD2_4908169;DEBY_LOD2_4908170;DEBY_LOD2_4908172;DEBY_LOD2_4908178;DEBY_LOD2_4908179;DEBY_LOD2_60098;DEBY_LOD2_60109;DEBY_LOD2_8568391;DEBY_LOD2_8568392
C176,176,no,,28,11,10,9,0,1,1_textureless:4;2_assembly:1;3_coverage:4;4_impossible:1,missing_lod22_geometry:1;pointcloud_unusable_no_points:9,9,가림:2;무텍스처:2;복합(소형+가림):2;복합(소형+재질):1;복합(재질+가림):1;복합(저조도+가림):1,,0.000,135.715,0.109,72.863,0.546,690729.070,5335934.090,690859.713,5336166.519,266.629,0,present,yes,present,yes,present,no,DEBY_LOD2_104583794;DEBY_LOD2_108247349;DEBY_LOD2_108247350;DEBY_LOD2_108247351;DEBY_LOD2_4907164;DEBY_LOD2_4907165;DEBY_LOD2_4907181;DEBY_LOD2_4907184;DEBY_LOD2_4907185;DEBY_LOD2_4907186;DEBY_LOD2_4907187;DEBY_LOD2_4907188;DEBY_LOD2_4907194;DEBY_LOD2_4907195;DEBY_LOD2_4907198;DEBY_LOD2_4907199;DEBY_LOD2_4907202;DEBY_LOD2_4907208;DEBY_LOD2_4908157;DEBY_LOD2_4908168;DEBY_LOD2_4908170;DEBY_LOD2_4908172;DEBY_LOD2_4908178;DEBY_LOD2_4908179;DEBY_LOD2_60098;DEBY_LOD2_60109;DEBY_LOD2_8568391;DEBY_LOD2_8568392
C177,177,no,,30,15,15,12,1,2,2_assembly:2;3_coverage:9;4_impossible:4,missing_lod22_geometry:2;pointcloud_unusable_no_planes:1;pointcloud_unusable_no_points:12,13,가림:6;관측각·커버리지:2;무텍스처:1;복합(소형+가림):1;복합(소형+재질):3,,0.000,131.850,0.207,85.188,0.554,690802.171,5336076.700,691006.100,5336249.426,267.248,0,present,yes,present,yes,present,yes,DEBY_LOD2_42364607;DEBY_LOD2_4906975;DEBY_LOD2_4907025;DEBY_LOD2_4907026;DEBY_LOD2_4907027;DEBY_LOD2_4907028;DEBY_LOD2_4907171;DEBY_LOD2_4907172;DEBY_LOD2_4907174;DEBY_LOD2_4907175;DEBY_LOD2_4907176;DEBY_LOD2_4907177;DEBY_LOD2_4907181;DEBY_LOD2_4907184;DEBY_LOD2_4907185;DEBY_LOD2_4907187;DEBY_LOD2_4908157;DEBY_LOD2_4908158;DEBY_LOD2_4908159;DEBY_LOD2_4908161;DEBY_LOD2_4908162;DEBY_LOD2_4908163;DEBY_LOD2_4908164;DEBY_LOD2_4908165;DEBY_LOD2_4908167;DEBY_LOD2_4908168;DEBY_LOD2_4908169;DEBY_LOD2_60042;DEBY_LOD2_60097;DEBY_LOD2_60098
C178,178,no,,29,14,15,12,1,2,2_assembly:2;3_coverage:9;4_impossible:4,missing_lod22_geometry:2;pointcloud_unusable_no_planes:1;pointcloud_unusable_no_points:12,13,가림:6;관측각·커버리지:2;무텍스처:1;복합(소형+가림):1;복합(소형+재질):3,,0.000,131.760,0.198,85.954,0.564,690802.171,5336076.700,691006.100,5336249.426,267.248,0,present,yes,present,yes,present,yes,DEBY_LOD2_42364607;DEBY_LOD2_4906975;DEBY_LOD2_4907025;DEBY_LOD2_4907026;DEBY_LOD2_4907027;DEBY_LOD2_4907028;DEBY_LOD2_4907171;DEBY_LOD2_4907172;DEBY_LOD2_4907174;DEBY_LOD2_4907175;DEBY_LOD2_4907176;DEBY_LOD2_4907177;DEBY_LOD2_4907181;DEBY_LOD2_4907184;DEBY_LOD2_4907185;DEBY_LOD2_4907187;DEBY_LOD2_4908157;DEBY_LOD2_4908158;DEBY_LOD2_4908159;DEBY_LOD2_4908161;DEBY_LOD2_4908162;DEBY_LOD2_4908163;DEBY_LOD2_4908164;DEBY_LOD2_4908165;DEBY_LOD2_4908167;DEBY_LOD2_4908168;DEBY_LOD2_4908169;DEBY_LOD2_60042;DEBY_LOD2_60097
C179,179,no,,21,11,5,5,0,0,1_textureless:4;4_impossible:1,pointcloud_unusable_no_points:5,5,무텍스처:2;복합(소형+가림):1;복합(소형+재질):1;복합(저조도+가림):1,,0.000,134.980,0.109,75.129,0.562,690729.070,5335934.090,690928.630,5336120.410,273.019,0,present,yes,present,yes,present,no,DEBY_LOD2_108247349;DEBY_LOD2_108247350;DEBY_LOD2_108247351;DEBY_LOD2_4906965;DEBY_LOD2_4907184;DEBY_LOD2_4907185;DEBY_LOD2_4907186;DEBY_LOD2_4907188;DEBY_LOD2_4907194;DEBY_LOD2_4907195;DEBY_LOD2_4907198;DEBY_LOD2_4907199;DEBY_LOD2_4907202;DEBY_LOD2_4907208;DEBY_LOD2_4908168;DEBY_LOD2_4908178;DEBY_LOD2_4908179;DEBY_LOD2_60098;DEBY_LOD2_60109;DEBY_LOD2_8568391;DEBY_LOD2_8568392
C180,180,no,,21,10,6,5,0,1,1_textureless:4;2_assembly:1;4_impossible:1,missing_lod22_geometry:1;pointcloud_unusable_no_points:5,5,무텍스처:2;복합(소형+가림):1;복합(소형+재질):1;복합(저조도+가림):1,,0.000,128.240,0.114,84.473,0.561,690729.070,5335907.180,690928.630,5336096.540,275.103,0,present,yes,present,yes,present,no,DEBY_LOD2_108247349;DEBY_LOD2_108247350;DEBY_LOD2_108247351;DEBY_LOD2_108247714;DEBY_LOD2_4906965;DEBY_LOD2_4907194;DEBY_LOD2_4907195;DEBY_LOD2_4907198;DEBY_LOD2_4907199;DEBY_LOD2_4907202;DEBY_LOD2_4907208;DEBY_LOD2_4907505;DEBY_LOD2_4907508;DEBY_LOD2_4908178;DEBY_LOD2_4908179;DEBY_LOD2_4908351;DEBY_LOD2_4908354;DEBY_LOD2_60109;DEBY_LOD2_8568391;DEBY_LOD2_8568392;DEBY_LOD2_8568403
C181,181,no,,22,11,6,5,0,1,1_textureless:4;2_assembly:1;4_impossible:1,missing_lod22_geometry:1;pointcloud_unusable_no_points:5,5,무텍스처:2;복합(소형+가림):1;복합(소형+재질):1;복합(저조도+가림):1,,0.045,130.065,0.117,84.546,0.555,690729.070,5335907.180,690928.630,5336104.576,280.694,0,present,yes,present,yes,present,no,DEBY_LOD2_108247349;DEBY_LOD2_108247350;DEBY_LOD2_108247351;DEBY_LOD2_108247714;DEBY_LOD2_4906965;DEBY_LOD2_4907185;DEBY_LOD2_4907194;DEBY_LOD2_4907195;DEBY_LOD2_4907198;DEBY_LOD2_4907199;DEBY_LOD2_4907202;DEBY_LOD2_4907208;DEBY_LOD2_4907505;DEBY_LOD2_4907508;DEBY_LOD2_4908178;DEBY_LOD2_4908179;DEBY_LOD2_4908351;DEBY_LOD2_4908354;DEBY_LOD2_60109;DEBY_LOD2_8568391;DEBY_LOD2_8568392;DEBY_LOD2_8568403
C182,182,no,,22,11,5,5,0,0,1_textureless:4;4_impossible:1,pointcloud_unusable_no_points:5,5,무텍스처:2;복합(소형+가림):1;복합(소형+재질):1;복합(저조도+가림):1,,0.000,135.280,0.107,75.001,0.569,690729.070,5335934.090,690928.630,5336134.225,282.627,0,present,yes,present,yes,present,no,DEBY_LOD2_108247349;DEBY_LOD2_108247350;DEBY_LOD2_108247351;DEBY_LOD2_4906965;DEBY_LOD2_4907184;DEBY_LOD2_4907185;DEBY_LOD2_4907186;DEBY_LOD2_4907188;DEBY_LOD2_4907194;DEBY_LOD2_4907195;DEBY_LOD2_4907198;DEBY_LOD2_4907199;DEBY_LOD2_4907202;DEBY_LOD2_4907208;DEBY_LOD2_4908168;DEBY_LOD2_4908172;DEBY_LOD2_4908178;DEBY_LOD2_4908179;DEBY_LOD2_60098;DEBY_LOD2_60109;DEBY_LOD2_8568391;DEBY_LOD2_8568392
C183,183,no,,24,11,7,6,0,1,1_textureless:4;2_assembly:1;3_coverage:1;4_impossible:1,missing_lod22_geometry:1;pointcloud_unusable_no_points:6,6,가림:1;무텍스처:2;복합(소형+가림):1;복합(소형+재질):1;복합(저조도+가림):1,,0.000,135.715,0.112,76.602,0.556,690729.070,5335934.090,690928.630,5336140.538,287.132,0,present,yes,present,yes,present,no,DEBY_LOD2_108247349;DEBY_LOD2_108247350;DEBY_LOD2_108247351;DEBY_LOD2_4906965;DEBY_LOD2_4907181;DEBY_LOD2_4907184;DEBY_LOD2_4907185;DEBY_LOD2_4907186;DEBY_LOD2_4907187;DEBY_LOD2_4907188;DEBY_LOD2_4907194;DEBY_LOD2_4907195;DEBY_LOD2_4907198;DEBY_LOD2_4907199;DEBY_LOD2_4907202;DEBY_LOD2_4907208;DEBY_LOD2_4908168;DEBY_LOD2_4908172;DEBY_LOD2_4908178;DEBY_LOD2_4908179;DEBY_LOD2_60098;DEBY_LOD2_60109;DEBY_LOD2_8568391;DEBY_LOD2_8568392
C184,184,no,,23,11,6,6,0,0,1_textureless:4;3_coverage:1;4_impossible:1,pointcloud_unusable_no_points:6,6,가림:1;무텍스처:2;복합(소형+가림):1;복합(소형+재질):1;복합(저조도+가림):1,,0.000,135.580,0.109,75.129,0.562,690729.070,5335934.090,690928.630,5336140.538,287.132,0,present,yes,present,yes,present,no,DEBY_LOD2_108247349;DEBY_LOD2_108247350;DEBY_LOD2_108247351;DEBY_LOD2_4906965;DEBY_LOD2_4907184;DEBY_LOD2_4907185;DEBY_LOD2_4907186;DEBY_LOD2_4907187;DEBY_LOD2_4907188;DEBY_LOD2_4907194;DEBY_LOD2_4907195;DEBY_LOD2_4907198;DEBY_LOD2_4907199;DEBY_LOD2_4907202;DEBY_LOD2_4907208;DEBY_LOD2_4908168;DEBY_LOD2_4908172;DEBY_LOD2_4908178;DEBY_LOD2_4908179;DEBY_LOD2_60098;DEBY_LOD2_60109;DEBY_LOD2_8568391;DEBY_LOD2_8568392
C185,185,no,,23,12,5,5,0,0,1_textureless:4;4_impossible:1,pointcloud_unusable_no_points:5,5,무텍스처:2;복합(소형+가림):1;복합(소형+재질):1;복합(저조도+가림):1,,0.000,134.980,0.109,74.873,0.576,690729.070,5335926.234,690928.630,5336134.225,288.244,0,present,yes,present,yes,present,no,DEBY_LOD2_108247349;DEBY_LOD2_108247350;DEBY_LOD2_108247351;DEBY_LOD2_4906965;DEBY_LOD2_4907184;DEBY_LOD2_4907185;DEBY_LOD2_4907186;DEBY_LOD2_4907188;DEBY_LOD2_4907194;DEBY_LOD2_4907195;DEBY_LOD2_4907198;DEBY_LOD2_4907199;DEBY_LOD2_4907202;DEBY_LOD2_4907208;DEBY_LOD2_4907505;DEBY_LOD2_4908168;DEBY_LOD2_4908172;DEBY_LOD2_4908178;DEBY_LOD2_4908179;DEBY_LOD2_60098;DEBY_LOD2_60109;DEBY_LOD2_8568391;DEBY_LOD2_8568392
C186,186,no,,27,12,9,8,0,1,1_textureless:4;2_assembly:1;3_coverage:3;4_impossible:1,missing_lod22_geometry:1;pointcloud_unusable_no_points:8,8,가림:1;무텍스처:2;복합(소형+가림):2;복합(소형+재질):1;복합(재질+가림):1;복합(저조도+가림):1,,0.000,135.850,0.109,74.873,0.562,690729.070,5335926.234,690928.630,5336140.538,292.832,0,present,yes,present,yes,present,no,DEBY_LOD2_104583794;DEBY_LOD2_108247349;DEBY_LOD2_108247350;DEBY_LOD2_108247351;DEBY_LOD2_4906965;DEBY_LOD2_4907181;DEBY_LOD2_4907184;DEBY_LOD2_4907185;DEBY_LOD2_4907186;DEBY_LOD2_4907187;DEBY_LOD2_4907188;DEBY_LOD2_4907194;DEBY_LOD2_4907195;DEBY_LOD2_4907198;DEBY_LOD2_4907199;DEBY_LOD2_4907202;DEBY_LOD2_4907208;DEBY_LOD2_4907505;DEBY_LOD2_4908168;DEBY_LOD2_4908170;DEBY_LOD2_4908172;DEBY_LOD2_4908178;DEBY_LOD2_4908179;DEBY_LOD2_60098;DEBY_LOD2_60109;DEBY_LOD2_8568391;DEBY_LOD2_8568392
C187,187,no,,26,12,8,7,0,1,1_textureless:4;2_assembly:1;3_coverage:2;4_impossible:1,missing_lod22_geometry:1;pointcloud_unusable_no_points:7,7,가림:1;무텍스처:2;복합(소형+가림):2;복합(소형+재질):1;복합(저조도+가림):1,,0.000,135.715,0.112,75.001,0.556,690729.070,5335926.234,690928.630,5336140.538,292.832,0,present,yes,present,yes,present,no,DEBY_LOD2_104583794;DEBY_LOD2_108247349;DEBY_LOD2_108247350;DEBY_LOD2_108247351;DEBY_LOD2_4906965;DEBY_LOD2_4907181;DEBY_LOD2_4907184;DEBY_LOD2_4907185;DEBY_LOD2_4907186;DEBY_LOD2_4907187;DEBY_LOD2_4907188;DEBY_LOD2_4907194;DEBY_LOD2_4907195;DEBY_LOD2_4907198;DEBY_LOD2_4907199;DEBY_LOD2_4907202;DEBY_LOD2_4907208;DEBY_LOD2_4907505;DEBY_LOD2_4908168;DEBY_LOD2_4908172;DEBY_LOD2_4908178;DEBY_LOD2_4908179;DEBY_LOD2_60098;DEBY_LOD2_60109;DEBY_LOD2_8568391;DEBY_LOD2_8568392
C188,188,no,,25,12,7,6,0,1,1_textureless:4;2_assembly:1;3_coverage:1;4_impossible:1,missing_lod22_geometry:1;pointcloud_unusable_no_points:6,6,가림:1;무텍스처:2;복합(소형+가림):1;복합(소형+재질):1;복합(저조도+가림):1,,0.000,135.580,0.114,75.129,0.562,690729.070,5335926.234,690928.630,5336140.538,292.832,0,present,yes,present,yes,present,no,DEBY_LOD2_108247349;DEBY_LOD2_108247350;DEBY_LOD2_108247351;DEBY_LOD2_4906965;DEBY_LOD2_4907181;DEBY_LOD2_4907184;DEBY_LOD2_4907185;DEBY_LOD2_4907186;DEBY_LOD2_4907187;DEBY_LOD2_4907188;DEBY_LOD2_4907194;DEBY_LOD2_4907195;DEBY_LOD2_4907198;DEBY_LOD2_4907199;DEBY_LOD2_4907202;DEBY_LOD2_4907208;DEBY_LOD2_4907505;DEBY_LOD2_4908168;DEBY_LOD2_4908172;DEBY_LOD2_4908178;DEBY_LOD2_4908179;DEBY_LOD2_60098;DEBY_LOD2_60109;DEBY_LOD2_8568391;DEBY_LOD2_8568392
C189,189,no,,24,12,6,6,0,0,1_textureless:4;3_coverage:1;4_impossible:1,pointcloud_unusable_no_points:6,6,가림:1;무텍스처:2;복합(소형+가림):1;복합(소형+재질):1;복합(저조도+가림):1,,0.000,135.280,0.112,75.001,0.569,690729.070,5335926.234,690928.630,5336140.538,292.832,0,present,yes,present,yes,present,no,DEBY_LOD2_108247349;DEBY_LOD2_108247350;DEBY_LOD2_108247351;DEBY_LOD2_4906965;DEBY_LOD2_4907184;DEBY_LOD2_4907185;DEBY_LOD2_4907186;DEBY_LOD2_4907187;DEBY_LOD2_4907188;DEBY_LOD2_4907194;DEBY_LOD2_4907195;DEBY_LOD2_4907198;DEBY_LOD2_4907199;DEBY_LOD2_4907202;DEBY_LOD2_4907208;DEBY_LOD2_4907505;DEBY_LOD2_4908168;DEBY_LOD2_4908172;DEBY_LOD2_4908178;DEBY_LOD2_4908179;DEBY_LOD2_60098;DEBY_LOD2_60109;DEBY_LOD2_8568391;DEBY_LOD2_8568392
C190,190,no,,29,10,19,16,1,2,1_textureless:1;2_assembly:2;3_coverage:12;4_impossible:4,missing_lod22_geometry:2;pointcloud_unusable_no_planes:1;pointcloud_unusable_no_points:16,17,가림:4;관측각·커버리지:6;무텍스처:2;복합(소형+가림):2;복합(소형+재질):2;복합(스침각+가림):1,,0.000,107.440,0.199,66.734,0.578,690813.077,5336096.010,691006.100,5336317.390,293.712,0,present,yes,present,yes,present,yes,DEBY_LOD2_42364607;DEBY_LOD2_4907019;DEBY_LOD2_4907021;DEBY_LOD2_4907022;DEBY_LOD2_4907025;DEBY_LOD2_4907026;DEBY_LOD2_4907027;DEBY_LOD2_4907028;DEBY_LOD2_4907030;DEBY_LOD2_4907031;DEBY_LOD2_4907170;DEBY_LOD2_4907171;DEBY_LOD2_4907172;DEBY_LOD2_4907176;DEBY_LOD2_4908046;DEBY_LOD2_4908048;DEBY_LOD2_4908049;DEBY_LOD2_4908051;DEBY_LOD2_4908052;DEBY_LOD2_4908053;DEBY_LOD2_4908054;DEBY_LOD2_4908160;DEBY_LOD2_4908162;DEBY_LOD2_4908163;DEBY_LOD2_4908164;DEBY_LOD2_4908165;DEBY_LOD2_4908167;DEBY_LOD2_60042;DEBY_LOD2_60097
C191,191,no,,28,10,18,15,1,2,1_textureless:1;2_assembly:2;3_coverage:12;4_impossible:3,missing_lod22_geometry:2;pointcloud_unusable_no_planes:1;pointcloud_unusable_no_points:15,16,가림:4;관측각·커버리지:5;무텍스처:2;복합(소형+가림):2;복합(소형+재질):2;복합(스침각+가림):1,,0.000,108.145,0.201,68.812,0.571,690813.077,5336096.010,691006.100,5336317.390,293.712,0,present,yes,present,yes,present,yes,DEBY_LOD2_42364607;DEBY_LOD2_4907019;DEBY_LOD2_4907021;DEBY_LOD2_4907022;DEBY_LOD2_4907025;DEBY_LOD2_4907026;DEBY_LOD2_4907027;DEBY_LOD2_4907028;DEBY_LOD2_4907030;DEBY_LOD2_4907031;DEBY_LOD2_4907170;DEBY_LOD2_4907171;DEBY_LOD2_4907172;DEBY_LOD2_4907176;DEBY_LOD2_4908046;DEBY_LOD2_4908048;DEBY_LOD2_4908049;DEBY_LOD2_4908051;DEBY_LOD2_4908052;DEBY_LOD2_4908053;DEBY_LOD2_4908160;DEBY_LOD2_4908162;DEBY_LOD2_4908163;DEBY_LOD2_4908164;DEBY_LOD2_4908165;DEBY_LOD2_4908167;DEBY_LOD2_60042;DEBY_LOD2_60097
C192,192,no,,27,11,10,9,0,1,1_textureless:4;2_assembly:1;3_coverage:4;4_impossible:1,missing_lod22_geometry:1;pointcloud_unusable_no_points:9,9,가림:2;무텍스처:2;복합(소형+가림):2;복합(소형+재질):1;복합(재질+가림):1;복합(저조도+가림):1,,0.000,136.280,0.109,74.873,0.549,690729.070,5335934.090,690928.630,5336150.745,294.557,0,present,yes,present,yes,present,no,DEBY_LOD2_104583794;DEBY_LOD2_108247349;DEBY_LOD2_108247350;DEBY_LOD2_108247351;DEBY_LOD2_4906965;DEBY_LOD2_4907181;DEBY_LOD2_4907184;DEBY_LOD2_4907185;DEBY_LOD2_4907186;DEBY_LOD2_4907187;DEBY_LOD2_4907188;DEBY_LOD2_4907194;DEBY_LOD2_4907195;DEBY_LOD2_4907198;DEBY_LOD2_4907199;DEBY_LOD2_4907202;DEBY_LOD2_4907208;DEBY_LOD2_4908157;DEBY_LOD2_4908168;DEBY_LOD2_4908170;DEBY_LOD2_4908172;DEBY_LOD2_4908178;DEBY_LOD2_4908179;DEBY_LOD2_60098;DEBY_LOD2_60109;DEBY_LOD2_8568391;DEBY_LOD2_8568392
C193,193,no,,28,14,8,7,0,1,1_textureless:4;2_assembly:1;3_coverage:2;4_impossible:1,missing_lod22_geometry:1;pointcloud_unusable_no_points:7,7,가림:1;무텍스처:2;복합(소형+가림):2;복합(소형+재질):1;복합(저조도+가림):1,,0.000,135.280,0.117,76.602,0.562,690729.070,5335919.796,690928.630,5336140.538,297.576,0,present,yes,present,yes,present,no,DEBY_LOD2_104583794;DEBY_LOD2_108247349;DEBY_LOD2_108247350;DEBY_LOD2_108247351;DEBY_LOD2_4906965;DEBY_LOD2_4907181;DEBY_LOD2_4907184;DEBY_LOD2_4907185;DEBY_LOD2_4907186;DEBY_LOD2_4907187;DEBY_LOD2_4907188;DEBY_LOD2_4907194;DEBY_LOD2_4907195;DEBY_LOD2_4907198;DEBY_LOD2_4907199;DEBY_LOD2_4907202;DEBY_LOD2_4907208;DEBY_LOD2_4907505;DEBY_LOD2_4908168;DEBY_LOD2_4908172;DEBY_LOD2_4908178;DEBY_LOD2_4908179;DEBY_LOD2_4908351;DEBY_LOD2_60098;DEBY_LOD2_60109;DEBY_LOD2_8568391;DEBY_LOD2_8568392;DEBY_LOD2_8568403
C194,194,no,,27,13,8,7,0,1,1_textureless:4;2_assembly:1;3_coverage:2;4_impossible:1,missing_lod22_geometry:1;pointcloud_unusable_no_points:7,7,가림:1;무텍스처:2;복합(소형+가림):2;복합(소형+재질):1;복합(저조도+가림):1,,0.000,135.580,0.114,75.129,0.562,690729.070,5335919.796,690928.630,5336140.538,297.576,0,present,yes,present,yes,present,no,DEBY_LOD2_104583794;DEBY_LOD2_108247349;DEBY_LOD2_108247350;DEBY_LOD2_108247351;DEBY_LOD2_4906965;DEBY_LOD2_4907181;DEBY_LOD2_4907184;DEBY_LOD2_4907185;DEBY_LOD2_4907186;DEBY_LOD2_4907187;DEBY_LOD2_4907188;DEBY_LOD2_4907194;DEBY_LOD2_4907195;DEBY_LOD2_4907198;DEBY_LOD2_4907199;DEBY_LOD2_4907202;DEBY_LOD2_4907208;DEBY_LOD2_4907505;DEBY_LOD2_4908168;DEBY_LOD2_4908172;DEBY_LOD2_4908178;DEBY_LOD2_4908179;DEBY_LOD2_4908351;DEBY_LOD2_60098;DEBY_LOD2_60109;DEBY_LOD2_8568391;DEBY_LOD2_8568392
C195,195,no,,26,13,7,7,0,0,1_textureless:4;3_coverage:2;4_impossible:1,pointcloud_unusable_no_points:7,7,가림:1;무텍스처:2;복합(소형+가림):2;복합(소형+재질):1;복합(저조도+가림):1,,0.000,135.280,0.112,75.001,0.569,690729.070,5335919.796,690928.630,5336140.538,297.576,0,present,yes,present,yes,present,no,DEBY_LOD2_104583794;DEBY_LOD2_108247349;DEBY_LOD2_108247350;DEBY_LOD2_108247351;DEBY_LOD2_4906965;DEBY_LOD2_4907184;DEBY_LOD2_4907185;DEBY_LOD2_4907186;DEBY_LOD2_4907187;DEBY_LOD2_4907188;DEBY_LOD2_4907194;DEBY_LOD2_4907195;DEBY_LOD2_4907198;DEBY_LOD2_4907199;DEBY_LOD2_4907202;DEBY_LOD2_4907208;DEBY_LOD2_4907505;DEBY_LOD2_4908168;DEBY_LOD2_4908172;DEBY_LOD2_4908178;DEBY_LOD2_4908179;DEBY_LOD2_4908351;DEBY_LOD2_60098;DEBY_LOD2_60109;DEBY_LOD2_8568391;DEBY_LOD2_8568392
C196,196,no,,25,13,6,6,0,0,1_textureless:4;3_coverage:1;4_impossible:1,pointcloud_unusable_no_points:6,6,가림:1;무텍스처:2;복합(소형+가림):1;복합(소형+재질):1;복합(저조도+가림):1,,0.000,134.980,0.114,75.129,0.576,690729.070,5335919.796,690928.630,5336140.538,297.576,0,present,yes,present,yes,present,no,DEBY_LOD2_108247349;DEBY_LOD2_108247350;DEBY_LOD2_108247351;DEBY_LOD2_4906965;DEBY_LOD2_4907184;DEBY_LOD2_4907185;DEBY_LOD2_4907186;DEBY_LOD2_4907187;DEBY_LOD2_4907188;DEBY_LOD2_4907194;DEBY_LOD2_4907195;DEBY_LOD2_4907198;DEBY_LOD2_4907199;DEBY_LOD2_4907202;DEBY_LOD2_4907208;DEBY_LOD2_4907505;DEBY_LOD2_4908168;DEBY_LOD2_4908172;DEBY_LOD2_4908178;DEBY_LOD2_4908179;DEBY_LOD2_4908351;DEBY_LOD2_60098;DEBY_LOD2_60109;DEBY_LOD2_8568391;DEBY_LOD2_8568392
