building_id,texture_low_gradient_fraction,texture_grad_p10,dense_point_count,dense_point_density_m2,coverage_frac,n_views_nadir,frac_views_incidence_le60,recon_score_median,footprint_area_m2,label_source,manual_split,dense_split,combined_split,expected_tier,primary_assignment,primary_rule_path,primary_nonwell_candidate,queue_inclusion_reason,fm_dense_status,fm_dense_selected_dlt_point_count,fm_dense_footprint_inside_point_count,fm_dense_inside_z_median_m,fm_dense_inside_z_mad_m,fm_dense_coverage_ratio,fm_dense_selected_pair_count,fm_dense_completed_pair_count,fm_dense_elapsed_seconds,fm_dense_new_mast3r_inference_runs,fm_dense_cache_reuse_runs,fm_dense_origin_new_mast3r_inference_runs,fm_dense_count_threshold,fm_sparse_status_reference,fm_sparse_selected_dlt_point_count_reference,fm_sparse_footprint_inside_point_count_reference,fm_sparse_inside_z_median_m_reference,fm_sparse_inside_z_mad_m_reference,outline_observable,formula_assignment,size_rule_assignment,override_assignment,override_evidence,override_applied,map_assignment,conditional_generation_target,dense_assembled,manual_split_seed,dense_split_seed,learning_runs_started,new_inference_type
DEBY_LOD2_108580336,0.288000000,0.007100000,1756363.000000000,365.950712000,1.000000000,2.510000000,0.121000000,69.916000000,4799.469000000,dense_success_positive,not_manual,validation,validation,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,complete,11343,3163,536.422780,5.448025,true,well_textured,well_textured,,,false,well_textured,false,1,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_42364607,0.374000000,0.004400000,0.000000000,0.000000000,0.000000000,0.000000000,0.119000000,81.117000000,90.441000000,manual_review_judgments,validation,not_dense_success,validation,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,,,,,,true,well_textured,well_textured,,,false,well_textured,false,0,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_42364609,0.546000000,0.006200000,506.000000000,30.768567000,0.835821000,0.000000000,0.244000000,114.120000000,16.445000000,unlabeled,not_manual,not_dense_success,unlabeled,,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,complete,22736,10811,517.461935,0.110847,true,well_textured,indeterminate_small,,,false,indeterminate_small,false,0,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_42364657,0.382000000,0.006200000,5984.000000000,55.768340000,0.990676000,0.000000000,0.156000000,81.005000000,107.301000000,dense_success_positive,not_manual,validation,validation,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,complete,23522,6032,517.407257,0.142536,true,well_textured,well_textured,,,false,well_textured,false,1,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_42364659,0.522000000,0.006200000,6743.000000000,102.012683000,1.000000000,10.670000000,0.307000000,197.061000000,66.102000000,unlabeled,not_manual,not_dense_success,unlabeled,,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,complete,24361,8855,517.020561,0.420886,true,well_textured,well_textured,,,false,well_textured,false,0,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_42364663,0.446000000,0.004400000,100215.000000000,2373.928558000,1.000000000,4.830000000,0.225000000,143.837000000,42.215000000,dense_success_positive,not_manual,calibration,calibration,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,complete,16332,346,531.135370,1.814334,true,well_textured,indeterminate_small,,,false,indeterminate_small,false,1,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_42364665,0.520000000,0.004400000,46684.000000000,947.378910000,1.000000000,4.170000000,0.256000000,154.321000000,49.277000000,dense_success_positive,not_manual,validation,validation,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,complete,19024,2869,525.678875,0.292911,true,well_textured,indeterminate_small,,,false,indeterminate_small,false,1,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_42364667,0.567000000,0.004400000,68673.000000000,1502.521536000,1.000000000,4.160000000,0.307000000,147.648000000,45.705000000,dense_success_positive,not_manual,validation,validation,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,complete,19103,3460,525.797913,0.313099,true,well_textured,indeterminate_small,,,false,indeterminate_small,false,1,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4906965,0.603000000,0.002800000,3374580.000000000,1287.380232000,1.000000000,4.150000000,0.367000000,128.726000000,2621.250000000,dense_success_positive,not_manual,calibration,calibration,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,complete,6879,3109,536.038465,3.226125,true,well_textured,well_textured,,,false,well_textured,false,1,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4906966,0.537000000,0.004400000,1900822.000000000,1322.751904000,1.000000000,4.790000000,0.275000000,119.250000000,1437.016000000,dense_success_positive,not_manual,validation,validation,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,complete,14967,2377,534.105523,1.085974,true,well_textured,well_textured,,,false,well_textured,false,1,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4906967,0.444000000,0.004400000,2037552.000000000,793.410241000,0.998832000,4.720000000,0.292000000,136.418000000,2568.094000000,dense_success_positive,not_manual,calibration,calibration,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,complete,24756,17404,532.337994,3.797112,true,well_textured,well_textured,,,false,well_textured,false,1,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4906968,0.768000000,0.007100000,765536.000000000,429.739349000,0.982599000,3.830000000,0.237000000,105.376000000,1781.398000000,dense_success_positive,not_manual,calibration,calibration,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,complete,6744,1607,538.073273,0.842909,true,well_textured,well_textured,,,false,well_textured,false,1,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4906969,0.506000000,0.004400000,44004.000000000,253.812538000,1.000000000,4.310000000,0.176000000,124.098000000,173.375000000,dense_success_positive,not_manual,calibration,calibration,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,complete,24116,14956,526.791341,2.862601,true,well_textured,well_textured,,,false,well_textured,false,1,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4906970,0.533000000,0.002000000,129621.000000000,839.021106000,1.000000000,4.100000000,0.493000000,180.271000000,154.490000000,dense_success_positive,not_manual,calibration,calibration,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,complete,26507,14196,534.308369,1.364884,true,well_textured,well_textured,,,false,well_textured,false,1,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4906972,0.125000000,0.018500000,155102.000000000,418.050661000,1.000000000,6.970000000,0.378000000,158.726000000,371.016000000,dense_success_positive,not_manual,validation,validation,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,complete,26014,15110,533.303250,1.013434,true,well_textured,well_textured,,,false,well_textured,false,1,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4906973,0.633000000,0.004400000,11718.000000000,211.917512000,1.000000000,6.700000000,0.275000000,167.405000000,55.297000000,dense_success_positive,not_manual,calibration,calibration,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,complete,21489,10284,519.276361,0.219073,true,well_textured,well_textured,,,false,well_textured,false,1,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4906974,0.380000000,0.007100000,101961.000000000,323.343791000,1.000000000,6.270000000,0.200000000,148.320000000,315.332000000,dense_success_positive,not_manual,validation,validation,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,complete,18955,5724,525.782023,0.200817,true,well_textured,well_textured,,,false,well_textured,false,1,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4906975,0.574000000,0.005900000,425991.000000000,235.922789000,0.999862000,4.290000000,0.198000000,141.185000000,1805.656000000,dense_success_positive,not_manual,validation,validation,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,complete,10233,2394,530.274258,0.845238,true,well_textured,well_textured,,,false,well_textured,false,1,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4906976,0.311000000,0.008100000,169327.000000000,620.053046000,1.000000000,3.170000000,0.256000000,150.624000000,273.078000000,dense_success_positive,not_manual,calibration,calibration,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,complete,23331,13490,534.128390,1.166509,true,well_textured,well_textured,,,false,well_textured,false,1,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4906977,0.727000000,0.003900000,138272.000000000,260.513362000,1.000000000,2.850000000,0.177000000,97.379000000,530.766000000,dense_success_positive,not_manual,calibration,calibration,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,complete,4921,1852,535.987635,0.898364,true,well_textured,well_textured,,,false,well_textured,false,1,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4906980,0.576000000,0.004400000,11341.000000000,252.434813000,0.977778000,4.700000000,0.161000000,126.712000000,44.926000000,dense_success_positive,not_manual,validation,validation,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,complete,16423,6885,533.302170,0.589475,true,well_textured,indeterminate_small,,,false,indeterminate_small,false,1,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4906981,0.498000000,0.005900000,802816.000000000,565.367899000,1.000000000,3.290000000,0.162000000,94.678000000,1419.988000000,dense_success_positive,not_manual,validation,validation,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,complete,9389,2391,536.617436,0.976706,true,well_textured,well_textured,,,false,well_textured,false,1,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4906982,0.238000000,0.011100000,524812.000000000,378.815324000,1.000000000,9.140000000,0.309000000,193.475000000,1385.406000000,dense_success_positive,not_manual,validation,validation,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,complete,7573,5111,537.025674,0.277960,true,well_textured,well_textured,,,false,well_textured,false,1,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4906983,0.538000000,0.004400000,140474.000000000,150.596106000,1.000000000,4.870000000,0.261000000,133.168000000,932.787000000,dense_success_positive,not_manual,calibration,calibration,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,complete,2931,59,533.386612,4.016353,true,well_textured,well_textured,,,false,well_textured,false,1,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4906984,0.772000000,0.003900000,20397.000000000,82.770895000,1.000000000,4.890000000,0.322000000,141.742000000,246.428000000,dense_success_positive,not_manual,validation,validation,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,complete,23277,12546,519.909122,0.270368,true,well_textured,well_textured,,,false,well_textured,false,1,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4906985,0.254000000,0.011400000,158631.000000000,181.126329000,1.000000000,3.080000000,0.224000000,83.287000000,875.803000000,dense_success_positive,not_manual,calibration,calibration,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,complete,8297,6685,538.064426,0.258413,true,well_textured,well_textured,,,false,well_textured,false,1,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4906986,0.541000000,0.004400000,29991.000000000,126.957601000,1.000000000,4.540000000,0.214000000,119.621000000,236.227000000,dense_success_positive,not_manual,calibration,calibration,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,complete,21376,8163,529.548950,0.297373,true,well_textured,well_textured,,,false,well_textured,false,1,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4906987,0.381000000,0.004400000,32641.000000000,141.012246000,1.000000000,8.130000000,0.227000000,124.032000000,231.477000000,dense_success_positive,not_manual,calibration,calibration,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,complete,24554,10374,529.523221,0.288617,true,well_textured,well_textured,,,false,well_textured,false,1,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4906988,0.335000000,0.006200000,9620.000000000,73.438478000,1.000000000,4.950000000,0.202000000,115.552000000,130.994000000,dense_success_positive,not_manual,validation,validation,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,complete,16193,7323,526.721049,0.242957,true,well_textured,well_textured,,,false,well_textured,false,1,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4906989,0.308000000,0.008300000,28795.000000000,89.729170000,0.685892000,1.560000000,0.262000000,69.829000000,320.910000000,dense_success_positive,not_manual,calibration,calibration,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,complete,3106,1382,535.963590,0.921548,true,well_textured,well_textured,,,false,well_textured,false,1,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4906991,0.240000000,0.009800000,9947.000000000,59.320778000,1.000000000,3.010000000,0.095000000,87.630000000,167.684000000,dense_success_positive,not_manual,calibration,calibration,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,complete,24915,11962,527.017742,0.296396,true,well_textured,well_textured,,,false,well_textured,false,1,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4906998,0.478000000,0.004400000,14119.000000000,43.264607000,0.533231000,0.000000000,0.348000000,22.571000000,326.336000000,dense_success_positive,not_manual,calibration,calibration,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,complete,2499,0,,,true,well_textured,well_textured,,,false,well_textured,false,1,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4906999,0.464000000,0.004400000,0.000000000,0.000000000,0.000000000,0.000000000,0.348000000,1.980000000,221.160000000,manual_review_judgments,validation,not_dense_success,validation,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,,,,,,true,well_textured,well_textured,,,false,well_textured,false,0,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4907012,0.658000000,0.002000000,0.000000000,0.000000000,0.000000000,0.000000000,0.316000000,0.000000000,51.113000000,manual_review_judgments,validation,not_dense_success,validation,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,,,,,,true,well_textured,well_textured,,,false,well_textured,false,0,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4907013,0.392000000,0.002000000,0.000000000,0.000000000,0.000000000,0.000000000,0.295000000,0.000000000,116.320000000,manual_review_judgments,validation,not_dense_success,validation,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,,,,,,true,well_textured,well_textured,,,false,well_textured,false,0,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4907014,0.389000000,0.005900000,0.000000000,0.000000000,0.000000000,0.000000000,0.538000000,0.000000000,149.949000000,manual_review_judgments,calibration,not_dense_success,calibration,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,,,,,,true,well_textured,well_textured,,,false,well_textured,false,0,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4907015,0.291000000,0.009800000,0.000000000,0.000000000,0.000000000,0.000000000,0.494000000,0.000000000,168.434000000,manual_review_judgments,calibration,not_dense_success,calibration,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,,,,,,true,well_textured,well_textured,,,false,well_textured,false,0,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4907016,0.585000000,0.004400000,0.000000000,0.000000000,0.000000000,0.000000000,0.606000000,5.989000000,282.211000000,manual_review_judgments,validation,not_dense_success,validation,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,,,,,,true,well_textured,well_textured,,,false,well_textured,false,0,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4907017,0.625000000,0.002000000,53.000000000,0.184237000,0.010435000,0.000000000,0.607000000,21.987000000,287.672000000,dense_success_positive,not_manual,validation,validation,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,,,,,,true,well_textured,well_textured,,,false,well_textured,false,1,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4907018,0.846000000,0.002800000,20738.000000000,80.600030000,0.966019000,0.000000000,0.381000000,51.317000000,257.297000000,dense_success_positive,not_manual,validation,validation,well_textured,outline_only,texture_low_gradient_fraction<=0.804:gt,true,primary_nonwell,complete,0,0,,,0.000000,10,10,6.764889,0,10,10,1,,,,,,true,outline_only,outline_only,,,false,outline_only,true,1,20260718,20260719,0,R1prime-3_FM_dense_dial_2px
DEBY_LOD2_4907019,0.671000000,0.005900000,0.000000000,0.000000000,0.000000000,0.000000000,0.175000000,0.318000000,206.424000000,manual_review_judgments,calibration,not_dense_success,calibration,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,,,,,,true,well_textured,well_textured,,,false,well_textured,false,0,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4907020,0.518000000,0.004400000,20614.000000000,62.361993000,0.879637000,0.000000000,0.241000000,95.943000000,330.555000000,dense_success_positive,not_manual,calibration,calibration,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,complete,7398,3131,533.734966,1.363034,true,well_textured,well_textured,,,false,well_textured,false,1,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4907021,0.239000000,0.010600000,0.000000000,0.000000000,0.000000000,0.000000000,0.148000000,72.404000000,249.031000000,manual_review_judgments,calibration,not_dense_success,calibration,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,,,,,,true,well_textured,well_textured,,,false,well_textured,false,0,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4907022,0.706000000,0.003900000,0.000000000,0.000000000,0.000000000,0.000000000,0.125000000,64.384000000,240.906000000,manual_review_judgments,validation,not_dense_success,validation,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,,,,,,true,well_textured,well_textured,,,false,well_textured,false,0,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4907023,0.338000000,0.007100000,18768.000000000,103.557800000,0.983516000,0.000000000,0.285000000,76.869000000,181.232000000,dense_success_positive,not_manual,validation,validation,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,complete,7392,3521,534.439588,1.098357,true,well_textured,well_textured,,,false,well_textured,false,1,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4907024,0.806000000,0.002000000,20800.000000000,71.964919000,0.957576000,0.000000000,0.252000000,2.834000000,289.031000000,dense_success_positive,not_manual,validation,validation,well_textured,outline_only,texture_low_gradient_fraction<=0.804:gt,true,primary_nonwell,complete,0,0,,,0.000000,10,10,7.650402,0,10,10,1,,,,,,true,outline_only,outline_only,,,false,outline_only,true,1,20260718,20260719,0,R1prime-3_FM_dense_dial_2px
DEBY_LOD2_4907025,0.604000000,0.002800000,85743.000000000,182.915068000,0.970714000,0.070000000,0.407000000,108.330000000,468.750000000,dense_success_positive,not_manual,validation,validation,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,complete,20466,8653,534.787411,1.028809,true,well_textured,well_textured,,,false,well_textured,false,1,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4907026,0.428000000,0.005900000,3170.000000000,23.889850000,0.438795000,0.000000000,0.245000000,38.920000000,132.693000000,dense_success_positive,not_manual,calibration,calibration,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,complete,15598,0,,,true,well_textured,well_textured,,,false,well_textured,false,1,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4907027,0.708000000,0.003900000,38.000000000,0.143758000,0.033050000,0.000000000,0.263000000,11.702000000,264.336000000,manual_review_judgments,calibration,not_dense_success,calibration,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,,,,,,true,well_textured,well_textured,,,false,well_textured,false,0,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4907028,0.708000000,0.002000000,46.000000000,0.230393000,0.040050000,0.000000000,0.286000000,23.884000000,199.660000000,dense_success_positive,not_manual,validation,validation,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,,,,,,true,well_textured,well_textured,,,false,well_textured,false,1,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4907029,0.538000000,0.005500000,0.000000000,0.000000000,0.000000000,0.000000000,0.061000000,0.769000000,425.699000000,unlabeled,not_manual,not_dense_success,unlabeled,,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,,,,,,true,well_textured,well_textured,,,false,well_textured,false,0,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4907030,0.644000000,0.003900000,0.000000000,0.000000000,0.000000000,0.000000000,0.228000000,3.245000000,177.418000000,manual_review_judgments,calibration,not_dense_success,calibration,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,,,,,,true,well_textured,well_textured,,,false,well_textured,false,0,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4907031,0.578000000,0.005500000,0.000000000,0.000000000,0.000000000,0.000000000,0.199000000,0.912000000,163.719000000,manual_review_judgments,validation,not_dense_success,validation,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,,,,,,true,well_textured,well_textured,,,false,well_textured,false,0,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4907032,0.519000000,0.004400000,0.000000000,0.000000000,0.000000000,0.000000000,0.216000000,0.000000000,375.523000000,manual_review_judgments,calibration,not_dense_success,calibration,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,,,,,,true,well_textured,well_textured,,,false,well_textured,false,0,20260718,20260719,0,none; existing measurements reused read-only
