run_id,building_id,arm,replicate,delta_m,cell_ix,cell_iy,cell_center_x,cell_center_y,region,p0_base_signed_error_m,perturbed_p0_signed_error_m,perturbed_p0_abs_error_m,post_gs_point_count,post_gs_signed_error_m,post_gs_abs_error_m,return_amount_m,return_condition_met,coverage_grid_m,score_status
gs_e5_C001_s3ap_b4907199_a1_dz_m4_r1,DEBY_LOD2_4907199,a1,r1,-4.000000000,1381584,10672104,690792.250000000,5336052.250000000,interior,-0.302342755,-4.302342755,4.302342755,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m4_r1,DEBY_LOD2_4907199,a1,r1,-4.000000000,1381584,10672105,690792.250000000,5336052.750000000,interior,-0.308532172,-4.308532172,4.308532172,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m4_r1,DEBY_LOD2_4907199,a1,r1,-4.000000000,1381584,10672106,690792.250000000,5336053.250000000,edge,-0.314721588,-4.314721588,4.314721588,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m4_r1,DEBY_LOD2_4907199,a1,r1,-4.000000000,1381584,10672107,690792.250000000,5336053.750000000,edge,-0.320911005,-4.320911005,4.320911005,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m4_r1,DEBY_LOD2_4907199,a1,r1,-4.000000000,1381584,10672108,690792.250000000,5336054.250000000,edge,-0.327100421,-4.327100421,4.327100421,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m4_r1,DEBY_LOD2_4907199,a1,r1,-4.000000000,1381584,10672109,690792.250000000,5336054.750000000,edge,-0.333289837,-4.333289837,4.333289837,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m4_r1,DEBY_LOD2_4907199,a1,r1,-4.000000000,1381584,10672110,690792.250000000,5336055.250000000,edge,-0.338883573,-4.338883573,4.338883573,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m4_r1,DEBY_LOD2_4907199,a1,r1,-4.000000000,1381584,10672111,690792.250000000,5336055.750000000,edge,-0.342540923,-4.342540923,4.342540923,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m4_r1,DEBY_LOD2_4907199,a1,r1,-4.000000000,1381584,10672112,690792.410701169,5336056.250000000,edge,-0.344213631,-4.344213631,4.344213631,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m4_r1,DEBY_LOD2_4907199,a1,r1,-4.000000000,1381584,10672113,690792.479088064,5336056.610120879,edge,-0.345418384,-4.345418384,4.345418384,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m4_r1,DEBY_LOD2_4907199,a1,r1,-4.000000000,1381585,10672100,690792.875000000,5336050.330874471,edge,-0.248855355,-4.248855355,4.248855355,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m4_r1,DEBY_LOD2_4907199,a1,r1,-4.000000000,1381585,10672101,690792.750000000,5336050.750000000,edge,-0.259989813,-4.259989813,4.259989813,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m4_r1,DEBY_LOD2_4907199,a1,r1,-4.000000000,1381585,10672102,690792.750000000,5336051.250000000,edge,-0.266179230,-4.266179230,4.266179230,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m4_r1,DEBY_LOD2_4907199,a1,r1,-4.000000000,1381585,10672103,690792.750000000,5336051.750000000,interior,-0.272368646,-4.272368646,4.272368646,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m4_r1,DEBY_LOD2_4907199,a1,r1,-4.000000000,1381585,10672104,690792.750000000,5336052.250000000,interior,-0.278558063,-4.278558063,4.278558063,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m4_r1,DEBY_LOD2_4907199,a1,r1,-4.000000000,1381585,10672105,690792.750000000,5336052.750000000,interior,-0.284747479,-4.284747479,4.284747479,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m4_r1,DEBY_LOD2_4907199,a1,r1,-4.000000000,1381585,10672106,690792.750000000,5336053.250000000,interior,-0.290936895,-4.290936895,4.290936895,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m4_r1,DEBY_LOD2_4907199,a1,r1,-4.000000000,1381585,10672107,690792.750000000,5336053.750000000,interior,-0.297126312,-4.297126312,4.297126312,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m4_r1,DEBY_LOD2_4907199,a1,r1,-4.000000000,1381585,10672108,690792.750000000,5336054.250000000,interior,-0.303315728,-4.303315728,4.303315728,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m4_r1,DEBY_LOD2_4907199,a1,r1,-4.000000000,1381585,10672109,690792.750000000,5336054.750000000,edge,-0.309505144,-4.309505144,4.309505144,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m4_r1,DEBY_LOD2_4907199,a1,r1,-4.000000000,1381585,10672110,690792.750000000,5336055.250000000,edge,-0.315694561,-4.315694561,4.315694561,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m4_r1,DEBY_LOD2_4907199,a1,r1,-4.000000000,1381585,10672111,690792.750000000,5336055.750000000,edge,-0.321883977,-4.321883977,4.321883977,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m4_r1,DEBY_LOD2_4907199,a1,r1,-4.000000000,1381585,10672112,690792.750000000,5336056.250000000,edge,-0.328073394,-4.328073394,4.328073394,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m4_r1,DEBY_LOD2_4907199,a1,r1,-4.000000000,1381585,10672113,690792.750000000,5336056.750000000,edge,-0.334362391,-4.334362391,4.334362391,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m4_r1,DEBY_LOD2_4907199,a1,r1,-4.000000000,1381585,10672114,690792.750000000,5336057.250000000,edge,-0.335666698,-4.335666698,4.335666698,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m4_r1,DEBY_LOD2_4907199,a1,r1,-4.000000000,1381585,10672115,690792.945550918,5336057.750000000,edge,-0.337339406,-4.337339406,4.337339406,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m4_r1,DEBY_LOD2_4907199,a1,r1,-4.000000000,1381585,10672116,690792.996512938,5336058.018362638,edge,-0.338237190,-4.338237190,4.338237190,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m4_r1,DEBY_LOD2_4907199,a1,r1,-4.000000000,1381586,10672100,690793.250000000,5336050.250000000,edge,-0.231437262,-4.231437262,4.231437262,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m4_r1,DEBY_LOD2_4907199,a1,r1,-4.000000000,1381586,10672101,690793.250000000,5336050.750000000,edge,-0.236205120,-4.236205120,4.236205120,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m4_r1,DEBY_LOD2_4907199,a1,r1,-4.000000000,1381586,10672102,690793.250000000,5336051.250000000,interior,-0.242394537,-4.242394537,4.242394537,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m4_r1,DEBY_LOD2_4907199,a1,r1,-4.000000000,1381586,10672103,690793.250000000,5336051.750000000,interior,-0.248583953,-4.248583953,4.248583953,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m4_r1,DEBY_LOD2_4907199,a1,r1,-4.000000000,1381586,10672104,690793.250000000,5336052.250000000,interior,-0.254773370,-4.254773370,4.254773370,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m4_r1,DEBY_LOD2_4907199,a1,r1,-4.000000000,1381586,10672105,690793.250000000,5336052.750000000,interior,-0.260962786,-4.260962786,4.260962786,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m4_r1,DEBY_LOD2_4907199,a1,r1,-4.000000000,1381586,10672106,690793.250000000,5336053.250000000,interior,-0.267152202,-4.267152202,4.267152202,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m4_r1,DEBY_LOD2_4907199,a1,r1,-4.000000000,1381586,10672107,690793.250000000,5336053.750000000,interior,-0.273341619,-4.273341619,4.273341619,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m4_r1,DEBY_LOD2_4907199,a1,r1,-4.000000000,1381586,10672108,690793.250000000,5336054.250000000,interior,-0.279531035,-4.279531035,4.279531035,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m4_r1,DEBY_LOD2_4907199,a1,r1,-4.000000000,1381586,10672109,690793.250000000,5336054.750000000,interior,-0.285720452,-4.285720452,4.285720452,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m4_r1,DEBY_LOD2_4907199,a1,r1,-4.000000000,1381586,10672110,690793.250000000,5336055.250000000,interior,-0.291909868,-4.291909868,4.291909868,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m4_r1,DEBY_LOD2_4907199,a1,r1,-4.000000000,1381586,10672111,690793.250000000,5336055.750000000,interior,-0.298099284,-4.298099284,4.298099284,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m4_r1,DEBY_LOD2_4907199,a1,r1,-4.000000000,1381586,10672112,690793.250000000,5336056.250000000,edge,-0.304288701,-4.304288701,4.304288701,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m4_r1,DEBY_LOD2_4907199,a1,r1,-4.000000000,1381586,10672113,690793.250000000,5336056.750000000,edge,-0.310478117,-4.310478117,4.310478117,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m4_r1,DEBY_LOD2_4907199,a1,r1,-4.000000000,1381586,10672114,690793.250000000,5336057.250000000,edge,-0.316667533,-4.316667533,4.316667533,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m4_r1,DEBY_LOD2_4907199,a1,r1,-4.000000000,1381586,10672115,690793.250000000,5336057.750000000,edge,-0.322856950,-4.322856950,4.322856950,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m4_r1,DEBY_LOD2_4907199,a1,r1,-4.000000000,1381586,10672116,690793.250000000,5336058.250000000,edge,-0.327181197,-4.327181197,4.327181197,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m4_r1,DEBY_LOD2_4907199,a1,r1,-4.000000000,1381586,10672117,690793.385450751,5336058.750000000,edge,-0.328792474,-4.328792474,4.328792474,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m4_r1,DEBY_LOD2_4907199,a1,r1,-4.000000000,1381586,10672118,690793.466462855,5336059.176604396,edge,-0.330219642,-4.330219642,4.330219642,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m4_r1,DEBY_LOD2_4907199,a1,r1,-4.000000000,1381587,10672099,690793.891846690,5336049.912440056,edge,-0.195304853,-4.195304853,4.195304853,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m4_r1,DEBY_LOD2_4907199,a1,r1,-4.000000000,1381587,10672100,690793.750000000,5336050.250000000,edge,-0.206399845,-4.206399845,4.206399845,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m4_r1,DEBY_LOD2_4907199,a1,r1,-4.000000000,1381587,10672101,690793.750000000,5336050.750000000,edge,-0.212420428,-4.212420428,4.212420428,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m4_r1,DEBY_LOD2_4907199,a1,r1,-4.000000000,1381587,10672102,690793.750000000,5336051.250000000,interior,-0.218609844,-4.218609844,4.218609844,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m4_r1,DEBY_LOD2_4907199,a1,r1,-4.000000000,1381587,10672103,690793.750000000,5336051.750000000,interior,-0.224799260,-4.224799260,4.224799260,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m4_r1,DEBY_LOD2_4907199,a1,r1,-4.000000000,1381587,10672104,690793.750000000,5336052.250000000,interior,-0.230988677,-4.230988677,4.230988677,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m4_r1,DEBY_LOD2_4907199,a1,r1,-4.000000000,1381587,10672105,690793.750000000,5336052.750000000,interior,-0.237178093,-4.237178093,4.237178093,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m4_r1,DEBY_LOD2_4907199,a1,r1,-4.000000000,1381587,10672106,690793.750000000,5336053.250000000,interior,-0.243367509,-4.243367509,4.243367509,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m4_r1,DEBY_LOD2_4907199,a1,r1,-4.000000000,1381587,10672107,690793.750000000,5336053.750000000,interior,-0.249556926,-4.249556926,4.249556926,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m4_r1,DEBY_LOD2_4907199,a1,r1,-4.000000000,1381587,10672108,690793.750000000,5336054.250000000,interior,-0.255746342,-4.255746342,4.255746342,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m4_r1,DEBY_LOD2_4907199,a1,r1,-4.000000000,1381587,10672109,690793.750000000,5336054.750000000,interior,-0.261935759,-4.261935759,4.261935759,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m4_r1,DEBY_LOD2_4907199,a1,r1,-4.000000000,1381587,10672110,690793.750000000,5336055.250000000,interior,-0.268125175,-4.268125175,4.268125175,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m4_r1,DEBY_LOD2_4907199,a1,r1,-4.000000000,1381587,10672111,690793.750000000,5336055.750000000,interior,-0.274314591,-4.274314591,4.274314591,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m4_r1,DEBY_LOD2_4907199,a1,r1,-4.000000000,1381587,10672112,690793.750000000,5336056.250000000,interior,-0.280504008,-4.280504008,4.280504008,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m4_r1,DEBY_LOD2_4907199,a1,r1,-4.000000000,1381587,10672113,690793.750000000,5336056.750000000,interior,-0.286693424,-4.286693424,4.286693424,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m4_r1,DEBY_LOD2_4907199,a1,r1,-4.000000000,1381587,10672114,690793.750000000,5336057.250000000,edge,-0.292882841,-4.292882841,4.292882841,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m4_r1,DEBY_LOD2_4907199,a1,r1,-4.000000000,1381587,10672115,690793.750000000,5336057.750000000,edge,-0.299072257,-4.299072257,4.299072257,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m4_r1,DEBY_LOD2_4907199,a1,r1,-4.000000000,1381587,10672116,690793.750000000,5336058.250000000,edge,-0.305261673,-4.305261673,4.305261673,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m4_r1,DEBY_LOD2_4907199,a1,r1,-4.000000000,1381587,10672117,690793.750000000,5336058.750000000,edge,-0.311451090,-4.311451090,4.311451090,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m4_r1,DEBY_LOD2_4907199,a1,r1,-4.000000000,1381587,10672118,690793.750000000,5336059.250000000,edge,-0.316731954,-4.316731954,4.316731954,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m4_r1,DEBY_LOD2_4907199,a1,r1,-4.000000000,1381587,10672119,690793.750000000,5336059.750000000,edge,-0.320245541,-4.320245541,4.320245541,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m4_r1,DEBY_LOD2_4907199,a1,r1,-4.000000000,1381587,10672120,690793.920300501,5336060.250000000,edge,-0.321918249,-4.321918249,4.321918249,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m4_r1,DEBY_LOD2_4907199,a1,r1,-4.000000000,1381587,10672121,690793.983887730,5336060.584846154,edge,-0.323038448,-4.323038448,4.323038448,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m4_r1,DEBY_LOD2_4907199,a1,r1,-4.000000000,1381588,10672099,690794.250000000,5336049.750000000,edge,-0.169984933,-4.169984933,4.169984933,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m4_r1,DEBY_LOD2_4907199,a1,r1,-4.000000000,1381588,10672100,690794.250000000,5336050.250000000,edge,-0.182446318,-4.182446318,4.182446318,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m4_r1,DEBY_LOD2_4907199,a1,r1,-4.000000000,1381588,10672101,690794.250000000,5336050.750000000,edge,-0.188635735,-4.188635735,4.188635735,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m4_r1,DEBY_LOD2_4907199,a1,r1,-4.000000000,1381588,10672102,690794.250000000,5336051.250000000,interior,-0.194825151,-4.194825151,4.194825151,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m4_r1,DEBY_LOD2_4907199,a1,r1,-4.000000000,1381588,10672103,690794.250000000,5336051.750000000,interior,-0.201014567,-4.201014567,4.201014567,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m4_r1,DEBY_LOD2_4907199,a1,r1,-4.000000000,1381588,10672104,690794.250000000,5336052.250000000,interior,-0.207203984,-4.207203984,4.207203984,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m4_r1,DEBY_LOD2_4907199,a1,r1,-4.000000000,1381588,10672105,690794.250000000,5336052.750000000,interior,-0.213393400,-4.213393400,4.213393400,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m4_r1,DEBY_LOD2_4907199,a1,r1,-4.000000000,1381588,10672106,690794.250000000,5336053.250000000,interior,-0.219582817,-4.219582817,4.219582817,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m4_r1,DEBY_LOD2_4907199,a1,r1,-4.000000000,1381588,10672107,690794.250000000,5336053.750000000,interior,-0.225772233,-4.225772233,4.225772233,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m4_r1,DEBY_LOD2_4907199,a1,r1,-4.000000000,1381588,10672108,690794.250000000,5336054.250000000,interior,-0.231961649,-4.231961649,4.231961649,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m4_r1,DEBY_LOD2_4907199,a1,r1,-4.000000000,1381588,10672109,690794.250000000,5336054.750000000,interior,-0.238151066,-4.238151066,4.238151066,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m4_r1,DEBY_LOD2_4907199,a1,r1,-4.000000000,1381588,10672110,690794.250000000,5336055.250000000,interior,-0.244340482,-4.244340482,4.244340482,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m4_r1,DEBY_LOD2_4907199,a1,r1,-4.000000000,1381588,10672111,690794.250000000,5336055.750000000,interior,-0.250529898,-4.250529898,4.250529898,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m4_r1,DEBY_LOD2_4907199,a1,r1,-4.000000000,1381588,10672112,690794.250000000,5336056.250000000,interior,-0.256719315,-4.256719315,4.256719315,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m4_r1,DEBY_LOD2_4907199,a1,r1,-4.000000000,1381588,10672113,690794.250000000,5336056.750000000,interior,-0.262908731,-4.262908731,4.262908731,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m4_r1,DEBY_LOD2_4907199,a1,r1,-4.000000000,1381588,10672114,690794.250000000,5336057.250000000,interior,-0.269098148,-4.269098148,4.269098148,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m4_r1,DEBY_LOD2_4907199,a1,r1,-4.000000000,1381588,10672115,690794.250000000,5336057.750000000,interior,-0.275287564,-4.275287564,4.275287564,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m4_r1,DEBY_LOD2_4907199,a1,r1,-4.000000000,1381588,10672116,690794.250000000,5336058.250000000,interior,-0.281476980,-4.281476980,4.281476980,0,,,,false,0.500000000,complete
