run_id,building_id,arm,replicate,perturbation_type,perturbation_value,score_status,score_reason,checkpoint,checkpoint_sha256,prepared_root,fixed_view_count,fixed_views,alpha_min_inclusive,voxel_m,min_observations,sor_neighbors,sor_std_ratio,expected_fused_all,expected_minobs_kept,expected_sor_kept,median_fused_all,median_minobs_kept,median_sor_kept,canonical_depth,roof_evidence_point_count,ground_z_local_m,ground_method,ground_source,minimum_height_above_ground_m,derived_roofprint_area_m2,supplied_footprint_passed_to_roofer,point_evidence_derived_roofprint_passed_to_roofer,fused_inside_point_count,coverage_grid_m,coverage_eligible_cells,coverage_occupied_cells,coverage_ratio,edge_width_m,edge_point_count,edge_coverage_eligible_cells,edge_coverage_occupied_cells,edge_coverage_ratio,interior_point_count,interior_coverage_eligible_cells,interior_coverage_occupied_cells,interior_coverage_ratio,height_error_signed_median_m,height_error_abs_median_m,height_error_mad_m,height_error_rms_m,edge_height_error_signed_median_m,edge_height_error_abs_median_m,edge_height_error_mad_m,edge_height_error_rms_m,interior_height_error_signed_median_m,interior_height_error_abs_median_m,interior_height_error_mad_m,interior_height_error_rms_m,roofer_status,roofer_reason,rf_extrusion_mode,rf_roof_planes,geometry_has_lod22,has_lod22,val3dity_valid,citygml_completeness,citygml_roof_rms_m,substantive_filter,cityjson_path,citygml_roof_point_count,citygml_coverage_eligible_cells,citygml_coverage_occupied_cells,citygml_coverage_ratio,citygml_edge_point_count,citygml_edge_coverage_eligible_cells,citygml_edge_coverage_occupied_cells,citygml_edge_coverage_ratio,citygml_interior_point_count,citygml_interior_coverage_eligible_cells,citygml_interior_coverage_occupied_cells,citygml_interior_coverage_ratio,citygml_height_error_signed_median_m,citygml_height_error_abs_median_m,citygml_height_error_mad_m,citygml_height_error_rms_region_m,citygml_edge_height_error_signed_median_m,citygml_edge_height_error_abs_median_m,citygml_edge_height_error_mad_m,citygml_edge_height_error_rms_m,citygml_interior_height_error_signed_median_m,citygml_interior_height_error_abs_median_m,citygml_interior_height_error_mad_m,citygml_interior_height_error_rms_m,p0_height_error_signed_median_m,p0_height_error_abs_median_m,p0_height_error_mad_m,p0_height_error_rms_m,p0_coverage_ratio,p0_edge_point_count,p0_edge_coverage_ratio,p0_edge_height_error_signed_median_m,p0_edge_height_error_abs_median_m,p0_edge_height_error_mad_m,p0_edge_height_error_rms_m,p0_interior_point_count,p0_interior_coverage_ratio,p0_interior_height_error_signed_median_m,p0_interior_height_error_abs_median_m,p0_interior_height_error_mad_m,p0_interior_height_error_rms_m,gs_edge_abs_error_lt_p0,gs_interior_abs_error_lt_p0,gs_minus_p0_edge_abs_median_m,gs_minus_p0_interior_abs_median_m,p0_has_lod22,p0_substantive_filter,gs_abs_error_lt_p0,gs_p0_comparison_metric,mvs_direct_class6_no_points,mvs_canonical_no_points,mvs_canonical_reason,footprint_role,gt_role,crs,extraction_manifest,roofer_input_manifest
gs_e5_C001_s3ap_b4907199_a1_dz_p4_r1,DEBY_LOD2_4907199,a1,r1,height,4.000000000,complete,,results/tum_transfer/e5_s3ap_phase2/runs/gs_e5_C001_s3ap_b4907199_a1_dz_p4_r1/ckpt/final.pt,fa1f45bb98bab6fb2b39ed055c293f251d925898d88296646c1fd4edb2de4d40,results/tum_transfer/e5_s3ap_phase2/prepared/DEBY_LOD2_4907199,6,DJI_20241217095141_0077_D.png;DJI_20241217095145_0079_D.png;DJI_20241217095147_0080_D.png;DJI_20241217095149_0081_D.png;DJI_20241217095441_0023_D.png;DJI_20241217095531_0048_D.png,0.500000000,0.050000000,3,20,2.000000000,228158,9917,9660,202412,18194,17517,median,17517,-43.342000000,clean exterior 1m-cell q10 lower-mode median,elevation: SfM points3D.bin + dense-init PLY; supplied footprints_aoi geometry used for target exterior/exclusion masks; no LoD2 roof height/plane or ALS elevation,1.500000000,305.000000000,false,true,153,0.500000000,448,36,0.080357143,1.000000000,121,204,26,0.127450980,32,244,10,0.040983607,6.258000000,6.258000000,0.550000000,6.085490669,6.358000000,6.358000000,0.450000000,6.331273973,5.458000000,5.458000000,0.300000000,5.049104029,failure,lod11_fallback,lod11_fallback,None,true,false,false,0.000000000,11.473613553,false,results/tum_transfer/e5_s3ap_phase3/jobs/gs_e5_C001_s3ap_b4907199_a1_dz_p4_r1/cityjson/gs_e5_C001_s3ap_b4907199_a1_dz_p4_r1.city.json,42,448,42,0.093750000,32,204,32,0.156862745,10,244,10,0.040983607,8.358000000,8.358000000,0.000000000,7.497093426,8.358000000,8.358000000,0.000000000,7.572109428,8.358000000,8.358000000,0.000000000,7.251829390,-0.154904640,0.154904640,0.101814674,0.194579178,1.000000000,204,1.000000000,-0.152675466,0.152675466,0.153451741,0.215269945,244,1.000000000,-0.155877613,0.155877613,0.068083580,0.175417054,false,false,6.205324534,5.302122387,false,false,false,fused roof height_error_abs_median_m,false,true,pointcloud_unusable_no_points,score-region and coverage mask opened after Roofer input finalization,LoD2 and supplied footprint are opened by score-job only after fused extraction and Roofer LAS/roofprint construction,EPSG:25832,results/tum_transfer/e5_s3ap_phase3/jobs/gs_e5_C001_s3ap_b4907199_a1_dz_p4_r1/extraction_manifest.json,results/tum_transfer/e5_s3ap_phase3/jobs/gs_e5_C001_s3ap_b4907199_a1_dz_p4_r1/roofer_input_manifest.json
gs_e5_C001_s3ap_b4907199_a1_r2,DEBY_LOD2_4907199,a1,r2,none,0.000000000,complete,,results/tum_transfer/e5_s3ap_phase2/runs/gs_e5_C001_s3ap_b4907199_a1_r2/ckpt/final.pt,85e0df95ca79a9e063dc23f8312551fda248d4acf743d764f36cd6a85aa4529c,results/tum_transfer/e5_s3ap_phase2/prepared/DEBY_LOD2_4907199,6,DJI_20241217095141_0077_D.png;DJI_20241217095145_0079_D.png;DJI_20241217095147_0080_D.png;DJI_20241217095149_0081_D.png;DJI_20241217095441_0023_D.png;DJI_20241217095531_0048_D.png,0.500000000,0.050000000,3,20,2.000000000,228612,10145,10042,201824,18232,17578,median,17561,-43.342000000,clean exterior 1m-cell q10 lower-mode median,elevation: SfM points3D.bin + dense-init PLY; supplied footprints_aoi geometry used for target exterior/exclusion masks; no LoD2 roof height/plane or ALS elevation,1.500000000,319.250000000,false,true,221,0.500000000,448,39,0.087053571,1.000000000,152,204,28,0.137254902,69,244,11,0.045081967,5.608000000,5.608000000,0.950000000,5.968732649,6.208000000,6.208000000,1.000000000,6.389435219,4.958000000,4.958000000,0.400000000,4.916569023,failure,lod11_fallback,lod11_fallback,None,true,false,false,0.000000000,11.271865535,false,results/tum_transfer/e5_s3ap_phase3/jobs/gs_e5_C001_s3ap_b4907199_a1_r2/cityjson/gs_e5_C001_s3ap_b4907199_a1_r2.city.json,46,448,46,0.102678571,35,204,35,0.171568627,11,244,11,0.045081967,8.458000000,8.458000000,0.000000000,8.264863888,8.458000000,8.458000000,0.000000000,8.203224889,8.458000000,8.458000000,0.000000000,8.458000000,-0.154904640,0.154904640,0.101814674,0.194579178,1.000000000,204,1.000000000,-0.152675466,0.152675466,0.153451741,0.215269945,244,1.000000000,-0.155877613,0.155877613,0.068083580,0.175417054,false,false,6.055324534,4.802122387,false,false,false,fused roof height_error_abs_median_m,false,true,pointcloud_unusable_no_points,score-region and coverage mask opened after Roofer input finalization,LoD2 and supplied footprint are opened by score-job only after fused extraction and Roofer LAS/roofprint construction,EPSG:25832,results/tum_transfer/e5_s3ap_phase3/jobs/gs_e5_C001_s3ap_b4907199_a1_r2/extraction_manifest.json,results/tum_transfer/e5_s3ap_phase3/jobs/gs_e5_C001_s3ap_b4907199_a1_r2/roofer_input_manifest.json
gs_e5_C001_s3ap_b4907199_a2_r1,DEBY_LOD2_4907199,a2,r1,none,0.000000000,complete,,results/tum_transfer/e5_s3ap_phase2/runs/gs_e5_C001_s3ap_b4907199_a2_r1/ckpt/final.pt,bd4ba210a01a1264acc6b0110384de456d2953da8b607ca2f3fd8fb1b7c7c3ed,results/tum_transfer/e5_s3ap_phase2/prepared/DEBY_LOD2_4907199,6,DJI_20241217095141_0077_D.png;DJI_20241217095145_0079_D.png;DJI_20241217095147_0080_D.png;DJI_20241217095149_0081_D.png;DJI_20241217095441_0023_D.png;DJI_20241217095531_0048_D.png,0.500000000,0.050000000,3,20,2.000000000,231983,11222,11096,206257,19118,18502,median,18502,-43.342000000,clean exterior 1m-cell q10 lower-mode median,elevation: SfM points3D.bin + dense-init PLY; supplied footprints_aoi geometry used for target exterior/exclusion masks; no LoD2 roof height/plane or ALS elevation,1.500000000,311.000000000,false,true,173,0.500000000,448,53,0.118303571,1.000000000,71,204,29,0.142156863,102,244,24,0.098360656,5.358000000,5.358000000,0.950000000,5.873212763,6.458000000,6.458000000,1.700000000,6.623234757,5.033000000,5.033000000,0.825000000,5.288719709,failure,lod11_fallback,lod11_fallback,None,true,false,false,0.000000000,11.116267237,false,results/tum_transfer/e5_s3ap_phase3/jobs/gs_e5_C001_s3ap_b4907199_a2_r1/cityjson/gs_e5_C001_s3ap_b4907199_a2_r1.city.json,66,448,66,0.147321429,42,204,42,0.205882353,24,244,24,0.098360656,5.057000000,5.057000000,0.000000000,6.895875177,8.507000000,8.507000000,0.000000000,7.753257776,5.057000000,5.057000000,0.000000000,5.057000000,-0.154904640,0.154904640,0.101814674,0.194579178,1.000000000,204,1.000000000,-0.152675466,0.152675466,0.153451741,0.215269945,244,1.000000000,-0.155877613,0.155877613,0.068083580,0.175417054,false,false,6.305324534,4.877122387,false,false,false,fused roof height_error_abs_median_m,false,true,pointcloud_unusable_no_points,score-region and coverage mask opened after Roofer input finalization,LoD2 and supplied footprint are opened by score-job only after fused extraction and Roofer LAS/roofprint construction,EPSG:25832,results/tum_transfer/e5_s3ap_phase3/jobs/gs_e5_C001_s3ap_b4907199_a2_r1/extraction_manifest.json,results/tum_transfer/e5_s3ap_phase3/jobs/gs_e5_C001_s3ap_b4907199_a2_r1/roofer_input_manifest.json
gs_e5_C001_s3ap_b4907199_a2_r2,DEBY_LOD2_4907199,a2,r2,none,0.000000000,complete,,results/tum_transfer/e5_s3ap_phase2/runs/gs_e5_C001_s3ap_b4907199_a2_r2/ckpt/final.pt,129b666f8b6bd1c288903c2f5d842e0d9ab4a594b7a272050c9c5b8bf116b053,results/tum_transfer/e5_s3ap_phase2/prepared/DEBY_LOD2_4907199,6,DJI_20241217095141_0077_D.png;DJI_20241217095145_0079_D.png;DJI_20241217095147_0080_D.png;DJI_20241217095149_0081_D.png;DJI_20241217095441_0023_D.png;DJI_20241217095531_0048_D.png,0.500000000,0.050000000,3,20,2.000000000,236861,11033,10858,210884,18453,17796,median,17796,-43.342000000,clean exterior 1m-cell q10 lower-mode median,elevation: SfM points3D.bin + dense-init PLY; supplied footprints_aoi geometry used for target exterior/exclusion masks; no LoD2 roof height/plane or ALS elevation,1.500000000,292.750000000,false,true,333,0.500000000,448,60,0.133928571,1.000000000,284,204,37,0.181372549,49,244,23,0.094262295,6.008000000,6.008000000,0.750000000,6.189350297,6.258000000,6.258000000,0.750000000,6.405170523,4.858000000,4.858000000,0.550000000,4.749091290,failure,lod11_fallback,lod11_fallback,None,true,false,false,0.000000000,11.346730984,false,results/tum_transfer/e5_s3ap_phase3/jobs/gs_e5_C001_s3ap_b4907199_a2_r2/cityjson/gs_e5_C001_s3ap_b4907199_a2_r2.city.json,67,448,67,0.149553571,44,204,44,0.215686275,23,244,23,0.094262295,8.458000000,8.458000000,0.000000000,8.071858890,8.458000000,8.458000000,0.000000000,8.458000000,8.458000000,8.458000000,0.000000000,7.276277960,-0.154904640,0.154904640,0.101814674,0.194579178,1.000000000,204,1.000000000,-0.152675466,0.152675466,0.153451741,0.215269945,244,1.000000000,-0.155877613,0.155877613,0.068083580,0.175417054,false,false,6.105324534,4.702122387,false,false,false,fused roof height_error_abs_median_m,false,true,pointcloud_unusable_no_points,score-region and coverage mask opened after Roofer input finalization,LoD2 and supplied footprint are opened by score-job only after fused extraction and Roofer LAS/roofprint construction,EPSG:25832,results/tum_transfer/e5_s3ap_phase3/jobs/gs_e5_C001_s3ap_b4907199_a2_r2/extraction_manifest.json,results/tum_transfer/e5_s3ap_phase3/jobs/gs_e5_C001_s3ap_b4907199_a2_r2/roofer_input_manifest.json
gs_e5_C001_s3ap_b8568391_a0_r1,DEBY_LOD2_8568391,a0,r1,none,0.000000000,complete,,results/tum_transfer/e5_s3ap_phase2/runs/gs_e5_C001_s3ap_b8568391_a0_r1/ckpt/final.pt,91c0b4c6200b7574b8739d9bb4309600ce92c2fd1e1ad4975e137348e85d9e78,results/tum_transfer/e5_s3ap_phase2/prepared/DEBY_LOD2_8568391,3,DJI_20241217084901_0194_D.png;DJI_20241217084903_0195_D.png;DJI_20241217095441_0023_D.png,0.500000000,0.050000000,3,20,2.000000000,181658,3,3,161225,358,342,median,342,-43.178000000,clean exterior 1m-cell q10 lower-mode median,elevation: SfM points3D.bin + dense-init PLY; supplied footprints_aoi geometry used for target exterior/exclusion masks; no LoD2 roof height/plane or ALS elevation,1.500000000,28.750000000,false,true,79,0.500000000,265,32,0.120754717,1.000000000,47,153,18,0.117647059,32,112,14,0.125000000,1.757000000,1.757000000,0.200000000,1.700074723,1.857000000,1.857000000,0.150000000,1.877305125,1.207000000,1.207000000,0.450000000,1.399655851,failure,lod11_fallback,lod11_fallback,None,true,false,true,1.000000000,3.040505195,false,results/tum_transfer/e5_s3ap_phase3/jobs/gs_e5_C001_s3ap_b8568391_a0_r1/cityjson/gs_e5_C001_s3ap_b8568391_a0_r1.city.json,35,265,35,0.132075472,21,153,21,0.137254902,14,112,14,0.125000000,2.407000000,2.407000000,0.000000000,2.200146196,2.407000000,2.407000000,0.000000000,2.288137411,2.057000000,2.057000000,0.000000000,2.061128089,0.100236015,0.100236015,0.026485122,0.107120456,1.000000000,153,1.000000000,0.099115304,0.099115304,0.036574337,0.109100089,112,1.000000000,0.101259304,0.101259304,0.017731271,0.104355462,,,1.757884696,1.105740696,false,false,,fused roof height_error_abs_median_m,true,true,pointcloud_unusable_no_points,score-region and coverage mask opened after Roofer input finalization,LoD2 and supplied footprint are opened by score-job only after fused extraction and Roofer LAS/roofprint construction,EPSG:25832,results/tum_transfer/e5_s3ap_phase3/jobs/gs_e5_C001_s3ap_b8568391_a0_r1/extraction_manifest.json,results/tum_transfer/e5_s3ap_phase3/jobs/gs_e5_C001_s3ap_b8568391_a0_r1/roofer_input_manifest.json
gs_e5_C001_s3ap_b8568391_a0_r2,DEBY_LOD2_8568391,a0,r2,none,0.000000000,complete,,results/tum_transfer/e5_s3ap_phase2/runs/gs_e5_C001_s3ap_b8568391_a0_r2/ckpt/final.pt,24e5b2c99e7436e5842d59d32653c453ec3eed7f12b5547c3185d0af2e53cdd5,results/tum_transfer/e5_s3ap_phase2/prepared/DEBY_LOD2_8568391,3,DJI_20241217084901_0194_D.png;DJI_20241217084903_0195_D.png;DJI_20241217095441_0023_D.png,0.500000000,0.050000000,3,20,2.000000000,180251,14,13,163035,311,288,median,288,-43.178000000,clean exterior 1m-cell q10 lower-mode median,elevation: SfM points3D.bin + dense-init PLY; supplied footprints_aoi geometry used for target exterior/exclusion masks; no LoD2 roof height/plane or ALS elevation,1.500000000,25.500000000,false,true,85,0.500000000,265,35,0.132075472,1.000000000,29,153,13,0.084967320,56,112,22,0.196428571,1.457000000,1.457000000,0.150000000,1.423800899,1.357000000,1.357000000,0.150000000,1.313789216,1.557000000,1.557000000,0.200000000,1.477555559,failure,lod11_fallback,lod11_fallback,None,true,false,false,1.000000000,2.336896673,false,results/tum_transfer/e5_s3ap_phase3/jobs/gs_e5_C001_s3ap_b8568391_a0_r2/cityjson/gs_e5_C001_s3ap_b8568391_a0_r2.city.json,37,265,37,0.139622642,15,153,15,0.098039216,22,112,22,0.196428571,1.857000000,1.857000000,0.000000000,1.888632674,1.857000000,1.857000000,0.000000000,1.954329723,1.857000000,1.857000000,0.000000000,1.842496639,0.100236015,0.100236015,0.026485122,0.107120456,1.000000000,153,1.000000000,0.099115304,0.099115304,0.036574337,0.109100089,112,1.000000000,0.101259304,0.101259304,0.017731271,0.104355462,,,1.257884696,1.455740696,false,false,,fused roof height_error_abs_median_m,true,true,pointcloud_unusable_no_points,score-region and coverage mask opened after Roofer input finalization,LoD2 and supplied footprint are opened by score-job only after fused extraction and Roofer LAS/roofprint construction,EPSG:25832,results/tum_transfer/e5_s3ap_phase3/jobs/gs_e5_C001_s3ap_b8568391_a0_r2/extraction_manifest.json,results/tum_transfer/e5_s3ap_phase3/jobs/gs_e5_C001_s3ap_b8568391_a0_r2/roofer_input_manifest.json
gs_e5_C001_s3ap_b8568391_a1_dz_m4_r1,DEBY_LOD2_8568391,a1,r1,height,-4.000000000,partial_no_scored_roof_points,no_roof_evidence,results/tum_transfer/e5_s3ap_phase2/runs/gs_e5_C001_s3ap_b8568391_a1_dz_m4_r1/ckpt/final.pt,5fed66aa064221c106ba501c3c0cfb8ea6a3ada72e29b08715f1f2bb46e7c1ff,results/tum_transfer/e5_s3ap_phase2/prepared/DEBY_LOD2_8568391,3,DJI_20241217084901_0194_D.png;DJI_20241217084903_0195_D.png;DJI_20241217095441_0023_D.png,0.500000000,0.050000000,3,20,2.000000000,171979,172,164,162936,125,115,median,0,-43.178000000,clean exterior 1m-cell q10 lower-mode median,elevation: SfM points3D.bin + dense-init PLY; supplied footprints_aoi geometry used for target exterior/exclusion masks; no LoD2 roof height/plane or ALS elevation,1.500000000,0.000000000,false,false,0,0.500000000,265,0,0.000000000,1.000000000,0,153,0,0.000000000,0,112,0,0.000000000,,,,,,,,,,,,,failed,roofer_exit_125,,,false,false,false,,,false,,0,265,0,0.000000000,0,153,0,0.000000000,0,112,0,0.000000000,,,,,,,,,,,,,0.100236015,0.100236015,0.026485122,0.107120456,1.000000000,153,1.000000000,0.099115304,0.099115304,0.036574337,0.109100089,112,1.000000000,0.101259304,0.101259304,0.017731271,0.104355462,,,,,false,false,,fused roof height_error_abs_median_m,true,true,pointcloud_unusable_no_points,score-region and coverage mask opened after Roofer input finalization,LoD2 and supplied footprint are opened by score-job only after fused extraction and Roofer LAS/roofprint construction,EPSG:25832,results/tum_transfer/e5_s3ap_phase3/jobs/gs_e5_C001_s3ap_b8568391_a1_dz_m4_r1/extraction_manifest.json,results/tum_transfer/e5_s3ap_phase3/jobs/gs_e5_C001_s3ap_b8568391_a1_dz_m4_r1/roofer_input_manifest.json
gs_e5_C001_s3ap_b8568391_a1_dz_m2_r1,DEBY_LOD2_8568391,a1,r1,height,-2.000000000,complete,,results/tum_transfer/e5_s3ap_phase2/runs/gs_e5_C001_s3ap_b8568391_a1_dz_m2_r1/ckpt/final.pt,04d5986e1f27608b206892d8a9fff2172616fa8ded500c319163ffddb4cb8c32,results/tum_transfer/e5_s3ap_phase2/prepared/DEBY_LOD2_8568391,3,DJI_20241217084901_0194_D.png;DJI_20241217084903_0195_D.png;DJI_20241217095441_0023_D.png,0.500000000,0.050000000,3,20,2.000000000,166166,226,212,158522,588,569,median,518,-43.178000000,clean exterior 1m-cell q10 lower-mode median,elevation: SfM points3D.bin + dense-init PLY; supplied footprints_aoi geometry used for target exterior/exclusion masks; no LoD2 roof height/plane or ALS elevation,1.500000000,18.750000000,false,true,249,0.500000000,265,26,0.098113208,1.000000000,61,153,8,0.052287582,188,112,18,0.160714286,-0.543000000,0.543000000,0.050000000,0.531982731,-0.543000000,0.543000000,0.050000000,0.481993623,-0.543000000,0.543000000,0.050000000,0.547222251,failure,lod11_fallback,lod11_fallback,None,true,false,true,1.000000000,0.432547107,false,results/tum_transfer/e5_s3ap_phase3/jobs/gs_e5_C001_s3ap_b8568391_a1_dz_m2_r1/cityjson/gs_e5_C001_s3ap_b8568391_a1_dz_m2_r1.city.json,28,265,28,0.105660377,10,153,10,0.065359477,18,112,18,0.160714286,-0.443000000,0.443000000,0.000000000,0.436028014,-0.443000000,0.443000000,0.000000000,0.423189083,-0.443000000,0.443000000,0.000000000,0.443000000,0.100236015,0.100236015,0.026485122,0.107120456,1.000000000,153,1.000000000,0.099115304,0.099115304,0.036574337,0.109100089,112,1.000000000,0.101259304,0.101259304,0.017731271,0.104355462,false,false,0.443884696,0.441740696,false,false,false,fused roof height_error_abs_median_m,true,true,pointcloud_unusable_no_points,score-region and coverage mask opened after Roofer input finalization,LoD2 and supplied footprint are opened by score-job only after fused extraction and Roofer LAS/roofprint construction,EPSG:25832,results/tum_transfer/e5_s3ap_phase3/jobs/gs_e5_C001_s3ap_b8568391_a1_dz_m2_r1/extraction_manifest.json,results/tum_transfer/e5_s3ap_phase3/jobs/gs_e5_C001_s3ap_b8568391_a1_dz_m2_r1/roofer_input_manifest.json
gs_e5_C001_s3ap_b8568391_a1_dz_m1_r1,DEBY_LOD2_8568391,a1,r1,height,-1.000000000,complete,,results/tum_transfer/e5_s3ap_phase2/runs/gs_e5_C001_s3ap_b8568391_a1_dz_m1_r1/ckpt/final.pt,f4cecd41bbebd080e2b8a6d13b2671e1db3b0bf1a7e56b327cac26c55647b374,results/tum_transfer/e5_s3ap_phase2/prepared/DEBY_LOD2_8568391,3,DJI_20241217084901_0194_D.png;DJI_20241217084903_0195_D.png;DJI_20241217095441_0023_D.png,0.500000000,0.050000000,3,20,2.000000000,165606,386,372,158573,733,700,median,691,-43.178000000,clean exterior 1m-cell q10 lower-mode median,elevation: SfM points3D.bin + dense-init PLY; supplied footprints_aoi geometry used for target exterior/exclusion masks; no LoD2 roof height/plane or ALS elevation,1.500000000,32.250000000,false,true,267,0.500000000,265,42,0.158490566,1.000000000,92,153,16,0.104575163,175,112,26,0.232142857,0.057000000,0.057000000,0.050000000,0.102073686,0.057000000,0.057000000,0.050000000,0.132964036,0.007000000,0.057000000,0.050000000,0.081253571,failure,lod11_fallback,lod11_fallback,None,true,false,true,1.000000000,0.113506309,false,results/tum_transfer/e5_s3ap_phase3/jobs/gs_e5_C001_s3ap_b8568391_a1_dz_m1_r1/cityjson/gs_e5_C001_s3ap_b8568391_a1_dz_m1_r1.city.json,43,265,43,0.162264151,17,153,17,0.111111111,26,112,26,0.232142857,0.107000000,0.107000000,0.000000000,0.126564075,0.107000000,0.107000000,0.000000000,0.151680779,0.107000000,0.107000000,0.000000000,0.107000000,0.100236015,0.100236015,0.026485122,0.107120456,1.000000000,153,1.000000000,0.099115304,0.099115304,0.036574337,0.109100089,112,1.000000000,0.101259304,0.101259304,0.017731271,0.104355462,true,true,-0.042115304,-0.044259304,false,false,true,fused roof height_error_abs_median_m,true,true,pointcloud_unusable_no_points,score-region and coverage mask opened after Roofer input finalization,LoD2 and supplied footprint are opened by score-job only after fused extraction and Roofer LAS/roofprint construction,EPSG:25832,results/tum_transfer/e5_s3ap_phase3/jobs/gs_e5_C001_s3ap_b8568391_a1_dz_m1_r1/extraction_manifest.json,results/tum_transfer/e5_s3ap_phase3/jobs/gs_e5_C001_s3ap_b8568391_a1_dz_m1_r1/roofer_input_manifest.json
gs_e5_C001_s3ap_b8568391_a1_dz_m0p5_r1,DEBY_LOD2_8568391,a1,r1,height,-0.500000000,complete,,results/tum_transfer/e5_s3ap_phase2/runs/gs_e5_C001_s3ap_b8568391_a1_dz_m0p5_r1/ckpt/final.pt,3dcdabd31720a1e587e83e8bca3ea3387d177a7994db3fbc323cdf763dd81166,results/tum_transfer/e5_s3ap_phase2/prepared/DEBY_LOD2_8568391,3,DJI_20241217084901_0194_D.png;DJI_20241217084903_0195_D.png;DJI_20241217095441_0023_D.png,0.500000000,0.050000000,3,20,2.000000000,166731,411,393,158898,684,649,median,649,-43.178000000,clean exterior 1m-cell q10 lower-mode median,elevation: SfM points3D.bin + dense-init PLY; supplied footprints_aoi geometry used for target exterior/exclusion masks; no LoD2 roof height/plane or ALS elevation,1.500000000,38.000000000,false,true,83,0.500000000,265,31,0.116981132,1.000000000,33,153,15,0.098039216,50,112,16,0.142857143,0.157000000,0.157000000,0.050000000,0.233120968,0.257000000,0.257000000,0.100000000,0.301733226,0.157000000,0.157000000,0.050000000,0.173565550,failure,lod11_fallback,lod11_fallback,None,true,false,false,1.000000000,0.365477869,false,results/tum_transfer/e5_s3ap_phase3/jobs/gs_e5_C001_s3ap_b8568391_a1_dz_m0p5_r1/cityjson/gs_e5_C001_s3ap_b8568391_a1_dz_m0p5_r1.city.json,36,265,36,0.135849057,20,153,20,0.130718954,16,112,16,0.142857143,0.307000000,0.307000000,0.149000000,0.330183998,0.307000000,0.307000000,0.149000000,0.385589743,0.232000000,0.232000000,0.075000000,0.243821656,0.100236015,0.100236015,0.026485122,0.107120456,1.000000000,153,1.000000000,0.099115304,0.099115304,0.036574337,0.109100089,112,1.000000000,0.101259304,0.101259304,0.017731271,0.104355462,false,false,0.157884696,0.055740696,false,false,false,fused roof height_error_abs_median_m,true,true,pointcloud_unusable_no_points,score-region and coverage mask opened after Roofer input finalization,LoD2 and supplied footprint are opened by score-job only after fused extraction and Roofer LAS/roofprint construction,EPSG:25832,results/tum_transfer/e5_s3ap_phase3/jobs/gs_e5_C001_s3ap_b8568391_a1_dz_m0p5_r1/extraction_manifest.json,results/tum_transfer/e5_s3ap_phase3/jobs/gs_e5_C001_s3ap_b8568391_a1_dz_m0p5_r1/roofer_input_manifest.json
gs_e5_C001_s3ap_b8568391_a1_r1,DEBY_LOD2_8568391,a1,r1,none,0.000000000,complete,,results/tum_transfer/e5_s3ap_phase2/runs/gs_e5_C001_s3ap_b8568391_a1_r1/ckpt/final.pt,0dd868faf083b972c01170c271b821c479d67d2576d11b329a070ca121c69a78,results/tum_transfer/e5_s3ap_phase2/prepared/DEBY_LOD2_8568391,3,DJI_20241217084901_0194_D.png;DJI_20241217084903_0195_D.png;DJI_20241217095441_0023_D.png,0.500000000,0.050000000,3,20,2.000000000,165480,440,423,156662,810,782,median,782,-43.178000000,clean exterior 1m-cell q10 lower-mode median,elevation: SfM points3D.bin + dense-init PLY; supplied footprints_aoi geometry used for target exterior/exclusion masks; no LoD2 roof height/plane or ALS elevation,1.500000000,35.750000000,false,true,163,0.500000000,265,35,0.132075472,1.000000000,24,153,9,0.058823529,139,112,26,0.232142857,0.657000000,0.657000000,0.050000000,0.626144043,0.707000000,0.707000000,0.050000000,0.689237985,0.657000000,0.657000000,0.050000000,0.614594743,failure,lod11_fallback,lod11_fallback,None,true,false,true,1.000000000,1.050535485,false,results/tum_transfer/e5_s3ap_phase3/jobs/gs_e5_C001_s3ap_b8568391_a1_r1/cityjson/gs_e5_C001_s3ap_b8568391_a1_r1.city.json,41,265,41,0.154716981,15,153,15,0.098039216,26,112,26,0.232142857,0.857000000,0.857000000,0.000000000,0.949906067,0.857000000,0.857000000,0.000000000,1.092382991,0.857000000,0.857000000,0.000000000,0.857000000,0.100236015,0.100236015,0.026485122,0.107120456,1.000000000,153,1.000000000,0.099115304,0.099115304,0.036574337,0.109100089,112,1.000000000,0.101259304,0.101259304,0.017731271,0.104355462,false,false,0.607884696,0.555740696,false,false,false,fused roof height_error_abs_median_m,true,true,pointcloud_unusable_no_points,score-region and coverage mask opened after Roofer input finalization,LoD2 and supplied footprint are opened by score-job only after fused extraction and Roofer LAS/roofprint construction,EPSG:25832,results/tum_transfer/e5_s3ap_phase3/jobs/gs_e5_C001_s3ap_b8568391_a1_r1/extraction_manifest.json,results/tum_transfer/e5_s3ap_phase3/jobs/gs_e5_C001_s3ap_b8568391_a1_r1/roofer_input_manifest.json
