run_name,roofer_repeat,building_id,prep_returncode,n_clip,n_used,n_building,n_building_in_fp,classified_las
gs_e5_C001_acmp_r2,run_3,DEBY_LOD2_4907194,0,8833,8833,8833,57,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r2/run_3/DEBY_LOD2_4907194_run_3_classified.las
gs_e5_C001_acmp_r2,run_3,DEBY_LOD2_4907195,0,20938,20938,20938,1537,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r2/run_3/DEBY_LOD2_4907195_run_3_classified.las
gs_e5_C001_acmp_r2,run_3,DEBY_LOD2_4907198,0,837806,837806,837721,4036,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r2/run_3/DEBY_LOD2_4907198_run_3_classified.las
gs_e5_C001_acmp_r2,run_3,DEBY_LOD2_4907199,0,66991,66991,66906,1474,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r2/run_3/DEBY_LOD2_4907199_run_3_classified.las
gs_e5_C001_acmp_r2,run_3,DEBY_LOD2_4907202,0,750217,750217,750132,2045,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r2/run_3/DEBY_LOD2_4907202_run_3_classified.las
gs_e5_C001_acmp_r2,run_3,DEBY_LOD2_4908168,0,839968,839968,839968,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r2/run_3/DEBY_LOD2_4908168_run_3_classified.las
gs_e5_C001_acmp_r2,run_3,DEBY_LOD2_4908178,0,408591,408591,408506,5120,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r2/run_3/DEBY_LOD2_4908178_run_3_classified.las
gs_e5_C001_acmp_r2,run_3,DEBY_LOD2_4908179,0,32520,32520,32435,18,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r2/run_3/DEBY_LOD2_4908179_run_3_classified.las
gs_e5_C001_acmp_r2,run_3,DEBY_LOD2_60098,0,272050,272050,272050,272,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r2/run_3/DEBY_LOD2_60098_run_3_classified.las
gs_e5_C001_acmp_r2,run_3,DEBY_LOD2_8568391,0,214923,214923,214917,58,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r2/run_3/DEBY_LOD2_8568391_run_3_classified.las
gs_e5_C001_acmp_r2,run_3,DEBY_LOD2_8568392,0,172359,172359,172359,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r2/run_3/DEBY_LOD2_8568392_run_3_classified.las
