condition_id,role,wave,setting,arm,run,lineage,cityjson_path,cityjson_sha256,payload_group_size,payload_canonical,scope,n_population,n_rows,coverage_fraction,complete_population,measurable_count,val3dity_valid_count,val3dity_valid_rate_population,lod2_count,lod2_rate_population,lod1_fallback_count,median_face_count_ratio,median_roof_rms_m,p90_roof_rms_m,condition_selection_scope,learning_runs_started
e5p_3b_s1_20260708_C001:base:gs_e5_C001_s1_sparse_r1:run_1,gs,e5p_3b_s1_20260708_C001,base,sparse,r1,original_assembled,phases/p0-audit/runs/e5p_3b_s1_20260708_C001/base/cityjson/gs_e5_C001_s1_sparse_r1_run_1.city.json,4449b6e012738fe68d9451c4b7a10f17723e1752d164563ec65fdaabeb48c9dd,2,True,all_c001,18,18,1.0,True,12,17,0.9444444444444444,12,0.6666666666666666,0,0.5,2.739873973,11.990012686800002,one_fixed_model_condition_no_per_building_switching,0
e5p_3b_s1_20260708_C001:base:gs_e5_C001_s1_sparse_r1:run_1,gs,e5p_3b_s1_20260708_C001,base,sparse,r1,original_assembled,phases/p0-audit/runs/e5p_3b_s1_20260708_C001/base/cityjson/gs_e5_C001_s1_sparse_r1_run_1.city.json,4449b6e012738fe68d9451c4b7a10f17723e1752d164563ec65fdaabeb48c9dd,2,True,dense_success,10,10,1.0,True,10,9,0.9,10,1.0,0,0.75,1.75836082,8.045518866699998,one_fixed_model_condition_no_per_building_switching,0
e5p_3b_s1_20260708_C001:voxel02:gs_e5_C001_s1_acmp_r1:run_1,gs,e5p_3b_s1_20260708_C001,voxel02,acmp,r1,original_assembled,phases/p0-audit/runs/e5p_3b_s1_20260708_C001/voxel02/cityjson/gs_e5_C001_s1_acmp_r1_run_1.city.json,b0bb172ccc1a587a4ed44c2b8cc014fad67da6be710d0fd0a3f2a35a12a7986e,2,True,all_c001,18,18,1.0,True,4,17,0.9444444444444444,14,0.7777777777777778,0,0.0,0.78880262,3.435155476200001,one_fixed_model_condition_no_per_building_switching,0
e5p_3b_s1_20260708_C001:voxel02:gs_e5_C001_s1_acmp_r1:run_1,gs,e5p_3b_s1_20260708_C001,voxel02,acmp,r1,original_assembled,phases/p0-audit/runs/e5p_3b_s1_20260708_C001/voxel02/cityjson/gs_e5_C001_s1_acmp_r1_run_1.city.json,b0bb172ccc1a587a4ed44c2b8cc014fad67da6be710d0fd0a3f2a35a12a7986e,2,True,dense_success,10,10,1.0,True,4,9,0.9,10,1.0,0,0.0,0.78880262,3.435155476200001,one_fixed_model_condition_no_per_building_switching,0
e5p_3b_s1_20260708_C001:voxel02:gs_e5_C001_s1_dense_r1:run_1,gs,e5p_3b_s1_20260708_C001,voxel02,dense,r1,original_assembled,phases/p0-audit/runs/e5p_3b_s1_20260708_C001/voxel02/cityjson/gs_e5_C001_s1_dense_r1_run_1.city.json,69a39015390243cb622f6c906c1786a554f128ae060500d166dcdb392b84ef2a,1,True,all_c001,18,18,1.0,True,4,15,0.8333333333333334,11,0.6111111111111112,0,0.0,0.907519338,3.3798030743000007,one_fixed_model_condition_no_per_building_switching,0
e5p_3b_s1_20260708_C001:voxel02:gs_e5_C001_s1_dense_r1:run_1,gs,e5p_3b_s1_20260708_C001,voxel02,dense,r1,original_assembled,phases/p0-audit/runs/e5p_3b_s1_20260708_C001/voxel02/cityjson/gs_e5_C001_s1_dense_r1_run_1.city.json,69a39015390243cb622f6c906c1786a554f128ae060500d166dcdb392b84ef2a,1,True,dense_success,10,10,1.0,True,4,7,0.7,10,1.0,0,0.0,0.907519338,3.3798030743000007,one_fixed_model_condition_no_per_building_switching,0
e5p_3b_s1_20260708_C001:voxel02:gs_e5_C001_s1_sparse_r1:run_1,gs,e5p_3b_s1_20260708_C001,voxel02,sparse,r1,original_assembled,phases/p0-audit/runs/e5p_3b_s1_20260708_C001/voxel02/cityjson/gs_e5_C001_s1_sparse_r1_run_1.city.json,1c9e3ba144af53296bbd5ad7984b911c14dee4fc4a24fcfa27437dbb8d14d456,1,True,all_c001,18,18,1.0,True,5,14,0.7777777777777778,12,0.6666666666666666,0,0.0,1.441443067,7.047094667800001,one_fixed_model_condition_no_per_building_switching,0
e5p_3b_s1_20260708_C001:voxel02:gs_e5_C001_s1_sparse_r1:run_1,gs,e5p_3b_s1_20260708_C001,voxel02,sparse,r1,original_assembled,phases/p0-audit/runs/e5p_3b_s1_20260708_C001/voxel02/cityjson/gs_e5_C001_s1_sparse_r1_run_1.city.json,1c9e3ba144af53296bbd5ad7984b911c14dee4fc4a24fcfa27437dbb8d14d456,1,True,dense_success,10,10,1.0,True,5,6,0.6,10,1.0,0,0.125,1.441443067,7.047094667800001,one_fixed_model_condition_no_per_building_switching,0
e5p_405_repair_20260709_C001:e5p_3b_s1_20260708_C001:base:gs_e5_C001_s1_acmp_r1:run_1,gs,e5p_405_repair_20260709_C001:e5p_3b_s1_20260708_C001,base,acmp,r1,405_repaired_copy,phases/p0-audit/runs/e5p_405_repair_20260709_C001/e5p_3b_s1_20260708_C001/base/cityjson/gs_e5_C001_s1_acmp_r1_run_1.city.json,387ffa629605b1b75f26c8c754012c02e15ceff6e10d4b0525e288cc17e335ff,1,True,all_c001,18,18,1.0,True,14,18,1.0,14,0.7777777777777778,0,0.875,3.3000211354999998,10.6681906548,one_fixed_model_condition_no_per_building_switching,0
e5p_405_repair_20260709_C001:e5p_3b_s1_20260708_C001:base:gs_e5_C001_s1_acmp_r1:run_1,gs,e5p_405_repair_20260709_C001:e5p_3b_s1_20260708_C001,base,acmp,r1,405_repaired_copy,phases/p0-audit/runs/e5p_405_repair_20260709_C001/e5p_3b_s1_20260708_C001/base/cityjson/gs_e5_C001_s1_acmp_r1_run_1.city.json,387ffa629605b1b75f26c8c754012c02e15ceff6e10d4b0525e288cc17e335ff,1,True,dense_success,10,10,1.0,True,10,10,1.0,10,1.0,0,1.0,2.510473298,4.857862212199998,one_fixed_model_condition_no_per_building_switching,0
e5p_405_repair_20260709_C001:e5p_3b_s1_20260708_C001:base:gs_e5_C001_s1_dense_r1:run_1,gs,e5p_405_repair_20260709_C001:e5p_3b_s1_20260708_C001,base,dense,r1,405_repaired_copy,phases/p0-audit/runs/e5p_405_repair_20260709_C001/e5p_3b_s1_20260708_C001/base/cityjson/gs_e5_C001_s1_dense_r1_run_1.city.json,38570c8cc8af712f7d71f02eaef5b8a55fefedb40dc218bd6e0ea44059c05430,2,False,all_c001,18,18,1.0,True,11,17,0.9444444444444444,11,0.6111111111111112,0,0.5,1.717910758,10.311667566,one_fixed_model_condition_no_per_building_switching,0
e5p_405_repair_20260709_C001:e5p_3b_s1_20260708_C001:base:gs_e5_C001_s1_dense_r1:run_1,gs,e5p_405_repair_20260709_C001:e5p_3b_s1_20260708_C001,base,dense,r1,405_repaired_copy,phases/p0-audit/runs/e5p_405_repair_20260709_C001/e5p_3b_s1_20260708_C001/base/cityjson/gs_e5_C001_s1_dense_r1_run_1.city.json,38570c8cc8af712f7d71f02eaef5b8a55fefedb40dc218bd6e0ea44059c05430,2,False,dense_success,10,10,1.0,True,10,9,0.9,10,1.0,0,0.5,1.6450826635,7.513160722899998,one_fixed_model_condition_no_per_building_switching,0
e5p_405_repair_20260709_C001:e5p_3b_s1_20260708_C001:base:gs_e5_C001_s1_sparse_r1:run_1,gs,e5p_405_repair_20260709_C001:e5p_3b_s1_20260708_C001,base,sparse,r1,405_repaired_copy,phases/p0-audit/runs/e5p_405_repair_20260709_C001/e5p_3b_s1_20260708_C001/base/cityjson/gs_e5_C001_s1_sparse_r1_run_1.city.json,4449b6e012738fe68d9451c4b7a10f17723e1752d164563ec65fdaabeb48c9dd,2,False,all_c001,18,18,1.0,True,12,17,0.9444444444444444,12,0.6666666666666666,0,0.5,2.739873973,11.990012686800002,one_fixed_model_condition_no_per_building_switching,0
e5p_405_repair_20260709_C001:e5p_3b_s1_20260708_C001:base:gs_e5_C001_s1_sparse_r1:run_1,gs,e5p_405_repair_20260709_C001:e5p_3b_s1_20260708_C001,base,sparse,r1,405_repaired_copy,phases/p0-audit/runs/e5p_405_repair_20260709_C001/e5p_3b_s1_20260708_C001/base/cityjson/gs_e5_C001_s1_sparse_r1_run_1.city.json,4449b6e012738fe68d9451c4b7a10f17723e1752d164563ec65fdaabeb48c9dd,2,False,dense_success,10,10,1.0,True,10,9,0.9,10,1.0,0,0.75,1.7482622074999998,8.045518866699998,one_fixed_model_condition_no_per_building_switching,0
e5p_405_repair_20260709_C001:e5p_3b_s1_20260708_C001:voxel02:gs_e5_C001_s1_acmp_r1:run_1,gs,e5p_405_repair_20260709_C001:e5p_3b_s1_20260708_C001,voxel02,acmp,r1,405_repaired_copy,phases/p0-audit/runs/e5p_405_repair_20260709_C001/e5p_3b_s1_20260708_C001/voxel02/cityjson/gs_e5_C001_s1_acmp_r1_run_1.city.json,b0bb172ccc1a587a4ed44c2b8cc014fad67da6be710d0fd0a3f2a35a12a7986e,2,False,all_c001,18,18,1.0,True,4,17,0.9444444444444444,14,0.7777777777777778,0,0.0,0.78880262,3.429204037700001,one_fixed_model_condition_no_per_building_switching,0
e5p_405_repair_20260709_C001:e5p_3b_s1_20260708_C001:voxel02:gs_e5_C001_s1_acmp_r1:run_1,gs,e5p_405_repair_20260709_C001:e5p_3b_s1_20260708_C001,voxel02,acmp,r1,405_repaired_copy,phases/p0-audit/runs/e5p_405_repair_20260709_C001/e5p_3b_s1_20260708_C001/voxel02/cityjson/gs_e5_C001_s1_acmp_r1_run_1.city.json,b0bb172ccc1a587a4ed44c2b8cc014fad67da6be710d0fd0a3f2a35a12a7986e,2,False,dense_success,10,10,1.0,True,4,9,0.9,10,1.0,0,0.0,0.78880262,3.429204037700001,one_fixed_model_condition_no_per_building_switching,0
e5p_405_repair_20260709_C001:e5p_3b_s1_20260708_C001:voxel02:gs_e5_C001_s1_dense_r1:run_1,gs,e5p_405_repair_20260709_C001:e5p_3b_s1_20260708_C001,voxel02,dense,r1,405_repaired_copy,phases/p0-audit/runs/e5p_405_repair_20260709_C001/e5p_3b_s1_20260708_C001/voxel02/cityjson/gs_e5_C001_s1_dense_r1_run_1.city.json,6e002cc563ec13e552c61ec1f0a63a0e39a70b9afca6c45340a3ba64542f94b6,1,True,all_c001,18,18,1.0,True,4,16,0.8888888888888888,11,0.6111111111111112,0,0.0,0.9075041335,3.379793951600001,one_fixed_model_condition_no_per_building_switching,0
e5p_405_repair_20260709_C001:e5p_3b_s1_20260708_C001:voxel02:gs_e5_C001_s1_dense_r1:run_1,gs,e5p_405_repair_20260709_C001:e5p_3b_s1_20260708_C001,voxel02,dense,r1,405_repaired_copy,phases/p0-audit/runs/e5p_405_repair_20260709_C001/e5p_3b_s1_20260708_C001/voxel02/cityjson/gs_e5_C001_s1_dense_r1_run_1.city.json,6e002cc563ec13e552c61ec1f0a63a0e39a70b9afca6c45340a3ba64542f94b6,1,True,dense_success,10,10,1.0,True,4,8,0.8,10,1.0,0,0.0,0.9075041335,3.379793951600001,one_fixed_model_condition_no_per_building_switching,0
e5p_405_repair_20260709_C001:e5p_3b_s1_20260708_C001:voxel02:gs_e5_C001_s1_sparse_r1:run_1,gs,e5p_405_repair_20260709_C001:e5p_3b_s1_20260708_C001,voxel02,sparse,r1,405_repaired_copy,phases/p0-audit/runs/e5p_405_repair_20260709_C001/e5p_3b_s1_20260708_C001/voxel02/cityjson/gs_e5_C001_s1_sparse_r1_run_1.city.json,1ac5ee0fd9174b3ce785b5dc200b39a3d0aa9c99af24358f8db0ce5e8ae3735e,1,True,all_c001,18,18,1.0,True,5,15,0.8333333333333334,12,0.6666666666666666,0,0.0,1.441443067,7.0576698538,one_fixed_model_condition_no_per_building_switching,0
e5p_405_repair_20260709_C001:e5p_3b_s1_20260708_C001:voxel02:gs_e5_C001_s1_sparse_r1:run_1,gs,e5p_405_repair_20260709_C001:e5p_3b_s1_20260708_C001,voxel02,sparse,r1,405_repaired_copy,phases/p0-audit/runs/e5p_405_repair_20260709_C001/e5p_3b_s1_20260708_C001/voxel02/cityjson/gs_e5_C001_s1_sparse_r1_run_1.city.json,1ac5ee0fd9174b3ce785b5dc200b39a3d0aa9c99af24358f8db0ce5e8ae3735e,1,True,dense_success,10,10,1.0,True,5,7,0.7,10,1.0,0,0.125,1.441443067,7.0576698538,one_fixed_model_condition_no_per_building_switching,0
e5p_405_repair_20260709_C001:e5p_corrected_s1_20260709_C001:base:gs_e5_C001_corrected_s1_acmp_r1:run_1,gs,e5p_405_repair_20260709_C001:e5p_corrected_s1_20260709_C001,base,acmp,r1,405_repaired_copy,phases/p0-audit/runs/e5p_405_repair_20260709_C001/e5p_corrected_s1_20260709_C001/base/cityjson/gs_e5_C001_corrected_s1_acmp_r1_run_1.city.json,cb42d3bb467d456c5a4ff46a5e75f60246f38c8b4c7638193a0677ff2f9500a0,1,True,all_c001,18,18,1.0,True,11,16,0.8888888888888888,11,0.6111111111111112,0,0.5,3.422437063,14.092757692,one_fixed_model_condition_no_per_building_switching,0
e5p_405_repair_20260709_C001:e5p_corrected_s1_20260709_C001:base:gs_e5_C001_corrected_s1_acmp_r1:run_1,gs,e5p_405_repair_20260709_C001:e5p_corrected_s1_20260709_C001,base,acmp,r1,405_repaired_copy,phases/p0-audit/runs/e5p_405_repair_20260709_C001/e5p_corrected_s1_20260709_C001/base/cityjson/gs_e5_C001_corrected_s1_acmp_r1_run_1.city.json,cb42d3bb467d456c5a4ff46a5e75f60246f38c8b4c7638193a0677ff2f9500a0,1,True,dense_success,10,10,1.0,True,10,8,0.8,10,1.0,0,0.5,3.0906388875,15.933535438599993,one_fixed_model_condition_no_per_building_switching,0
e5p_405_repair_20260709_C001:e5p_corrected_s1_20260709_C001:base:gs_e5_C001_corrected_s1_dense_r1:run_1,gs,e5p_405_repair_20260709_C001:e5p_corrected_s1_20260709_C001,base,dense,r1,405_repaired_copy,phases/p0-audit/runs/e5p_405_repair_20260709_C001/e5p_corrected_s1_20260709_C001/base/cityjson/gs_e5_C001_corrected_s1_dense_r1_run_1.city.json,cea24fbe09095be2d92b64190766eb8ccc3c8f23f436fb9f7bfa7cc4105f21f7,2,False,all_c001,18,18,1.0,True,9,15,0.8333333333333334,9,0.5,0,0.25,3.632878577,19.4017457672,one_fixed_model_condition_no_per_building_switching,0
e5p_405_repair_20260709_C001:e5p_corrected_s1_20260709_C001:base:gs_e5_C001_corrected_s1_dense_r1:run_1,gs,e5p_405_repair_20260709_C001:e5p_corrected_s1_20260709_C001,base,dense,r1,405_repaired_copy,phases/p0-audit/runs/e5p_405_repair_20260709_C001/e5p_corrected_s1_20260709_C001/base/cityjson/gs_e5_C001_corrected_s1_dense_r1_run_1.city.json,cea24fbe09095be2d92b64190766eb8ccc3c8f23f436fb9f7bfa7cc4105f21f7,2,False,dense_success,10,10,1.0,True,8,8,0.8,8,0.8,0,0.5,3.271212854,10.349990540499997,one_fixed_model_condition_no_per_building_switching,0
e5p_405_repair_20260709_C001:e5p_corrected_s1_20260709_C001:base:gs_e5_C001_corrected_s1_sparse_r1:run_1,gs,e5p_405_repair_20260709_C001:e5p_corrected_s1_20260709_C001,base,sparse,r1,405_repaired_copy,phases/p0-audit/runs/e5p_405_repair_20260709_C001/e5p_corrected_s1_20260709_C001/base/cityjson/gs_e5_C001_corrected_s1_sparse_r1_run_1.city.json,bc034881bd02968d03ae9feed838dd453bc976329f8186becdab7e03660336b5,2,False,all_c001,18,18,1.0,True,10,16,0.8888888888888888,10,0.5555555555555556,0,0.5,5.8212598415,30.247120197299996,one_fixed_model_condition_no_per_building_switching,0
e5p_405_repair_20260709_C001:e5p_corrected_s1_20260709_C001:base:gs_e5_C001_corrected_s1_sparse_r1:run_1,gs,e5p_405_repair_20260709_C001:e5p_corrected_s1_20260709_C001,base,sparse,r1,405_repaired_copy,phases/p0-audit/runs/e5p_405_repair_20260709_C001/e5p_corrected_s1_20260709_C001/base/cityjson/gs_e5_C001_corrected_s1_sparse_r1_run_1.city.json,bc034881bd02968d03ae9feed838dd453bc976329f8186becdab7e03660336b5,2,False,dense_success,10,10,1.0,True,8,8,0.8,8,0.8,0,0.5,2.7587482955000002,27.288738503599998,one_fixed_model_condition_no_per_building_switching,0
e5p_405_repair_20260709_C001:e5p_corrected_s1_20260709_C001:voxel02:gs_e5_C001_corrected_s1_acmp_r1:run_1,gs,e5p_405_repair_20260709_C001:e5p_corrected_s1_20260709_C001,voxel02,acmp,r1,405_repaired_copy,phases/p0-audit/runs/e5p_405_repair_20260709_C001/e5p_corrected_s1_20260709_C001/voxel02/cityjson/gs_e5_C001_corrected_s1_acmp_r1_run_1.city.json,c6b7229e7b2f74c953972dadb6a7171e497de0498cca8070107f419ca202e414,2,False,all_c001,18,18,1.0,True,3,14,0.7777777777777778,11,0.6111111111111112,0,0.0,2.579284397,11.9708813578,one_fixed_model_condition_no_per_building_switching,0
e5p_405_repair_20260709_C001:e5p_corrected_s1_20260709_C001:voxel02:gs_e5_C001_corrected_s1_acmp_r1:run_1,gs,e5p_405_repair_20260709_C001:e5p_corrected_s1_20260709_C001,voxel02,acmp,r1,405_repaired_copy,phases/p0-audit/runs/e5p_405_repair_20260709_C001/e5p_corrected_s1_20260709_C001/voxel02/cityjson/gs_e5_C001_corrected_s1_acmp_r1_run_1.city.json,c6b7229e7b2f74c953972dadb6a7171e497de0498cca8070107f419ca202e414,2,False,dense_success,10,10,1.0,True,3,6,0.6,10,1.0,0,0.0,2.579284397,11.9708813578,one_fixed_model_condition_no_per_building_switching,0
e5p_405_repair_20260709_C001:e5p_corrected_s1_20260709_C001:voxel02:gs_e5_C001_corrected_s1_dense_r1:run_1,gs,e5p_405_repair_20260709_C001:e5p_corrected_s1_20260709_C001,voxel02,dense,r1,405_repaired_copy,phases/p0-audit/runs/e5p_405_repair_20260709_C001/e5p_corrected_s1_20260709_C001/voxel02/cityjson/gs_e5_C001_corrected_s1_dense_r1_run_1.city.json,d58357f751fccadd70315c9e89e798db2f61168beb9f4e5b4c88fb12bf3b605b,1,True,all_c001,18,18,1.0,True,2,9,0.5,9,0.5,0,0.0,0.9572859865000001,1.5041277565,one_fixed_model_condition_no_per_building_switching,0
e5p_405_repair_20260709_C001:e5p_corrected_s1_20260709_C001:voxel02:gs_e5_C001_corrected_s1_dense_r1:run_1,gs,e5p_405_repair_20260709_C001:e5p_corrected_s1_20260709_C001,voxel02,dense,r1,405_repaired_copy,phases/p0-audit/runs/e5p_405_repair_20260709_C001/e5p_corrected_s1_20260709_C001/voxel02/cityjson/gs_e5_C001_corrected_s1_dense_r1_run_1.city.json,d58357f751fccadd70315c9e89e798db2f61168beb9f4e5b4c88fb12bf3b605b,1,True,dense_success,10,10,1.0,True,2,7,0.7,8,0.8,0,0.0,0.9572859865000001,1.5041277565,one_fixed_model_condition_no_per_building_switching,0
e5p_405_repair_20260709_C001:e5p_corrected_s1_20260709_C001:voxel02:gs_e5_C001_corrected_s1_sparse_r1:run_1,gs,e5p_405_repair_20260709_C001:e5p_corrected_s1_20260709_C001,voxel02,sparse,r1,405_repaired_copy,phases/p0-audit/runs/e5p_405_repair_20260709_C001/e5p_corrected_s1_20260709_C001/voxel02/cityjson/gs_e5_C001_corrected_s1_sparse_r1_run_1.city.json,3fc810f903a7f01287e3b8e63403305d7e0e9f16ef4e657e9c518ce45520cdb5,2,False,all_c001,18,18,1.0,True,3,12,0.6666666666666666,10,0.5555555555555556,0,0.0,2.656488117,5.256316681,one_fixed_model_condition_no_per_building_switching,0
e5p_405_repair_20260709_C001:e5p_corrected_s1_20260709_C001:voxel02:gs_e5_C001_corrected_s1_sparse_r1:run_1,gs,e5p_405_repair_20260709_C001:e5p_corrected_s1_20260709_C001,voxel02,sparse,r1,405_repaired_copy,phases/p0-audit/runs/e5p_405_repair_20260709_C001/e5p_corrected_s1_20260709_C001/voxel02/cityjson/gs_e5_C001_corrected_s1_sparse_r1_run_1.city.json,3fc810f903a7f01287e3b8e63403305d7e0e9f16ef4e657e9c518ce45520cdb5,2,False,dense_success,10,10,1.0,True,3,6,0.6,8,0.8,0,0.0,2.656488117,5.256316681,one_fixed_model_condition_no_per_building_switching,0
e5p_405_repair_20260709_C001:e5p_corrected_s1_recheck_20260709_C001:base:gs_e5_C001_corrected_s1_preprune_keepall_acmp_r1:run_1,gs,e5p_405_repair_20260709_C001:e5p_corrected_s1_recheck_20260709_C001,base,acmp,r1,405_repaired_copy,phases/p0-audit/runs/e5p_405_repair_20260709_C001/e5p_corrected_s1_recheck_20260709_C001/base/cityjson/gs_e5_C001_corrected_s1_preprune_keepall_acmp_r1_run_1.city.json,7ccaa964c748fad7b49d0c405b1cdb0bf3726d7a0c4afe0e0c3869acfb55d15d,1,True,all_c001,18,18,1.0,True,13,15,0.8333333333333334,0,0.0,0,0.5,3.830912832,17.001298836600004,one_fixed_model_condition_no_per_building_switching,0
e5p_405_repair_20260709_C001:e5p_corrected_s1_recheck_20260709_C001:base:gs_e5_C001_corrected_s1_preprune_keepall_acmp_r1:run_1,gs,e5p_405_repair_20260709_C001:e5p_corrected_s1_recheck_20260709_C001,base,acmp,r1,405_repaired_copy,phases/p0-audit/runs/e5p_405_repair_20260709_C001/e5p_corrected_s1_recheck_20260709_C001/base/cityjson/gs_e5_C001_corrected_s1_preprune_keepall_acmp_r1_run_1.city.json,7ccaa964c748fad7b49d0c405b1cdb0bf3726d7a0c4afe0e0c3869acfb55d15d,1,True,dense_success,10,10,1.0,True,10,8,0.8,0,0.0,0,0.625,3.6986399185,10.044539880399999,one_fixed_model_condition_no_per_building_switching,0
e5p_405_repair_20260709_C001:e5p_corrected_s1_recheck_20260709_C001:base:gs_e5_C001_corrected_s1_preprune_keepall_dense_r1:run_1,gs,e5p_405_repair_20260709_C001:e5p_corrected_s1_recheck_20260709_C001,base,dense,r1,405_repaired_copy,phases/p0-audit/runs/e5p_405_repair_20260709_C001/e5p_corrected_s1_recheck_20260709_C001/base/cityjson/gs_e5_C001_corrected_s1_preprune_keepall_dense_r1_run_1.city.json,e6bdec7c0964ac7dbb1fc7a83ee20b0e0bcc3a1c9cfc322f83429c2cae0c90fe,2,False,all_c001,18,18,1.0,True,7,17,0.9444444444444444,3,0.16666666666666666,0,0.0,3.193383412,7.920892806400003,one_fixed_model_condition_no_per_building_switching,0
